"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"2266splitHere46","13707564splitHere46","Process#waitFor"
"2267splitHere46","13707564splitHere46","Process.html#getOutputStream()"
"2268splitHere46","13707564splitHere46","Process"
"2269splitHere46","13707564splitHere46","ProcessBuilder"
"2270splitHere46","13707564splitHere46","Process p = new ProcessBuilder(<doubleQuotes46>myCommand<doubleQuotes46>, <doubleQuotes46>myArg<doubleQuotes46>).start();<newline46mondego>"
"2271splitHere46","13707564splitHere46","ProcessBuilder"
"2272splitHere46","13707564splitHere46","Runtime#exec"
"2273splitHere46","13707564splitHere46","ProcessBuilder#start"
"2274splitHere46","13707597splitHere46","ViewGroup group;<newline46mondego>for (int i=0;i<group.getChildCount;i++)<newline46mondego>{<newline46mondego>  View view=group.getChildAt(i);<newline46mondego>}<newline46mondego>"
"2275splitHere46","13707602splitHere46","public static void write (String filename, int[]x) throws IOException{<newline46mondego>  BufferedWriter outputWriter = null;<newline46mondego>  outputWriter = new BufferedWriter(new FileWriter(filename));<newline46mondego>  for (int i = 0; i < x.length; i++) {<newline46mondego>    // Maybe:<newline46mondego>    outputWriter.write(x[i]+<doubleQuotes46><doubleQuotes46>);<newline46mondego>    // Or:<newline46mondego>    outputWriter.write(Integer.toString(x[i]);<newline46mondego>    outputWriter.newLine();<newline46mondego>  }<newline46mondego>  outputWriter.flush();  <newline46mondego>  outputWriter.close();  <newline46mondego>}<newline46mondego>"
"2276splitHere46","13707602splitHere46","[1, 2, 3, ....]"
"2277splitHere46","13707602splitHere46","outputWriter.write(Arrays.toString(x));<newline46mondego>"
"2278splitHere46","13707884splitHere46","public class GUI extends JFrame implements ActionListener{<newline46mondego>    //...<newline46mondego>    Button b;<newline46mondego>    public GUI(){<newline46mondego>        //...<newline46mondego>        b = new Button();<newline46mondego>        this.getContentPane().add(b);<newline46mondego>        this.addListener(b);<newline46mondego>        //...<newline46mondego>    }<newline46mondego>    //...<newline46mondego>    public void actionPerformed(ActionEvent e){<newline46mondego>        if(e.getSource()==b){<newline46mondego>            // your TODO list here<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2279splitHere46","13708042splitHere46","public class Results extends Activity {<newline46mondego>    int cAnswers=0;<newline46mondego>    int wAnswers=0;<newline46mondego>    QuestionView qv = new QuestionView();<newline46mondego>    ArrayList<Question> queryList = qv.getQueries();<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.resultsmain);<newline46mondego>        cAnswers = getIntent().getIntExtra(<doubleQuotes46>correctAnswers<doubleQuotes46>, -1);<newline46mondego>         wAnswers = getIntent().getIntExtra(<doubleQuotes46>wrongAnswers<doubleQuotes46>, -1);<newline46mondego>       //your code here...<newline46mondego>"
"2280splitHere46","13708075splitHere46","int doit(int i_incr, int j_incr) {<newline46mondego>    int cornerIncrement = 0;<newline46mondego>    for (int i=row+i_incr, j=col+j_incr; i>=0 && j>=0; i+=i_incr, j+=j_incr) {<newline46mondego>        if (b[i][j]==charAtPosition) {<newline46mondego>            cornerIncrement++;<newline46mondego>        } else {<newline46mondego>            break;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return cornerIncrement;<newline46mondego>}<newline46mondego>"
"2281splitHere46","13708075splitHere46","int increment = doit(+1, -1);  // Or (-1, +1) etc<newline46mondego>topLeft += increment;  // Or bottomLeft/topRight/bottomRight<newline46mondego>"
"2282splitHere46","13708095splitHere46","@Root<newline46mondego>public class Example {<newline46mondego><newline46mondego>   @ElementListUnion({<newline46mondego>      @ElementList(entry=<doubleQuotes46>int<doubleQuotes46>, type=Integer.class, inline=true),<newline46mondego>      @ElementList(entry=<doubleQuotes46>date<doubleQuotes46>, type=Date.class, inline=true),<newline46mondego>      @ElementList(entry=<doubleQuotes46>text<doubleQuotes46>, type=String.class, inline=true)<newline46mondego>   })<newline46mondego>   private List<Object> list;<newline46mondego>}<newline46mondego>"
"2283splitHere46","13708191splitHere46","package-info.java"
"2284splitHere46","13708191splitHere46","@javax.xml.bind.annotation.XmlSchema (<newline46mondego>    namespace = <doubleQuotes46>http://www.test.com<doubleQuotes46>,<newline46mondego>    elementFormDefault=javax.xml.bind.annotation.XmlNsForm.QUALIFIED<newline46mondego>)<newline46mondego>package stackoverflow.problem.jaxb.ns;<newline46mondego>"
"2285splitHere46","13708210splitHere46","abstract"
"2286splitHere46","13708219splitHere46","super.paintComponents(...)"
"2287splitHere46","13708219splitHere46","@Override"
"2288splitHere46","13708245splitHere46","private int X;<newline46mondego>private int Y;<newline46mondego><newline46mondego>@Override<newline46mondego>public void mouseClicked(MouseEvent m) {<newline46mondego>    gebeurtenisverslag.setText( <newline46mondego>            m.getClickCount() + <doubleQuotes46> keer geklikt op <doubleQuotes46> + m.getX() + <doubleQuotes46>,<doubleQuotes46> + m.getY());<newline46mondego>    X = m.getX();<newline46mondego>    Y = m.getY();<newline46mondego>}<newline46mondego><newline46mondego>public void paintComponent(Graphics g) {<newline46mondego>    super.paintComponent(g);<newline46mondego>    //Probably want to add logic here to verify X & Y have been set<newline46mondego>    punt.setDot(g, X, Y, 5);<newline46mondego>    repaint();<newline46mondego>}<newline46mondego>"
"2289splitHere46","13708266splitHere46","new LoginCheck() {<newline46mondego>        @Override<newline46mondego>        public void LoggedIn() {<newline46mondego>            //To change body of implemented methods use File | Settings | File Templates.<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void LoggedOut() {<newline46mondego>            //To change body of implemented methods use File | Settings | File Templates.<newline46mondego>        }<newline46mondego>    };<newline46mondego>"
"2290splitHere46","13708266splitHere46","public abstract class LoginCheck {<newline46mondego>public LoginCheck(){<newline46mondego>    new Check().execute(true);<newline46mondego>}<newline46mondego>public  class Check extends AsyncTask<Boolean,Boolean,Boolean>{<newline46mondego> @Override<newline46mondego> protected Boolean doInBackground(Boolean... objects) {<newline46mondego><newline46mondego>     JSONStringer jsonSend = null;<newline46mondego><newline46mondego>     try {<newline46mondego>         jsonSend = new JSONStringer()<newline46mondego>                 .object()<newline46mondego>                 .endObject();<newline46mondego>     } catch (JSONException e) {<newline46mondego>         Log.e(<doubleQuotes46>log_tag<doubleQuotes46>, <doubleQuotes46>Error creating Json <doubleQuotes46> + e.toString());<newline46mondego>     }<newline46mondego><newline46mondego>     JSONObject result = JsonPost.postJSONtoURL(MyApp.getServiceUrl() + <doubleQuotes46>/Api/Login/AmILoggedIn<doubleQuotes46>, jsonSend);<newline46mondego><newline46mondego>     try {<newline46mondego>         if (result.getBoolean(<doubleQuotes46>Success<doubleQuotes46>)) {<newline46mondego>             return true;<newline46mondego>         }<newline46mondego>     } catch (JSONException e) {<newline46mondego>         Log.e(<doubleQuotes46>log_tag<doubleQuotes46>, <doubleQuotes46>Error parsing data <doubleQuotes46> + e.toString());<newline46mondego>     }<newline46mondego>     try {<newline46mondego>         if (!result.getBoolean(<doubleQuotes46>Success<doubleQuotes46>)) {<newline46mondego>             return false;<newline46mondego>         }<newline46mondego>     } catch (JSONException e) {<newline46mondego>         Log.e(<doubleQuotes46>log_tag<doubleQuotes46>, <doubleQuotes46>Error parsing data <doubleQuotes46> + e.toString());<newline46mondego>     }<newline46mondego><newline46mondego>     return false;<newline46mondego> }<newline46mondego><newline46mondego><newline46mondego><newline46mondego> @Override<newline46mondego> protected void onPostExecute(Boolean result){<newline46mondego>     if(result)<newline46mondego>         LoggedIn();<newline46mondego>     if(!result)<newline46mondego>         LoggedOut();<newline46mondego><newline46mondego> }<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego><newline46mondego><newline46mondego>public abstract void LoggedIn();<newline46mondego>public abstract void LoggedOut();<newline46mondego><newline46mondego> }<newline46mondego>"
"2291splitHere46","13708335splitHere46","toString"
"2292splitHere46","13708335splitHere46","equals"
"2293splitHere46","13708335splitHere46","hashCode"
"2294splitHere46","13708335splitHere46","public class Foo {<newline46mondego><newline46mondego>  final String bar;<newline46mondego>  final String baz;<newline46mondego><newline46mondego>  Foo(String bar, String baz) {<newline46mondego>    this.bar = bar;<newline46mondego>    this.baz = baz;<newline46mondego>  }<newline46mondego><newline46mondego>  // equals, toString and hashcode definitions<newline46mondego><newline46mondego>}<newline46mondego>"
"2295splitHere46","13708335splitHere46","case class Foo(bar: String, baz: String)<newline46mondego>"
"2296splitHere46","13708335splitHere46","case class Human(name: String, surname: String)<newline46mondego>val tom: Human = Human(<doubleQuotes46>Tom<doubleQuotes46>, <doubleQuotes46>Hanks<doubleQuotes46>)<newline46mondego>def saySomething(t: Human): String = t match {<newline46mondego>  case Human(_, <doubleQuotes46>Hanks<doubleQuotes46>) => <doubleQuotes46>Run Forrest, run!<doubleQuotes46><newline46mondego>  case Human(_, <doubleQuotes46>Hardy<doubleQuotes46>) => <doubleQuotes46>No, Bane, no!<doubleQuotes46><newline46mondego>}<newline46mondego>println(saySomething(tom))<newline46mondego>"
"2297splitHere46","13708335splitHere46","val LogEntry = <doubleQuotes46><doubleQuotes46><doubleQuotes46>Completed in (\d+)ms \(View: (\d+), DB: (\d+)\) \| (\d+) OK \[http://app.domain.com(.*)\?.*<doubleQuotes46><doubleQuotes46><doubleQuotes46>.r<newline46mondego>val line = <doubleQuotes46>Completed in 100ms (View: 25, DB: 75) | 200 OK [http://app.domain.com?params=here]<doubleQuotes46><newline46mondego>val LogEntry(totalTime, viewTime, dbTime, responseCode, uri) = line<newline46mondego>"
"2298splitHere46","13708335splitHere46","for(Map.Entry<Key,Value> entry: map.getEntrySet()) {<newline46mondego>  Key key = entry.getKey();<newline46mondego>  Value value = entry.getValue();<newline46mondego>  // do something with them<newline46mondego>}<newline46mondego>"
"2299splitHere46","13708335splitHere46","for((key,value) <- map) {<newline46mondego>  // do something<newline46mondego>}<newline46mondego>"
"2300splitHere46","13708335splitHere46","val countriesToCapitals: Map[String, String] = Map(<doubleQuotes46>England<doubleQuotes46> -> <doubleQuotes46>London<doubleQuotes46>)<newline46mondego>def foo(): SomeLongReturnType = {...}<newline46mondego>"
"2301splitHere46","13708335splitHere46","val countriesToCapitals = Map(<doubleQuotes46>England<doubleQuotes46> -> <doubleQuotes46>London<doubleQuotes46>)<newline46mondego>def foo() = {...}<newline46mondego>"
"2302splitHere46","13708335splitHere46","lazy val result = { <newline46mondego>  // ... here goes really heavy processing I want to avoid right now and make on call<newline46mondego>}<newline46mondego>"
"2303splitHere46","13708335splitHere46","protected"
"2304splitHere46","13708335splitHere46","private"
"2305splitHere46","13708335splitHere46","package foo.bar.baz<newline46mondego><newline46mondego>object Example {<newline46mondego>  private[baz] def notSoPrivate = { ... } <newline46mondego>} <newline46mondego>"
"2306splitHere46","13708335splitHere46","JFrame windowFrame = new JFrame()<newline46mondego>windowFrame.setSize(300, 200);<newline46mondego>windowFrame.getContentPane().setLayout(null);<newline46mondego>windowFrame.add(getJLabel(), null);<newline46mondego>windowFrame.add(getJTextField(), null);<newline46mondego>windowFrame.add(getJButton(), null);<newline46mondego>windowFrame.setTitle(<doubleQuotes46>HelloWorld<doubleQuotes46>);<newline46mondego>"
"2307splitHere46","13708335splitHere46","val windowFrame = new JFrame()<newline46mondego><newline46mondego>{<newline46mondego>  import windowFrame._<newline46mondego><newline46mondego>  setSize(300, 200);<newline46mondego>  getContentPane().setLayout(null);<newline46mondego>  add(getJLabel(), null);<newline46mondego>  add(getJTextField(), null);<newline46mondego>  add(getJButton(), null);<newline46mondego>  setTitle(<doubleQuotes46>HelloWorld<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
