"1splitHere46","5457590splitHere46","ObjectMapper objectMapper = new ObjectMapper();<newline46mondego>objectMapper.configure(SerializationConfig.Feature.INDENT_OUTPUT, true);<newline46mondego><newline46mondego>String originalJson = ...<newline46mondego>JsonNode tree = objectMapper .readTree(originalJson);<newline46mondego>String formattedJson = objectMapper.writeValueAsString(tree);<newline46mondego>"
"638splitHere46","5479371splitHere46","@Path(<doubleQuotes46>/customer<doubleQuotes46>)<newline46mondego>@Resource<newline46mondego>public class NeighborComparison {<newline46mondego><newline46mondego>    @GET @Path(<doubleQuotes46>/{customerId}<doubleQuotes46>) @Produces(<doubleQuotes46>text/plain<doubleQuotes46>)<newline46mondego>    public String getNeighborComparison(@PathParam(<doubleQuotes46>customerId<doubleQuotes46>) long customerId) {<newline46mondego>        return <doubleQuotes46>foo<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"639splitHere46","5479371splitHere46","@Path(<doubleQuotes46>/{customerId}}"
"640splitHere46","5479371splitHere46","@PathParam"
"641splitHere46","5479371splitHere46","SpringContextLoader"
"642splitHere46","5479371splitHere46","SpringBeanProcessor"
"643splitHere46","5479371splitHere46","ApplicationContext"
"644splitHere46","5479371splitHere46","ApplicationListener"
"645splitHere46","5479371splitHere46","SpringContextLoader"
"646splitHere46","5479371splitHere46","ApplicationListener listener = new ApplicationListener() {<newline46mondego>     public void onApplicationEvent(ApplicationEvent event) {<newline46mondego>        if (event instanceof ContextRefreshedEvent) {<newline46mondego>           ContextRefreshedEvent cre = (ContextRefreshedEvent) event;<newline46mondego>           ConfigurableListableBeanFactory autowireCapableBeanFactory = (ConfigurableListableBeanFactory) cre<newline46mondego>                 .getApplicationContext().getAutowireCapableBeanFactory();<newline46mondego>           new SpringBeanProcessor(dispatcher, registry, providerFactory)<newline46mondego>                 .postProcessBeanFactory(autowireCapableBeanFactory);<newline46mondego>        }<newline46mondego>     }<newline46mondego>  };<newline46mondego>  configurableWebApplicationContext.addApplicationListener(listener);<newline46mondego>"
"647splitHere46","5479371splitHere46","SpringBeanProcessor"
"648splitHere46","5479371splitHere46","@Path"
"649splitHere46","5479392splitHere46","Document d = null;<newline46mondego>"
"650splitHere46","5479392splitHere46","Document d;<newline46mondego>"
"651splitHere46","5479408splitHere46","Activity"
"652splitHere46","5479486splitHere46","Runtime.getRuntime().exec(new String[] { <doubleQuotes46>/bin/bash<doubleQuotes46>, <doubleQuotes46>-c<doubleQuotes46>, <doubleQuotes46>java -classpath /home/kevin/workspace/Misc/bin HelloWorld<doubleQuotes46> })<newline46mondego>"
"653splitHere46","5479486splitHere46","String"
"654splitHere46","5479521splitHere46","if(Character.isDigit(c) || c == '.')<newline46mondego>{<newline46mondego><newline46mondego>}<newline46mondego>"
"655splitHere46","5480109splitHere46","ByteBuffer"
"656splitHere46","5480298splitHere46","getProxyClass()"
"657splitHere46","5480298splitHere46","Class.forName(i.getName(), false, cl) == i<newline46mondego>"
"658splitHere46","5480298splitHere46","null"
"659splitHere46","5480298splitHere46","null"
"660splitHere46","5480298splitHere46","getProxyClass()"
"661splitHere46","5480298splitHere46","InvocationHandler"
"662splitHere46","5480298splitHere46","defineClass"
"663splitHere46","5480298splitHere46","forName"
"664splitHere46","5480298splitHere46","getProxyClass"
"665splitHere46","5480344splitHere46","System.out.println(...)"
"666splitHere46","5480355splitHere46","javax.persistence"
"667splitHere46","5480355splitHere46","javac"
"668splitHere46","5480355splitHere46","test-ws"
"669splitHere46","5480430splitHere46","for (Object o : query.getResultList()) {<newline46mondego>    Object[] cols = (Object[]) o;<newline46mondego>    Garbage tmpG = new Garbage();<newline46mondego>    tmpG.setFilename(cols[0]);<newline46mondego>    tmpG.setDescription(cols[1]);<newline46mondego>    tmpG.setUploadDate(cols[2]);<newline46mondego><newline46mondego>    gList.add(tmpG);<newline46mondego>}<newline46mondego>"
"670splitHere46","5480430splitHere46","select g from Garbage g<newline46mondego>"
"671splitHere46","5480492splitHere46","for (int i = 0; i < 2000; i ++) {<newline46mondego>  System.out.print(arr[i]); // note it's not println<newline46mondego>  if (i % 7 == 6) { // this will be true after every 7th element<newline46mondego>    System.out.println();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"672splitHere46","5480506splitHere46","for(MyObj obj : list) {<newline46mondego>    if(obj.getName().equals(<doubleQuotes46>C<doubleQuotes46>) || obj.getName().equals(<doubleQuotes46>A<doubleQuotes46>)){<newline46mondego>          System.out.println(<doubleQuotes46>Value: <doubleQuotes46> + obj.getValue);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"673splitHere46","5480506splitHere46","Map<String, Integer> valueMap = new HashMap<String, Integer>();<newline46mondego>"
"674splitHere46","5480506splitHere46","valueMap.get(<doubleQuotes46>A<doubleQuotes46>);<newline46mondego>"
"675splitHere46","5480647splitHere46","String s = String.format(<doubleQuotes46>x:%d, y:%d, z:%d<doubleQuotes46>, x, y, z);<newline46mondego>"
"676splitHere46","5480707splitHere46","extern"
"677splitHere46","5480707splitHere46","static"
"678splitHere46","5480707splitHere46","extern MyEnumClass* FOO;<newline46mondego>"
"679splitHere46","5480707splitHere46","MyEnumClass* FOO = nil; // This is the actual instance of FOO that will be shared by anyone who includes <doubleQuotes46>Foo.h<doubleQuotes46>.  That's what the extern keyword accomplishes.<newline46mondego><newline46mondego>+ (void)initialize {<newline46mondego>    if (!FOO) {<newline46mondego>        FOO = [[MyEnumClass alloc] initWithStr:@<doubleQuotes46>foo string<doubleQuotes46> andInt:42];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"680splitHere46","5480707splitHere46","static"
"681splitHere46","5480707splitHere46","static"
"682splitHere46","5480867splitHere46","JMenu fileMenu = new JMenu(<doubleQuotes46>File<doubleQuotes46>);<newline46mondego>"
"683splitHere46","5480888splitHere46","public List<Friend> listFriends(String userName) {<newline46mondego>    return (List<Friend>) sessionFactory.getCurrentSession()<newline46mondego>        .createCriteria(Friend.class)<newline46mondego>        .add(Restrictions.eq(<doubleQuotes46>userName<doubleQuotes46>, userName) )<newline46mondego>        .list();<newline46mondego>}<newline46mondego>"
"684splitHere46","5480888splitHere46","public List<Friend> listFriends(String userName) {<newline46mondego>    Friend friend = new Friend();<newline46mondego>    friend.setUserName(userName);<newline46mondego><newline46mondego>    return (List<Friend>) sessionFactory.getCurrentSession()<newline46mondego>        .createCriteria(Friend.class)<newline46mondego>        .add(Example.create(friend))<newline46mondego>        .list();<newline46mondego>}<newline46mondego>"
"685splitHere46","5480955splitHere46","if (kelass.isAssignableFrom(klass)) {<newline46mondego>   objects.add(x);<newline46mondego>}<newline46mondego>"
"686splitHere46","5481332splitHere46","Args"
"687splitHere46","5481332splitHere46","LinkedHashMap"
"688splitHere46","5481332splitHere46","Args"
"689splitHere46","5481332splitHere46","Map"
"690splitHere46","5481332splitHere46","Map"
"691splitHere46","5481332splitHere46","LinkedHashMap"
"692splitHere46","5481332splitHere46","HashMap"
"693splitHere46","5481332splitHere46","HashMap"
"694splitHere46","5481332splitHere46","LinkedHashMap"
"695splitHere46","5481332splitHere46","Args"
"696splitHere46","5481427splitHere46","public MyApplicationContext(String xml,<newline46mondego>        ApplicationContext parent){<newline46mondego><newline46mondego>    super(parent);<newline46mondego><newline46mondego>    this.configResources = new Resource[1];<newline46mondego><newline46mondego>    configResources[0] = new ByteArrayResource(xml.getBytes());<newline46mondego><newline46mondego><newline46mondego>    refresh();<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>private Resource[] configResources;<newline46mondego><newline46mondego>protected Resource[] getConfigResources() {<newline46mondego>    return this.configResources;<newline46mondego>}<newline46mondego>"
"697splitHere46","5481463splitHere46","if(wall) {<newline46mondego>    velo = -velo;<newline46mondego>}<newline46mondego>if(paddle) {<newline46mondego>    velo = -velo;<newline46mondego>}<newline46mondego>"
"698splitHere46","5481463splitHere46","am i hitting the wall? nope<newline46mondego>am i hitting the paddle? yep! okay flip velocity<newline46mondego>"
"699splitHere46","5481463splitHere46","am i hitting the wall? yep! okay flip velocity<newline46mondego>am i hitting the paddle? yep! okay flip velocity<newline46mondego>"
"700splitHere46","5481556splitHere46","BarRenderer"
"701splitHere46","5481556splitHere46","getItemPaint()"
"702splitHere46","5481556splitHere46","BarRenderer"
"703splitHere46","5481556splitHere46","plot.setRenderer(new MyRender());<newline46mondego>...<newline46mondego>class MyRender extends BarRenderer {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Paint getItemPaint(int row, int col) {<newline46mondego>        System.out.println(row + <doubleQuotes46> <doubleQuotes46> + col + <doubleQuotes46> <doubleQuotes46> + super.getItemPaint(row, col));<newline46mondego>        return super.getItemPaint(row, col);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"704splitHere46","5481607splitHere46","System.out.println(<doubleQuotes46>Enter a number list of names:<doubleQuotes46>);             <newline46mondego>Scanner scanner = new Scanner(System.in);             <newline46mondego>int input = scanner.nextInt(); <newline46mondego>"
"705splitHere46","5481645splitHere46","[iduser=dmengelblack, iduser=cccarlos]<newline46mondego>[name=angel, name=carlos]<newline46mondego>[lastname=uc, lastname=uc]<newline46mondego>"
"706splitHere46","5481645splitHere46","String str = <doubleQuotes46><xml>blalbalblal asfjñs<doubleQuotes46> + <doubleQuotes46>fasdf<doubleQuotes46> <newline46mondego>                    +   <doubleQuotes46>iduser=dmengelblack; name=angel; lastname=uc;<doubleQuotes46><newline46mondego>                    +   <doubleQuotes46>blablal<doubleQuotes46><newline46mondego>                    +   <doubleQuotes46>iduser=cccarlos; name=carlos; lastname=uc;<doubleQuotes46>;<newline46mondego>        List<String> iduser = new ArrayList<String>();<newline46mondego>        List<String> name = new ArrayList<String>();<newline46mondego>        List<String> lastname = new ArrayList<String>();<newline46mondego>        int i = 1;<newline46mondego>        while(str.indexOf(<doubleQuotes46>iduser=<doubleQuotes46>, i) > 0) {<newline46mondego>            i=str.indexOf(<doubleQuotes46>iduser=<doubleQuotes46>,i);<newline46mondego>            iduser.add(str.substring(i, str.indexOf(<doubleQuotes46>;<doubleQuotes46>, i)));<newline46mondego>            name.add(str.substring(str.indexOf(<doubleQuotes46>name=<doubleQuotes46>, i), str.indexOf(<doubleQuotes46>;<doubleQuotes46>, str.indexOf(<doubleQuotes46>name=<doubleQuotes46>, i))));<newline46mondego>            lastname.add(str.substring(str.indexOf(<doubleQuotes46>lastname=<doubleQuotes46>, i), str.indexOf(<doubleQuotes46>;<doubleQuotes46>, str.indexOf(<doubleQuotes46>lastname=<doubleQuotes46>, i))));<newline46mondego>            i=str.indexOf(<doubleQuotes46>lastname=<doubleQuotes46>,i);<newline46mondego>        }<newline46mondego>        System.out.println(iduser);<newline46mondego>        System.out.println(name);<newline46mondego>        System.out.println(lastname);<newline46mondego>"
"707splitHere46","5481815splitHere46","DATE: A three-byte integer packed as DD + MM×32 + YYYY×16×32 <newline46mondego>"
"708splitHere46","5481815splitHere46","1000-01-01 thru 9999-12-31"
"709splitHere46","5481815splitHere46","00000yyy yyyyyyym mmmddddd<newline46mondego>"
"710splitHere46","5481932splitHere46","try {<newline46mondego>    float netTotal = 0;<newline46mondego>    String thisLine = null;<newline46mondego>    FileOutputStream out = new FileOutputStream(<doubleQuotes46>out.txt<doubleQuotes46>); <newline46mondego>    BufferedReader br = new BufferedReader(new FileReader(<doubleQuotes46>inputFile.txt<doubleQuotes46>));<newline46mondego>    while ((thisLine = br.readLine()) != null) { // while loop begins here<newline46mondego>        String[] parts = thisLine.split(<doubleQuotes46>[\\t\\n\\r ]+<doubleQuotes46>);<newline46mondego>        int askingPrice = Integer.parseInt(parts[1]); <newline46mondego>        int salePrice = Integer.parseInt(parts[2]);<newline46mondego>        int amountOwed = Integer.parseInt(parts[3]);<newline46mondego>        float commission = salePrice * 0.06;<newline46mondego>        float tax = salePrice * 0.105;<newline46mondego>        float netPrice = askingPrice - amountOwed - commission;<newline46mondego>        netTotal += netPrice;<newline46mondego><newline46mondego>        out.write((parts[0] + <doubleQuotes46>\t<doubleQuotes46>).getBytes());       //name<newline46mondego>        out.write((askingPrice + <doubleQuotes46>\t<doubleQuotes46>).getBytes());    //asking price<newline46mondego>        out.write((amountOwed + <doubleQuotes46>\t<doubleQuotes46>).getBytes());     //mortgage amount<newline46mondego>        out.write((salePrice + <doubleQuotes46>\t<doubleQuotes46>).getBytes());      //selling price<newline46mondego>        out.write((commission + <doubleQuotes46>\t<doubleQuotes46>).getBytes());     //realtor commission<newline46mondego>        out.write((tax + <doubleQuotes46>\t<doubleQuotes46>).getBytes());            //sales tax<newline46mondego>        out.write((netPrice + <doubleQuotes46>\t\n<doubleQuotes46>).getBytes());     //net price<newline46mondego>    }<newline46mondego>    out.close(); <newline46mondego>    br.close();<newline46mondego>    System.out.println(<doubleQuotes46>Net profit/loss:  <doubleQuotes46> + netTotal);<newline46mondego>} <newline46mondego>catch (Exception e) {<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego>"
"711splitHere46","5482083splitHere46","public PDFParagraph(PDFPhrase phrase, boolean isRtl) {<newline46mondego>    super(phrase);<newline46mondego>    setAlignment(isRtl ? Element.ALIGN_RIGHT : Element.ALIGN_LEFT);<newline46mondego>}<newline46mondego>"
"712splitHere46","5482243splitHere46","while ((res = in.readLine()) != null){<newline46mondego>           sbuf.append(res).append(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>    }<newline46mondego>"
"713splitHere46","5482245splitHere46","Directory.CreateDirectory(pathToDir)<newline46mondego>"
"714splitHere46","5482245splitHere46","mkdirs"
"715splitHere46","5482417splitHere46","<property name=<doubleQuotes46>hibernate.search.analyzer<doubleQuotes46>>path.to.ChemicalNameAnalyzer</property><newline46mondego>"
"716splitHere46","5482433splitHere46","PVector relativeToWorld(PVector relative) {<newline46mondego>  float theta = vel.heading2D() + PI/2;<newline46mondego>  float r00 = cos(theta);<newline46mondego>  float r01 = -sin(theta);<newline46mondego>  float r10 = -r01;<newline46mondego>  float r11 = r00;<newline46mondego>  PVector world = new PVector();<newline46mondego>  world.x = relative.x * r00 + relative.y*r01 + loc.x;<newline46mondego>  world.y = relative.x * r10 + relative.y*r11 + loc.y;<newline46mondego>  return world;<newline46mondego>}<newline46mondego><newline46mondego>PVector worldToRelative(PVector world) {<newline46mondego>  float theta = vel.heading2D() + PI/2;<newline46mondego>  float r00 = cos(theta);<newline46mondego>  float r01 = sin(theta);<newline46mondego>  float r10 = -r01;<newline46mondego>  float r11 = r00;<newline46mondego>  PVector relative = new PVector();<newline46mondego>  relative.x = world.x*r00 + world.y*r10 - loc.x*r00 - loc.y*r10;<newline46mondego>  relative.y = world.x*r01 + world.y*r11 - loc.x*r01 - loc.y*r11;<newline46mondego>  return relative;<newline46mondego>}<newline46mondego>"
