"1splitHere46","11049972splitHere46","public static int count(List list) {<newline46mondego>  int sum = 0;<newline46mondego>  for(Object o: list) {<newline46mondego>     sum += o instanceof List ? count((List) o) : 1;<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"991splitHere46","11073580splitHere46","Map<String,String> currentInstanceFeatures = currentInstance.getFeatures();<newline46mondego>    Instances model = null;<newline46mondego>    try {<newline46mondego>        if (targetFile.exists()) {<newline46mondego>            FileReader in = new FileReader(targetFile);<newline46mondego>            try {<newline46mondego>                BufferedReader reader = new BufferedReader(in);<newline46mondego>                ArffReader arff = new ArffReader(reader);<newline46mondego>                model = arff.getData();<newline46mondego>            } finally {<newline46mondego>                IOUtils.closeQuietly(in);<newline46mondego>            }<newline46mondego>        } else {<newline46mondego>            FastVector schema = new FastVector();<newline46mondego>            model = new Instances(<doubleQuotes46>model<doubleQuotes46>, schema, 1);<newline46mondego>        }<newline46mondego>        Instance newInstance = new SparseInstance(0);<newline46mondego>        newInstance.setDataset(model);<newline46mondego><newline46mondego>        for(Map.Entry<String,String> feature:currentInstanceFeatures.entrySet()) {<newline46mondego>            Attribute attribute = model.attribute(feature.getKey());<newline46mondego>                if (attribute == null) {<newline46mondego>                    attribute = new Attribute(feature.getKey());<newline46mondego>                    model.insertAttributeAt(attribute, model.numAttributes());<newline46mondego>                    attribute = model.attribute(feature.getKey());<newline46mondego>                }<newline46mondego>            newInstance.setValue(attribute, feature.getValue());<newline46mondego>        }<newline46mondego><newline46mondego>        model.add(newInstance);<newline46mondego>        model.compactify();<newline46mondego>        ArffSaver saver = new ArffSaver();<newline46mondego>        saver.setInstances(model);<newline46mondego>        saver.setFile(targetFile);<newline46mondego>        LOGGER.debug(<doubleQuotes46>Saving dataset to: <doubleQuotes46> + targetFile.getAbsoluteFile());<newline46mondego>        saver.writeBatch();<newline46mondego>    } catch (IOException e) {<newline46mondego>        throw new IllegalArgumentException(e);<newline46mondego>    }<newline46mondego>"
"992splitHere46","11073668splitHere46","wsdl2java -client HelloWorld.wsdl"
"993splitHere46","11073735splitHere46","InputStream is = this.getClass().getClassLoader().getResourceAsStream(<doubleQuotes46>licenca.txt<doubleQuotes46>);<newline46mondego>BufferedReader in = new BufferedReader(new InputStreamReader(is));<newline46mondego>String str;<newline46mondego>while ((str = in.readLine()) != null) {<newline46mondego>    taLicenca.append(str + <doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"994splitHere46","11073842splitHere46","Global.preference1"
"995splitHere46","11073842splitHere46","Global.preference2"
"996splitHere46","11073862splitHere46","ObjectInputStream.readObject"
"997splitHere46","11073862splitHere46","Object"
"998splitHere46","11073862splitHere46","Object"
"999splitHere46","11073862splitHere46","Comparable[]"
"1000splitHere46","11073862splitHere46","array = (Comparable[]) readIn.readObject()"
"1001splitHere46","11073916splitHere46","public synchronized double withDrawFromPrivateBalance(double a)<newline46mondego>{<newline46mondego>          balance -= a;<newline46mondego>          return balance;<newline46mondego>}<newline46mondego>"
"1002splitHere46","11073916splitHere46","balance"
"1003splitHere46","11073916splitHere46","public"
"1004splitHere46","11073916splitHere46","public double balance = 1500;<newline46mondego>"
"1005splitHere46","11073916splitHere46","public"
"1006splitHere46","11073916splitHere46","private synchronized void find(){<newline46mondego>    localBalance = myTargetAccount.balance;<newline46mondego>    System.out.println(getName() + <doubleQuotes46>: local balance = <doubleQuotes46> + localBalance);<newline46mondego>    localBalance -= 100;<newline46mondego>    myTargetAccount.balance =  localBalance;<newline46mondego>}<newline46mondego>"
"1007splitHere46","11073916splitHere46","synchronized"
"1008splitHere46","11073916splitHere46","synchronized"
"1009splitHere46","11073916splitHere46","withDrawFromPrivateBalance()"
"1010splitHere46","11073916splitHere46","Account"
"1011splitHere46","11073916splitHere46","withDrawFromPrivateBalance()"
"1012splitHere46","11073916splitHere46","synchronized"
"1013splitHere46","11073916splitHere46","withDrawFromPrivateBalance()"
"1014splitHere46","11073916splitHere46","synchronized"
"1015splitHere46","11073916splitHere46","private void find(){<newline46mondego>    myTargetAccount.withDrawFromPrivateBalance(100);<newline46mondego>}<newline46mondego>"
"1016splitHere46","11073916splitHere46","Thread"
"1017splitHere46","11073916splitHere46","private void find(){<newline46mondego>    synchronized(myTargetAccount) {<newline46mondego>      localBalance = myTargetAccount.balance;<newline46mondego>      System.out.println(getName() + <doubleQuotes46>: local balance = <doubleQuotes46> + localBalance);<newline46mondego>      localBalance -= 100;<newline46mondego>      myTargetAccount.balance =  localBalance;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1018splitHere46","11074130splitHere46","Response"
"1019splitHere46","11074130splitHere46","String"
"1020splitHere46","11074130splitHere46","@Path(<doubleQuotes46>/example<doubleQuotes46>)<newline46mondego>public ExampleResource {<newline46mondego>    @GET<newline46mondego>    public Response getSomething() {<newline46mondego>        return Response.ok(/* some entity */).header(<doubleQuotes46>CustomHeader<doubleQuotes46>, <doubleQuotes46>CustomValue<doubleQuotes46>).build();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1021splitHere46","11074130splitHere46","HttpServletResponse"
"1022splitHere46","11074130splitHere46","@Context"
"1023splitHere46","11074130splitHere46","@Path(<doubleQuotes46>/example<doubleQuotes46>)<newline46mondego>public class Welcome {<newline46mondego><newline46mondego>    @GET<newline46mondego>    public String getSomething(<newline46mondego>            @QueryParam(<doubleQuotes46>p1<doubleQuotes46>) String param1, <newline46mondego>            @QueryParam(<doubleQuotes46>p2<doubleQuotes46>) String param2, <newline46mondego>            @Context HttpServletResponse response) {<newline46mondego><newline46mondego>        response.addHeader(<doubleQuotes46>CustomHeader<doubleQuotes46>, <doubleQuotes46>CustomValue<doubleQuotes46>);<newline46mondego><newline46mondego>        return <doubleQuotes46>my awesome response<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1024splitHere46","11074130splitHere46","CXF-1498"
"1025splitHere46","11074130splitHere46","2.1"
"1026splitHere46","11074130splitHere46","HttpServletResponse"
"1027splitHere46","11074142splitHere46","import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego>import java.nio.charset.Charset;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import com.google.common.io.Files;<newline46mondego><newline46mondego>public class LinesDeleter {<newline46mondego>    private static boolean between;<newline46mondego><newline46mondego>    public static void main(String[] args) throws IOException {<newline46mondego><newline46mondego>        File file = new File(<doubleQuotes46>somePath<doubleQuotes46>);<newline46mondego>        deleteLinesBetweenFromFile(<doubleQuotes46>line1<doubleQuotes46>, <doubleQuotes46>line2<doubleQuotes46>, file);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    private static void deleteLinesBetweenFromFile(String start, String end,<newline46mondego>            File file) throws IOException {<newline46mondego>        List<String> readLines = null;<newline46mondego>        List<String> newLines = new ArrayList<String>();<newline46mondego>        Charset charset = Charset.defaultCharset();<newline46mondego><newline46mondego>        readLines = Files.readLines(file, charset);<newline46mondego><newline46mondego>        if (readLines != null) {<newline46mondego>            for (String line : readLines) {<newline46mondego>                if (!isBetweenBannedLines(line, start, end)) {<newline46mondego>                    newLines.add(line);<newline46mondego>                }<newline46mondego>            }<newline46mondego>            File to = new File(<doubleQuotes46>somefile<doubleQuotes46>);<newline46mondego>            Files.write(writeAsSingleLines(newLines), to, charset);<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    private static CharSequence writeAsSingleLines(List<String> newLines) {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego>        return null;<newline46mondego>    }<newline46mondego><newline46mondego>    private static boolean isBetweenBannedLines(String line, String start,<newline46mondego>            String end) {<newline46mondego>        if (line.equals(start)) {<newline46mondego>            between = true;<newline46mondego>            return true;<newline46mondego>        } else if (line.equals(end)) {<newline46mondego>            between = false;<newline46mondego>            return true;<newline46mondego>        }<newline46mondego>        if (between) {<newline46mondego>            return true;<newline46mondego>        } else<newline46mondego>            return false;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1028splitHere46","11074239splitHere46","saved.txt"
"1029splitHere46","11074239splitHere46","NullPointerException"
"1030splitHere46","11074239splitHere46","while(line != null){<newline46mondego><newline46mondego>    for(int i=0; i<6; i++){<newline46mondego>        str[i] = new String();<newline46mondego>        line = input.readLine();<newline46mondego>        str = line.split(<doubleQuotes46>[-]<doubleQuotes46>);<newline46mondego>        x = Integer.parseInt(str[1]);<newline46mondego>        y = Double.parseDouble(str[2]);<newline46mondego>        Book a = new Book(str[0], x, y, str[3], str[4], str[5]);<newline46mondego>        add(a);<newline46mondego>    } <newline46mondego><newline46mondego>}<newline46mondego>"
"1031splitHere46","11074239splitHere46","while ((line = input.readLine()) != null) {<newline46mondego>        str = line.split(<doubleQuotes46>[-]<doubleQuotes46>);<newline46mondego>        Book a = new Book(str[0], Integer.parseInt(str[1]), Double.parseDouble(str[2]), str[3], str[4], str[5]);<newline46mondego>        add(a);<newline46mondego>}<newline46mondego>"
"1032splitHere46","11074239splitHere46","save.txt"
"1033splitHere46","11074239splitHere46","1 Don Knuth-290-23.45-The Art of Programming with Java-HG456-Engineering-5 <newline46mondego>2 A. Camp-400-13.45-An Open Life-HSA234-Philosophy-1 <newline46mondego>3 James Jones-140-12.11-Oh, Java Yeah!-SDF213-Science Fiction-2 <newline46mondego>4 J. Campbell-250-32.45-An Open Life-JH45-Science-3 <newline46mondego>5 Mary Kennedy-230-56.32-Intro to CS Using Java as the Language-USN123-Science-4<newline46mondego>"
"1034splitHere46","11074239splitHere46","NullPointerException"
"1035splitHere46","11074304splitHere46","BasicScrollBarUI"
"1036splitHere46","11074304splitHere46","createDecreaseButton"
"1037splitHere46","11074304splitHere46","createIncreaseButton"
"1038splitHere46","11074304splitHere46","final Color newColor = ...<newline46mondego>ScrollBarUI yourUI = new BasicScrollBarUI() {<newline46mondego>    @Override<newline46mondego>    protected JButton createDecreaseButton(int orientation) {<newline46mondego>        JButton button = super.createDecreaseButton(orientation);<newline46mondego>        button.setBackground(newColor);<newline46mondego>        return button;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected JButton createIncreaseButton(int orientation) {<newline46mondego>        JButton button = super.createIncreaseButton(orientation);<newline46mondego>        button.setBackground(newColor);<newline46mondego>        return button;<newline46mondego>    }<newline46mondego>};<newline46mondego>JScrollPane scroll = ...<newline46mondego>scroll.getVerticalScrollBar().setUI(yourUI);<newline46mondego>scroll.getHorizontalScrollBar().setUI(yourUI);<newline46mondego>"
"1039splitHere46","11074305splitHere46","try...catch"
"1040splitHere46","11074305splitHere46","if-else"
"1041splitHere46","11074305splitHere46","try...catch"
"1042splitHere46","11074452splitHere46","<font color=<doubleQuotes46><doubleQuotes46> face=<doubleQuotes46><doubleQuotes46> />"
"1043splitHere46","11074452splitHere46","<a href=<doubleQuotes46>#<doubleQuotes46>>"
"1044splitHere46","11074696splitHere46","JPanel"
"1045splitHere46","11074696splitHere46","JPanel j = new JPanel();<newline46mondego>Level l1 = new Level(1);<newline46mondego>Level l2 = new Level(2);<newline46mondego>j.initlevel(l1);<newline46mondego>//wait until level 1 is done<newline46mondego>j.initlevel(l2);<newline46mondego>"
"1046splitHere46","11074696splitHere46","public void initlevel(Level l){<newline46mondego>    // for all level parts, load them into <doubleQuotes46>this<doubleQuotes46><newline46mondego>}<newline46mondego>"
"1047splitHere46","11074696splitHere46","JPanel"
"1048splitHere46","11074696splitHere46","JPanel j = new JPanel();<newline46mondego>new Level(1, j);<newline46mondego>//wait until level 1 is done<newline46mondego>new Level(2, j);<newline46mondego>"
"1049splitHere46","11074696splitHere46","public Level(int level, JPanel j){<newline46mondego>    //for all level parts load them into <doubleQuotes46>j<doubleQuotes46><newline46mondego>}<newline46mondego>"
"1050splitHere46","11074719splitHere46","abstract"
"1051splitHere46","11074719splitHere46","abstract class Fruit {<newline46mondego>    public abstract void myFunction(int price);<newline46mondego>}<newline46mondego><newline46mondego>List<Fruit> list= new ArrayList<Fruit>();<newline46mondego>"
"1052splitHere46","11074826splitHere46","portal-ext.properties"
"1053splitHere46","11074826splitHere46","tomcat"
"1054splitHere46","11074828splitHere46","public class User {<newline46mondego>    private static final User[] users = new User[2];<newline46mondego>    static {<newline46mondego>         user[0] = new User(0, <doubleQuotes46>Action_0<doubleQuotes46>);<newline46mondego>         user[1] = new User(1, <doubleQuotes46>Action_1<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    private final int id;<newline46mondego>    private final String action;<newline46mondego><newline46mondego>    public User(int id, String action){<newline46mondego>          this.id = id;<newline46mondego>          this.action = action;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getId(){<newline46mondego>           return this.id;<newline46mondego>    }<newline46mondego><newline46mondego>    public Intent getIntent(){<newline46mondego>           Intent intent = new Intent();<newline46mondego>           intent.setAction(this.action);<newline46mondego>           return intent;<newline46mondego>    }<newline46mondego><newline46mondego>    public static User getUser(int id){<newline46mondego>        for(int i=0; i < users.length; i++){<newline46mondego>             User user = user[i];<newline46mondego>             if(id == user.getId()){<newline46mondego>                 return user;<newline46mondego>             }<newline46mondego>        }<newline46mondego>        throw new Resources.NotFoundException(<doubleQuotes46>User not found with id: <doubleQuotes46>+id);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
