"1splitHere46","6843305splitHere46","MouseEvent me = new MouseEvent(tree, 0, 0, 0, 100, 100, 1, false);<newline46mondego>for(MouseListener ml: tree.getMouseListeners()){<newline46mondego>    ml.mousePressed(me);<newline46mondego>}<newline46mondego>"
"2713splitHere46","6918875splitHere46","import java.awt.Color;<newline46mondego>import java.awt.Dimension;<newline46mondego>import java.awt.Graphics;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class ScrollPaneArtifacts extends JPanel {<newline46mondego>   private static final int SPA_WIDTH = 600;<newline46mondego>   private static final int SPA_HEIGHT = SPA_WIDTH;<newline46mondego><newline46mondego>   @Override<newline46mondego>   protected void paintComponent(Graphics g) {<newline46mondego>      //super.paintComponent(g);<newline46mondego>      g.setColor(Color.red);<newline46mondego>      g.drawLine(0, 0, getWidth(), getHeight());<newline46mondego>      g.drawLine(getWidth(), 0, 0, getHeight());<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public Dimension getPreferredSize() {<newline46mondego>      return new Dimension(SPA_WIDTH, SPA_HEIGHT);<newline46mondego>   }<newline46mondego><newline46mondego>   private static void createAndShowUI() {<newline46mondego>      JScrollPane scrollpane = new JScrollPane(new ScrollPaneArtifacts());<newline46mondego>      scrollpane.getViewport().setPreferredSize(new Dimension(400, 400));<newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>ScrollPaneArtifacts<doubleQuotes46>);<newline46mondego>      frame.getContentPane().add(scrollpane);<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationRelativeTo(null);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowUI();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"2714splitHere46","6918884splitHere46","Swingset2"
"2715splitHere46","6919138splitHere46","ClassPathResource context = new ClassPathResource(<doubleQuotes46>applicationContext.xml<doubleQuotes46>);<newline46mondego>XmlBeanFactory factory = new XmlBeanFactory(context);<newline46mondego>String[] beans = factory.getBeanDefinitionNames();<newline46mondego>//loop through beans array to get bean names<newline46mondego>for (int i=0; i<beans.length; i++) { <newline46mondego>   //do your stuff<newline46mondego>}<newline46mondego>"
"2716splitHere46","6919244splitHere46","spring-core-*.jar."
"2717splitHere46","6919270splitHere46","new SimpleAdapter(...)"
"2718splitHere46","6919270splitHere46","getView(...)"
"2719splitHere46","6919270splitHere46","View row = super.getView(position, convertView, parent);<newline46mondego>"
"2720splitHere46","6919270splitHere46","LayoutInflater"
"2721splitHere46","6919288splitHere46","CREATE TABLE whatever (<newline46mondego>...<newline46mondego>StartDate date NOT NULL,<newline46mondego>DayOffset smallint NOT NULL,<newline46mondego>AnotherDate AS DATEADD (day, DayOffset, StartDate),<newline46mondego>...<newline46mondego>"
"2722splitHere46","6919289splitHere46","Thread"
"2723splitHere46","6919289splitHere46","Thread t = new Thread(new Runnable() <newline46mondego>        {<newline46mondego>            public void run() <newline46mondego>            {<newline46mondego>                FileConverter fc = new FileConverter();<newline46mondego><newline46mondego>            }<newline46mondego>         });<newline46mondego>        t.start();<newline46mondego>        if (t.getState().equals(Thread.State.TERMINATED) ) { ... }<newline46mondego>"
"2724splitHere46","6919289splitHere46","t"
"2725splitHere46","6919581splitHere46","android:background=<doubleQuotes46>#bebebe<doubleQuotes46>"
"2726splitHere46","6919724splitHere46","bList"
"2727splitHere46","6919724splitHere46","List<ClassB>"
"2728splitHere46","6919724splitHere46","mixedList"
"2729splitHere46","6919724splitHere46","List<Object>"
"2730splitHere46","6919724splitHere46","bList"
"2731splitHere46","6919724splitHere46","ClassB"
"2732splitHere46","6919724splitHere46","List<Object>"
"2733splitHere46","6919724splitHere46","ClassB"
"2734splitHere46","6919724splitHere46","ClassCastException"
"2735splitHere46","6919724splitHere46","List<Object>"
"2736splitHere46","6919724splitHere46","add()"
"2737splitHere46","6919724splitHere46","addAll()"
"2738splitHere46","6919878splitHere46","public String getCurrentMethodName()<newline46mondego>{<newline46mondego>     StackTraceElement stackTraceElements[] = (new Throwable()).getStackTrace();<newline46mondego>     return stackTraceElements[1].toString();<newline46mondego>}<newline46mondego>"
"2739splitHere46","6919878splitHere46","public void HelloMyNameIs()<newline46mondego>{<newline46mondego>    String thisMethodNameIS = getCurrentMethodName();<newline46mondego>}<newline46mondego>"
"2740splitHere46","6919912splitHere46","if(sexarra[1]== null) { ... }<newline46mondego>"
"2741splitHere46","6919912splitHere46","NPE"
"2742splitHere46","6919912splitHere46","ArrayIndexOutOfBoundsException"
"2743splitHere46","6919936splitHere46","public class AlgorithmDriver {<newline46mondego>    public static void main(String [] args) {<newline46mondego>        int numTries = 1000000;<newline46mondego>        long begTime = System.currentTimeMillis();<newline46mondego>        for (int i = 0; i < numTries; ++i) {<newline46mondego>            Algorithm.someMethodCall();<newline46mondego>        }<newline46mondego>        long endTime = System.currentTimeMillis();<newline46mondego>        System.out.printf(<doubleQuotes46>Total time for %10d tries: %d ms\n<doubleQuotes46>, numTries, (endTime-begTime));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2744splitHere46","6919950splitHere46","public String[] list(FilenameFilter filter) {<newline46mondego>            String names[] = list();<newline46mondego>            if ((names == null) || (filter == null)) {<newline46mondego>                return names;<newline46mondego>            }<newline46mondego>            List<String> v = new ArrayList<>();<newline46mondego>            for (int i = 0 ; i < names.length ; i++) {<newline46mondego>                if (filter.accept(this, names[i])) {<newline46mondego>                    v.add(names[i]);<newline46mondego>                }<newline46mondego>            }<newline46mondego>            return v.toArray(new String[v.size()]);<newline46mondego>        }<newline46mondego>"
"2745splitHere46","6919950splitHere46","names[i]"
"2746splitHere46","6919950splitHere46","list()"
"2747splitHere46","6919950splitHere46","String[] list = f.list(new FilenameFilter() {<newline46mondego>    public boolean accept(File f, String s) {  <newline46mondego>      return s.endsWith(<doubleQuotes46>.java<doubleQuotes46>);  <newline46mondego>    }  <newline46mondego>  }); <newline46mondego>"
"2748splitHere46","6920192splitHere46","LayoutInflater"
"2749splitHere46","6920192splitHere46","R.layout.*"
"2750splitHere46","6920192splitHere46","TextView"
"2751splitHere46","6920192splitHere46","TextView"
"2752splitHere46","6920192splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><TextView xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46> <newline46mondego>    android:id=<doubleQuotes46>@+id/catText<doubleQuotes46> <newline46mondego>    android:text=<doubleQuotes46>TextView<doubleQuotes46> <newline46mondego>    android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46> <newline46mondego>    android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> <newline46mondego>    android:textColor=<doubleQuotes46>#ff0000<doubleQuotes46>/><newline46mondego>"
"2753splitHere46","6920192splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><LinearLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46> <newline46mondego>    android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46> <newline46mondego>    android:layout_height=<doubleQuotes46>match_parent<doubleQuotes46> <newline46mondego>    android:weightSum=<doubleQuotes46>1<doubleQuotes46> <newline46mondego>    android:padding=<doubleQuotes46>50px<doubleQuotes46><newline46mondego>    android:id=<doubleQuotes46>@+id/assets<doubleQuotes46>><newline46mondego>    <include layout=<doubleQuotes46>@layout/catText<doubleQuotes46>/><newline46mondego></LinearLayout><newline46mondego>"
"2754splitHere46","6920243splitHere46","List<Conversation> actors = jdbcTemplate.query(<newline46mondego>    SELECT_ALL_CONVERSATIONS_SQL_FULL,<newline46mondego>    new Object[] {userId, dateFrom, dateTo},<newline46mondego>    new RowMapper<Conversation>() {<newline46mondego>        public Conversation mapRow(ResultSet rs, int rowNum) throws SQLException {<newline46mondego>            Conversation c = new Conversation();<newline46mondego>            c.setId(rs.getLong(1));<newline46mondego>            c.setRoom(rs.getString(2));<newline46mondego>            [...]<newline46mondego>            return c;<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"2755splitHere46","6920344splitHere46","IBM1622GUI cardReadPunchGUI = null;<newline46mondego>SwingUtilities.invokeLater(new Runnable() {<newline46mondego>    public void run() {<newline46mondego>        cardReadPunchGUI = new IBM1622GUI();<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"2756splitHere46","6920344splitHere46","cardReadPunchGUI.dispose()"
"2757splitHere46","6920400splitHere46","public void testNullValue()<newline46mondego>{<newline46mondego>    try {<newline46mondego>       Object o = null;<newline46mondego>       o.toString();<newline46mondego>       fail(<doubleQuotes46>Expected NullPointerException to be thrown<doubleQuotes46>);<newline46mondego>    } catch (NullPointerException e) {<newline46mondego>       assertTrue(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2758splitHere46","6920449splitHere46","AsyncTask"
"2759splitHere46","6920683splitHere46","Display display = getWindowManager().getDefaultDisplay(); <newline46mondego>display.getWidth(); // returns width<newline46mondego>display.getHeight(); // returns height<newline46mondego>"
"2760splitHere46","6920847splitHere46","@FilterDef"
"2761splitHere46","6920847splitHere46","@Filter"
"2762splitHere46","6920847splitHere46","@Entity<newline46mondego>public class A implements Serializable{<newline46mondego>    @Id<newline46mondego>    @Column(name = <doubleQuotes46>REF<doubleQuotes46>)<newline46mondego>    private int ref;<newline46mondego><newline46mondego>    @OneToMany<newline46mondego>    @JoinColumn(name = <doubleQuotes46>A_REF<doubleQuotes46>, referencedColumnName = <doubleQuotes46>REF<doubleQuotes46>)   <newline46mondego>    @Filter(name=<doubleQuotes46>test<doubleQuotes46>)<newline46mondego>    private Set<B> bs;<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>@FilterDef(name=<doubleQuotes46>test<doubleQuotes46>, defaultCondition=<doubleQuotes46>other = 123<doubleQuotes46>)<newline46mondego>public class B implements Serializable{<newline46mondego>    @Id<newline46mondego>    @Column(name = <doubleQuotes46>A_REF<doubleQuotes46>)<newline46mondego>    private int aRef;<newline46mondego><newline46mondego>    @Id<newline46mondego>    @Column(name = <doubleQuotes46>OTHER<doubleQuotes46>)<newline46mondego>    private int other;<newline46mondego>}<newline46mondego><newline46mondego>Session session = entityManager.unwrap(Session.class);<newline46mondego>session.enableFilter(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>A a = entityManager.find(A.class, new Integer(0))<newline46mondego>a.getb().size() //Only contains b that are equals to 123<newline46mondego>"
"2763splitHere46","6920980splitHere46","Type Hierarchy"
"2764splitHere46","6920980splitHere46","try {<newline46mondego>            Class c = Class.forName(<doubleQuotes46>your.class.name<doubleQuotes46>);<newline46mondego>            Method m[] = c.getMethods();<newline46mondego>            for (int i = 0; i < m.length; i++)<newline46mondego>             if (m[i].getName().startsWith(<doubleQuotes46>set<doubleQuotes46>)){<newline46mondego>                 System.out.println(<doubleQuotes46>instanceName.<doubleQuotes46>+m[i].getName()+<doubleQuotes46>(\<doubleQuotes46>valOne\<doubleQuotes46>);<doubleQuotes46>);<newline46mondego>             }<newline46mondego><newline46mondego>         }<newline46mondego>         catch (Throwable e) {<newline46mondego>            System.err.println(e);<newline46mondego>         }<newline46mondego>"
"2765splitHere46","6921008splitHere46","channelNode.appendChild(itemNode);<newline46mondego>"
"2766splitHere46","6921008splitHere46","itemNode"
"2767splitHere46","6921008splitHere46","channelNode"
"2768splitHere46","6921008splitHere46","insertBefore()"
"2769splitHere46","6921008splitHere46","channelNode.insertBefore(itemNode, channelNode.getFirstChild());<newline46mondego>"
"2770splitHere46","6921103splitHere46","& 0x00FF"
"2771splitHere46","6921103splitHere46","& 0xFF000000"
"2772splitHere46","6921103splitHere46","int"
"2773splitHere46","6921103splitHere46","return (((int)b0 << 24))    <newline46mondego>  | (((int)b1 << 16))<newline46mondego>  | (((int)b2 << 8))<newline46mondego>  | ((int)b3);<newline46mondego>"
"2774splitHere46","6921133splitHere46","expect(mockService.getById(7)).andReturn(originalObject).once();<newline46mondego>expect(mockService.getById(7)).andReturn(modifiedObject).once();<newline46mondego>replay(mockService);<newline46mondego>"
