"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1066splitHere46","1075845splitHere46","/* This creates an entry in the form HPD:Help Desk, returns the Entry ID (not Incident Number) to the command line */<newline46mondego><newline46mondego>import com.bmc.arsys.api.*;<newline46mondego><newline46mondego>public class CreateEntry {<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego><newline46mondego>//Initialize a new ARServerUser object, this is the main object we are using for all actions<newline46mondego><newline46mondego>// for e.g. user=Demo, password=pwd, server=remedy, port=7100<newline46mondego><newline46mondego>ARServerUser context = new ARServerUser(<doubleQuotes46>Demo<doubleQuotes46>, <doubleQuotes46>pwd<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>, <doubleQuotes46><doubleQuotes46>,<doubleQuotes46>remedy<doubleQuotes46>,7100);<newline46mondego><newline46mondego>//A new entry we want to submit into remedy<newline46mondego><newline46mondego>Entry newEntry = new Entry();<newline46mondego><newline46mondego>//put the field values in there. (Integer fieldID, Value of field)<newline46mondego><newline46mondego>newEntry.put(7, new Value(0));          // Status<newline46mondego><newline46mondego>newEntry.put(8, new Value(<doubleQuotes46>This record is created via Java API<doubleQuotes46>));  // Short Description<newline46mondego><newline46mondego>newEntry.put(1000000163, new Value(4000));  // Impact - (High) 1000/2000/3000/4000 (Low)<newline46mondego><newline46mondego>newEntry.put(1000000162, new Value(4000));  // Urgency - (High) 1000/2000/3000/4000 (Low)<newline46mondego><newline46mondego>newEntry.put(1000000000, new Value(<doubleQuotes46>xyz<doubleQuotes46>)); // Description<newline46mondego><newline46mondego>newEntry.put(1000000151, new Value(<doubleQuotes46>xyz<doubleQuotes46>)); // Details<newline46mondego><newline46mondego>newEntry.put(1000000099, new Value(0));     // Service Type - 0/1/2/3<newline46mondego><newline46mondego>newEntry.put(240001002, new Value(<doubleQuotes46>xyz<doubleQuotes46>));  // Product Name<newline46mondego><newline46mondego>newEntry.put(200000003, new Value(<doubleQuotes46>xyz<doubleQuotes46>));  // Product Cat Tier 1<newline46mondego><newline46mondego>newEntry.put(240001002, new Value(<doubleQuotes46>xyz<doubleQuotes46>));  // Product Cat Tier 2<newline46mondego><newline46mondego>newEntry.put(200000005, new Value(<doubleQuotes46>xyz<doubleQuotes46>));  // Product Cat Tier 3<newline46mondego><newline46mondego>newEntry.put(1000000063, new Value(<doubleQuotes46>xyz<doubleQuotes46>)); // Operational Cat Tier 1<newline46mondego><newline46mondego>newEntry.put(1000000064, new Value(<doubleQuotes46>xyz<doubleQuotes46>)); // Operational Cat Tier 2<newline46mondego><newline46mondego>newEntry.put(1000000217, new Value(<doubleQuotes46>xyz<doubleQuotes46>)); // Assigned Group<newline46mondego><newline46mondego>newEntry.put(1000000054, new Value(<doubleQuotes46>xyz<doubleQuotes46>)); // Corporate ID<newline46mondego><newline46mondego>newEntry.put(2, new Value(<doubleQuotes46>Demo<doubleQuotes46>));<newline46mondego><newline46mondego><newline46mondego>try{<newline46mondego><newline46mondego>//And here we create the entry itself, printing out the EntryID we get back<newline46mondego><newline46mondego>String EntryId = context.createEntry(<doubleQuotes46>HPD:Help Desk<doubleQuotes46>, newEntry);<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>Request ID = <doubleQuotes46>+EntryId);<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>catch(ARException arException){<newline46mondego><newline46mondego>arException.printStackTrace();<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"1067splitHere46","1075872splitHere46","keytool -export -alias yourkey -file yourcert.crt<newline46mondego>"
"1068splitHere46","1075872splitHere46","javac yourapplet.java<newline46mondego>jar cvf yourapplet.jar yourapplet.class<newline46mondego>jarsigner yourapplet.jar yourkey<newline46mondego>"
"1069splitHere46","1075872splitHere46","<applet code=<doubleQuotes46>yourapplet.class<doubleQuotes46> archive=<doubleQuotes46>yourapplet.jar<doubleQuotes46> width=<doubleQuotes46>600<doubleQuotes46><newline46mondego>"
"1070splitHere46","1075872splitHere46","java.security.AccessControlException"
"1071splitHere46","1075919splitHere46","exceptions"
"1072splitHere46","1075919splitHere46","exceptions"
"1073splitHere46","1075919splitHere46","public void someMethode() throws SomeCheckedException {<newline46mondego><newline46mondego>    //  code<newline46mondego><newline46mondego>}<newline46mondego>"
"1074splitHere46","1075919splitHere46","exceptions"
"1075splitHere46","1075919splitHere46","Exceptions"
"1076splitHere46","1075919splitHere46","try {<newline46mondego><newline46mondego>    // exceptional block of code ...<newline46mondego><newline46mondego>    // ...<newline46mondego><newline46mondego>} catch (Exception e){<newline46mondego><newline46mondego>    // Deal with e as you please.<newline46mondego>    //e may be any type of exception at all.<newline46mondego><newline46mondego>}<newline46mondego>"
"1077splitHere46","1075919splitHere46","Exception"
"1078splitHere46","1075919splitHere46","Exception"
"1079splitHere46","1075919splitHere46","catch"
"1080splitHere46","1075919splitHere46","try{    <newline46mondego>}catch(MyOwnException me){<newline46mondego>}catch(Exception e){<newline46mondego>}<newline46mondego>"
"1081splitHere46","1076067splitHere46","JFreeChart chart = // create your XY chart here.<newline46mondego>XYPloy plot = chart.getXYPlot();<newline46mondego>OHLCSeriesCollection ohlsSeriesDataset = // create you ohlc dataset here.<newline46mondego>TimeSeriesCollection timeSeriesRenderer = // create you time dataset here.<newline46mondego>AbstractXYItemRenderer olhsSeriesRenderer = // create your ohlc renderer here.<newline46mondego>AbstractXYItemRenderer timeSeriesRenderer = // create your time renderer here.<newline46mondego><newline46mondego>plot.setDataset(0, ohlsSeriesDataset);<newline46mondego>plot.setDataset(1, timeSeriesDataset);<newline46mondego>plot.setRenderer(0, olhsSeriesRenderer);<newline46mondego>plot.setRenderer(1, timeSeriesRenderer);<newline46mondego>"
"1082splitHere46","1076189splitHere46","<TabWidget android:id=<doubleQuotes46>@android:id/tabs<doubleQuotes46><newline46mondego>	android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>	android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> /><newline46mondego><newline46mondego><FrameLayout android:id=<doubleQuotes46>@android:id/tabcontent<doubleQuotes46><newline46mondego>	android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>	android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46>><newline46mondego><newline46mondego>	<LinearLayout android:id=<doubleQuotes46>@+id/tab1<doubleQuotes46><newline46mondego>		android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>		android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46>><newline46mondego><newline46mondego>		<TextView android:id=<doubleQuotes46>@android:id/text<doubleQuotes46><newline46mondego>			android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>			android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> /><newline46mondego><newline46mondego>	</LinearLayout><newline46mondego>	<LinearLayout android:id=<doubleQuotes46>@+id/tab2<doubleQuotes46><newline46mondego>		android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>		android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46>><newline46mondego><newline46mondego>		<TextView android:id=<doubleQuotes46>@android:id/text<doubleQuotes46><newline46mondego>			android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>			android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> /><newline46mondego><newline46mondego>	</LinearLayout><newline46mondego>	<LinearLayout android:id=<doubleQuotes46>@+id/tab3<doubleQuotes46><newline46mondego>		android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>		android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46>><newline46mondego><newline46mondego>		<TextView android:id=<doubleQuotes46>@android:id/text<doubleQuotes46><newline46mondego>			android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>				android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> /><newline46mondego><newline46mondego>	</LinearLayout><newline46mondego></FrameLayout><newline46mondego>"
"1083splitHere46","1076189splitHere46","public class InitialActivity extends TabActivity {<newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.layout);<newline46mondego><newline46mondego>        TabHost th = getTabHost();<newline46mondego>        th.addTab(th.newTabSpec(<doubleQuotes46>tab_1<doubleQuotes46>).setIndicator(<doubleQuotes46>Tab1<doubleQuotes46>).setContent(R.id.tab1));<newline46mondego>        th.addTab(th.newTabSpec(<doubleQuotes46>tab_2<doubleQuotes46>).setIndicator(<doubleQuotes46>Tab2<doubleQuotes46>).setContent(R.id.tab2));<newline46mondego>        th.addTab(th.newTabSpec(<doubleQuotes46>tab_3<doubleQuotes46>).setIndicator(<doubleQuotes46>Tab3<doubleQuotes46>).setContent(R.id.tab3));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1084splitHere46","1076189splitHere46","findViewById(R.id.tab1).findViewById(R.id.text)"
"1085splitHere46","1076565splitHere46","JList"
"1086splitHere46","1076565splitHere46","ListCellRenderer"
"1087splitHere46","1076565splitHere46","class"
"1088splitHere46","1076565splitHere46","public class MyListCellThing extends JLabel implements ListCellRenderer {<newline46mondego><newline46mondego>    public MyListCellThing() {<newline46mondego>        setOpaque(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public Component getListCellRendererComponent(JList list, Object value, int index, boolean isSelected, boolean cellHasFocus) {<newline46mondego>        // Assumes the stuff in the list has a pretty toString<newline46mondego>        setText(value.toString());<newline46mondego><newline46mondego>        // based on the index you set the color.  This produces the every other effect.<newline46mondego>        if (index % 2 == 0) setBackground(Color.RED);<newline46mondego>        else setBackground(Color.BLUE);<newline46mondego><newline46mondego>        return this;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1089splitHere46","1076565splitHere46","JList"
"1090splitHere46","1076565splitHere46","setCellRenderer(new MyListCellThing());<newline46mondego>"
"1091splitHere46","1076654splitHere46","@Column(name=<doubleQuotes46>status<doubleQuotes46>, columnDefinition=<doubleQuotes46>enum('Active','Pending','Cancelled','Suspend')<doubleQuotes46>)<newline46mondego>public String status;<newline46mondego>"
"1092splitHere46","1076677splitHere46","volatile"
"1093splitHere46","1076677splitHere46","running"
"1094splitHere46","1076677splitHere46","private volatile boolean running = false;<newline46mondego>"
"1095splitHere46","1076898splitHere46","Set"
"1096splitHere46","1076898splitHere46","Set"
"1097splitHere46","1076898splitHere46","HashSet"
"1098splitHere46","1076898splitHere46","hashCode()"
"1099splitHere46","1077103splitHere46","Blob blob = rs.getBlob(column);<newline46mondego>InputStream in = blob.getBinaryStream();<newline46mondego>OutputStream out = new FileOutputStream(someFile);<newline46mondego>byte[] buff = new byte[4096];  // how much of the blob to read/write at a time<newline46mondego>int len = 0;<newline46mondego><newline46mondego>while ((len = in.read(buff)) != -1) {<newline46mondego>    out.write(buff, 0, len);<newline46mondego>}<newline46mondego>"
"1100splitHere46","1077103splitHere46","IOUtils.copy(in, out);<newline46mondego>"
"1101splitHere46","1077460splitHere46","String[] fields = optionsTxt.split(<doubleQuotes46>(?<!\\\\);<doubleQuotes46>);<newline46mondego>"
"1102splitHere46","1077879splitHere46","getResourceAsStream()"
"1103splitHere46","1077879splitHere46","Class.getClassLoader().getResourceAsStream(<doubleQuotes46>props.xml<doubleQuotes46>)"
"1104splitHere46","1077879splitHere46","InputStream input = null;  <newline46mondego>try<newline46mondego>{<newline46mondego>    input YourClassName.class.getClassLoader.getResourceAsStream(<doubleQuotes46>props.xml<doubleQuotes46>);<newline46mondego>    if (input == null)<newline46mondego>    {<newline46mondego>         // Throw an appropriate exception here to show you can't find your file<newline46mondego>    }<newline46mondego>    prop.loadFromXML(input);<newline46mondego>}<newline46mondego>finally<newline46mondego>{<newline46mondego>    if (input != null)<newline46mondego>    {<newline46mondego>        input.close();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1105splitHere46","1077879splitHere46","File file = new File(directory, <doubleQuotes46>props.xml<doubleQuotes46>);<newline46mondego>FileInputStream fis = new FileInputStream(file);<newline46mondego>// And close it in a finally block as above<newline46mondego>"
"1106splitHere46","1077929splitHere46","boolean[] isComposite = new boolean[(int)upperBound + 1];<newline46mondego>"
"1107splitHere46","1078206splitHere46","-J-Dplugin.manager.import.from=/path/to/userdir"
"1108splitHere46","1078206splitHere46","C:\Users\JDoe><doubleQuotes46>c:\Program Files (x86)\NetBeans 6.7\bin\netbeans<doubleQuotes46> -J-Dplugin.manager.import.from=<doubleQuotes46>C:\Users\JDoe\.netbeans\6.5<doubleQuotes46><newline46mondego>"
"1109splitHere46","1078206splitHere46","/bin/sh ~/netbeans-6.7/bin/netbeans -J-Dplugin.manager.import.from=<doubleQuotes46>/homes/YOURHOMEDIR/.netbeans/6.5<doubleQuotes46><newline46mondego>"
"1110splitHere46","1078474splitHere46","private static void printPrimes(int lower_bound, int upper_bound) {<newline46mondego>	ArrayList<Integer> primesList = GeneratePrimesSieveOfEratosthenes(upper_bound);<newline46mondego><newline46mondego>	for (int i = 0; i < primesList.size(); i++) {<newline46mondego>		if (primesList.get(i) <= lower_bound)<newline46mondego>			System.out.println(primesList.get(i));<newline46mondego>	}<newline46mondego>}<newline46mondego>"
"1111splitHere46","1078474splitHere46","main()"
"1112splitHere46","1078474splitHere46","ApproximateNthPrime()"
"1113splitHere46","1078474splitHere46","SieveOfEratosthenes()"
"1114splitHere46","1078474splitHere46","GeneratePrimesSieveOfEratosthenes()"
"1115splitHere46","1078474splitHere46","BitSet"
"1116splitHere46","1078474splitHere46","SieveOfEratosthenes()"
"1117splitHere46","1078474splitHere46","false"
"1118splitHere46","1078474splitHere46","SieveOfEratosthenes()"
"1119splitHere46","1078730splitHere46","import java.util.regex.Matcher;<newline46mondego>import java.util.regex.Pattern;<newline46mondego><newline46mondego>public class Main {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        String tag = <doubleQuotes46>thetag<doubleQuotes46>;<newline46mondego>        String id = <doubleQuotes46>foo<doubleQuotes46>;<newline46mondego><newline46mondego>        String content = <doubleQuotes46><tag1>\n<doubleQuotes46>+<newline46mondego>                <doubleQuotes46><thetag name=\<doubleQuotes46>Tag Name\<doubleQuotes46> id=\<doubleQuotes46>foo\<doubleQuotes46>>Some text</thetag>\n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46><thetag name=\<doubleQuotes46>AnotherTag\<doubleQuotes46> id=\<doubleQuotes46>foo\<doubleQuotes46>>Some more text</thetag>\n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46></tag1><doubleQuotes46>;<newline46mondego><newline46mondego>        String patternString = <doubleQuotes46><<doubleQuotes46> + tag + <doubleQuotes46>.*?name=\<doubleQuotes46>(.*?)\<doubleQuotes46>.*?id=\<doubleQuotes46><doubleQuotes46> + id + <doubleQuotes46>\<doubleQuotes46>.*?><doubleQuotes46>;<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>Content:\n<doubleQuotes46> + content);<newline46mondego>        System.out.println(<doubleQuotes46>Pattern: <doubleQuotes46> + patternString);<newline46mondego><newline46mondego>        Pattern pattern = Pattern.compile(patternString);<newline46mondego><newline46mondego>        Matcher matcher = pattern.matcher(content);<newline46mondego><newline46mondego>        boolean found = false;<newline46mondego>        while (matcher.find()) {<newline46mondego>            System.out.format(<doubleQuotes46>I found the text \<doubleQuotes46>%s\<doubleQuotes46> starting at <doubleQuotes46> +<newline46mondego>                    <doubleQuotes46>index %d and ending at index %d.%n<doubleQuotes46>,<newline46mondego>                    matcher.group(), matcher.start(), matcher.end());<newline46mondego>            System.out.println(<doubleQuotes46>Name: <doubleQuotes46> + matcher.group(1));<newline46mondego>            found = true;<newline46mondego>        }<newline46mondego>        if (!found) {<newline46mondego>            System.out.println(<doubleQuotes46>No match found.<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
