"1splitHere46","19157638splitHere46","setMaximizable(bool enabled)"
"752splitHere46","19176893splitHere46","<%@ page language=<doubleQuotes46>java<doubleQuotes46> contentType=<doubleQuotes46>text/html; charset=ISO-8859-1<doubleQuotes46><newline46mondego>        pageEncoding=<doubleQuotes46>ISO-8859-1<doubleQuotes46>%><newline46mondego>    <html><newline46mondego>    <body><newline46mondego>        <div id=<doubleQuotes46>tabs<doubleQuotes46> style=<doubleQuotes46>background-color: #C8C8C8; font-family: fantasy;<doubleQuotes46>><newline46mondego>            <a href=<doubleQuotes46>employee<doubleQuotes46>>&  Employee Details </a><newline46mondego>            <a href=<doubleQuotes46>department<doubleQuotes46>> Departments </a><newline46mondego>            <a href=<doubleQuotes46>designation<doubleQuotes46>> Designation </a><newline46mondego>            <a href=<doubleQuotes46>logout<doubleQuotes46>> Logout </a><newline46mondego>            <c:if test=${sessionScope.user.isAdmin}><newline46mondego>            <a href=<doubleQuotes46>user<doubleQuotes46>> Users </a><newline46mondego>            <a href=<doubleQuotes46>roles<doubleQuotes46>> Roles </a><newline46mondego>            </c:if><newline46mondego>        </div><newline46mondego>    </body><newline46mondego>    </html><newline46mondego>"
"753splitHere46","19177134splitHere46","'filename'"
"754splitHere46","19177153splitHere46","Component[] comps = panel.getComponents();<newline46mondego>GridBagLayout layout =  (GridBagLayout) panel.getLayout();<newline46mondego><newline46mondego>for (int i = 0; i < comps.length; ++i) {<newline46mondego>    Component comp = comps[i];<newline46mondego>    GridBagConstraints gbc = layout.getConstraints(comp);<newline46mondego>    System.out.println(<doubleQuotes46>Component : <doubleQuotes46> + comp + <doubleQuotes46> , with GBC: <doubleQuotes46> + gbc);<newline46mondego>}<newline46mondego>"
"755splitHere46","19177212splitHere46","boolean"
"756splitHere46","19177212splitHere46","private static int[] removeDups(int[] a, int maxA) {<newline46mondego>    boolean[] present = new boolean[maxA+1];<newline46mondego>    int countUnique = 0;<newline46mondego>    for (int i : a) {<newline46mondego>        if (!present[i]) {<newline46mondego>            countUnique++;<newline46mondego>            present[i] = true;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    int[] result = new int[countUnique];<newline46mondego>    int j = 0;<newline46mondego>    for (int i=0; i<present.length; i++) {<newline46mondego>        if (present[i]) result[j++] = i;<newline46mondego>    }<newline46mondego><newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"757splitHere46","19177237splitHere46","for"
"758splitHere46","19177237splitHere46","performCalculation"
"759splitHere46","19177237splitHere46","for(int index = 1; index <= Numbers.size(); index++)<newline46mondego>"
"760splitHere46","19177237splitHere46","for(int index = 1; index < Numbers.size(); index++)<newline46mondego>"
"761splitHere46","19177237splitHere46","loop"
"762splitHere46","19177237splitHere46","ArrayList"
"763splitHere46","19177237splitHere46","Numbers.get(Numbers.size());// will generate IndexOutOfBoundsException.<newline46mondego>"
"764splitHere46","19177278splitHere46","<property name=<doubleQuotes46>prefix<doubleQuotes46> value=<doubleQuotes46>/WEB-INF/folder1/<doubleQuotes46> />"
"765splitHere46","19177278splitHere46","<property name=<doubleQuotes46>prefix<doubleQuotes46> value=<doubleQuotes46>/WEB-INF/<doubleQuotes46> />"
"766splitHere46","19177278splitHere46","return <doubleQuotes46>folder1/page4<doubleQuotes46>;<newline46mondego>"
"767splitHere46","19177309splitHere46","public class Main{<newline46mondego>  public static void main(String args[]) throws Exception {<newline46mondego>    URL url = new URL(<doubleQuotes46>http://www.google.com<doubleQuotes46>);<newline46mondego>    HttpURLConnection httpCon = (HttpURLConnection) url.openConnection();<newline46mondego><newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>Response code is <doubleQuotes46> + httpCon.getResponseCode());<newline46mondego> }<newline46mondego>}<newline46mondego>"
"768splitHere46","19177330splitHere46","TreeMap<CustomKey, List<value>> map = new TreeMap<CustomKey, List<value>>(myComparator);<newline46mondego>"
"769splitHere46","19177362splitHere46","String: A&B@.134<newline46mondego>Index:  01234567<newline46mondego>"
"770splitHere46","19177362splitHere46","String[] tokens = StringParser(rightChannelString,<doubleQuotes46>\\$<doubleQuotes46>);<newline46mondego>"
"771splitHere46","19177602splitHere46","List"
"772splitHere46","19177602splitHere46","List"
"773splitHere46","19177602splitHere46","TypeToken"
"774splitHere46","19177602splitHere46","List.class"
"775splitHere46","19177602splitHere46","List<SerialDetails>.class"
"776splitHere46","19177602splitHere46","Type listType = new TypeToken<List<SerialDetails>>() {}.getType();<newline46mondego>List<SerialDetails> serialDetails = new Gson().fromJson(sendJsonDataList, listType);<newline46mondego>//Now you can iterate over your List...<newline46mondego>"
"777splitHere46","19177607splitHere46","setContentView(R.layout.main);<newline46mondego>    pref = getSharedPreferences(<doubleQuotes46>ActivityPREF<doubleQuotes46>, Context.MODE_PRIVATE);<newline46mondego>    Log.v(<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>onCreate is calling<doubleQuotes46>);<newline46mondego>    if(pref.getBoolean(<doubleQuotes46>activity_executed<doubleQuotes46>, false))<newline46mondego>    {<newline46mondego>         Log.v(<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>Before if called<doubleQuotes46>);<newline46mondego>        setContentView(R.layout.menu_frame);<newline46mondego>         Log.v(<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>after if called<doubleQuotes46>);<newline46mondego>         new Handler().postDelayed(csRunnable1, 3000);<newline46mondego><newline46mondego>    } <newline46mondego>    else <newline46mondego>    {<newline46mondego>       new Handler().postDelayed(csRunnable2, 3000);  <newline46mondego>        Editor ed = pref.edit();<newline46mondego>        ed.putBoolean(<doubleQuotes46>activity_executed<doubleQuotes46>, true);<newline46mondego>        ed.commit();<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>Runnable csRunnable1=new Runnable() <newline46mondego>{       <newline46mondego>    @Override<newline46mondego>    public void run() <newline46mondego>    {<newline46mondego>         Intent intent = new Intent(SplashScreen.this, SplashActivity.class);<newline46mondego>            startActivity(intent);<newline46mondego>            finish();<newline46mondego><newline46mondego>    }<newline46mondego>};<newline46mondego>Runnable csRunnable2=new Runnable() <newline46mondego> {      <newline46mondego>    @Override<newline46mondego>    public void run() <newline46mondego>    {<newline46mondego>         Intent intent = new Intent(SplashScreen.this, LoginActivity.class);<newline46mondego>            startActivity(intent);<newline46mondego>            finish();<newline46mondego><newline46mondego>    }<newline46mondego>};<newline46mondego>"
"778splitHere46","19177717splitHere46","@SuiteClasses({SuiteOne.class, SuiteTwo.class})<newline46mondego>@RunWith(Suite.class)<newline46mondego>public class TopLevelSuite {}<newline46mondego><newline46mondego>@SuiteClasses({Test1.class, Test2.class})<newline46mondego>@RunWith(Suite.class)<newline46mondego>public class SuiteOne {}<newline46mondego><newline46mondego><newline46mondego>@SuiteClasses({Test4.class, Test3.class})<newline46mondego>@RunWith(Suite.class)<newline46mondego>public class SuiteTwo {}<newline46mondego>"
"779splitHere46","19177717splitHere46","@SuiteClasses"
"780splitHere46","19177717splitHere46","@FixMethodOrder"
"781splitHere46","19177750splitHere46","client.setMaxDownloadRate(0.0);"
"782splitHere46","19177771splitHere46","org.restlet.ext.servlet.ServerServlet"
"783splitHere46","19177771splitHere46","Application"
"784splitHere46","19177771splitHere46","serve(<doubleQuotes46>/api/*<doubleQuotes46>).with(ServerServlet.class);<newline46mondego>getServletContext().setAttribute(<newline46mondego>    <doubleQuotes46>org.restlet.application<doubleQuotes46>, <doubleQuotes46>com.you.MyApplication<doubleQuotes46>);<newline46mondego>"
"785splitHere46","19177771splitHere46","com.you.MyApplication"
"786splitHere46","19177771splitHere46","org.restlet.Application"
"787splitHere46","19177790splitHere46","String callableQuery = <doubleQuotes46>{call sp_calculate(?, ?, ?, ?)}<doubleQuotes46>;<newline46mondego><newline46mondego>cst.setInt(1, 1); // IN parameter<newline46mondego>cst.setInt(2, 4); // IN parameter<newline46mondego><newline46mondego>cst.registerOutParameter(3, java.sql.Types.INTEGER); // OUT parameter<newline46mondego>cst.registerOutParameter(4, java.sql.Types.INTEGER); // OUT parameter<newline46mondego>"
"788splitHere46","19177854splitHere46","ord"
"789splitHere46","19177854splitHere46","StringBuilder"
"790splitHere46","19177854splitHere46","StringBuilder builder = new StringBuilder();<newline46mondego>while (fil.hasNext()) {<newline46mondego>    String tmp = leser.next();<newline46mondego>    System.out.println(tmp); // If still needed<newline46mondego>    builder.append(tmp);<newline46mondego>}<newline46mondego><newline46mondego>String completeString = builder.toString();<newline46mondego>"
"791splitHere46","19177955splitHere46","load(File)"
"792splitHere46","19177955splitHere46","InputStream cpResource = this.getClass().getClassLoader().getResourceAsStream(<doubleQuotes46>file.name<doubleQuotes46>);<newline46mondego>File tmpFile = File.createTempFile(<doubleQuotes46>file<doubleQuotes46>, <doubleQuotes46>temp<doubleQuotes46>);<newline46mondego>FileUtils.copyInputStreamToFile(cpResource, tmpFile); // FileUtils from apache-io<newline46mondego>try {<newline46mondego>    decider.load(tmpFile);<newline46mondego>} finally {<newline46mondego>    tmpFile.delete();<newline46mondego>}<newline46mondego>"
"793splitHere46","19177955splitHere46","ClassLoader classLoader = this.getClass().getClassLoader();<newline46mondego>if(classLoader instanceof URLClassLoader){<newline46mondego>    URLClassLoader urlClassLoader = URLClassLoader.class.cast(classLoader);<newline46mondego>    URL resourceUrl = urlClassLoader.findResource(<doubleQuotes46>file.name<doubleQuotes46>);<newline46mondego><newline46mondego>    if(<doubleQuotes46>file<doubleQuotes46>.equals(resourceUrl.getProtocol())){<newline46mondego>        URI uri = resourceUrl.toURI();<newline46mondego>        File file = new File(uri);<newline46mondego>        decider.load(file);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"794splitHere46","19177955splitHere46","public class FileResourceTest {<newline46mondego><newline46mondego>    public static void main(String[] args) throws IOException {<newline46mondego>        File resourceAsFile = getResourceAsFile(<doubleQuotes46>file.name<doubleQuotes46>);<newline46mondego>        System.out.println(resourceAsFile);<newline46mondego>    }<newline46mondego><newline46mondego>    private static File getResourceAsFile(String resource) throws IOException {<newline46mondego>        ClassLoader cl = FileResourceTest.class.getClassLoader();<newline46mondego>        File file = null;<newline46mondego>        FileResource fileResource = new URLClassLoaderFileResource(cl, resource);<newline46mondego>        try {<newline46mondego>            file = fileResource.getFile();<newline46mondego>        } catch (IOException e) {<newline46mondego>            fileResource = new ClasspathResourceFileResource(cl, resource);<newline46mondego>            file = fileResource.getFile();<newline46mondego>        }<newline46mondego>        return file;<newline46mondego>    }<newline46mondego><newline46mondego>    public static interface FileResource {<newline46mondego><newline46mondego>        public File getFile() throws IOException;<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public static class ClasspathResourceFileResource implements FileResource {<newline46mondego><newline46mondego>        private ClassLoader cl;<newline46mondego>        private String resource;<newline46mondego><newline46mondego>        public ClasspathResourceFileResource(ClassLoader cl, String resource) {<newline46mondego>            this.cl = cl;<newline46mondego>            this.resource = resource;<newline46mondego>        }<newline46mondego><newline46mondego>        public File getFile() throws IOException {<newline46mondego>            InputStream cpResource = cl.getResourceAsStream(resource);<newline46mondego>            File tmpFile = File.createTempFile(<doubleQuotes46>file<doubleQuotes46>, <doubleQuotes46>temp<doubleQuotes46>);<newline46mondego>            FileUtils.copyInputStreamToFile(cpResource, tmpFile);<newline46mondego>            tmpFile.deleteOnExit();<newline46mondego>            return tmpFile;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public static class URLClassLoaderFileResource implements FileResource {<newline46mondego><newline46mondego>        private ClassLoader cl;<newline46mondego>        private String resource;<newline46mondego><newline46mondego>        public URLClassLoaderFileResource(ClassLoader cl, String resourcePath) {<newline46mondego>            this.cl = cl;<newline46mondego>            this.resource = resourcePath;<newline46mondego>        }<newline46mondego><newline46mondego>        public File getFile() throws IOException {<newline46mondego>            File resourceFile = null;<newline46mondego>            if (cl instanceof URLClassLoader) {<newline46mondego>                URLClassLoader urlClassLoader = URLClassLoader.class.cast(cl);<newline46mondego>                URL resourceUrl = urlClassLoader.findResource(resource);<newline46mondego>                if (<doubleQuotes46>file<doubleQuotes46>.equals(resourceUrl.getProtocol())) {<newline46mondego>                    try {<newline46mondego><newline46mondego>                        URI uri = resourceUrl.toURI();<newline46mondego>                        resourceFile = new File(uri);<newline46mondego>                    } catch (URISyntaxException e) {<newline46mondego>                        IOException ioException = new IOException(<newline46mondego>                                <doubleQuotes46>Unable to get file through class loader: <doubleQuotes46><newline46mondego>                                        + cl);<newline46mondego>                        ioException.initCause(e);<newline46mondego>                        throw ioException;<newline46mondego>                    }<newline46mondego><newline46mondego>                }<newline46mondego>            }<newline46mondego>            if (resourceFile == null) {<newline46mondego>                throw new IOException(<newline46mondego>                        <doubleQuotes46>Unable to get file through class loader: <doubleQuotes46> + cl);<newline46mondego>            }<newline46mondego>            return resourceFile;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
