"1splitHere46","21514988splitHere46","List<Point> points = new ArrayList<Point>();<newline46mondego><newline46mondego>Point pointOne = new Point(x,y);<newline46mondego>Point pointTwo = new Point(x+25,y);<newline46mondego>Point pointThree = new Point(x+25,y+5);<newline46mondego>Point pointFour = new Point(x,y+5);<newline46mondego>points.add(pointOne );<newline46mondego>points.add(pointTwo );<newline46mondego>points.add(pointThree );<newline46mondego>points.add(pointFour);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>Path path = new Path();<newline46mondego>path.moveTo(pointOne.x, pointOne.y);<newline46mondego>path.lineTo(pointTwo.x, pointTwo.y);<newline46mondego>//and so on<newline46mondego>path.close();<newline46mondego><newline46mondego>//and then<newline46mondego>pList.add(points); <newline46mondego>"
"2940splitHere46","21581602splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><beans xmlns=<doubleQuotes46>http://www.springframework.org/schema/beans<doubleQuotes46><newline46mondego>       xmlns:p=<doubleQuotes46>http://www.springframework.org/schema/p<doubleQuotes46><newline46mondego>       xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>       xsi:schemaLocation=<doubleQuotes46><newline46mondego>       http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans-3.2.xsd<doubleQuotes46>><newline46mondego><newline46mondego>    <bean id=<doubleQuotes46>mailSender<doubleQuotes46> class=<doubleQuotes46>org.springframework.mail.javamail.JavaMailSenderImpl<doubleQuotes46><newline46mondego>          p:defaultEncoding=<doubleQuotes46>utf-8<doubleQuotes46><newline46mondego>          p:host=<doubleQuotes46>smtp.example.org<doubleQuotes46><newline46mondego>          p:port=<doubleQuotes46>25<doubleQuotes46> /><newline46mondego><newline46mondego>    <!-- This is a template message that we can pre-load with default state. --><newline46mondego>    <bean id=<doubleQuotes46>templateMessage<doubleQuotes46> class=<doubleQuotes46>org.springframework.mail.SimpleMailMessage<doubleQuotes46><newline46mondego>          p:from=<doubleQuotes46>no-reply@example.org<doubleQuotes46><newline46mondego>          p:subject=<doubleQuotes46>Testing message FTW!<doubleQuotes46> /><newline46mondego></beans><newline46mondego>"
"2941splitHere46","21581602splitHere46","@Configuration<newline46mondego>class MailConfig {<newline46mondego><newline46mondego>    @Bean mailSender() {<newline46mondego>        new JavaMailSenderImpl (<newline46mondego>            defaultEncoding: 'utf-8',<newline46mondego>            host: 'smtp.example.org',<newline46mondego>            port: 25<newline46mondego>        )<newline46mondego>    }<newline46mondego><newline46mondego>     @Bean templateMessage() {<newline46mondego>         new SimpleMailMessage (<newline46mondego>             from:    'no-reply@example.org',<newline46mondego>             subject: 'Testing message FTW!'<newline46mondego>         )<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"2942splitHere46","21581602splitHere46","@Slf4j<newline46mondego>public class EmailSenderExample {<newline46mondego><newline46mondego>   private MailSender mailSender;<newline46mondego>   private SimpleMailMessage templateMessage;<newline46mondego><newline46mondego>   public void sendMail() {<newline46mondego>       log.info(<doubleQuotes46>Sending email...<doubleQuotes46>);<newline46mondego><newline46mondego>       // Create a thread-safe <doubleQuotes46>copy<doubleQuotes46> of the template message and customize it.<newline46mondego>       SimpleMailMessage msg = new SimpleMailMessage(templateMessage);<newline46mondego>       msg.setTo(<doubleQuotes46>flynn@encom.com<doubleQuotes46>);<newline46mondego>       msg.setText(<doubleQuotes46>Greetings, programs!<doubleQuotes46>);<newline46mondego><newline46mondego>       try {<newline46mondego>            mailSender.send(msg);<newline46mondego>       } catch (MailException ex) {<newline46mondego>            log.warn(<doubleQuotes46>Email sending failed<doubleQuotes46>, ex);<newline46mondego>       }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"2943splitHere46","21581696splitHere46","public class PlanAssembler {<newline46mondego><newline46mondego>    public static PlanDTO makeDTO(Plan p) {<newline46mondego><newline46mondego>    PlanDTO result = new PlanDTO();<newline46mondego>    result.setProperty(p.getProperty);<newline46mondego>    ... <newline46mondego><newline46mondego>    for (Activity a: p.getActivity()) {<newline46mondego><newline46mondego>      ActivityDTO activityDTO = new ActivityDTO();<newline46mondego>     // Here I need to iterate over each activity to convert it to DTO<newline46mondego>     // But in ActivityAssembler, I also need PlanDTO<newline46mondego><newline46mondego>     //Code to convert Activity to ActivityDTO.<newline46mondego><newline46mondego>      activityDTO.setPlan(result);<newline46mondego>    }<newline46mondego>"
"2944splitHere46","21581782splitHere46","(?<=[lmts])h(?=\s|$)<newline46mondego>"
"2945splitHere46","21581782splitHere46","String t1=<doubleQuotes46>samplh sampleh samplah sampmh<doubleQuotes46>;<newline46mondego>System.out.print(t1.replaceAll(<doubleQuotes46>(?<=[lmts])h(?=\s|$)<doubleQuotes46>,<doubleQuotes46>#<doubleQuotes46>));<newline46mondego>"
"2946splitHere46","21581782splitHere46","sampl# sampleh samplah sampm#<newline46mondego>"
"2947splitHere46","21581829splitHere46","2.3.17"
"2948splitHere46","21581829splitHere46","${myDate?long?c}<newline46mondego>"
"2949splitHere46","21581867splitHere46","ImagePanel"
"2950splitHere46","21581867splitHere46","setOpaque(false)"
"2951splitHere46","21581867splitHere46","public ImagePanel() {<newline46mondego>        setOpaque(false);<newline46mondego>"
"2952splitHere46","21581867splitHere46","setUndecorate(true)"
"2953splitHere46","21581867splitHere46","pack();"
"2954splitHere46","21581867splitHere46","JFrame frame = new JFrame();<newline46mondego> frame.add(new ImagePanel());<newline46mondego> frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego> frame.setUndecorated(true);<newline46mondego> frame.pack(); <newline46mondego> frame.setBackground(new Color(0, 0, 0, 0)); <newline46mondego> frame.setVisible(true);<newline46mondego>"
"2955splitHere46","21581867splitHere46","setSize()"
"2956splitHere46","21581867splitHere46","frame.setLocationRelativeTo(null);"
"2957splitHere46","21581867splitHere46","pack()"
"2958splitHere46","21581867splitHere46","import java.awt.*;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego>import java.io.IOException;<newline46mondego>import java.net.URL;<newline46mondego>import java.util.logging.Level;<newline46mondego>import java.util.logging.Logger;<newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class CircleSplashScreen {<newline46mondego><newline46mondego>    public CircleSplashScreen() {<newline46mondego>        JFrame frame = new JFrame();<newline46mondego>        frame.getContentPane().add(new ImagePanel());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.setUndecorated(true);<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationRelativeTo(null);<newline46mondego>        frame.setBackground(new Color(0, 0, 0, 0));<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                new CircleSplashScreen();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    @SuppressWarnings(<doubleQuotes46>serial<doubleQuotes46>)<newline46mondego>    public class ImagePanel extends JPanel {<newline46mondego><newline46mondego>        BufferedImage img;<newline46mondego><newline46mondego>        public ImagePanel() {<newline46mondego>            setOpaque(false);<newline46mondego>            setLayout(new GridBagLayout());<newline46mondego>            try {<newline46mondego>                img = ImageIO.read(new URL(<doubleQuotes46>http://www.iconsdb.com/icons/preview/royal-blue/stackoverflow-4-xxl.png<doubleQuotes46>));<newline46mondego>            } catch (IOException ex) {<newline46mondego>                Logger.getLogger(CircleSplashScreen.class.getName()).log(Level.SEVERE, null, ex);<newline46mondego>            }<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics g) {<newline46mondego>            super.paintComponent(g);<newline46mondego>            g.drawImage(img, 0, 0, getWidth(), getHeight(), this);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego>            return new Dimension(500, 500);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2959splitHere46","21581992splitHere46","r*11 + a"
"2960splitHere46","21581992splitHere46","//Board into a 2d Array<newline46mondego>for (int r = 0; r < bord.length; r++) {<newline46mondego>     for(int a = 0; a < 11; a++)<newline46mondego>         bord[r][a] = letters[r*11 + a];<newline46mondego><newline46mondego>     System.out.println(bord[r]);<newline46mondego>}<newline46mondego>"
"2961splitHere46","21581992splitHere46","GPDNATSFASE<newline46mondego>LNIERTPOTSR<newline46mondego>ARIRRCOOFPU<newline46mondego>AUOGONOTORE<newline46mondego>NOTUAMRHRIL<newline46mondego>GTPOFRSCENO<newline46mondego>IEKLMETANTR<newline46mondego>SRUNIAARSET<newline46mondego>EITNAKAVERN<newline46mondego>TEJLIBFTNVO<newline46mondego>TWEEDEKLASC<newline46mondego>"
"2962splitHere46","21582123splitHere46","Binary = Decimal<newline46mondego>0   = 0<newline46mondego>1   = 1<newline46mondego>10  = 2<newline46mondego>11  = 3<newline46mondego>100 = 4<newline46mondego>101 = 5<newline46mondego>110 = 6<newline46mondego>111 = 7<newline46mondego>"
"2963splitHere46","21582123splitHere46","5 in decimal = 101 in binary = 00000101 in 8-bit (byte) = 0000000000000101 in 16-bit (short)<newline46mondego>"
"2964splitHere46","21582123splitHere46","Right-Shift by two digits:<newline46mondego>00001101 >> 2 = 00000011<newline46mondego><newline46mondego>Left-Shift by three digits:<newline46mondego>00001101 << 3 = 01101000<newline46mondego>"
"2965splitHere46","21582123splitHere46","Hex = Binary<newline46mondego>0   = 0000<newline46mondego>1   = 0001<newline46mondego>2   = 0010<newline46mondego>3   = 0011<newline46mondego>4   = 0100<newline46mondego>5   = 0101<newline46mondego>6   = 0110<newline46mondego>7   = 0111<newline46mondego>8   = 1000<newline46mondego>9   = 1001<newline46mondego>A   = 1010<newline46mondego>B   = 1011<newline46mondego>C   = 1100<newline46mondego>D   = 1101<newline46mondego>E   = 1110<newline46mondego>F   = 1111<newline46mondego>"
"2966splitHere46","21582123splitHere46","0101010101010101<newline46mondego>&<newline46mondego>0000000011111111<newline46mondego>=<newline46mondego>0000000001010101<newline46mondego>"
"2967splitHere46","21582123splitHere46","bytes[i * 2] = (byte) (sData[i] & 0x00FF);<newline46mondego>=<newline46mondego>bytes[i * 2] = (byte) (0011001101010101 & 0000000011111111);<newline46mondego>=<newline46mondego>bytes[i * 2] = (byte) (0000000001010101); //lower 8 bit<newline46mondego><newline46mondego><newline46mondego><newline46mondego>bytes[(i * 2) + 1] = (byte) (sData[i] >> 8);<newline46mondego>=<newline46mondego>bytes[(i * 2) + 1] = (byte) (0011001101010101 >> 8); //Right shift by 8 spaces<newline46mondego>=<newline46mondego>bytes[(i * 2) + 1] = (byte) (0000000000110011); //upper 8 bit<newline46mondego>"
"2968splitHere46","21582250splitHere46","println oracle.jdbc.OracleDriver.class.protectionDomain.codeSource.location.path<newline46mondego>"
"2969splitHere46","21582250splitHere46","System.getProperty(<doubleQuotes46>java.class.path<doubleQuotes46>)<newline46mondego>"
"2970splitHere46","21582291splitHere46","import org.openqa.selenium.firefox.FirefoxDriver;<newline46mondego><newline46mondego>import com.thoughtworks.xstream.converters.Converter;<newline46mondego>import com.thoughtworks.xstream.converters.MarshallingContext;<newline46mondego>import com.thoughtworks.xstream.converters.UnmarshallingContext;<newline46mondego>import com.thoughtworks.xstream.io.HierarchicalStreamReader;<newline46mondego>import com.thoughtworks.xstream.io.HierarchicalStreamWriter;<newline46mondego><newline46mondego>public class CutoffConverter implements Converter{<newline46mondego><newline46mondego>      @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>      public boolean canConvert(Class type) {<newline46mondego>        return type.equals(FirefoxDriver.class);<newline46mondego>      }<newline46mondego><newline46mondego>      public void marshal(Object source, HierarchicalStreamWriter writer, MarshallingContext context) {<newline46mondego>      }<newline46mondego><newline46mondego>      public Object unmarshal(HierarchicalStreamReader reader, UnmarshallingContext context) {<newline46mondego>          return null;<newline46mondego>      }<newline46mondego>}   <newline46mondego>"
"2971splitHere46","21582291splitHere46","XStream xstream = new XStream();<newline46mondego>xstream.registerConverter(new CutoffConverter());<newline46mondego>"
"2972splitHere46","21582317splitHere46","midpoint"
"2973splitHere46","21582317splitHere46","leftLimit"
"2974splitHere46","21582317splitHere46","rightLimit"
"2975splitHere46","21582317splitHere46","11"
"2976splitHere46","21582343splitHere46","Activity"
"2977splitHere46","21582343splitHere46","public SharedPreferences getPreferences(int mode)"
"2978splitHere46","21582343splitHere46","SharedPreferences"
"2979splitHere46","21582343splitHere46","getSharedPreferences(String, int)"
"2980splitHere46","21582343splitHere46","SharedPreferences sharedPref = this.getSharedPreferences(<doubleQuotes46>YourApp<doubleQuotes46>, 4);<newline46mondego>"
"2981splitHere46","21582343splitHere46","<doubleQuotes46>YourApp<doubleQuotes46>"
"2982splitHere46","21582356splitHere46","public void playOnClick(View v) {<newline46mondego>    Runnable runnable = new Runnable() {<newline46mondego>        public void run() {<newline46mondego>            ...<newline46mondego>        }<newline46mondego>"
"2983splitHere46","21582356splitHere46","Handler handler = new Handler() {<newline46mondego>    @Override<newline46mondego>    public void handleMessage(Message msg) {<newline46mondego>        Bundle b = msg.getData();<newline46mondego>        String theColor = b.getString(<doubleQuotes46>color<doubleQuotes46>);<newline46mondego><newline46mondego>        myView = (View) findViewById(R.id.bigView);<newline46mondego>        myView.setBackgroundColor(Color.parseColor(theColor));<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"2984splitHere46","21582356splitHere46","b = new Bundle();<newline46mondego>b.putString(<doubleQuotes46>color<doubleQuotes46>, theColor);<newline46mondego>msg = new Message();<newline46mondego>msg.setData(b);<newline46mondego>handler.sendMessage(msg);<newline46mondego>"
"2985splitHere46","21582446splitHere46","dateiles.comments"
"2986splitHere46","21582446splitHere46","null"
"2987splitHere46","21582446splitHere46","add()"
"2988splitHere46","21582522splitHere46","package com.sun.tweetfiltrr.zoomlistview;<newline46mondego>import android.content.Context;<newline46mondego>import android.graphics.Rect;<newline46mondego>import android.util.AttributeSet;<newline46mondego>import android.util.Log;<newline46mondego>import android.view.MotionEvent;<newline46mondego>import android.view.View;<newline46mondego>import android.view.ViewGroup;<newline46mondego>import android.view.animation.Animation;<newline46mondego>import android.view.animation.ScaleAnimation;<newline46mondego>import android.widget.AdapterView;<newline46mondego>import android.widget.ListAdapter;<newline46mondego>import android.widget.ListView;<newline46mondego><newline46mondego>import com.sun.tweetfiltrr.animation.CyclicFlipAnimation;<newline46mondego><newline46mondego>import java.util.HashMap;<newline46mondego>import java.util.Map;<newline46mondego><newline46mondego>/**<newline46mondego> */<newline46mondego>public class ZoomListView extends ListView implements AdapterView.OnItemLongClickListener {<newline46mondego><newline46mondego><newline46mondego>    private static final String TAG = ZoomListView.class.getName();<newline46mondego>    private int _xPos;<newline46mondego>    private int _yPos;<newline46mondego>    private int _pointerId;<newline46mondego>    private Rect _viewBounds;<newline46mondego>    private boolean _isZoomed;<newline46mondego>    private OnItemClickListener _listner;<newline46mondego>    private OnItemFocused _onItemFocusedLis;<newline46mondego>    private int _expandingViewHeight = 0;<newline46mondego>    private int _previousFocusedViewHeight;<newline46mondego>    private OnScrollListener _onScrollListener;<newline46mondego>    private boolean _shouldPerformScrollAnimation;<newline46mondego>    final private Map<Long, PropertyHolder> _itemIDToProperty = new HashMap<Long, PropertyHolder>();<newline46mondego>    private long _currentFocusedId;<newline46mondego><newline46mondego><newline46mondego>    public interface OnItemFocused {<newline46mondego><newline46mondego>        /**<newline46mondego>         * This interface can be used to be notified when a particular item should be disabled, or is currently not focused<newline46mondego>         * @param position<newline46mondego>         */<newline46mondego>        public void onItemScaleOut(int position, View view, boolean status_);<newline46mondego>        public void onItemRestore(int position, View view, boolean status_);<newline46mondego>        public View onItemFocused(View focusedView_, int listViewPosition_, long uniqueId_);<newline46mondego>    }<newline46mondego><newline46mondego>    public ZoomListView(Context context_) {<newline46mondego>        super(context_);<newline46mondego>        init(context_);<newline46mondego>    }<newline46mondego><newline46mondego>    public ZoomListView(Context context_, AttributeSet attrs) {<newline46mondego>        super(context_, attrs);<newline46mondego>        init(context_);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public ZoomListView(Context context_, AttributeSet attrs, int defStyle) {<newline46mondego>        super(context_, attrs, defStyle);<newline46mondego>        init(context_);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    private void init(Context context_){<newline46mondego>        setOnItemLongClickListener(this);<newline46mondego>    }<newline46mondego><newline46mondego>    public void setOnItemDisableListener(OnItemFocused listener_){<newline46mondego>        _onItemFocusedLis = listener_;<newline46mondego>    }<newline46mondego><newline46mondego>    private void scaleChildViews(long rowId_, int itemPos_, float scale, boolean shouldEnable){<newline46mondego><newline46mondego>        if (_isZoomed) {<newline46mondego>            getParent().requestDisallowInterceptTouchEvent(true);<newline46mondego>        }<newline46mondego><newline46mondego>        scaleAllVisibleViews(shouldEnable);<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    private void scaleAllVisibleViews(final boolean shouldEnable_) {<newline46mondego>        final ListAdapter adapter = getAdapter();<newline46mondego>        Animation scaleAnimation;<newline46mondego>        if(_isZoomed){<newline46mondego>            scaleAnimation = getZoomAnimation(1f, 0.6f, 1f, 0.6f);<newline46mondego>        }else{<newline46mondego>            scaleAnimation = getZoomAnimation(0.6f, 1f, 0.6f, 1f);<newline46mondego>        }<newline46mondego><newline46mondego>        int count = getChildCount();<newline46mondego>            for (int i = 0; i < count; i++) {<newline46mondego>                applyAnimation(i, adapter, shouldEnable_, scaleAnimation);<newline46mondego>            }<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    private void applyAnimation(int position_, ListAdapter adapter_, boolean shouldEnable_, Animation animation_){<newline46mondego>        if (_isZoomed) {<newline46mondego>                if (_currentFocusedId != adapter_.getItemId(position_)) {<newline46mondego>                    scaleView(position_,  shouldEnable_, animation_);<newline46mondego>                }else{<newline46mondego>                    displayExpandingView(position_, adapter_);<newline46mondego>                }<newline46mondego>        }else{<newline46mondego><newline46mondego>            if(_currentFocusedId != getAdapter().getItemId(position_)){<newline46mondego>                scaleView(position_,  shouldEnable_, animation_);<newline46mondego>            }else{<newline46mondego>                View view = getChildAt(position_);<newline46mondego>                View viewToShow =  _onItemFocusedLis.onItemFocused(view, position_, getAdapter().getItemId(position_));<newline46mondego><newline46mondego>                if(viewToShow != null){<newline46mondego>                    viewToShow.setVisibility(GONE);<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            _itemIDToProperty.remove(getAdapter().getItemId(position_));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private void displayExpandingView(int position_, ListAdapter adapter_){<newline46mondego>        View view = getChildAt(position_);<newline46mondego>        if(view != null){<newline46mondego>            View viewToShow =  _onItemFocusedLis.onItemFocused(view, position_, adapter_.getItemId(position_));<newline46mondego>            viewToShow.setVisibility(VISIBLE);<newline46mondego>            Animation flip = new CyclicFlipAnimation(60f);<newline46mondego>            flip.setDuration(1000);<newline46mondego>            viewToShow.startAnimation(flip);<newline46mondego><newline46mondego>            if(_expandingViewHeight <= 0){<newline46mondego>                viewToShow.measure(View.MeasureSpec.UNSPECIFIED, View.MeasureSpec.UNSPECIFIED);<newline46mondego>                _expandingViewHeight = viewToShow.getMeasuredHeight();<newline46mondego>            }<newline46mondego><newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private Animation getZoomAnimation(float fromX_, float toX_, float fromY_, float toY_){<newline46mondego>      Animation  scaleAnimation = new ScaleAnimation(<newline46mondego>                fromX_, toX_,<newline46mondego>                fromY_, toY_,<newline46mondego>                Animation.RELATIVE_TO_SELF, 0.5f,<newline46mondego>                Animation.ABSOLUTE, 0.7f);<newline46mondego>        scaleAnimation.setFillAfter(true);<newline46mondego>        scaleAnimation.setDuration(500);<newline46mondego>        return scaleAnimation;<newline46mondego>    }<newline46mondego><newline46mondego>    private void scaleView(int position_,  boolean shouldEnable_, Animation animationScale_ ){<newline46mondego>        View view = getChildAt(position_);<newline46mondego>        ListAdapter adapter = getAdapter();<newline46mondego>        long id = adapter.getItemId(position_);<newline46mondego>        view.startAnimation(animationScale_);<newline46mondego><newline46mondego>        PropertyHolder holder = _itemIDToProperty.get(id);<newline46mondego><newline46mondego>        if (holder == null) {<newline46mondego>            holder = new PropertyHolder((int) view.getTop(), (int) (view.getBottom()));<newline46mondego>            _itemIDToProperty.put(id, holder);<newline46mondego>        }<newline46mondego><newline46mondego>        int h = view.getHeight();<newline46mondego>        if (_isZoomed) {<newline46mondego>            view.animate().translationYBy((h * 0.5f)).setDuration(500).start();<newline46mondego>            if (_onItemFocusedLis != null) {<newline46mondego>                _onItemFocusedLis.onItemScaleOut(position_, view, shouldEnable_);<newline46mondego>            }<newline46mondego>        } else {<newline46mondego>            view.animate().translationYBy(-(h * 0.5f )).setDuration(500).start();<newline46mondego>            if (_onItemFocusedLis != null) {<newline46mondego>                _onItemFocusedLis.onItemRestore(position_, view, shouldEnable_);<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean onItemLongClick(AdapterView<?> adapterView, View view, int i, long l) {<newline46mondego>        _isZoomed = true;<newline46mondego><newline46mondego>        int firstVisiblePosition = getFirstVisiblePosition();<newline46mondego>        int pos = pointToPosition(_xPos, _yPos);<newline46mondego>        int positionOrg = pos - firstVisiblePosition;<newline46mondego><newline46mondego>        _currentFocusedId = getAdapter().getItemId(positionOrg);<newline46mondego>        scaleChildViews(l, i, 0.8f, false);<newline46mondego>        return true;<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean onTouchEvent(MotionEvent event) {<newline46mondego>        switch (event.getAction() & MotionEvent.ACTION_MASK) {<newline46mondego>            case MotionEvent.ACTION_DOWN:<newline46mondego>                _xPos = (int) event.getX();<newline46mondego>                _yPos = (int) event.getY();<newline46mondego>                _pointerId = event.getPointerId(0);<newline46mondego><newline46mondego>                if (_isZoomed) {<newline46mondego>                    if (!_viewBounds.contains(_xPos, _yPos)) {<newline46mondego>                        _isZoomed = false;<newline46mondego>                        scaleChildViews(1, 1, 1f, true);<newline46mondego>                    }<newline46mondego>                    return false;<newline46mondego>                }<newline46mondego><newline46mondego>                int position = pointToPosition(_xPos, _yPos);<newline46mondego>                int childNum = (position != INVALID_POSITION) ? position - getFirstVisiblePosition() : -1;<newline46mondego>                View itemView = (childNum >= 0) ? getChildAt(childNum) : null;<newline46mondego>                if (itemView != null) {<newline46mondego>                    _viewBounds = getChildViewRect(this, itemView);<newline46mondego>                }<newline46mondego><newline46mondego>                break;<newline46mondego><newline46mondego>            case MotionEvent.ACTION_MOVE:<newline46mondego>                if (!_isZoomed) {<newline46mondego>                    animateRemaining();<newline46mondego>                }<newline46mondego>            break;<newline46mondego>        }<newline46mondego>        return super.onTouchEvent(event);<newline46mondego>    }<newline46mondego><newline46mondego>    private void animateRemaining(){<newline46mondego>        if(!_itemIDToProperty.isEmpty()){<newline46mondego>        for(int i = 0; i < getChildCount(); i++){<newline46mondego>           long id =  getAdapter().getItemId(i);<newline46mondego>           PropertyHolder n = _itemIDToProperty.get(id);<newline46mondego>            if(n != null){<newline46mondego><newline46mondego>                if(_currentFocusedId != getAdapter().getItemId(i)){<newline46mondego>                    scaleView(i,  true, getZoomAnimation(0.6f, 1, 0.6f, 1f));<newline46mondego>                }else{<newline46mondego>                    Log.v(TAG, <doubleQuotes46>not translating for <doubleQuotes46> + getAdapter().getItemId(i)+ <doubleQuotes46> for id <doubleQuotes46> + _currentFocusedId);<newline46mondego>                }<newline46mondego>                _itemIDToProperty.remove(id);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    private Rect getChildViewRect(View parentView, View childView) {<newline46mondego>        final Rect childRect = new Rect(childView.getLeft(), childView.getTop(), childView.getRight(), childView.getBottom() + _expandingViewHeight);<newline46mondego>        if (parentView == childView) {<newline46mondego>            return childRect;<newline46mondego>        }<newline46mondego><newline46mondego>        ViewGroup parent = (ViewGroup) childView.getParent();<newline46mondego>        while (parent != parentView) {<newline46mondego>            childRect.offset(parent.getLeft(), parent.getTop());<newline46mondego>            childView = parent;<newline46mondego>            parent = (ViewGroup) childView.getParent();<newline46mondego>        }<newline46mondego>        return childRect;<newline46mondego>    }<newline46mondego><newline46mondego>    private class PropertyHolder{<newline46mondego>        int _top;<newline46mondego>        int _bot;<newline46mondego><newline46mondego>        private PropertyHolder(int top_, int bot_){<newline46mondego>            _top = top_;<newline46mondego>            _bot = bot_;<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
