"1splitHere46","8938876splitHere46","new EventHandler<ActionEvent>() {<newline46mondego>        @Override // <- notice the annotation, it overrides from the interface.<newline46mondego>        public void handle(ActionEvent event) {<newline46mondego>                System.out.print(<doubleQuotes46>Hello World !!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"1813splitHere46","8987904splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>class MultiColumnCellRendererTest {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        final String[] fruits = {<newline46mondego>            <doubleQuotes46>Apple<doubleQuotes46>,<newline46mondego>            <doubleQuotes46>Pear<doubleQuotes46>,<newline46mondego>            <doubleQuotes46>Banana<doubleQuotes46>,<newline46mondego>            <doubleQuotes46>Grapefruit<doubleQuotes46><newline46mondego>        };<newline46mondego><newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                JList fruitList1 = new JList(fruits);<newline46mondego>                fruitList1.setCellRenderer(new MultiColumnCellRenderer());<newline46mondego><newline46mondego>                JList fruitList2 = new JList(fruits);<newline46mondego>                fruitList2.setCellRenderer(new MultiColumnCellRenderer2());<newline46mondego><newline46mondego>                JPanel gui = new JPanel(new GridLayout(1,0,2,2));<newline46mondego>                gui.add(fruitList1);<newline46mondego>                gui.add(fruitList2);<newline46mondego><newline46mondego>                JOptionPane.showMessageDialog(null, gui);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class MultiColumnCellRenderer extends JPanel implements<newline46mondego>        ListCellRenderer {<newline46mondego><newline46mondego>    JLabel label;<newline46mondego><newline46mondego>    public MultiColumnCellRenderer() {<newline46mondego>        setBackground(Color.RED);<newline46mondego>        label = new JLabel();<newline46mondego>        add(label);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Component getListCellRendererComponent(JList list, Object value,<newline46mondego>            int index, boolean isSelected, boolean cellHasFocus) {<newline46mondego>        label.setText(value.toString());<newline46mondego><newline46mondego>        super.setEnabled(list.isEnabled());<newline46mondego>        super.setFont(list.getFont());<newline46mondego><newline46mondego>        return this;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>class MultiColumnCellRenderer2 extends JPanel implements<newline46mondego>        ListCellRenderer {<newline46mondego><newline46mondego>    JLabel label;<newline46mondego><newline46mondego>    public MultiColumnCellRenderer2() {<newline46mondego>        setBackground(Color.GREEN);<newline46mondego>        label = new JLabel();<newline46mondego>        add(label);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Component getListCellRendererComponent(JList list, Object value,<newline46mondego>            int index, boolean isSelected, boolean cellHasFocus) {<newline46mondego>        label.setText(value.toString());<newline46mondego><newline46mondego>        super.setEnabled(list.isEnabled());<newline46mondego>        super.setFont(list.getFont());<newline46mondego><newline46mondego>        return this;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1814splitHere46","8988117splitHere46","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();<newline46mondego>DocumentBuilder db = dbf.newDocumentBuilder();<newline46mondego>Document dom = db.parse(is);<newline46mondego>NodeList contacts = dom.getElementsByTagName(<doubleQuotes46>Contact<doubleQuotes46>);<newline46mondego>for(int i = 0; i < contacts.getLength(); i++) {<newline46mondego>    Element contact = (Element) contacts.item(i);<newline46mondego>    String contactNumber = contact.getAttribute(<doubleQuotes46>Number<doubleQuotes46>);<newline46mondego>    if(contactNumber.equals(somenumber)) {<newline46mondego>        Element newMessage = dom.createElement(<doubleQuotes46>Message<doubleQuotes46>);<newline46mondego>        // Configure the message element<newline46mondego>        contact.appendChild(newMessage);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1815splitHere46","8989075splitHere46","javax.swing"
"1816splitHere46","8989075splitHere46","java.util"
"1817splitHere46","8989253splitHere46","<dependency><newline46mondego>    <groupId>joda-time</groupId><newline46mondego>    <artifactId>joda-time</artifactId><newline46mondego>    <version>2.0</version><newline46mondego></dependency><newline46mondego>"
"1818splitHere46","8989253splitHere46","<dependency><newline46mondego>    <groupId>org.jadira.usertype</groupId><newline46mondego>    <artifactId>usertype.core</artifactId><newline46mondego>    <version>3.0.0.CR1</version><newline46mondego></dependency><newline46mondego>"
"1819splitHere46","8989253splitHere46","import org.joda.time.LocalDateTime;<newline46mondego>"
"1820splitHere46","8989253splitHere46","@Column(name=<doubleQuotes46>updated<doubleQuotes46>, nullable = false)<newline46mondego>@Type(type=<doubleQuotes46>org.jadira.usertype.dateandtime.joda.PersistentLocalDateTime<doubleQuotes46>)<newline46mondego>private LocalDateTime updated;<newline46mondego>"
"1821splitHere46","8989360splitHere46","MyClass someInstance = new Class();<newline46mondego>for (...)<newline46mondego>   ... new Thread(someInstance);<newline46mondego>"
"1822splitHere46","8989360splitHere46","on"
"1823splitHere46","8989360splitHere46","off"
"1824splitHere46","8989360splitHere46","flag"
"1825splitHere46","8989360splitHere46","volatile"
"1826splitHere46","8989360splitHere46","flag"
"1827splitHere46","8989360splitHere46","flag"
"1828splitHere46","8989360splitHere46","run"
"1829splitHere46","8989360splitHere46","flag"
"1830splitHere46","8989360splitHere46","flag"
"1831splitHere46","8989545splitHere46","this.id"
"1832splitHere46","8989545splitHere46","this.id"
"1833splitHere46","8989545splitHere46","Entry"
"1834splitHere46","8989545splitHere46","ProductEntry"
"1835splitHere46","8989572splitHere46","String str = <doubleQuotes46>line1\nline2\nline3<doubleQuotes46>;<newline46mondego>Pattern pt = Pattern.compile(<doubleQuotes46>line1\n(.+?)\nline3<doubleQuotes46>, Pattern.DOTALL);<newline46mondego>Matcher m = pt.matcher(str);<newline46mondego>while (m.find())<newline46mondego>    System.out.printf(<doubleQuotes46>Matched - [%s]%n<doubleQuotes46>, m.group(1)); // outputs [line2]<newline46mondego>"
"1836splitHere46","8989670splitHere46","@Override"
"1837splitHere46","8989670splitHere46","optional"
"1838splitHere46","8989760splitHere46","StringBuilder"
"1839splitHere46","8989760splitHere46","StringBuilder out = new StringBuilder(bits.size() / 8 + 1);<newline46mondego>"
"1840splitHere46","8989760splitHere46","parseInt()"
"1841splitHere46","8989760splitHere46","int i = 0;          <newline46mondego>int c = 0;<newline46mondego>for(Boolean b: bits){<newline46mondego>    if (i > 0 && i % 8 == 0){<newline46mondego>        out.append((char) c);<newline46mondego>        c = 0;<newline46mondego>    }<newline46mondego>    c = (c << 1) | (b ? 1 : 0);<newline46mondego>    i++;<newline46mondego>}<newline46mondego>out.append((char) c); // Not sure about the desired behaviour here<newline46mondego>"
"1842splitHere46","8989921splitHere46","length()"
"1843splitHere46","8989921splitHere46","File"
"1844splitHere46","8989921splitHere46","// Get file from file name<newline46mondego>File file = new File(<doubleQuotes46>U:\intranet_root\intranet\R1112B2.zip<doubleQuotes46>);<newline46mondego><newline46mondego>// Get length of file in bytes<newline46mondego>long fileSizeInBytes = file.length();<newline46mondego>// Convert the bytes to Kilobytes (1 KB = 1024 Bytes)<newline46mondego>long fileSizeInKB = fileSizeInBytes / 1024;<newline46mondego>// Convert the KB to MegaBytes (1 MB = 1024 KBytes)<newline46mondego>long fileSizeInMB = fileSizeInKB / 1024;<newline46mondego><newline46mondego>if (fileSizeInMB > 27) {<newline46mondego>  ...<newline46mondego>}<newline46mondego>"
"1845splitHere46","8990002splitHere46","System.exit()"
"1846splitHere46","8990002splitHere46","checkExit(...)"
"1847splitHere46","8990111splitHere46","if(scanner.next().equals(s)&&scanner.nextInt()==llog){<newline46mondego>"
"1848splitHere46","8990269splitHere46","Player"
"1849splitHere46","8990269splitHere46","ArrayList<Player>"
"1850splitHere46","8990269splitHere46","Player currentPlayer;<newline46mondego>ArrayList<Player> players = new ArrayList<Player>();<newline46mondego>// a lot of your code<newline46mondego>while (tdIter.hasNext()) {  <newline46mondego>    System.out.println(<doubleQuotes46>============================<doubleQuotes46>);<newline46mondego>    Element tdEl = tdIter.next();<newline46mondego>    currentPlayer = new Player();<newline46mondego>    // instead of that:<newline46mondego>    //String name = tdEl.getElementsByClass(<doubleQuotes46>playertablePlayerName<doubleQuotes46>).text();<newline46mondego>    // do that:<newline46mondego>    currentPlayer.mName = tdEl.getElementsByClass(<doubleQuotes46>playertablePlayerName<doubleQuotes46>).text();<newline46mondego>    // the same with the rest of the gathered information<newline46mondego>    // at the last line in this while loop<newline46mondego>    players.add(currentPlayer);<newline46mondego>}<newline46mondego>"
"1851splitHere46","8990279splitHere46","http://chart.apis.google.com/chart?<newline46mondego>    cht=qr<newline46mondego>   &chs=350x350<newline46mondego>   &chld=L<newline46mondego>   &choe=UTF-8<newline46mondego>   &chl=Mike,Alistar,83503945<newline46mondego>"
"1852splitHere46","8990326splitHere46","FilterChain#doFilter()"
"1853splitHere46","8990326splitHere46","RequestDispatcher#forward()"
"1854splitHere46","8990326splitHere46","HttpServletResponse#sendRedirect()"
"1855splitHere46","8990326splitHere46","IllegalStateException: response already committed"
"1856splitHere46","8990326splitHere46","request.getRequestDispatcher(<doubleQuotes46>/Translate<doubleQuotes46>).forward(request, response); <newline46mondego>"
"1857splitHere46","8990326splitHere46","if (someCondition) {<newline46mondego>    chain.doFilter(request, response);<newline46mondego>} else {<newline46mondego>    request.getRequestDispatcher(<doubleQuotes46>/Translate<doubleQuotes46>).forward(request, response); <newline46mondego>}<newline46mondego>"
"1858splitHere46","8990326splitHere46","RequestDispatcher#include()"
"1859splitHere46","8990326splitHere46","/process"
"1860splitHere46","8990341splitHere46","test.java"
"1861splitHere46","8990341splitHere46","public static void main"
"1862splitHere46","8990341splitHere46","myclasses"
"1863splitHere46","8990341splitHere46","java myclasses.test"
"1864splitHere46","8990464splitHere46","<spring:bean name=<doubleQuotes46>connectionFactory<doubleQuotes46> class=<doubleQuotes46>org.apache.activemq.spring.ActiveMQConnectionFactory<doubleQuotes46> depends-on=<doubleQuotes46>AmqBroker<doubleQuotes46>><newline46mondego>    <spring:property name=<doubleQuotes46>brokerURL<doubleQuotes46> value=<doubleQuotes46>vm://esb-amq-broker<doubleQuotes46>/><newline46mondego>    ...<newline46mondego>"
"1865splitHere46","8990517splitHere46","byte"
"1866splitHere46","8990517splitHere46","str.charAt(str.length()-1 -i)"
"1867splitHere46","8990517splitHere46","Math.pow(2,i)"
"1868splitHere46","8990832splitHere46","TitledBorder"
"1869splitHere46","8990832splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.border.*;<newline46mondego><newline46mondego>class TestSizeOfGui {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                JTextField account = new JTextField(10);<newline46mondego>                JPanel accountPanel = new JPanel(new GridLayout());<newline46mondego>                accountPanel.add(account);<newline46mondego>                accountPanel.setBorder(new TitledBorder(<doubleQuotes46>Account<doubleQuotes46>));<newline46mondego><newline46mondego>                String[] firstDigitList = {<newline46mondego>                    <doubleQuotes46>0<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>3<doubleQuotes46>, <doubleQuotes46>4<doubleQuotes46>, <doubleQuotes46>5<doubleQuotes46>, <doubleQuotes46>6<doubleQuotes46>, <doubleQuotes46>7<doubleQuotes46>, <doubleQuotes46>8<doubleQuotes46>, <doubleQuotes46>9<doubleQuotes46>};<newline46mondego><newline46mondego>                JLabel firstDigitListLabel = new JLabel(<doubleQuotes46>Leading Digit Change<doubleQuotes46>);<newline46mondego>                JPanel firstDigitListPanel = new JPanel(new BorderLayout(4,2));<newline46mondego>                firstDigitListPanel.add(firstDigitListLabel, BorderLayout.WEST);<newline46mondego>                JComboBox firstDigitCombo = new JComboBox(firstDigitList);<newline46mondego>                firstDigitListPanel.add(firstDigitCombo);<newline46mondego>                firstDigitCombo.setSelectedIndex(0);<newline46mondego>                firstDigitListPanel.setBorder(new TitledBorder(<doubleQuotes46>LDC<doubleQuotes46>));<newline46mondego><newline46mondego>                JPanel panel = new JPanel();<newline46mondego>                panel.add(accountPanel);<newline46mondego>                panel.add(firstDigitListPanel);<newline46mondego><newline46mondego>                int result = JOptionPane.showConfirmDialog(<newline46mondego>                    null,<newline46mondego>                    panel,<newline46mondego>                    <doubleQuotes46>Please Enter Values<doubleQuotes46>,<newline46mondego>                    JOptionPane.OK_CANCEL_OPTION);<newline46mondego><newline46mondego>                }<newline46mondego>            });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1870splitHere46","8990856splitHere46","public abstract class BaseEntity<newline46mondego>    {<newline46mondego>       private long id;<newline46mondego>       public long getId() {return this.id};<newline46mondego>       public void setId(long id) {this.id = id;};<newline46mondego>    }<newline46mondego>"
"1871splitHere46","8991035splitHere46","<javac>"
"1872splitHere46","8991035splitHere46","<src path=<doubleQuotes46>../src<doubleQuotes46>/><newline46mondego>   <src path=<doubleQuotes46>../gen<doubleQuotes46>/><newline46mondego>"
"1873splitHere46","8991066splitHere46","PriorityQueue"
"1874splitHere46","8991162splitHere46","class TypeX { }<newline46mondego><newline46mondego>class TypeY : TypeX { }<newline46mondego><newline46mondego>class Base<newline46mondego>{<newline46mondego>    public virtual TypeX Prop { get; set; }<newline46mondego>}<newline46mondego><newline46mondego>class Derived : Base<newline46mondego>{<newline46mondego>    public override TypeY Prop { get; set; }<newline46mondego>}<newline46mondego><newline46mondego>Derived derived = new Derived();<newline46mondego>derived.Prop = new TypeY(); // Valid<newline46mondego><newline46mondego>Base @base = derived;<newline46mondego>@base.Prop = new TypeX(); // Invalid - As this would be using the derived property which should be of TypeY<newline46mondego>"
"1875splitHere46","8991231splitHere46","byte[]"
"1876splitHere46","8991231splitHere46","String"
"1877splitHere46","8991231splitHere46","Base64"
"1878splitHere46","8991231splitHere46","String"
"1879splitHere46","8991331splitHere46","if ((newnumber > modetracker[i-1])"
"1880splitHere46","8991331splitHere46","newnumber"
"1881splitHere46","8991331splitHere46","if ((newnumber > modetracker[maxIndex])"
"1882splitHere46","8991331splitHere46","int maxIndex = 0;<newline46mondego>for (int i = 1; i < modetracker.length; i++){<newline46mondego>   int newnumber = modetracker[i];<newline46mondego>   if ((newnumber > modetracker[maxIndex])){<newline46mondego>   maxIndex = i;<newline46mondego>  }<newline46mondego>} System.out.println(maxIndex);<newline46mondego>"
"1883splitHere46","8991734splitHere46","-vm <doubleQuotes46>%JAVA_HOME%/bin/javaw.exe<doubleQuotes46>"
"1884splitHere46","8991836splitHere46","<full.package.to.customview.DrawView android:id=<doubleQuotes46>@+id/idOfCustom<doubleQuotes46> <newline46mondego>//other attributes<newline46mondego> /><newline46mondego>"
"1885splitHere46","8992033splitHere46","ByteArrayOutputStream bos = new ByteArrayOutputStream();<newline46mondego>ObjectOutput out = new ObjectOutputStream(bos);   <newline46mondego>out.writeObject(certificate);<newline46mondego>byte[] data = bos.toByteArray(); <newline46mondego>bos.close();<newline46mondego>"
