"1splitHere46","5918714splitHere46","<a href=<doubleQuotes46><c:url value=<doubleQuotes46>/profile<doubleQuotes46> /><doubleQuotes46> >Profile</a><newline46mondego>"
"503splitHere46","5931267splitHere46","StringBuilder sb = new StringBuilder();<newline46mondego>for(int i=0;i<100;i++){<newline46mondego>    sb.insert(0, Integer.toString(i));<newline46mondego>}<newline46mondego>"
"504splitHere46","5931267splitHere46","StringBuilder"
"505splitHere46","5931267splitHere46","StringBuilder"
"506splitHere46","5931267splitHere46","StringBuilder"
"507splitHere46","5931362splitHere46","cat"
"508splitHere46","5931362splitHere46","cat"
"509splitHere46","5931659splitHere46","public MyClass {   <newline46mondego>  super(NO_VERTICAL_SCROLL);<newline46mondego>}<newline46mondego>"
"510splitHere46","5931666splitHere46","init()"
"511splitHere46","5931666splitHere46","// <applet code='DemoApplet' width='400' height='400'></applet><newline46mondego>import java.applet.Applet;<newline46mondego><newline46mondego>public class DemoApplet extends Applet {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void init() {<newline46mondego>        System.out.println(<doubleQuotes46>init() once only at start-up<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void start() {<newline46mondego>        System.out.println(<doubleQuotes46>start() potentially many times <doubleQuotes46> +<newline46mondego>            <doubleQuotes46>(e.g. each time restored from minimized)<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void stop() {<newline46mondego>        System.out.println(<doubleQuotes46>stop() potentially many times <doubleQuotes46> +<newline46mondego>            <doubleQuotes46>(e.g. each time minimized)<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void destroy() {<newline46mondego>        System.out.println(<doubleQuotes46>destroy() once only at shut down<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"512splitHere46","5931666splitHere46","prompt>appletviewer DemoApplet.java<newline46mondego>init() once only at start-up<newline46mondego>start() potentially many times (e.g. each time restored from minimized)<newline46mondego>stop() potentially many times (e.g. each time minimized)<newline46mondego>start() potentially many times (e.g. each time restored from minimized)<newline46mondego>stop() potentially many times (e.g. each time minimized)<newline46mondego>start() potentially many times (e.g. each time restored from minimized)<newline46mondego>stop() potentially many times (e.g. each time minimized)<newline46mondego>destroy() once only at shut down<newline46mondego>"
"513splitHere46","5931720splitHere46","dom"
"514splitHere46","5931720splitHere46","xjc -d out -b bindings.xml dom.xsd<newline46mondego>"
"515splitHere46","5931720splitHere46","<xs:schema<newline46mondego>    xmlns:xs=<doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46><newline46mondego>    xmlns=<doubleQuotes46>http://www.example.com/default<doubleQuotes46><newline46mondego>    targetNamespace=<doubleQuotes46>http://www.example.com/default<doubleQuotes46>><newline46mondego><newline46mondego>    <xs:element name=<doubleQuotes46>customer<doubleQuotes46>><newline46mondego>        <xs:complexType><newline46mondego>        <xs:sequence><newline46mondego>            <xs:element ref=<doubleQuotes46>address<doubleQuotes46>/><newline46mondego>        </xs:sequence><newline46mondego>        </xs:complexType><newline46mondego>    </xs:element><newline46mondego><newline46mondego>    <xs:element name=<doubleQuotes46>address<doubleQuotes46>><newline46mondego>        <xs:complexType><newline46mondego>        <xs:attribute name=<doubleQuotes46>street<doubleQuotes46> type=<doubleQuotes46>xs:string<doubleQuotes46>/><newline46mondego>        </xs:complexType><newline46mondego>    </xs:element><newline46mondego><newline46mondego></xs:schema><newline46mondego>"
"516splitHere46","5931720splitHere46","<jxb:bindings <newline46mondego>    xmlns:xs=<doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46><newline46mondego>    xmlns:jxb=<doubleQuotes46>http://java.sun.com/xml/ns/jaxb<doubleQuotes46><newline46mondego>    version=<doubleQuotes46>2.1<doubleQuotes46>><newline46mondego><newline46mondego>    <jxb:bindings schemaLocation=<doubleQuotes46>string.xsd<doubleQuotes46>><newline46mondego>            <jxb:bindings node=<doubleQuotes46>//xs:element[@name='customer']/xs:complexType/xs:sequence/xs:element[@ref='address']<doubleQuotes46>><newline46mondego>                <jxb:dom/><newline46mondego>            </jxb:bindings><newline46mondego>    </jxb:bindings><newline46mondego><newline46mondego></jxb:bindings><newline46mondego>"
"517splitHere46","5931720splitHere46","Customer"
"518splitHere46","5931720splitHere46","@XmlAnyElement"
"519splitHere46","5931720splitHere46","package com.example._default;<newline46mondego><newline46mondego>import javax.xml.bind.annotation.XmlAccessType;<newline46mondego>import javax.xml.bind.annotation.XmlAccessorType;<newline46mondego>import javax.xml.bind.annotation.XmlAnyElement;<newline46mondego>import javax.xml.bind.annotation.XmlRootElement;<newline46mondego>import javax.xml.bind.annotation.XmlType;<newline46mondego>import org.w3c.dom.Element;<newline46mondego><newline46mondego><newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>@XmlType(name = <doubleQuotes46><doubleQuotes46>, propOrder = {<newline46mondego>    <doubleQuotes46>address<doubleQuotes46><newline46mondego>})<newline46mondego>@XmlRootElement(name = <doubleQuotes46>customer<doubleQuotes46>)<newline46mondego>public class Customer {<newline46mondego><newline46mondego>    @XmlAnyElement<newline46mondego>    protected Element address;<newline46mondego><newline46mondego>    public Element getAddress() {<newline46mondego>        return address;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setAddress(Element value) {<newline46mondego>        this.address = value;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"520splitHere46","5931720splitHere46","@XmlRootElement<newline46mondego>@XmlAccessorType(XmlAccessType.FIELD<newline46mondego>public class Child {<newline46mondego><newline46mondego>    @XmlValue<newline46mondego>    private String value;<newline46mondego><newline46mondego>}<newline46mondego>"
"521splitHere46","5931720splitHere46","<child>String Value</child><newline46mondego>"
"522splitHere46","5931720splitHere46","<xs:element name=<doubleQuotes46>child<doubleQuotes46> type=<doubleQuotes46>xs:string<doubleQuotes46>/><newline46mondego>"
"523splitHere46","5931721splitHere46","imagePanel.setOpaque(false);<newline46mondego>"
"524splitHere46","5931823splitHere46","private String fv;"
"525splitHere46","5931823splitHere46","int index = fv.indexOf(c);<newline46mondego>"
"526splitHere46","5931823splitHere46","public boolean guess(char c)"
"527splitHere46","5931823splitHere46","class Words"
"528splitHere46","5931823splitHere46","{ }"
"529splitHere46","5931823splitHere46","for (int i = 0; i < Words.length; i++)<newline46mondego>            ;<newline46mondego>"
"530splitHere46","5932085splitHere46","/*/tr[1]/td[1]<newline46mondego>"
"531splitHere46","5932085splitHere46","td"
"532splitHere46","5932085splitHere46","tr"
"533splitHere46","5932085splitHere46","table"
"534splitHere46","5932085splitHere46","/*/tr[1]/td[2]<newline46mondego>"
"535splitHere46","5932085splitHere46","td"
"536splitHere46","5932085splitHere46","tr"
"537splitHere46","5932085splitHere46","table"
"538splitHere46","5932085splitHere46","/*/tr[$m]/td[$n]<newline46mondego>"
"539splitHere46","5932085splitHere46","td"
"540splitHere46","5932085splitHere46","$n"
"541splitHere46","5932085splitHere46","$m"
"542splitHere46","5932085splitHere46","tr"
"543splitHere46","5932085splitHere46","table"
"544splitHere46","5932085splitHere46","$m"
"545splitHere46","5932085splitHere46","$n"
"546splitHere46","5932085splitHere46","string()"
"547splitHere46","5932085splitHere46","string(/*/tr[$m]/td[$n])<newline46mondego>"
"548splitHere46","5932085splitHere46","td"
"549splitHere46","5932085splitHere46","$n"
"550splitHere46","5932085splitHere46","$m"
"551splitHere46","5932085splitHere46","tr"
"552splitHere46","5932085splitHere46","table"
"553splitHere46","5932105splitHere46","select * from TableA a <newline46mondego>  join TableB on ... <newline46mondego>  join TableC on ... <newline46mondego>  join (select Field1 from #temp1 where theCount > 100) t on...<newline46mondego>"
"554splitHere46","5932196splitHere46","before = test;"
"555splitHere46","5932196splitHere46","test"
"556splitHere46","5932196splitHere46","test"
"557splitHere46","5932196splitHere46","before[i]"
"558splitHere46","5932196splitHere46","test[i]"
"559splitHere46","5932196splitHere46","before"
"560splitHere46","5932196splitHere46","test"
"561splitHere46","5932222splitHere46","import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>class CountDownProgressBar {<newline46mondego><newline46mondego>    Timer timer;<newline46mondego>    JProgressBar progressBar;<newline46mondego><newline46mondego>    CountDownProgressBar() {<newline46mondego>        progressBar = new JProgressBar(JProgressBar.VERTICAL, 0, 10);<newline46mondego>        progressBar.setValue(10);<newline46mondego>        ActionListener listener = new ActionListener() {<newline46mondego>            int counter = 10;<newline46mondego>            public void actionPerformed(ActionEvent ae) {<newline46mondego>                counter--;<newline46mondego>                progressBar.setValue(counter);<newline46mondego>                if (counter<1) {<newline46mondego>                    JOptionPane.showMessageDialog(null, <doubleQuotes46>Kaboom!<doubleQuotes46>);<newline46mondego>                    timer.stop();<newline46mondego>                } <newline46mondego>            }<newline46mondego>        };<newline46mondego>        timer = new Timer(1000, listener);<newline46mondego>        timer.start();<newline46mondego>        JOptionPane.showMessageDialog(null, progressBar);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater( new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                CountDownProgressBar cdpb = new CountDownProgressBar();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"562splitHere46","5932396splitHere46","payment"
"563splitHere46","5932396splitHere46","newPayment"
"564splitHere46","5932413splitHere46","tfield"
"565splitHere46","5932413splitHere46","some text"
"566splitHere46","5932413splitHere46","ddfield"
"567splitHere46","5932413splitHere46","optionX"
"568splitHere46","5932413splitHere46","optionX-Val"
"569splitHere46","5932413splitHere46","http://my.domain.name/my/servlet"
"570splitHere46","5932413splitHere46","http://my.domain.name/my/servlet?tfield=some%20text&ddfield=optionX-Val<newline46mondego>"
"571splitHere46","5932521splitHere46","matcher.group(1)"
"572splitHere46","5932521splitHere46","/"
"573splitHere46","5932521splitHere46","matcher.group(2)"
"574splitHere46","5932521splitHere46","/cn/whatever"
"575splitHere46","5932521splitHere46","+"
"576splitHere46","5932521splitHere46","^(/$)|(/cn/.*$)"
"577splitHere46","5932597splitHere46","double QString::toDouble ( bool * ok = 0 ) const"
"578splitHere46","5932597splitHere46","ok"
"579splitHere46","5932603splitHere46","GRASP.java"
"580splitHere46","5932603splitHere46","Needs[<doubleQuotes46>JLink`<doubleQuotes46>]<newline46mondego>AddToClassPath[NotebookDirectory[]];<newline46mondego>LoadJavaClass[<doubleQuotes46>GRASP<doubleQuotes46>];<newline46mondego>GRASP`TSP[{{1,2,3},{4,5,6}}, 7, 8]<newline46mondego>"
"581splitHere46","5932603splitHere46","TSP"
"582splitHere46","5932603splitHere46","GRASP"
"583splitHere46","5932603splitHere46","GRASP`TSP"
"584splitHere46","5932603splitHere46","Needs[<doubleQuotes46>JLink`<doubleQuotes46>]<newline46mondego>AddToClassPath[NotebookDirectory[]];<newline46mondego>obj = JavaNew[<doubleQuotes46>GRASP<doubleQuotes46>];<newline46mondego>obj@someMethod[{{1,2,3},{4,5,6}}, 7, 8]<newline46mondego>"
"585splitHere46","5932603splitHere46","Needs[<doubleQuotes46>JLink`<doubleQuotes46>]<newline46mondego>AddToClassPath[NotebookDirectory[]];<newline46mondego>LoadJavaClass[<doubleQuotes46>com.stackoverflow.GRASP<doubleQuotes46>];<newline46mondego>com`stackoverflow`GRASP`TSP[{{1,2,3},{4,5,6}}, 7, 8]<newline46mondego>"
"586splitHere46","5932603splitHere46","Needs[<doubleQuotes46>JLink`<doubleQuotes46>]<newline46mondego>AddToClassPath[NotebookDirectory[]];<newline46mondego>obj = JavaNew[<doubleQuotes46>com.stackoverflow.GRASP<doubleQuotes46>];<newline46mondego>obj@someMethod[{{1,2,3},{4,5,6}}, 7, 8]<newline46mondego>"
"587splitHere46","5932603splitHere46","com.stackoverflow"
"588splitHere46","5932603splitHere46","com/stackoverflow/GRASP.class"
"589splitHere46","5932614splitHere46","class SliderChangeListener implements ChangeListener{<newline46mondego>    public void stateChanged(ChangeEvent e){<newline46mondego>       // use e.getSource() to get the slider instance.<newline46mondego>    } <newline46mondego>}<newline46mondego>"
"590splitHere46","5932614splitHere46","SliderChangeListener listener = new SliderChangeListener();<newline46mondego><newline46mondego>for(int i=1; i<=numinputed; i++)<newline46mondego>{<newline46mondego>    slider[i] = new JSlider();<newline46mondego>    slider[i].addChangeListener(listener);<newline46mondego>}  <newline46mondego>"
