"1splitHere46","788873splitHere46","// somewhere out there<newline46mondego>public enum Events {<newline46mondego>  TERMINATE, DO_SOMETHING, BAKE_SOMETHING<newline46mondego>}<newline46mondego><newline46mondego>// inside consumer<newline46mondego>Events e;<newline46mondego>while( (e = queue.take()) != TERMINATE ) {<newline46mondego>  switch(e) {<newline46mondego>    case DO_SOMETHING:<newline46mondego>      // blah blah<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>// somewhere else in another thread<newline46mondego>Events e = BAKE_SOMETHING;<newline46mondego>if( queue.offer(e) )<newline46mondego>   // the queue gladly accepted our BAKE_SOMETHING event!<newline46mondego>else<newline46mondego>   // oops! we could block with put() if we want...<newline46mondego>"
"355splitHere46","813730splitHere46","public static boolean isSymlink(File file) throws IOException {<newline46mondego>  if (file == null)<newline46mondego>    throw new NullPointerException(<doubleQuotes46>File must not be null<doubleQuotes46>);<newline46mondego>  File canon;<newline46mondego>  if (file.getParent() == null) {<newline46mondego>    canon = file;<newline46mondego>  } else {<newline46mondego>    File canonDir = file.getParentFile().getCanonicalFile();<newline46mondego>    canon = new File(canonDir, file.getName());<newline46mondego>  }<newline46mondego>  return !canon.getCanonicalFile().equals(canon.getAbsoluteFile());<newline46mondego>}<newline46mondego>"
"356splitHere46","813799splitHere46","public static Object[][] nestedListsToNestedArrays(<newline46mondego>    Collection<? extends Collection<?>> source){<newline46mondego>  Object[][] result = new Object[source.size()][];<newline46mondego>  int i = 0;<newline46mondego>  for (Collection<?> subCollection : source) {<newline46mondego>    result[i++] = subCollection.toArray();<newline46mondego>  }<newline46mondego>  return result;<newline46mondego>}<newline46mondego>"
"357splitHere46","814092splitHere46","List<Employee> list = ...<newline46mondego>for (Employee e : list)<newline46mondego>   if (e.getID() == id)<newline46mondego>      return true;<newline46mondego>return false;<newline46mondego>"
"358splitHere46","814251splitHere46","public class BinarySearchTree<T extends Comparable<T>><newline46mondego>"
"359splitHere46","814251splitHere46","public class BinarySearchTree<Student extends Comparable<Student>><newline46mondego>"
"360splitHere46","814251splitHere46","public class BinarySearchTree<T extends Comparable<? super T > ><newline46mondego>"
"361splitHere46","814251splitHere46","Student.compareTo"
"362splitHere46","814251splitHere46","implements Comparable< Student >"
"363splitHere46","814251splitHere46","public int compareTo"
"364splitHere46","814251splitHere46","Student.compareTo"
"365splitHere46","814251splitHere46","compareTo"
"366splitHere46","814251splitHere46","Comparable.compareTo"
"367splitHere46","814495splitHere46","@Entity<newline46mondego>public class Contact {<newline46mondego>  @Id<newline46mondego>  private Long id;<newline46mondego><newline46mondego>  @OneToMany(cascade = CascadeType.PERSIST, mappedBy = <doubleQuotes46>contact<doubleQuotes46>)<newline46mondego>  private List<Phone> phoneNumbers;<newline46mondego><newline46mondego>  public void addPhone(PhoneNumber phone) {<newline46mondego>     if (phone != null) {<newline46mondego>        if (phoneNumbers == null) {<newline46mondego>            phoneNumbers = new ArrayList<Phone>();          <newline46mondego>        }<newline46mondego>        phoneNumbers.add(phone);<newline46mondego>        phone.setContact(this);<newline46mondego>     }<newline46mondego>  }<newline46mondego><newline46mondego>  ...<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class PhoneNumber {<newline46mondego>  @Id<newline46mondego>  private Long id;<newline46mondego><newline46mondego>  @ManyToOne<newline46mondego>  private Contact contact;<newline46mondego><newline46mondego>  ...<newline46mondego>}<newline46mondego>"
"368splitHere46","814939splitHere46","virtual"
"369splitHere46","814939splitHere46","sealed"
"370splitHere46","814939splitHere46","virtual"
"371splitHere46","815078splitHere46","<jsp:include page=<doubleQuotes46>header.jsp<doubleQuotes46>/><newline46mondego><!-- login_form specific page content goes here --><newline46mondego><newline46mondego><jsp:include page=<doubleQuotes46>footer.jsp<doubleQuotes46>/><newline46mondego>"
"372splitHere46","815442splitHere46","...<newline46mondego>public class MyView extends FrameView implements WindowListener<newline46mondego>...<newline46mondego>"
"373splitHere46","815442splitHere46","...<newline46mondego>getFrame().addWindowListener((WindowListener) this);<newline46mondego>...<newline46mondego>"
"374splitHere46","815442splitHere46","public void windowActivated(WindowEvent e)<newline46mondego>{<newline46mondego>    // The application should now be finished doing its startup stuff.<newline46mondego>    // Position and size a control based on other UI controls here<newline46mondego>}<newline46mondego>"
"375splitHere46","815888splitHere46","<noscript>"
"376splitHere46","816117splitHere46","<x:out select=<doubleQuotes46>$productXML/product/sizes/size[$param:sizeIndex]<doubleQuotes46> escapeXml=<doubleQuotes46>false<doubleQuotes46>/><newline46mondego>"
"377splitHere46","816152splitHere46","String"
"378splitHere46","816152splitHere46","length"
"379splitHere46","816152splitHere46","int"
"380splitHere46","816152splitHere46","Integer.MAX_VALUE"
"381splitHere46","816152splitHere46","2^31 - 1"
"382splitHere46","816152splitHere46","char[]"
"383splitHere46","816152splitHere46","String"
"384splitHere46","816152splitHere46","n"
"385splitHere46","816152splitHere46","n"
"386splitHere46","816152splitHere46","0"
"387splitHere46","816152splitHere46","n - 1"
"388splitHere46","816152splitHere46","int"
"389splitHere46","816152splitHere46","int"
"390splitHere46","816152splitHere46","2^31 - 1"
"391splitHere46","816152splitHere46","int"
"392splitHere46","816204splitHere46","main"
"393splitHere46","816204splitHere46","ActionListener"
"394splitHere46","816204splitHere46","ListenerClass"
"395splitHere46","816204splitHere46","MyClass"
"396splitHere46","816204splitHere46","myTextField"
"397splitHere46","816204splitHere46","myTextFieldSubmit"
"398splitHere46","816204splitHere46","MyClass"
"399splitHere46","816204splitHere46","public class MyClass<newline46mondego>{<newline46mondego>  final static JTextField myTextField = new JTextField(10);<newline46mondego>  final static JButton myTextFieldSubmit = new JButton(<doubleQuotes46>Submit<doubleQuotes46>);<newline46mondego><newline46mondego>  public static void main(String args[])<newline46mondego>  {<newline46mondego>    myTextFieldSubmit.addActionListener(new ListenerClass());<newline46mondego>  }<newline46mondego><newline46mondego>  static class ListenerClass implements ActionListener<newline46mondego>  {<newline46mondego>    public void actionPerformed(ActionEvent e)<newline46mondego>    {<newline46mondego>      myTextField.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"400splitHere46","816204splitHere46","main"
"401splitHere46","816204splitHere46","myTextField"
"402splitHere46","816204splitHere46","myTextFieldSubmit"
"403splitHere46","816204splitHere46","final"
"404splitHere46","816204splitHere46","public class MyClass<newline46mondego>{<newline46mondego>  public static void main(String args[])<newline46mondego>  {<newline46mondego>    final JTextField myTextField = new JTextField(10);<newline46mondego>    final JButton myTextFieldSubmit = new JButton(<doubleQuotes46>Submit<doubleQuotes46>);<newline46mondego><newline46mondego>    myTextFieldSubmit.addActionListener(new ActionListener() {<newline46mondego>        public void actionPerformed(ActionEvent e)<newline46mondego>        {<newline46mondego>    	    myTextField.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>        }<newline46mondego>    });<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"405splitHere46","816204splitHere46","main"
"406splitHere46","816204splitHere46","final"
"407splitHere46","816204splitHere46","public class MyClass<newline46mondego>{<newline46mondego>  public static void main(String args[])<newline46mondego>  {<newline46mondego>    final JTextField myTextField = new JTextField(10);<newline46mondego>    final JButton myTextFieldSubmit = new JButton(<doubleQuotes46>Submit<doubleQuotes46>);<newline46mondego><newline46mondego>    class ListenerClass implements ActionListener<newline46mondego>    {<newline46mondego>      public void actionPerformed(ActionEvent e)<newline46mondego>      {<newline46mondego>        myTextField.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>      }<newline46mondego>    }<newline46mondego><newline46mondego>    myTextFieldSubmit.addActionListener(new ListenerClass());<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"408splitHere46","816204splitHere46","ListenerClass"
"409splitHere46","816204splitHere46","myTextField"
"410splitHere46","816204splitHere46","myTextFieldSubmit"
"411splitHere46","816204splitHere46","public class MyClass<newline46mondego>{<newline46mondego>  JTextField myTextField = new JTextField(10);<newline46mondego>  JButton myTextFieldSubmit = new JButton(<doubleQuotes46>Submit<doubleQuotes46>);<newline46mondego><newline46mondego>  public MyClass()<newline46mondego>  {<newline46mondego>    myTextFieldSubmit.addActionListener(new ListenerClass(this));<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String args[])<newline46mondego>  {<newline46mondego>    new MyClass();<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class ListenerClass implements ActionListener<newline46mondego>{<newline46mondego>  MyClass myClass;<newline46mondego><newline46mondego>  public ListenerClass(MyClass myClass)<newline46mondego>  {<newline46mondego>    this.myClass = myClass;<newline46mondego>  }<newline46mondego><newline46mondego>  public void actionPerformed(ActionEvent e)<newline46mondego>  {<newline46mondego>    myClass.myTextField.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"412splitHere46","816204splitHere46","myTextField"
"413splitHere46","816204splitHere46","myTextFieldSubmit"
"414splitHere46","816204splitHere46","static"
"415splitHere46","816204splitHere46","ListerClass"
"416splitHere46","816204splitHere46","public class MyClass<newline46mondego>{<newline46mondego>  static JTextField myTextField = new JTextField(10);<newline46mondego>  static JButton myTextFieldSubmit = new JButton(<doubleQuotes46>Submit<doubleQuotes46>);<newline46mondego><newline46mondego>  public static void main(String args[])<newline46mondego>  {<newline46mondego>    myTextFieldSubmit.addActionListener(new ListenerClass());<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class ListenerClass implements ActionListener<newline46mondego>{<newline46mondego>  public void actionPerformed(ActionEvent e)<newline46mondego>  {<newline46mondego>    MyClass.myTextField.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"417splitHere46","816345splitHere46","while"
"418splitHere46","816345splitHere46","flag"
"419splitHere46","816345splitHere46","false"
"420splitHere46","816345splitHere46","setRadius()"
"421splitHere46","816486splitHere46","for (String code1 : codes) {<newline46mondego>    // ...<newline46mondego>    for (String code2 : codes) {<newline46mondego>        // ...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"422splitHere46","816896splitHere46","<dependency><newline46mondego>                <groupId>org.springframework</groupId><newline46mondego>                <artifactId>spring</artifactId><newline46mondego>                <version>2.5.6</version><newline46mondego>                <exclusions><newline46mondego>                        <exclusion><newline46mondego>                                <groupId>commons-logging</groupId><newline46mondego>                                <artifactId>commons-logging</artifactId><newline46mondego>                        </exclusion><newline46mondego>                </exclusions><newline46mondego>        </dependency><newline46mondego>"
"423splitHere46","816919splitHere46","<% foreach vars do |var| %><newline46mondego>  <!-- some html code to do --><newline46mondego>  <%=h var %><newline46mondego><% end %><newline46mondego>"
"424splitHere46","816919splitHere46","<% for( int i = 0; i < vars.length; i++ ) { %><newline46mondego><newline46mondego>   <%=vars[i]%><newline46mondego><% }  %><newline46mondego>"
"425splitHere46","817385splitHere46","f()"
"426splitHere46","817385splitHere46","f(B b);<newline46mondego>"
"427splitHere46","817385splitHere46","f(C c);<newline46mondego>"
"428splitHere46","817385splitHere46","C c = new C()<newline46mondego>B b = c;<newline46mondego><newline46mondego>f(b);<newline46mondego>"
"429splitHere46","817423splitHere46","File temp = File.createTempFile(<doubleQuotes46>folder-name<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego>temp.delete();<newline46mondego>temp.mkdir();<newline46mondego>"
"430splitHere46","817541splitHere46","@PersistenceContext EntityManager em; // injected in your class<newline46mondego>"
"431splitHere46","817541splitHere46","EntityManager em = EntityManagerFactory.getEntityManager();<newline46mondego>"
"432splitHere46","817835splitHere46","long jvmUpTime = ManagementFactory.getRuntimeMXBean().getUptime();<newline46mondego>"
"433splitHere46","817835splitHere46","long jvmStartTime = ManagementFactory.getRuntimeMXBean().getStartTime();<newline46mondego>"
"434splitHere46","817840splitHere46","JAXBElement"
"435splitHere46","817840splitHere46","JAXBElement"
"436splitHere46","817840splitHere46","QName"
"437splitHere46","817840splitHere46","JAXBElement"
"438splitHere46","817840splitHere46","getValue()"
"439splitHere46","817842splitHere46","stylesheet.applyTemplates(node);<newline46mondego>"
"440splitHere46","817926splitHere46","public class Foo<newline46mondego>{<newline46mondego>    // SimpleDateFormat is not thread-safe, so give one to each thread<newline46mondego>    private static final ThreadLocal<SimpleDateFormat> formatter = new ThreadLocal<SimpleDateFormat>(){<newline46mondego>        @Override<newline46mondego>        protected SimpleDateFormat initialValue()<newline46mondego>        {<newline46mondego>            return new SimpleDateFormat(<doubleQuotes46>yyyyMMdd HHmm<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    };<newline46mondego><newline46mondego>    public String formatIt(Date date)<newline46mondego>    {<newline46mondego>        return formatter.get().format(date);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"441splitHere46","818094splitHere46","<c:foreach items=<doubleQuotes46>${vectors name}<doubleQuotes46> var=<doubleQuotes46>pos<doubleQuotes46> ><newline46mondego>       <!-- print the value of myInt for each position of the array. <newline46mondego>            Method getMyInt() must exist in pos object.--><newline46mondego>       <c:out value=<doubleQuotes46>${pos.myInt}<doubleQuotes46>/><newline46mondego><newline46mondego>       <!-- print the value of myInt for each composed instance.<newline46mondego>            Method getRelatedInstance() must exist in pos object.  --><newline46mondego>       <c:out value=<doubleQuotes46>${pos.relatedInstance.myInt}<doubleQuotes46>/><newline46mondego></c:foreach><newline46mondego>"
"442splitHere46","818094splitHere46","public class MyClass{<newline46mondego>   private MyClass relatedInstance;     <newline46mondego>   //some members and methods<newline46mondego><newline46mondego>   public int getMyInt(){<newline46mondego>     //return something<newline46mondego>   }<newline46mondego><newline46mondego>   public MyClass getRelatedInstance(){<newline46mondego>     return this.relatedInstance;<newline46mondego>}<newline46mondego><newline46mondego>List<myClass> my_vector = getFilledList();<newline46mondego>request.setAttribute(<doubleQuotes46>vectors name<doubleQuotes46>,my_vector)<newline46mondego>"
"443splitHere46","818313splitHere46","setDefaultRenderer"
"444splitHere46","818313splitHere46","myTable.setDefaultRenderer(String.class, new CustomRenderer());<newline46mondego>"
"445splitHere46","818313splitHere46","BigDecimal"
"446splitHere46","818313splitHere46","Integer"
"447splitHere46","818313splitHere46","BigDecimal.class"
"448splitHere46","818313splitHere46","Integer.class"
"449splitHere46","818313splitHere46","class CustomRenderer extends DefaultTableCellRenderer <newline46mondego>{<newline46mondego>    public Component getTableCellRendererComponent(JTable table, Object value, boolean isSelected, boolean hasFocus, int row, int column)<newline46mondego>    {<newline46mondego>        Component c = super.getTableCellRendererComponent(table, value, isSelected, hasFocus, row, column);<newline46mondego>        c.setBackground(new java.awt.Color(255, 72, 72));<newline46mondego>        return c;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
