"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"1245splitHere46","3884838splitHere46","MapActivity"
"1246splitHere46","3884838splitHere46","MapView"
"1247splitHere46","3884838splitHere46","BaseActivity"
"1248splitHere46","3884838splitHere46","BaseMapActivity"
"1249splitHere46","3884838splitHere46","onStop()"
"1250splitHere46","3884879splitHere46","-Double.MAX_VALUE"
"1251splitHere46","3884879splitHere46","double"
"1252splitHere46","3884879splitHere46","Double.MAX_VALUE"
"1253splitHere46","3884879splitHere46","-Double.MAX_VALUE"
"1254splitHere46","3884879splitHere46","Double.MIN_VALUE"
"1255splitHere46","3884879splitHere46","Integer.MIN_VALUE"
"1256splitHere46","3884879splitHere46","Double.MIN_VALUE"
"1257splitHere46","3884879splitHere46","-"
"1258splitHere46","3884879splitHere46","MAX_VALUE"
"1259splitHere46","3884879splitHere46","Double.NEGATIVE_INFINITY"
"1260splitHere46","3885000splitHere46","libX.so"
"1261splitHere46","3885000splitHere46","java.library.path"
"1262splitHere46","3885000splitHere46","System.loadLibrary(<doubleQuotes46>X<doubleQuotes46>)"
"1263splitHere46","3885000splitHere46","HelloNative.so"
"1264splitHere46","3885000splitHere46","libHelloNative.so."
"1265splitHere46","3885000splitHere46","java.library.path."
"1266splitHere46","3885079splitHere46","public class Server {<newline46mondego><newline46mondego>    private ServerSocket serverSocket;<newline46mondego>    private Socket firstConnection;<newline46mondego><newline46mondego>    public Server {<newline46mondego>        try<newline46mondego>        {<newline46mondego>            serverSocket = new ServerSocket(3333);<newline46mondego>            firstConnection = serverSocket.accept();<newline46mondego>        }<newline46mondego>        catch(IOException e)<newline46mondego>        {<newline46mondego>            System.out.println(<doubleQuotes46>IOError<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1267splitHere46","3885090splitHere46","String str =<newline46mondego>        <doubleQuotes46>some text\n<doubleQuotes46>+<newline46mondego>        <doubleQuotes46>/*********\n<doubleQuotes46> +<newline46mondego>        <doubleQuotes46>block of comments - line 1\n<doubleQuotes46> +<newline46mondego>        <doubleQuotes46>line 2\n<doubleQuotes46>+<newline46mondego>        <doubleQuotes46>....\n<doubleQuotes46> +<newline46mondego>        <doubleQuotes46>***/\n<doubleQuotes46> +<newline46mondego>        <doubleQuotes46>some more text<doubleQuotes46>;<newline46mondego><newline46mondego>    Pattern p = Pattern.compile(<doubleQuotes46>/\\*+(.*?)\\*+/<doubleQuotes46>, Pattern.DOTALL);<newline46mondego>    Matcher m = p.matcher(str);<newline46mondego><newline46mondego>    if (m.find())<newline46mondego>        System.out.println(m.group(1));<newline46mondego>"
"1268splitHere46","3885090splitHere46","DOTALL"
"1269splitHere46","3885090splitHere46","."
"1270splitHere46","3885090splitHere46","block of comments - line 1<newline46mondego>line 2<newline46mondego>....<newline46mondego>"
"1271splitHere46","3885606splitHere46","((JTextComponent) x[i]).getText();"
"1272splitHere46","3885606splitHere46","x[i]"
"1273splitHere46","3885606splitHere46","JTextComponent"
"1274splitHere46","3885606splitHere46","JTextField"
"1275splitHere46","3885606splitHere46","JTextComponent"
"1276splitHere46","3885606splitHere46",".getText()"
"1277splitHere46","3885606splitHere46","JTextComponent"
"1278splitHere46","3885623splitHere46","C:\Program Files\Java\jdk1.6.0_20\bin>xjc -d outputDir mySchema.xsd<newline46mondego>"
"1279splitHere46","3885623splitHere46","import javax.xml.bind.annotation.XmlAccessType;<newline46mondego>import javax.xml.bind.annotation.XmlAccessorType;<newline46mondego>import javax.xml.bind.annotation.XmlRootElement;<newline46mondego><newline46mondego>import org.eclipse.persistence.oxm.annotations.XmlPath;<newline46mondego><newline46mondego>@XmlRootElement<newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>public class Person {<newline46mondego><newline46mondego>    @XmlPath(<doubleQuotes46>name/firstname/text()<doubleQuotes46>)<newline46mondego>    private String firstName;<newline46mondego><newline46mondego>    @XmlPath(<doubleQuotes46>name/lastname/text()<doubleQuotes46>)<newline46mondego>    private String lastName;<newline46mondego><newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"1280splitHere46","3885623splitHere46","import java.io.File;<newline46mondego><newline46mondego>import javax.xml.bind.JAXBContext;<newline46mondego>import javax.xml.bind.Marshaller;<newline46mondego>import javax.xml.bind.Unmarshaller;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        JAXBContext jc = JAXBContext.newInstance(Person.class);<newline46mondego><newline46mondego>        Unmarshaller unmarshaller = jc.createUnmarshaller();<newline46mondego>        Person person = (Person) unmarshaller.unmarshal(new File(<doubleQuotes46>input.xml<doubleQuotes46>));<newline46mondego><newline46mondego>        Marshaller marshaller = jc.createMarshaller();<newline46mondego>        marshaller.setProperty(Marshaller.JAXB_FORMATTED_OUTPUT, true);<newline46mondego>        marshaller.marshal(person, System.out);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1281splitHere46","3885712splitHere46","EasyMock.<List<MyType>> anyObject()<newline46mondego>"
"1282splitHere46","3885737splitHere46","<TYPE/>"
"1283splitHere46","3885737splitHere46","<TYPE></TYPE>"
"1284splitHere46","3885737splitHere46","text()"
"1285splitHere46","3885737splitHere46","<TYPE>&#x200B;</TYPE>"
"1286splitHere46","3885737splitHere46","<TYPE></TYPE>"
"1287splitHere46","3885740splitHere46","Child"
"1288splitHere46","3885740splitHere46","ChildService.update(Child newchild)"
"1289splitHere46","3885740splitHere46","setName()"
"1290splitHere46","3885740splitHere46","setGender()"
"1291splitHere46","3885740splitHere46","Child"
"1292splitHere46","3885740splitHere46","Child"
"1293splitHere46","3885775splitHere46","equals"
"1294splitHere46","3885775splitHere46","string1 == string2"
"1295splitHere46","3885820splitHere46","public void property(String property, LexicalUnit lexicalUnit, boolean important)<newline46mondego>"
"1296splitHere46","3885820splitHere46","Class<?> clazz = ClassUtils.getClass(<doubleQuotes46>org.w3c.flute.parser.LexicalUnitImpl<doubleQuotes46>);<newline46mondego>Object lexicalObject = clazz.cast(lexicalUnit);<newline46mondego>Integer line = (Integer)MethodUtils.invokeMethod(lexicalObject, <doubleQuotes46>getLineNumber<doubleQuotes46>, null, null);<newline46mondego>"
"1297splitHere46","3885820splitHere46","class LexicalUnitImpl implements LexicalUnit<newline46mondego>"
"1298splitHere46","3885922splitHere46","JPanel"
"1299splitHere46","3885922splitHere46","paintComponent()"
"1300splitHere46","3885922splitHere46","Jpanel"
"1301splitHere46","3885922splitHere46","paintComponent"
"1302splitHere46","3885922splitHere46","JPanel"
"1303splitHere46","3885922splitHere46","List<Rectangle> recs;<newline46mondego>List<Stroke> strokes;<newline46mondego>List<Color> colors;<newline46mondego>public void drawRectangle(Rectangle newR, Stroke stroke, Color c){<newline46mondego>    recs.add(newR);<newline46mondego>    strokes.add(stroke);<newline46mondego>    colors.add(c);<newline46mondego>}<newline46mondego>"
"1304splitHere46","3885922splitHere46","protected void paintComponent(Graphics g){<newline46mondego>    super.paintComponent(g);<newline46mondego>    for (int i = 0; i < recs.size(); i ++) {<newline46mondego>        g.setColor(colors.get(i));<newline46mondego>        g.setStroke(strokes.get(i));<newline46mondego>        g.drawRectangle(recs);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1305splitHere46","3886072splitHere46","Calendar cal= Calendar.getInstance();<newline46mondego>cal.setTime(dateField.getDate());<newline46mondego>String date = cal.get(Calendar.YEAR) + <doubleQuotes46>-<doubleQuotes46> + ( cal.get(Calendar.MONTH) + 1 ) + <doubleQuotes46>-<doubleQuotes46> + cal.get(Calendar.DAY_OF_MONTH);<newline46mondego>"
"1306splitHere46","3886339splitHere46","InputStream input = new BufferedInputStream(new FileInputStream(<doubleQuotes46>C:/logs.txt<doubleQuotes46>));<newline46mondego>byte[] buffer = new byte[8192];<newline46mondego><newline46mondego>try {<newline46mondego>    for (int length = 0; (length = input.read(buffer)) != -1;) {<newline46mondego>        System.out.write(buffer, 0, length);<newline46mondego>    }<newline46mondego>} finally {<newline46mondego>    input.close();<newline46mondego>}<newline46mondego>"
"1307splitHere46","3886339splitHere46","FileChannel"
"1308splitHere46","3886339splitHere46","ByteBuffer"
"1309splitHere46","3886339splitHere46","FileInputStream input = new FileInputStream(<doubleQuotes46>C:/logs.txt<doubleQuotes46>);<newline46mondego>FileChannel channel = input.getChannel();<newline46mondego>byte[] buffer = new byte[256 * 1024];<newline46mondego>ByteBuffer byteBuffer = ByteBuffer.wrap(buffer);<newline46mondego><newline46mondego>try {<newline46mondego>    for (int length = 0; (length = channel.read(byteBuffer)) != -1;) {<newline46mondego>        System.out.write(buffer, 0, length);<newline46mondego>        byteBuffer.clear();<newline46mondego>    }<newline46mondego>} finally {<newline46mondego>    input.close();<newline46mondego>}<newline46mondego>"
"1310splitHere46","3886372splitHere46","<function><newline46mondego>  <name>join</name><newline46mondego>  <function-class>mypackage.Functions</function-class><newline46mondego>  <function-signature>String join(java.lang.Object, java.lang.String)</function-signature><newline46mondego></function><newline46mondego>"
"1311splitHere46","3886372splitHere46","/**<newline46mondego> * jstl's fn:join only works with String[].  This one is more general.<newline46mondego> * <newline46mondego> * usage: ${nc:join(values, <doubleQuotes46>, <doubleQuotes46>)}<newline46mondego> */<newline46mondego>public static String join(Object values, String seperator)<newline46mondego>{<newline46mondego>    if (values == null)<newline46mondego>        return null;<newline46mondego>    if (values instanceof Collection<?>)<newline46mondego>        return StringUtils.join((Collection<?>) values, seperator);<newline46mondego>    else if (values instanceof Object[])<newline46mondego>        return StringUtils.join((Object[]) values, seperator);<newline46mondego>    else<newline46mondego>        return values.toString();<newline46mondego>}<newline46mondego>"
"1312splitHere46","3886372splitHere46","Object"
"1313splitHere46","3886372splitHere46","<tag><newline46mondego>    <description><newline46mondego>        The basic iteration tag, accepting many different<newline46mondego>        collection types and supporting subsetting and other<newline46mondego>        functionality<newline46mondego>    </description><newline46mondego>    <name>forEach</name><newline46mondego>    <tag-class>org.apache.taglibs.standard.tag.rt.core.ForEachTag</tag-class><newline46mondego>    <tei-class>org.apache.taglibs.standard.tei.ForEachTEI</tei-class><newline46mondego>    <body-content>JSP</body-content><newline46mondego>    <attribute><newline46mondego>        <description><newline46mondego>            Collection of items to iterate over.<newline46mondego>        </description><newline46mondego>        <name>items</name><newline46mondego>        <required>false</required><newline46mondego>        <rtexprvalue>true</rtexprvalue><newline46mondego>        <type>java.lang.Object</type><newline46mondego>    </attribute><newline46mondego>    ...<newline46mondego>"
"1314splitHere46","3886557splitHere46","LayoutManager"
"1315splitHere46","3886557splitHere46","JFrame"
"1316splitHere46","3886557splitHere46","jp.setSize(40,40)"
"1317splitHere46","3886557splitHere46","pack()"
"1318splitHere46","3886557splitHere46","JFrame"
"1319splitHere46","3886557splitHere46","JFrame frame = new JFrame(<doubleQuotes46>Testing<doubleQuotes46>);<newline46mondego>frame.setLayout(new FlowLayout()); // New line of code<newline46mondego>frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>frame.setPreferredSize(new Dimension(1000, 2000));  // Modified line of code<newline46mondego>frame.setBackground(Color.WHITE);<newline46mondego><newline46mondego>JPanel jp = new JPanel();<newline46mondego>jp.setBackground(Color.BLUE);<newline46mondego>jp.setPreferredSize(new Dimension(40, 40)); // Modified line of code<newline46mondego>frame.add(jp);<newline46mondego><newline46mondego>frame.pack(); // added line of code<newline46mondego>frame.setVisible(true);<newline46mondego>"
"1320splitHere46","3886557splitHere46","LayoutManagers"
"1321splitHere46","3886628splitHere46","table.getModel().getValueAt(...);<newline46mondego>"
"1322splitHere46","3886628splitHere46","table.getValueAt(...);<newline46mondego>"
"1323splitHere46","3886767splitHere46","byte[] bytes = new byte[2048];   <newline46mondego>int bitGet;   <newline46mondego>unsigned int dwords[] = new unsigned int[2046];<newline46mondego><newline46mondego>public BitArray() {   <newline46mondego>    for (int i=0; i<bytes.length; ++i) {   <newline46mondego>        bytes[i] = (byte) i;   <newline46mondego>    }   <newline46mondego><newline46mondego>    for (int i= 0; i<dwords.length; ++i) {<newline46mondego>        dwords[i]= <newline46mondego>            (bytes[i    ] << 24) | <newline46mondego>            (bytes[i + 1] << 16) | <newline46mondego>            (bytes[i + 2] <<  8) | <newline46mondego>            (bytes[i + 3]);<newline46mondego>    }<newline46mondego>}   <newline46mondego><newline46mondego>int getBits(int len)<newline46mondego>{<newline46mondego>    int offset= bitGet;<newline46mondego>    int offset_index= offset>>4;<newline46mondego>    int offset_offset= offset & 15;<newline46mondego><newline46mondego>    return (dwords[offset_index] >> offset_offset) & ((1 << len) - 1);<newline46mondego>}<newline46mondego>"
