"1splitHere46","12471528splitHere46","private float readUsage() {<newline46mondego>try {<newline46mondego>    RandomAccessFile reader = new RandomAccessFile(<doubleQuotes46>/proc/stat<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>    String load = reader.readLine();<newline46mondego><newline46mondego>    String[] toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle1 = Long.parseLong(toks[5]);<newline46mondego>    long cpu1 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>          + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(360);<newline46mondego>    } catch (Exception e) {}<newline46mondego><newline46mondego>    reader.seek(0);<newline46mondego>    load = reader.readLine();<newline46mondego>    reader.close();<newline46mondego><newline46mondego>    toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle2 = Long.parseLong(toks[5]);<newline46mondego>    long cpu2 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>        + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    return (float)(cpu2 - cpu1) / ((cpu2 + idle2) - (cpu1 + idle1));<newline46mondego><newline46mondego>} catch (IOException ex) {<newline46mondego>    ex.printStackTrace();<newline46mondego>   }<newline46mondego><newline46mondego>    return 0;<newline46mondego>} <newline46mondego>"
"2554splitHere46","12542094splitHere46","public static void main(String[] args) {<newline46mondego>        // hashmap goes like this<newline46mondego>        LinkedHashMap<String, List<String>> hash = new LinkedHashMap<String, List<String>>();<newline46mondego><newline46mondego>        // put some values in some arraylist<newline46mondego>        List<String> value1 = (List<String>) Arrays.asList(<doubleQuotes46>s1<doubleQuotes46>, <doubleQuotes46>s2<doubleQuotes46>, <doubleQuotes46>s3<doubleQuotes46>);<newline46mondego>        List<String> value2 = (List<String>) Arrays.asList(<doubleQuotes46>s4<doubleQuotes46>, <doubleQuotes46>s5<doubleQuotes46>, <doubleQuotes46>s6<doubleQuotes46>);<newline46mondego>        List<String> value3 = (List<String>) Arrays.asList(<doubleQuotes46>s7<doubleQuotes46>, <doubleQuotes46>s8<doubleQuotes46>, <doubleQuotes46>s9<doubleQuotes46>);<newline46mondego><newline46mondego>        // put values in hashmap<newline46mondego>        hash.put(<doubleQuotes46>key1<doubleQuotes46>, value1);<newline46mondego>        hash.put(<doubleQuotes46>key2<doubleQuotes46>, value2);<newline46mondego>        hash.put(<doubleQuotes46>key3<doubleQuotes46>, value3);<newline46mondego><newline46mondego>        int count = 0;<newline46mondego>        boolean exit = false;<newline46mondego>        while (!exit) {<newline46mondego>            for (String key : hash.keySet()) {<newline46mondego>                String value = hash.get(key).get(count);<newline46mondego>                System.out.printf(<doubleQuotes46>\t<doubleQuotes46> + value);<newline46mondego>            }<newline46mondego>            System.out.printf(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>            count++;<newline46mondego>            if (count == hash.get(<doubleQuotes46>key1<doubleQuotes46>).size()) {<newline46mondego>                exit = true;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>"
"2555splitHere46","12542094splitHere46","s1  s4  s7<newline46mondego>s2  s5  s8<newline46mondego>s3  s6  s9<newline46mondego>"
"2556splitHere46","12542245splitHere46",".chart {<newline46mondego>    -fx-padding: 1px;<newline46mondego>}<newline46mondego>.chart-content {<newline46mondego>    -fx-padding: 0px;<newline46mondego>}<newline46mondego>"
"2557splitHere46","12542245splitHere46","scene.getStylesheets().add(this.getClass().getResource(<doubleQuotes46>style.css<doubleQuotes46>).toExternalForm());<newline46mondego>"
"2558splitHere46","12542245splitHere46","...<newline46mondego>...<newline46mondego>stage.show();<newline46mondego>// It should be after stage.show()<newline46mondego>lineChart1.setTranslateY(xAxis.getHeight());<newline46mondego>// Or give constant value if you want to put this code before the stage.show()<newline46mondego>// lineChart1.setTranslateY(28);<newline46mondego>"
"2559splitHere46","12542429splitHere46","contPane.setBounds(....)<newline46mondego>"
"2560splitHere46","12542429splitHere46","contPane.setBorder(BorderFactory.createLineBorder(Color.RED, 5)); <newline46mondego>"
"2561splitHere46","12542459splitHere46","Collections.sort(fileView)"
"2562splitHere46","12542459splitHere46","Comparable"
"2563splitHere46","12542459splitHere46","compareTo(fileObj arg0)"
"2564splitHere46","12542459splitHere46","class fileObj implements Comparable<fileObj><newline46mondego><newline46mondego>@Override<newline46mondego>    public int compareTo(fileObj arg0) {<newline46mondego><newline46mondego>        if(this.diffSeconds > arg0.diffSeconds )<newline46mondego>        return 0;<newline46mondego>        else return 1;<newline46mondego>    }<newline46mondego>"
"2565splitHere46","12542459splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.Collections;<newline46mondego>import java.util.Date;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego><newline46mondego>public class SortExample {<newline46mondego><newline46mondego>    /**<newline46mondego>     * @param args<newline46mondego>     */<newline46mondego>    public static void main(String[] args) {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego><newline46mondego>        List<fileObj> fileView = new ArrayList<fileObj>();<newline46mondego>        for(int j=0; j<10; j++)<newline46mondego>               {<newline46mondego>                 fileView.add(new fileObj(j));<newline46mondego>               }<newline46mondego>        Collections.sort(fileView);<newline46mondego><newline46mondego>        for(fileObj obj: fileView){<newline46mondego>            System.out.println(<doubleQuotes46>File <doubleQuotes46> + obj.getDiffSeconds());<newline46mondego>        }<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>class fileObj implements Comparable<fileObj><newline46mondego>{<newline46mondego>    public String fileName; <newline46mondego>    public Date modificationTime; <newline46mondego>    public long diffSeconds;     <newline46mondego><newline46mondego>    fileObj()<newline46mondego>    {<newline46mondego>        modificationTime = null; <newline46mondego>    }<newline46mondego><newline46mondego>    fileObj(long diffSeconds)<newline46mondego>    {<newline46mondego>        modificationTime = null;<newline46mondego>        this.diffSeconds = diffSeconds;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int compareTo(fileObj arg0) {<newline46mondego><newline46mondego>        if(this.diffSeconds > arg0.diffSeconds )<newline46mondego>        return 0;<newline46mondego>        else return 1;<newline46mondego>    }<newline46mondego><newline46mondego>    public long getDiffSeconds() {<newline46mondego>        return diffSeconds;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setDiffSeconds(long diffSeconds) {<newline46mondego>        this.diffSeconds = diffSeconds;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2566splitHere46","12542562splitHere46","String process = jMessage.getText();<newline46mondego>"
"2567splitHere46","12542562splitHere46","static main"
"2568splitHere46","12542562splitHere46","jMessage"
"2569splitHere46","12542562splitHere46","main"
"2570splitHere46","12542562splitHere46","launchApp"
"2571splitHere46","12542562splitHere46","new TeKServer().launchApp();<newline46mondego>"
"2572splitHere46","12542562splitHere46","launchApp()"
"2573splitHere46","12542562splitHere46","java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        new TeKServer().setVisible(true);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"2574splitHere46","12542562splitHere46","setVisible(true);<newline46mondego>"
"2575splitHere46","12542562splitHere46","osw"
"2576splitHere46","12542755splitHere46","Collections.sort(agentDtoList, new Comparator<AgentSummaryDTO>(){<newline46mondego>   public int compare(AgentSummaryDTO o1, AgentSummaryDTO o2){<newline46mondego>      return o1.getCustomerCount() - o2.getCustomerCount();<newline46mondego>   }<newline46mondego>});<newline46mondego>"
"2577splitHere46","12542755splitHere46","AgentSummaryDTO.getCustomerCount()"
"2578splitHere46","12543001splitHere46","<uses-permission android:name=<doubleQuotes46>android.permission.WRITE_EXTERNAL_STORAGE<doubleQuotes46> /><newline46mondego>"
"2579splitHere46","12543091splitHere46","User"
"2580splitHere46","12543091splitHere46","start\commit\rollback"
"2581splitHere46","12543091splitHere46","@RolesAllowed"
"2582splitHere46","12543091splitHere46","Web Service"
"2583splitHere46","12543091splitHere46","GWT Servlet"
"2584splitHere46","12543128splitHere46","TypeToken"
"2585splitHere46","12543128splitHere46","ArrayList<String>"
"2586splitHere46","12543128splitHere46","String"
"2587splitHere46","12543128splitHere46","new ArrayList<String>{}"
"2588splitHere46","12543128splitHere46","ArrayList<String>"
"2589splitHere46","12543128splitHere46","ArrayList"
"2590splitHere46","12543128splitHere46","TypeToken"
"2591splitHere46","12543140splitHere46","LinearLayout"
"2592splitHere46","12543140splitHere46","Main Parent layout"
"2593splitHere46","12543140splitHere46","Vertical orientation."
"2594splitHere46","12543140splitHere46","LinearLayout"
"2595splitHere46","12543140splitHere46","child to the parent"
"2596splitHere46","12543140splitHere46","Vertical orientation"
"2597splitHere46","12543140splitHere46","button"
"2598splitHere46","12543140splitHere46","LinearLayout L2."
"2599splitHere46","12543140splitHere46","LinearLayout"
"2600splitHere46","12543140splitHere46","Layout_weight as 1."
"2601splitHere46","12543140splitHere46","RelativeLayout"
"2602splitHere46","12543140splitHere46","textView"
"2603splitHere46","12543140splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><LinearLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>    android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>    android:orientation=<doubleQuotes46>vertical<doubleQuotes46> ><newline46mondego><newline46mondego><newline46mondego>    <LinearLayout<newline46mondego>        android:id=<doubleQuotes46>@+id/linearLayout1<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:orientation=<doubleQuotes46>vertical<doubleQuotes46> android:layout_weight=<doubleQuotes46>1<doubleQuotes46>><newline46mondego><newline46mondego>        <Button<newline46mondego>            android:id=<doubleQuotes46>@+id/button2<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:text=<doubleQuotes46>Button<doubleQuotes46> /><newline46mondego><newline46mondego><newline46mondego>        <Button<newline46mondego>            android:id=<doubleQuotes46>@+id/button1<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>            android:text=<doubleQuotes46>Button<doubleQuotes46> /><newline46mondego><newline46mondego>    </LinearLayout><newline46mondego><newline46mondego>    <RelativeLayout<newline46mondego>        android:id=<doubleQuotes46>@+id/relativeLayout1<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_weight=<doubleQuotes46>1<doubleQuotes46> ><newline46mondego>    </RelativeLayout><newline46mondego><newline46mondego></LinearLayout><newline46mondego>"
"2604splitHere46","12543207splitHere46","Jsoup"
"2605splitHere46","12543222splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego>import java.awt.event.*;<newline46mondego><newline46mondego>public class MenuExample extends JFrame {<newline46mondego>    JMenuBar menuBar = new JMenuBar();<newline46mondego>    JMenu menu = new JMenu(<doubleQuotes46>File<doubleQuotes46>);<newline46mondego>    JMenu menu1 = new JMenu(<doubleQuotes46>Edit<doubleQuotes46>);<newline46mondego>    JMenuItem item1 = new JMenuItem(<doubleQuotes46>New<doubleQuotes46>);<newline46mondego>    JMenuItem item2 = new JMenuItem(<doubleQuotes46>Open<doubleQuotes46>);<newline46mondego><newline46mondego>    public MenuExample() {<newline46mondego>        setJMenuBar(menuBar);<newline46mondego>        setVisible(true);<newline46mondego>        setSize(400, 200);<newline46mondego>        menuBar.add(menu);<newline46mondego>        menuBar.add(menu1);<newline46mondego>        menu.add(item1);<newline46mondego>        menu.add(item2);<newline46mondego>        item1.addActionListener(new ActionListener() {<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                JFileChooser chooser = new JFileChooser();<newline46mondego>                chooser.showOpenDialog(null);<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>        });<newline46mondego>        item2.addActionListener(new ActionListener() {<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                JFileChooser chooser = new JFileChooser();<newline46mondego>                chooser.showOpenDialog(null);<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>        });<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        MenuExample ex = new MenuExample();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"2606splitHere46","12543324splitHere46","isConnected()"
"2607splitHere46","12543324splitHere46","true"
"2608splitHere46","12543379splitHere46","TYPE_INT_RGB"
"2609splitHere46","12543379splitHere46","TYPE_INT_ARGB"
"2610splitHere46","12543551splitHere46","public class SocketMessageSender<newline46mondego>{<newline46mondego>    private String host;<newline46mondego>    private int port;<newline46mondego>    private DataOutputStream dos;<newline46mondego><newline46mondego>    public SocketMessageSender(String host, int port)<newline46mondego>    {<newline46mondego>        this.host = host;<newline46mondego>        this.port = port;<newline46mondego>    }<newline46mondego><newline46mondego>    // call when application starts<newline46mondego>    public void initConnection() throws IOException<newline46mondego>    {<newline46mondego>        InetAddress address = InetAddress.getByName(host);<newline46mondego>        Socket connection = new Socket(address, port);<newline46mondego>        dos = new DataOutputStream(connection.getOutputStream());<newline46mondego>    }<newline46mondego><newline46mondego>    //call from button click<newline46mondego>    public void sendMessage(String message) throws IOException<newline46mondego>    {<newline46mondego>        if(dos != null)<newline46mondego>        {<newline46mondego>            dos.writeUTF(message);<newline46mondego>            dos.flush();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    // call when application exits<newline46mondego>    public void closeConnection() throws IOException<newline46mondego>    {<newline46mondego>        if(dos!= null)<newline46mondego>        {<newline46mondego>            dos.close();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2611splitHere46","12543551splitHere46","class SomeUI<newline46mondego>{<newline46mondego>   SocketMessageSender messageSender;<newline46mondego>   // ensure that its initialized ...<newline46mondego><newline46mondego><newline46mondego><newline46mondego> private void bSendMessageActionPerformed(java.awt.event.ActionEvent evt) {<newline46mondego>    messageSender.sendMessage(jMessage.getText());<newline46mondego>    jMessage.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego> }<newline46mondego>}<newline46mondego>"
"2612splitHere46","12543551splitHere46","public class MyPanel extends JPanel implements ActionListener<newline46mondego>{<newline46mondego>    private SocketMessageSender messageSender;<newline46mondego>    private Message jMessage = new Message();// This is just a temp class, replace this with your class<newline46mondego><newline46mondego>    public MyPanel()<newline46mondego>    {<newline46mondego>        messageSender = new SocketMessageSender(<doubleQuotes46>some host<doubleQuotes46>, 8080);<newline46mondego>        try<newline46mondego>        {<newline46mondego>            messageSender.initConnection();<newline46mondego>        }<newline46mondego>        catch(IOException e)<newline46mondego>        {<newline46mondego>             Logger.getLogger(MyPanel.class.getName()).log(Level.SEVERE, null, e);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void actionPerformed(ActionEvent e)<newline46mondego>    {<newline46mondego>        try {<newline46mondego>            // TODO add your handling code here:<newline46mondego>            messageSender.sendMessage(jMessage.getText()); <newline46mondego>            jMessage.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>        } catch (IOException ex) {<newline46mondego>            Logger.getLogger(MyPanel.class.getName()).log(Level.SEVERE, null, ex);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
