"1splitHere46","22907583splitHere46","myClass.var = var;<newline46mondego>var = v;<newline46mondego>"
"3478splitHere46","22980293splitHere46","// remove everything that is not a digit<newline46mondego>    String digitsOnly = binary.replaceAll(<doubleQuotes46>[^\\d]<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego>    //iterate over every digit<newline46mondego>    for(char digit:digitsOnly.toCharArray()) {<newline46mondego>        int n = Character.getNumericValue(digit);<newline46mondego>        // do stuff...<newline46mondego>    }<newline46mondego>"
"3479splitHere46","22980633splitHere46","---------------------------------------------------<newline46mondego>| r                                               |<newline46mondego>===================================================<newline46mondego>| <http://www.w3.org/2001/XMLSchema#dateTime>     |<newline46mondego>| <http://www.w3.org/2000/01/rdf-schema#Resource> |<newline46mondego>---------------------------------------------------<newline46mondego>"
"3480splitHere46","22980634splitHere46","preparedStatement = connect<newline46mondego>                .prepareStatement(<doubleQuotes46>SELECT COUNT(*) FROM information_schema.tables \n<doubleQuotes46> +<newline46mondego>                       <doubleQuotes46>WHERE table_schema = <doubleQuotes46>+dbName+<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"3481splitHere46","22980634splitHere46","preparedStatement = connect<newline46mondego>                .prepareStatement(<doubleQuotes46>SELECT COUNT(*) FROM information_schema.tables \n<doubleQuotes46> +<newline46mondego>                       <doubleQuotes46> WHERE table_schema = '<doubleQuotes46>+dbName+<doubleQuotes46>'<doubleQuotes46>);<newline46mondego>"
"3482splitHere46","22980634splitHere46","mysql> SELECT COUNT(*) FROM information_schema.tables where table_schema = users ;<newline46mondego>ERROR 1054 (42S22): Unknown column 'users' in 'where clause'<newline46mondego><newline46mondego>mysql> SELECT COUNT(*) FROM information_schema.tables where table_schema = 'users' ;<newline46mondego>+----------+<newline46mondego>| COUNT(*) |<newline46mondego>+----------+<newline46mondego>|        0 |<newline46mondego>+----------+<newline46mondego>"
"3483splitHere46","22980840splitHere46","Text"
"3484splitHere46","22980840splitHere46","StyledText"
"3485splitHere46","22980840splitHere46","setWordWrap(boolean)"
"3486splitHere46","22980845splitHere46","@Controller<newline46mondego>@RequestMapping(value = <doubleQuotes46>{version}/test<doubleQuotes46>)<newline46mondego>class TestController {<newline46mondego><newline46mondego>    @RequestMapping(value=<doubleQuotes46>/something<doubleQuotes46>)<newline46mondego>    public ModelAndView doSomething(@PathVariable String version) {<newline46mondego>       // do something here with the version<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"3487splitHere46","22980862splitHere46","@EnableAutoConfiguration"
"3488splitHere46","22980862splitHere46","ContextLoaderListener"
"3489splitHere46","22980862splitHere46","SpringApplication"
"3490splitHere46","22980981splitHere46","public static void main(String[] args) {<newline46mondego>    String str = <doubleQuotes46>Hello<doubleQuotes46>;<newline46mondego>    char[] newStr = str.toCharArray();<newline46mondego>    char previous = '\u0000';<newline46mondego>    isInOrder(previous,newStr); <newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>private static boolean isInOrder(char previous, char[] arr) {<newline46mondego>    for (char current : arr) {<newline46mondego>        if (current < previous)<newline46mondego>            return false;<newline46mondego>        previous = current;<newline46mondego>    }<newline46mondego>    return true;<newline46mondego>}<newline46mondego>"
"3491splitHere46","22981069splitHere46","export HADOOP_NAMENODE_OPTS=<doubleQuotes46>-XX:+UseNUMA -Dcom.sun.management.jmxremote $HADOOP_NAMENODE_OPTS<doubleQuotes46><newline46mondego>export HADOOP_SECONDARYNAMENODE_OPTS=<doubleQuotes46>-XX:+UseNUMA -Dcom.sun.management.jmxremote $HADOOP_SECONDARYNAMENODE_OPTS<doubleQuotes46><newline46mondego>export HADOOP_DATANODE_OPTS=<doubleQuotes46>-XX:+UseNUMA -Dcom.sun.management.jmxremote $HADOOP_DATANODE_OPTS<doubleQuotes46><newline46mondego>export HADOOP_BALANCER_OPTS=<doubleQuotes46>-XX:+UseNUMA -Dcom.sun.management.jmxremote $HADOOP_BALANCER_OPTS<doubleQuotes46><newline46mondego>export HADOOP_JOBTRACKER_OPTS=<doubleQuotes46>-XX:+UseNUMA -Dcom.sun.management.jmxremote $HADOOP_JOBTRACKER_OPTS<doubleQuotes46><newline46mondego>"
"3492splitHere46","22981069splitHere46","export HADOOP_OPTS=<doubleQuotes46>-XX:+UseNUMA<doubleQuotes46><newline46mondego>"
"3493splitHere46","22981069splitHere46","ps aux | grep hadoop<newline46mondego>"
"3494splitHere46","22981126splitHere46","query = <doubleQuotes46>UPDATE table SET idColumn = concat(idColumn, ',<doubleQuotes46>+idNum+<doubleQuotes46>') WHERE word = '<doubleQuotes46>+wordVariable+<doubleQuotes46>' <doubleQuotes46>;<newline46mondego>"
"3495splitHere46","22981126splitHere46","query = <doubleQuotes46>UPDATE table SET idColumn = concat(idColumn, ',' , '<doubleQuotes46>+idNum+<doubleQuotes46>') WHERE word = '<doubleQuotes46>+wordVariable+<doubleQuotes46>' <doubleQuotes46>;<newline46mondego>"
"3496splitHere46","22981252splitHere46","yourString.matches(<doubleQuotes46>[^01]<doubleQuotes46>)<newline46mondego>"
"3497splitHere46","22981252splitHere46","!yourString.matches(<doubleQuotes46>[01]+<doubleQuotes46>)<newline46mondego>"
"3498splitHere46","22981252splitHere46","the string does not have any seuquence of 0 or 1"
"3499splitHere46","22981252splitHere46","I'd like to give an error message if the input contains<newline46mondego>anything other than the strings 1 or 0<newline46mondego>"
"3500splitHere46","22981342splitHere46","YYYY-MM-DD"
"3501splitHere46","22981342splitHere46","SimpleDateFormat sdf = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd<doubleQuotes46>);<newline46mondego>String today = sdf.format(new Date());<newline46mondego>"
"3502splitHere46","22981342splitHere46","String sql = ... <doubleQuotes46> WHERE <doubleQuotes46> + Table1.DATE + <doubleQuotes46> < ?<doubleQuotes46>;<newline46mondego>String[] bindArgs = new String[] { today };<newline46mondego>Cursor c = db.rawQuery(sql, bindArgs);<newline46mondego>"
"3503splitHere46","22981461splitHere46","sonar.skippedModules"
"3504splitHere46","22981547splitHere46","Replace With > Local History.."
"3505splitHere46","22981547splitHere46","Restore from Local History"
"3506splitHere46","22981628splitHere46","main()"
"3507splitHere46","22981761splitHere46","import java.util.Timer;<newline46mondego>import java.util.TimerTask;<newline46mondego>import java.util.concurrent.Callable;<newline46mondego>import java.util.concurrent.ExecutionException;<newline46mondego>import java.util.concurrent.ExecutorService;<newline46mondego>import java.util.concurrent.Executors;<newline46mondego>import java.util.concurrent.Future;<newline46mondego><newline46mondego>public class CallableTimer {<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego>    MyCallableThread myThread = new MyCallableThread();<newline46mondego>    Timer timer = new Timer();<newline46mondego>    MyTask theTask = new MyTask();<newline46mondego>    theTask.addThread(myThread);<newline46mondego><newline46mondego>    // Start in one second and then every 10 seconds<newline46mondego>    timer.schedule( theTask , 1000, 10000 );<newline46mondego>}<newline46mondego>}<newline46mondego><newline46mondego>class MyTask extends TimerTask<newline46mondego>{<newline46mondego>MyCallableThread timerThread = null;<newline46mondego>ExecutorService executor;<newline46mondego><newline46mondego>public MyTask() {<newline46mondego>    executor = Executors.newCachedThreadPool();<newline46mondego>}<newline46mondego><newline46mondego>public void addThread ( MyCallableThread thread ) {<newline46mondego>    this.timerThread = thread;<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public void run()<newline46mondego>{<newline46mondego>    System.out.println( <doubleQuotes46>MyTask is doing something.<doubleQuotes46> );<newline46mondego>    if ( timerThread != null ) {<newline46mondego>        boolean result;<newline46mondego>        Future<Boolean> resultObject = executor.submit( timerThread );<newline46mondego><newline46mondego>        try {<newline46mondego>            result = resultObject.get();<newline46mondego>            System.out.println( <doubleQuotes46>MyTask got <doubleQuotes46> + result + <doubleQuotes46> from Thread.<doubleQuotes46>);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        } catch (ExecutionException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    } else {<newline46mondego>        System.out.println( <doubleQuotes46>No Thread set.<doubleQuotes46> );<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>class MyCallableThread implements Callable<Boolean> {<newline46mondego><newline46mondego>@Override<newline46mondego>public Boolean call() throws Exception {<newline46mondego>    Boolean status = true;<newline46mondego>    System.out.println( <doubleQuotes46>MyCallableThread is returning <doubleQuotes46> + status + <doubleQuotes46>.<doubleQuotes46>);<newline46mondego>    return status;<newline46mondego><newline46mondego>}<newline46mondego>}<newline46mondego>"
"3508splitHere46","22981777splitHere46","SwingWorker"
"3509splitHere46","22981777splitHere46","PropertyChange"
"3510splitHere46","22981777splitHere46","publish"
"3511splitHere46","22981777splitHere46","process"
"3512splitHere46","22981777splitHere46","JTable"
"3513splitHere46","22981777splitHere46","SwingWorker"
"3514splitHere46","22981777splitHere46","JTable"
"3515splitHere46","22981777splitHere46","SwingWorker"
"3516splitHere46","22981829splitHere46","String"
"3517splitHere46","22981829splitHere46","String"
"3518splitHere46","22981829splitHere46","String"
"3519splitHere46","22981829splitHere46","String"
"3520splitHere46","22981829splitHere46","public static void main(String[] args) {<newline46mondego>    final String input = <doubleQuotes46>This is a sentence that is containing three times the word is<doubleQuotes46>;<newline46mondego>    final char   token = '#';<newline46mondego><newline46mondego>    String processedInput  = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    String currentWord     = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    int    wordCount       = 0;<newline46mondego>    int    uniqueWordCount = 0;<newline46mondego><newline46mondego>    for (char c : input.toCharArray()) {<newline46mondego>        if (c != ' ') {<newline46mondego>            processedInput += c;<newline46mondego>            currentWord    += c;<newline46mondego>        } else {<newline46mondego>            processedInput += token;<newline46mondego>            wordCount++;<newline46mondego><newline46mondego>            String  existingWord      = <doubleQuotes46><doubleQuotes46>;<newline46mondego>            int     occurences        = 0;<newline46mondego><newline46mondego>            for (char c1 : processedInput.toCharArray()) {<newline46mondego>                if (c1 != token) {<newline46mondego>                    existingWord += c1;<newline46mondego>                } else {<newline46mondego>                    if (existingWord.equals(currentWord)) {<newline46mondego>                        occurences++;<newline46mondego>                    }<newline46mondego><newline46mondego>                    existingWord = <doubleQuotes46><doubleQuotes46>;<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            if (occurences <= 1) {<newline46mondego>                System.out.printf(<doubleQuotes46>New word: %s\n<doubleQuotes46>, currentWord);<newline46mondego>                uniqueWordCount++;<newline46mondego>            }<newline46mondego><newline46mondego>            currentWord = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    wordCount++;<newline46mondego><newline46mondego><newline46mondego>    System.out.printf(<doubleQuotes46>%d words total, %d unique\n<doubleQuotes46>, wordCount, uniqueWordCount);<newline46mondego>}<newline46mondego>"
"3521splitHere46","22981829splitHere46","New word: This<newline46mondego>New word: is<newline46mondego>New word: a<newline46mondego>New word: sentence<newline46mondego>New word: that<newline46mondego>New word: containing<newline46mondego>New word: three<newline46mondego>New word: times<newline46mondego>New word: the<newline46mondego>New word: word<newline46mondego>12 words total, 10 unique<newline46mondego>"
"3522splitHere46","22981950splitHere46","Thread t = new Thread() {<newline46mondego>        public void run() { // A<newline46mondego>            synchronized (Thread.currentThread()) {<newline46mondego>                System.out.println(<doubleQuotes46>A<doubleQuotes46>);<newline46mondego>                try {<newline46mondego>                    Thread.sleep(5000);<newline46mondego>                } catch (InterruptedException e) {<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    };<newline46mondego>    t.start();<newline46mondego>    synchronized (t) { // B<newline46mondego>        System.out.println(<doubleQuotes46>B<doubleQuotes46>);<newline46mondego>        Thread.sleep(5000);<newline46mondego>    }<newline46mondego>"
