"1splitHere46","5227861splitHere46","for (SearchResult result : docSearch)  {<newline46mondego>  if (iter2 >= 50) break;<newline46mondego><newline46mondego>  //do stuff<newline46mondego>  iter2 += 1;<newline46mondego>}<newline46mondego>"
"1526splitHere46","5276655splitHere46","<project><newline46mondego>   +- src/<newline46mondego>      +- site/<newline46mondego>          +- apt/<newline46mondego>          |   +- apt-files <newline46mondego>          |   +- index.apt            <-- index file<newline46mondego>          |    <newline46mondego>          |- fml/                     <-- optional ... <newline46mondego>          |   +- fml-files<newline46mondego>          |<newline46mondego>          |- ....<newline46mondego>          |   +- ...<newline46mondego>          |<newline46mondego>          |- resources/<newline46mondego>          |   +- css/<newline46mondego>          |   +- images/<newline46mondego>          |    <newline46mondego>          `- site.xml                 <-- this must be configuered appropriately<newline46mondego>"
"1527splitHere46","5276655splitHere46","<distributionManagement><newline46mondego>     <site><newline46mondego>       <id>site</id><newline46mondego>       <url>http://host.coom/site</url><newline46mondego>     </site><newline46mondego>  </distributionManagement><newline46mondego>"
"1528splitHere46","5276689splitHere46","request.getSession()"
"1529splitHere46","5276689splitHere46","request.getSession(true)"
"1530splitHere46","5276689splitHere46","mod_rewrite"
"1531splitHere46","5276689splitHere46","<outbound-rule><newline46mondego>     <name>Strip URL Session ID's</name><newline46mondego>     <note><newline46mondego>         Strip ;jsession=XXX from urls passed through response.encodeURL().<newline46mondego>         The characters ? and # are the only things we can use to find out where the jsessionid ends.<newline46mondego>         The expression in 'from' below contains three capture groups, the last two being optional.<newline46mondego>             1, everything before ;jesessionid<newline46mondego>             2, everything after ;jesessionid=XXX starting with a ? (to get the query string) up to #<newline46mondego>             3, everything ;jesessionid=XXX and optionally ?XXX starting with a # (to get the target)<newline46mondego>         eg,<newline46mondego>         from index.jsp;jsessionid=sss?qqq to index.jsp?qqq<newline46mondego>         from index.jsp;jsessionid=sss?qqq#ttt to index.jsp?qqq#ttt<newline46mondego>         from index.jsp;jsessionid=asdasdasdsadsadasd#dfds - index.jsp#dfds<newline46mondego>         from u.jsp;jsessionid=wert.hg - u.jsp<newline46mondego>         from /;jsessionid=tyu - /<newline46mondego>     </note><newline46mondego>     <condition name=<doubleQuotes46>user-agent<doubleQuotes46>>googlebot</condition><newline46mondego>     <from>^(.*?)(?:\;jsessionid=[^\?#]*)?(\?[^#]*)?(#.*)?$</from><newline46mondego>     <to>$1$2$3</to><newline46mondego> </outbound-rule><newline46mondego>"
"1532splitHere46","5276750splitHere46","gis.read(unzipped)"
"1533splitHere46","5276750splitHere46","read()"
"1534splitHere46","5276940splitHere46","List<String>"
"1535splitHere46","5276940splitHere46","static final List<String> THREADS = new ArrayList<String>();<newline46mondego><newline46mondego>// ...<newline46mondego><newline46mondego>for (Element src : threads){<newline46mondego>    String title = src.text();<newline46mondego>    String href = src.attr(<doubleQuotes46>href<doubleQuotes46>);<newline46mondego>        THREADS.add(title);<newline46mondego>}<newline46mondego>"
"1536splitHere46","5276997splitHere46","-vm<newline46mondego>C:\Program Files\Java\jdk1.6.0_23\bin<newline46mondego>"
"1537splitHere46","5277064splitHere46","org.hibernate.annotations.Cache"
"1538splitHere46","5277064splitHere46","ehcache.xml"
"1539splitHere46","5277064splitHere46","hibernate.cfg.xml"
"1540splitHere46","5277064splitHere46","<!-- Enable the second-level cache  --><newline46mondego>    <property name=<doubleQuotes46>hibernate.cache.provider_class<doubleQuotes46>><newline46mondego>        net.sf.ehcache.hibernate.EhCacheProvider<newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>hibernate.cache.region.factory_class<doubleQuotes46>><newline46mondego>        net.sf.ehcache.hibernate.EhCacheRegionFactory<newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>hibernate.cache.use_query_cache<doubleQuotes46>>true</property><newline46mondego>    <property name=<doubleQuotes46>hibernate.cache.use_second_level_cache<doubleQuotes46>>true</property><newline46mondego>    <property name=<doubleQuotes46>hibernate.cache.use_structured_entries<doubleQuotes46>>true</property>     <newline46mondego>    <property name=<doubleQuotes46>hibernate.cache.generate_statistics<doubleQuotes46>>true</property><newline46mondego>"
"1541splitHere46","5277064splitHere46","CacheConcurrencyStrategy.TRANSACTIONAL"
"1542splitHere46","5277064splitHere46","@Cache(usage = CacheConcurrencyStrategy.TRANSACTIONAL)<newline46mondego>"
"1543splitHere46","5277064splitHere46","<dependency><newline46mondego>        <groupId>net.sf.ehcache</groupId><newline46mondego>        <artifactId>ehcache-core</artifactId><newline46mondego>        <version>2.2.0</version><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>        <groupId>org.hibernate</groupId><newline46mondego>        <artifactId>hibernate-core</artifactId><newline46mondego>        <version>3.3.2.GA</version><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>        <groupId>org.hibernate</groupId><newline46mondego>        <artifactId>hibernate-commons-annotations</artifactId><newline46mondego>        <version>3.3.0.ga</version><newline46mondego>        <exclusions><newline46mondego>            <exclusion><newline46mondego>                <groupId>net.sf.ehcache</groupId><newline46mondego>                <artifactId>ehcache</artifactId><newline46mondego>            </exclusion><newline46mondego>        </exclusions><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>        <groupId>org.hibernate</groupId><newline46mondego>        <artifactId>hibernate-annotations</artifactId><newline46mondego>        <version>3.2.1.ga</version><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>        <groupId>org.hibernate</groupId><newline46mondego>        <artifactId>ejb3-persistence</artifactId><newline46mondego>        <version>3.3.2.Beta1</version><newline46mondego>    </dependency><newline46mondego>"
"1544splitHere46","5277130splitHere46","SELECT 1;<newline46mondego>"
"1545splitHere46","5277782splitHere46","import java.util.Vector;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.table.DefaultTableModel;<newline46mondego><newline46mondego>public class StrikeThroughRow {<newline46mondego>   public static final Object[][] DATA = {{Boolean.TRUE, <doubleQuotes46>Monday<doubleQuotes46>, <doubleQuotes46>fe<doubleQuotes46>},<newline46mondego>      {Boolean.FALSE, <doubleQuotes46>Tuesday<doubleQuotes46>, <doubleQuotes46>fi<doubleQuotes46>}, {Boolean.TRUE, <doubleQuotes46>Wednesday<doubleQuotes46>, <doubleQuotes46>fo<doubleQuotes46>},<newline46mondego>      {Boolean.FALSE, <doubleQuotes46>Thursday<doubleQuotes46>, <doubleQuotes46>fum<doubleQuotes46>}, {Boolean.TRUE, <doubleQuotes46>Friday<doubleQuotes46>, <doubleQuotes46>foo<doubleQuotes46>}};<newline46mondego><newline46mondego>   public StrikeThroughRow() {<newline46mondego><newline46mondego>   }<newline46mondego><newline46mondego>   private static void createAndShowUI() {<newline46mondego>      JTable table = new JTable(new StrikeThroughModel(DATA));<newline46mondego>      JScrollPane scrollpane = new JScrollPane(table);<newline46mondego><newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>StrikeThroughRow<doubleQuotes46>);<newline46mondego>      frame.getContentPane().add(scrollpane);<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationRelativeTo(null);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowUI();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class StrikeThroughModel extends DefaultTableModel {<newline46mondego>   public StrikeThroughModel(Object[][] data) {<newline46mondego>      super(new String[]{<doubleQuotes46>Check<doubleQuotes46>, <doubleQuotes46>Work Day<doubleQuotes46>, <doubleQuotes46>Giant Speak<doubleQuotes46>}, 0);<newline46mondego>      for (int i = 0; i < data.length; i++) {<newline46mondego>         Vector<Object> rowVect = new Vector<Object>();<newline46mondego>         rowVect.add(data[i][0]);<newline46mondego>         if (data[i].length > 1) {<newline46mondego>            for (int j = 1; j < data[i].length; j++) {<newline46mondego>               rowVect.add(new TextWrapper(data[i][j].toString(), (Boolean)data[i][0]));<newline46mondego>            }<newline46mondego>         }<newline46mondego>         addRow(rowVect);<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public Class<?> getColumnClass(int columnIndex) {<newline46mondego>      if (columnIndex == 0) {<newline46mondego>         return Boolean.class;<newline46mondego>      }<newline46mondego>      return super.getColumnClass(columnIndex);<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public void setValueAt(Object value, int row, int column) {<newline46mondego>      if (column == 0) {<newline46mondego>         for (int i = 1; i < getColumnCount(); i++) {<newline46mondego>            TextWrapper textWrapper = (TextWrapper) getValueAt(row, i);<newline46mondego>            textWrapper.setStrikeThrough((Boolean) value);<newline46mondego>            fireTableCellUpdated(row, i);<newline46mondego>         }<newline46mondego>      }<newline46mondego>      super.setValueAt(value, row, column);<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class TextWrapper {<newline46mondego>   private String text;<newline46mondego>   private boolean strikeThrough = false;<newline46mondego><newline46mondego>   public TextWrapper(String text) {<newline46mondego>      this.text = text;<newline46mondego>   }<newline46mondego><newline46mondego>   public TextWrapper(String text, boolean strikeThrough) {<newline46mondego>      this(text);<newline46mondego>      this.strikeThrough = strikeThrough;<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public String toString() {<newline46mondego>      if (strikeThrough) {<newline46mondego>         return <doubleQuotes46><html><strike><doubleQuotes46> + text + <doubleQuotes46></html></strike><doubleQuotes46>; <newline46mondego>      }<newline46mondego>      return text;<newline46mondego>   }<newline46mondego><newline46mondego>   public void setStrikeThrough(boolean strikeThrough) {<newline46mondego>      this.strikeThrough = strikeThrough;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
