"1splitHere46","11522953splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><faces-config<newline46mondego>        xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>        xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>        xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<newline46mondego>            http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd<doubleQuotes46><newline46mondego>        version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego><newline46mondego>    <!-- JSF and Spring are integrated --><newline46mondego>    <application><newline46mondego>        <el-resolver><newline46mondego>            org.springframework.web.jsf.el.SpringBeanFacesELResolver<newline46mondego>        </el-resolver><newline46mondego>    </application><newline46mondego><newline46mondego>    <!-- configuration of navigation rules --><newline46mondego>    <navigation-rule><newline46mondego>        <from-view-id>pages/index.xhtml</from-view-id><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>success</from-outcome><newline46mondego>            <to-view-id>pages/success.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>error</from-outcome><newline46mondego>            <to-view-id>pages/error.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>    </navigation-rule><newline46mondego><newline46mondego></faces-config><newline46mondego>"
"9099splitHere46","11747475splitHere46","protected void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {<newline46mondego>     DiskFileItemFactory disk = new DiskFileItemFactory();<newline46mondego>     disk.setRespository(new File(TEMP_STORAGE));<newline46mondego><newline46mondego>     ServletFileUpload upload = new ServletFileUpload(disk);<newline46mondego>     upload.setFileSizeMax(MAX_FILE_SIZE);<newline46mondego>     List<FileItem> files = upload.parseRequest(request);<newline46mondego><newline46mondego>     //...get actual file with files.get(index).getInputStream() and process them....<newline46mondego>     .....<newline46mondego>}<newline46mondego>"
"9100splitHere46","11747475splitHere46","<form enctype=<doubleQuotes46>multipart/form-data<doubleQuotes46> ...<newline46mondego>"
"9101splitHere46","11747533splitHere46","CompositeConfiguration"
"9102splitHere46","11747533splitHere46","FileConfiguration"
"9103splitHere46","11747533splitHere46","FileChangedReloadingStrategy"
"9104splitHere46","11747654splitHere46","OAuthRequest r = new OAuthRequest(Verb.POST, url);<newline46mondego>        ByteArrayOutputStream out = new ByteArrayOutputStream();<newline46mondego>        toSend.writeTo(out);<newline46mondego>        r.addPayload(out.toByteArray());<newline46mondego>        r.addHeader(toSend.getContentType().getName(), toSend.getContentType().getValue());<newline46mondego><newline46mondego>        OAuth10aServiceImpl oauth = (OAuth10aServiceImpl)client._oauth;<newline46mondego>        OAuthRequest sr = new OAuthRequest(Verb.GET, serviceProvider);<newline46mondego>        oauth.signRequest(client._oauthToken, sr);<newline46mondego><newline46mondego>        r.addHeader(<doubleQuotes46>X-Auth-Service-Provider<doubleQuotes46>,serviceProvider);<newline46mondego>        String oauthHeader = sr.getHeaders().get(<doubleQuotes46>Authorization<doubleQuotes46>);<newline46mondego>        r.addHeader(<doubleQuotes46>X-Verify-Credentials-Authorization<doubleQuotes46>, oauthHeader);<newline46mondego>"
"9105splitHere46","11747654splitHere46","toSend"
"9106splitHere46","11747654splitHere46","HttpEntity"
"9107splitHere46","11747654splitHere46","StringBody"
"9108splitHere46","11747654splitHere46","client._oauthToken"
"9109splitHere46","11747654splitHere46","Token"
"9110splitHere46","11747654splitHere46","r"
"9111splitHere46","11747654splitHere46","serviceProvider"
"9112splitHere46","11747764splitHere46","thread.join()"
"9113splitHere46","11747764splitHere46","thread"
"9114splitHere46","11747764splitHere46","onPause()"
"9115splitHere46","11747764splitHere46","YourActivity.onPause()"
"9116splitHere46","11747859splitHere46","final File f = new File(MyClass.class.getProtectionDomain().getCodeSource().getLocation().getPath());<newline46mondego>"
"9117splitHere46","11747859splitHere46","MyClass"
"9118splitHere46","11747859splitHere46","main"
"9119splitHere46","11747859splitHere46","File"
"9120splitHere46","11747859splitHere46","f"
"9121splitHere46","11747859splitHere46",".jar"
"9122splitHere46","11747859splitHere46",".jar"
"9123splitHere46","11747874splitHere46","T extends Aclass&Binterface"
"9124splitHere46","11747874splitHere46","Aclass"
"9125splitHere46","11747874splitHere46","Aclass"
"9126splitHere46","11747874splitHere46","<T extends Aclass&Binterface>"
"9127splitHere46","11747874splitHere46","<T extends AandB>"
"9128splitHere46","11747874splitHere46","AandB"
"9129splitHere46","11747874splitHere46","interface Ainterface"
"9130splitHere46","11747874splitHere46","Aclass"
"9131splitHere46","11747874splitHere46","Aclass implement Ainterface"
"9132splitHere46","11747874splitHere46","interface AandB extends Ainterface, Binterface"
"9133splitHere46","11747874splitHere46","instanceof"
"9134splitHere46","11747874splitHere46","compound"
"9135splitHere46","11748081splitHere46","/**<newline46mondego> * This code was directly taken from: http://www.vogella.com/articles/JFreeChart/article.html<newline46mondego> * All credits goes to him for this code.<newline46mondego> * <newline46mondego> * Thanks to him.<newline46mondego> */<newline46mondego><newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import javax.swing.JDialog;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego>import javax.swing.SwingWorker;<newline46mondego><newline46mondego>import org.jfree.chart.ChartFactory;<newline46mondego>import org.jfree.chart.ChartPanel;<newline46mondego>import org.jfree.chart.JFreeChart;<newline46mondego>import org.jfree.chart.plot.PiePlot3D;<newline46mondego>import org.jfree.data.general.DefaultPieDataset;<newline46mondego>import org.jfree.data.general.PieDataset;<newline46mondego>import org.jfree.util.Rotation;<newline46mondego><newline46mondego>public class PieChart extends JFrame {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                initUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    protected static void initUI() {<newline46mondego>        // First we create the frame and make it visible<newline46mondego>        final PieChart demo = new PieChart(<doubleQuotes46>Comparison<doubleQuotes46>);<newline46mondego>        demo.setSize(500, 270);<newline46mondego>        demo.setVisible(true);<newline46mondego>        // Then we display the dialog on that frame<newline46mondego>        final JDialog dialog = new JDialog(demo);<newline46mondego>        dialog.setUndecorated(true);<newline46mondego>        JPanel panel = new JPanel();<newline46mondego>        final JLabel label = new JLabel(<doubleQuotes46>Please wait...<doubleQuotes46>);<newline46mondego>        panel.add(label);<newline46mondego>        dialog.add(panel);<newline46mondego>        dialog.pack();<newline46mondego>        // Public method to center the dialog after calling pack()<newline46mondego>        dialog.setLocationRelativeTo(demo);<newline46mondego>        dialog.setVisible(true);<newline46mondego>        // Now, we delay the loading of the JFreeChart in an invokeLater<newline46mondego>        // allowing the frame and the dialog to be displayed and, later, refreshed<newline46mondego>        SwingWorker<JFreeChart, String> worker = new SwingWorker<JFreeChart, String>() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            protected JFreeChart doInBackground() throws Exception {<newline46mondego>                publish(<doubleQuotes46>Loading dataset<doubleQuotes46>);<newline46mondego>                // simulating the loading of the Dataset<newline46mondego>                try {<newline46mondego>                    System.out.println(<doubleQuotes46>Loading dataset<doubleQuotes46>);<newline46mondego>                    Thread.sleep(2000);<newline46mondego>                } catch (InterruptedException e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>                // This will create the dataset <newline46mondego>                PieDataset dataset = demo.createDataset();<newline46mondego>                publish(<doubleQuotes46>Loading JFreeChart<doubleQuotes46>);<newline46mondego>                // simulating the loading of the JFreeChart<newline46mondego>                try {<newline46mondego>                    System.out.println(<doubleQuotes46>Loading JFreeChart<doubleQuotes46>);<newline46mondego>                    Thread.sleep(2000);<newline46mondego>                } catch (InterruptedException e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>                // based on the dataset we create the chart<newline46mondego>                JFreeChart chart = demo.createChart(dataset, <doubleQuotes46>Which operating system are you using?<doubleQuotes46>);<newline46mondego>                // we put the chart into a panel<newline46mondego>                return chart;<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            protected void process(List<String> chunks) {<newline46mondego>                label.setText(chunks.get(0));<newline46mondego>                dialog.pack();<newline46mondego>                dialog.setLocationRelativeTo(demo);<newline46mondego>                dialog.repaint();<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            protected void done() {<newline46mondego>                try {<newline46mondego>                    // Retrieve the created chart and put it in a ChartPanel<newline46mondego>                    ChartPanel chartPanel = new ChartPanel(this.get());<newline46mondego>                    // add it to our frame<newline46mondego>                    demo.setContentPane(chartPanel);<newline46mondego>                    // Dispose the dialog.<newline46mondego>                    dialog.dispose();<newline46mondego>                    // We revalidate to trigger the layout<newline46mondego>                    demo.revalidate();<newline46mondego>                    // Repaint, just to be sure<newline46mondego>                    demo.repaint();<newline46mondego>                } catch (Exception e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>        };<newline46mondego>        worker.execute();<newline46mondego>    }<newline46mondego><newline46mondego>    public PieChart(String applicationTitle) {<newline46mondego>        super(applicationTitle);<newline46mondego>    }<newline46mondego><newline46mondego>    /** * Creates a sample dataset */<newline46mondego><newline46mondego>    private PieDataset createDataset() {<newline46mondego>        DefaultPieDataset result = new DefaultPieDataset();<newline46mondego>        result.setValue(<doubleQuotes46>Linux<doubleQuotes46>, 29);<newline46mondego>        result.setValue(<doubleQuotes46>Mac<doubleQuotes46>, 20);<newline46mondego>        result.setValue(<doubleQuotes46>Windows<doubleQuotes46>, 51);<newline46mondego>        return result;<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    /** * Creates a chart */<newline46mondego><newline46mondego>    private JFreeChart createChart(PieDataset dataset, String title) {<newline46mondego><newline46mondego>        JFreeChart chart = ChartFactory.createPieChart3D(title, // chart title<newline46mondego>                dataset, // data<newline46mondego>                true, // include legend<newline46mondego>                true, false);<newline46mondego>        PiePlot3D plot = (PiePlot3D) chart.getPlot();<newline46mondego>        plot.setStartAngle(290);<newline46mondego>        plot.setDirection(Rotation.CLOCKWISE);<newline46mondego>        plot.setForegroundAlpha(0.5f);<newline46mondego>        return chart;<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"9136splitHere46","11748184splitHere46","Vendor"
"9137splitHere46","11748184splitHere46","id"
"9138splitHere46","11748184splitHere46","name"
"9139splitHere46","11748184splitHere46","company_id"
"9140splitHere46","11748184splitHere46","vendor"
"9141splitHere46","11748184splitHere46","UNWRAP_ROOT_VALUE"
"9142splitHere46","11748184splitHere46","objectMapper.configure(SerializationConfig.Feature.UNWRAP_ROOT_VALUE, true);<newline46mondego>"
"9143splitHere46","11748184splitHere46","Vendor"
"9144splitHere46","11748184splitHere46","class VendorWrapper<newline46mondego>{<newline46mondego>    Vendor vendor;<newline46mondego><newline46mondego>    // gettors, settors for vendor if you need them<newline46mondego>}<newline46mondego>"
"9145splitHere46","11748184splitHere46","UNWRAP_ROOT_VALUES"
"9146splitHere46","11748184splitHere46","Vendor"
"9147splitHere46","11748184splitHere46","VendorWrapper"
"9148splitHere46","11748184splitHere46","class VendorsWrapper<newline46mondego>{<newline46mondego>    List<VendorWrapper> vendors = new ArrayList<VendorWrapper>();<newline46mondego><newline46mondego>    // gettors, settors for vendors if you need them<newline46mondego>}<newline46mondego><newline46mondego>// in your deserialization code:<newline46mondego>ObjectMapper mapper = new ObjectMapper();<newline46mondego>JsonNode rootNode = mapper.readValue(jsonInput, VendorsWrapper.class); <newline46mondego>"
"9149splitHere46","11748184splitHere46","VendorsWrapper:<newline46mondego>    vendors:<newline46mondego>    [<newline46mondego>        VendorWrapper<newline46mondego>            vendor: Vendor,<newline46mondego>        VendorWrapper:<newline46mondego>            vendor: Vendor,<newline46mondego>        ...<newline46mondego>    ]<newline46mondego>"
"9150splitHere46","11748184splitHere46","JsonNodes"
"9151splitHere46","11748184splitHere46","JsonNode"
"9152splitHere46","11748184splitHere46","ArrayNode"
"9153splitHere46","11748184splitHere46","mapper.readValue(node.get(<doubleQuotes46>vendor<doubleQuotes46>).getTextValue(), Vendor.class);<newline46mondego>"
"9154splitHere46","11748313splitHere46","AClass[] pInfo = {new AClass(),new AClass(), etc.};<newline46mondego>"
"9155splitHere46","11748313splitHere46","AClass[] pInfo = new AClass[10];<newline46mondego><newline46mondego>for(int i = 0; i < pInfo.length; i++)  <newline46mondego>{  <newline46mondego>    pInfo[i] = new AClass();  <newline46mondego>}  <newline46mondego>"
"9156splitHere46","11748584splitHere46","down"
"9157splitHere46","11748584splitHere46","up"
"9158splitHere46","11748584splitHere46","accu"
"9159splitHere46","11748584splitHere46","accu = (0) * 100"
"9160splitHere46","11748606splitHere46","java.lang.UnsupportedClassVersionError: `Unsupported major.minor version 51.0`<newline46mondego>"
"9161splitHere46","11748606splitHere46","JAVA_HOME"
"9162splitHere46","11748711splitHere46","LinkedList[] l = new LinkedList[10];<newline46mondego>"
"9163splitHere46","11748711splitHere46","List[] l = new List[10];<newline46mondego>"
"9164splitHere46","11748810splitHere46","total"
"9165splitHere46","11748810splitHere46","total"
"9166splitHere46","11748810splitHere46","getURL"
