"1splitHere46","17981343splitHere46","curl -v -X PUT -H <doubleQuotes46>Content-Type: text/uri-list<doubleQuotes46> \<newline46mondego>-d <doubleQuotes46>http://localhost:7070/study-spring-data/teacher/1<doubleQuotes46> http://localhost:7070/study-spring-data/course/123/teacher<newline46mondego>"
"2440splitHere46","18044600splitHere46","<plugin><newline46mondego>            <groupId>org.apache.maven.plugins</groupId><newline46mondego>            <artifactId>maven-shade-plugin</artifactId><newline46mondego>            <version>1.7</version><newline46mondego><newline46mondego>            <executions><newline46mondego>                <execution><newline46mondego>                    <phase>package</phase><newline46mondego>                    <goals><newline46mondego>                        <goal>shade</goal><newline46mondego>                    </goals><newline46mondego>                    <configuration><newline46mondego>                        <finalName>your-jar-filename</finalName><newline46mondego>                        <shadedArtifactAttached>true</shadedArtifactAttached><newline46mondego>                        <shadedClassifierName>jar-with-dependencies</shadedClassifierName><newline46mondego>                        <transformers><newline46mondego>                            <transformer implementation=<doubleQuotes46>org.apache.maven.plugins.shade.resource.ManifestResourceTransformer<doubleQuotes46>><newline46mondego>                                <mainClass>com.project.main.Main</mainClass><newline46mondego>                            </transformer><newline46mondego>                            <transformer implementation=<doubleQuotes46>org.apache.maven.plugins.shade.resource.AppendingTransformer<doubleQuotes46>><newline46mondego>                                <resource>META-INF/spring.handlers</resource><newline46mondego>                            </transformer><newline46mondego>                            <transformer implementation=<doubleQuotes46>org.apache.maven.plugins.shade.resource.AppendingTransformer<doubleQuotes46>><newline46mondego>                                <resource>META-INF/spring.schemas</resource><newline46mondego>                            </transformer><newline46mondego>                            <transformer implementation=<doubleQuotes46>org.apache.maven.plugins.shade.resource.AppendingTransformer<doubleQuotes46>><newline46mondego>                                <resource>META-INF/spring.tooling</resource><newline46mondego>                            </transformer><newline46mondego>                        </transformers><newline46mondego><newline46mondego>                    </configuration><newline46mondego>                </execution><newline46mondego>            </executions><newline46mondego>        </plugin><newline46mondego>"
"2441splitHere46","18044674splitHere46","^"
"2442splitHere46","18044674splitHere46","\p{Lu}"
"2443splitHere46","18044674splitHere46"," "
"2444splitHere46","18044674splitHere46","[\p{Lu} ]"
"2445splitHere46","18044674splitHere46","*"
"2446splitHere46","18044674splitHere46","\b"
"2447splitHere46","18044674splitHere46","^[\p{Lu} ]*\b<newline46mondego>"
"2448splitHere46","18044674splitHere46","Pattern regex = Pattern.compile(<doubleQuotes46>^[\\p{Lu} ]*\\b<doubleQuotes46>, Pattern.UNICODE_CHARACTER_CLASS);<newline46mondego>"
"2449splitHere46","18044674splitHere46","Pattern regex = Pattern.compile(<doubleQuotes46>^[\\p{Lu} ]*(?<=\p{Lu})<doubleQuotes46>);<newline46mondego>"
"2450splitHere46","18044677splitHere46","web.xml"
"2451splitHere46","18044677splitHere46","<listener><newline46mondego>  <listener-class><newline46mondego>     org.springframework.security.web.session.HttpSessionEventPublisher<newline46mondego>  </listener-class><newline46mondego></listener><newline46mondego>"
"2452splitHere46","18044763splitHere46","HashSet"
"2453splitHere46","18044763splitHere46","AbstractSet"
"2454splitHere46","18044763splitHere46","AbstractCollection"
"2455splitHere46","18044763splitHere46","containsAll"
"2456splitHere46","18044763splitHere46","AbstractCollection"
"2457splitHere46","18044763splitHere46","containsAll"
"2458splitHere46","18044763splitHere46","public boolean containsAll(Collection<?> c) {<newline46mondego>    Iterator<?> e = c.iterator();<newline46mondego>    while (e.hasNext())<newline46mondego>        if (!contains(e.next()))<newline46mondego>            return false;<newline46mondego>    return true;<newline46mondego>}<newline46mondego>"
"2459splitHere46","18044786splitHere46","params"
"2460splitHere46","18044786splitHere46","getModel()"
"2461splitHere46","18044786splitHere46","modelDriven"
"2462splitHere46","18044786splitHere46","getModel()"
"2463splitHere46","18044786splitHere46","params"
"2464splitHere46","18044786splitHere46","validation"
"2465splitHere46","18044786splitHere46","getModel()"
"2466splitHere46","18044786splitHere46","prepare"
"2467splitHere46","18044894splitHere46","includeViewParams"
"2468splitHere46","18044894splitHere46","<f:viewParam>"
"2469splitHere46","18044894splitHere46","<f:viewParam>"
"2470splitHere46","18044894splitHere46","name"
"2471splitHere46","18044894splitHere46","search.xhtml"
"2472splitHere46","18044894splitHere46","results.xhtml"
"2473splitHere46","18044894splitHere46","includeViewParams"
"2474splitHere46","18044992splitHere46","reader"
"2475splitHere46","18044992splitHere46","public class ElConverter implements Converter {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Object unmarshall(HierarchicalStreamReader reader, UnmarshallingContext context) {<newline46mondego>        int attInt = Integer.parseInt(reader.getAttribute(<doubleQuotes46>attInt<doubleQuotes46>));<newline46mondego>        double attDbl = Double.parseDouble(reader.getAttribute(<doubleQuotes46>attDbl<doubleQuotes46>));<newline46mondego><newline46mondego>        ...<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean canConvert(Class type) {<newline46mondego>        return El.class.isAssignableFrom(type);<newline46mondego>    }<newline46mondego>"
"2476splitHere46","18044993splitHere46","matches"
"2477splitHere46","18044993splitHere46","String valid = <doubleQuotes46>abc<doubleQuotes46>;<newline46mondego>String invalid = <doubleQuotes46>abc3<doubleQuotes46>;<newline46mondego>Pattern pattern = Pattern.compile(<doubleQuotes46>^\\p{Alpha}+$<doubleQuotes46>); // use \\p{L} for Unicode support<newline46mondego>Matcher matcher = pattern.matcher(valid);<newline46mondego>System.out.println(matcher.matches());<newline46mondego>matcher = pattern.matcher(invalid);<newline46mondego>System.out.println(matcher.matches());<newline46mondego>"
"2478splitHere46","18044993splitHere46","true<newline46mondego>false<newline46mondego>"
"2479splitHere46","18044993splitHere46","+"
"2480splitHere46","18044993splitHere46","*"
"2481splitHere46","18044993splitHere46","java.awt.TextField"
"2482splitHere46","18044993splitHere46","getText()"
"2483splitHere46","18045014splitHere46","java.lang.NullPointerException because your d1 is null<newline46mondego>"
"2484splitHere46","18045014splitHere46","d1=(ImageView)findViewById(R.id.d1);<newline46mondego>"
"2485splitHere46","18045014splitHere46","@Override<newline46mondego>    protected void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.tcp);<newline46mondego>        createDeck();<newline46mondego>        d1=(ImageView)findViewById(R.id.d1);<newline46mondego>        d1.setImageResource(R.drawable.clubs9);<newline46mondego>    }<newline46mondego>"
"2486splitHere46","18045076splitHere46","// Handle XML SAX parser events.<newline46mondego>private ContentHandler contentHandler = new ContentHandler() {<newline46mondego>    public void startDocument() throws SAXException {...}<newline46mondego><newline46mondego>    public void startElement(String uri, String localName, String qName, Attributes atts) throws SAXException {<newline46mondego>        cdata.setLength(0);<newline46mondego>        if(atts == null) return;            <newline46mondego>        // Write out attributes as new rows<newline46mondego>        for(int i = 0; i < atts.getLength(); i++) {<newline46mondego>            System.out.println(atts.getLocalName(i) + <doubleQuotes46>: <doubleQuotes46> + atts.getValue(i));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public void characters(char[] ch, int start, int length) throws SAXException {...}<newline46mondego><newline46mondego>    public void endElement(String uri, String localName, String qName) throws SAXException {...}<newline46mondego><newline46mondego>    // All other events are ignored<newline46mondego>    public void endDocument() throws SAXException {}<newline46mondego>    public void endPrefixMapping(String prefix) throws SAXException {}<newline46mondego>    public void ignorableWhitespace(char[] ch, int start, int length) throws SAXException {}<newline46mondego>    public void processingInstruction(String target, String data) throws SAXException {}<newline46mondego>    public void setDocumentLocator(Locator locator) {}<newline46mondego>    public void skippedEntity(String name) throws SAXException {}<newline46mondego>    public void startPrefixMapping(String prefix, String uri) throws SAXException {}<newline46mondego>};<newline46mondego>"
"2487splitHere46","18045105splitHere46","A someBean = new A();<newline46mondego><newline46mondego>// access properties as Map<newline46mondego>Map<String, Object> properties = BeanUtils.describe(someBean);<newline46mondego>properties.set(<doubleQuotes46>name<doubleQuotes46>,<doubleQuotes46>Fred<doubleQuotes46>);<newline46mondego>BeanUtils.populate(someBean, properties);<newline46mondego><newline46mondego>// access individual properties<newline46mondego>String oldname = BeanUtils.getProperty(someBean,<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>BeanUtils.setProperty(someBean,<doubleQuotes46>name<doubleQuotes46>,<doubleQuotes46>Barny<doubleQuotes46>); <newline46mondego>"
"2488splitHere46","18045154splitHere46","BaseAdapter"
"2489splitHere46","18045154splitHere46","import android.content.Context;<newline46mondego>import android.view.LayoutInflater;<newline46mondego>import android.view.View;<newline46mondego>import android.view.ViewGroup;<newline46mondego>import android.widget.BaseAdapter;<newline46mondego>import android.widget.ImageView;<newline46mondego>import android.widget.TextView;<newline46mondego><newline46mondego>public class CustomAdapter extends BaseAdapter{<newline46mondego><newline46mondego>    private list_cons[] data;<newline46mondego>    private static LayoutInflater inflater=null;<newline46mondego><newline46mondego>    public CustomAdapter(Context context, list_cons[] data){<newline46mondego>        this.data=data;<newline46mondego>        inflater= (LayoutInflater) context.getSystemService(Context.LAYOUT_INFLATER_SERVICE);<newline46mondego>    }<newline46mondego><newline46mondego>    public int getCount(){<newline46mondego>        return data.length;<newline46mondego>    }<newline46mondego><newline46mondego>    public Object getItem(int position){<newline46mondego>        return data[position];<newline46mondego>    }<newline46mondego><newline46mondego>    public long getItemId(int position){<newline46mondego>        return position;<newline46mondego>    }<newline46mondego><newline46mondego>    public View getView(int position, View convertView, ViewGroup parent){<newline46mondego><newline46mondego>        View current= convertView;<newline46mondego>        if(convertView==null)<newline46mondego>            current = inflater.inflate(R.layout.list_item,null);<newline46mondego><newline46mondego>        TextView name = (TextView) current.findViewById(R.id.genre_name);<newline46mondego>        ImageView imag = (ImageView) current.findViewById(R.id.list_image);<newline46mondego><newline46mondego>        //Setting all values in ListView<newline46mondego><newline46mondego>        name.setText(data[position].title);<newline46mondego>        imag.setImageResource(data[position].image_id);<newline46mondego><newline46mondego>        return current; <newline46mondego><newline46mondego>    }//end of method getView :)<newline46mondego><newline46mondego>}<newline46mondego>"
"2490splitHere46","18045154splitHere46","list_item"
"2491splitHere46","18045154splitHere46","list_cons"
"2492splitHere46","18045324splitHere46","finalize"
"2493splitHere46","18045324splitHere46","PhantomReference"
"2494splitHere46","18045324splitHere46","public class FileReference extends PhantomReference<CachedImage> {<newline46mondego>  private final File _file;<newline46mondego><newline46mondego>  public FileReference(CachedImage img, ReferenceQueue<CachedImage> q, File f) {<newline46mondego>    super(img, q);<newline46mondego>    _file = f;<newline46mondego>  }<newline46mondego><newline46mondego>  public File getFile() {<newline46mondego>    _file;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"2495splitHere46","18045324splitHere46","public class CachedImage {<newline46mondego><newline46mondego>    private static final ReferenceQueue<CachedImage> <newline46mondego>            refQue = new ReferenceQueue<CachedImage>();<newline46mondego><newline46mondego>    static {<newline46mondego>        Thread t = new Thread() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    while (true) {<newline46mondego>                        FileReference ref = (FileReference)refQue.remove();<newline46mondego>                        File f = ref.getFile();<newline46mondego>                        f.delete();<newline46mondego>                    }<newline46mondego>                } catch (Throwable t) {<newline46mondego>                    _log.error(t);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        };<newline46mondego>        t.setDaemon(true);<newline46mondego>        t.start();<newline46mondego>    }<newline46mondego><newline46mondego>    private final FileReference _ref;<newline46mondego><newline46mondego>    public CachedImage(BufferedImage bi, File tempFile) {<newline46mondego>        tempFile.deleteOnExit();<newline46mondego>        saveAndFree(bi, tempFile);<newline46mondego>        _ref = new FileReference<CachedImage>(this, refQue, tempFile);<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
