"1splitHere46","4769825splitHere46","java -classpath . ServerMain<newline46mondego>"
"737splitHere46","4799525splitHere46","public final class MyReference<T> extends ReentrantLock implements Comparable<MyReference<T>> {<newline46mondego>    public MyReference() {<newline46mondego>        id = counter.incrementAndGet();<newline46mondego>    }<newline46mondego><newline46mondego>    public void swap(MyReference<T> other) {<newline46mondego>        if (id < other.id) {<newline46mondego>            lock();<newline46mondego>            other.lock();<newline46mondego>        } else {<newline46mondego>            other.lock();<newline46mondego>            lock();<newline46mondego>        }<newline46mondego>        final T tmp = value;<newline46mondego>        value = other.value;<newline46mondego>        other.value = tmp;<newline46mondego>        unlock();<newline46mondego>        other.unlock();<newline46mondego>    }<newline46mondego><newline46mondego>    public static <T> List<T> consistentGet(List<MyReference<T>> references) {<newline46mondego>        final ArrayList<MyReference<T>> sortedReferences = Lists.newArrayList(references);<newline46mondego>        Collections.sort(sortedReferences);<newline46mondego>        for (val r : sortedReferences) r.lock();<newline46mondego>        final List<T> result = Lists.newArrayListWithExpectedSize(sortedReferences.size());<newline46mondego>        for (val r : references) result.add(r.value);<newline46mondego>        for (val r : sortedReferences) r.unlock();<newline46mondego>        return result;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int compareTo(MyReference<T> o) {<newline46mondego>        return id < o.id ? -1 : id > o.id ? 1 : 0;<newline46mondego>    }<newline46mondego><newline46mondego>    private final static AtomicInteger counter = new AtomicInteger();<newline46mondego><newline46mondego>    private T value;<newline46mondego>    private final int id;<newline46mondego>}<newline46mondego>"
"738splitHere46","4799740splitHere46","final JLabel label = new JLabel();<newline46mondego>JButton button = new JButton();<newline46mondego>button.addActionListener(new ActionListener() {<newline46mondego>    public void actioPerformed(ActionEvent ev) {<newline46mondego>         Thread workerThread = new Thread() {<newline46mondego>               public void run() {<newline46mondego>                     //do long running job then update ui<newline46mondego>                   SwingUtilities.invokeLater(new Runnable() {<newline46mondego>                           public void run(){<newline46mondego>                               label.setText(<doubleQuotes46>Operation has finished<doubleQuotes46>);<newline46mondego>                           }<newline46mondego>                    });<newline46mondego><newline46mondego>               }<newline46mondego>         }.start();    <newline46mondego>    }<newline46mondego>});<newline46mondego>"
"739splitHere46","4799953splitHere46","Session"
"740splitHere46","4799953splitHere46","Session"
"741splitHere46","4799953splitHere46","null"
"742splitHere46","4799953splitHere46","Session"
"743splitHere46","4799953splitHere46","null"
"744splitHere46","4799953splitHere46","null"
"745splitHere46","4800091splitHere46","sun.jdbc.odbc.JdbcOdbcResultSet"
"746splitHere46","4800091splitHere46","resultSet.getString(...)"
"747splitHere46","4800091splitHere46","getString()"
"748splitHere46","4800091splitHere46","ResultSet"
"749splitHere46","4800091splitHere46","LogWriter"
"750splitHere46","4800091splitHere46","java.sql.DriverManager.setLogWriter(new PrintWriter(System.out));<newline46mondego>"
"751splitHere46","4800091splitHere46","DriverManager.getConnection(<doubleQuotes46>jdbc:odbc:testdbodbc<doubleQuotes46>)<newline46mondego>JdbcOdbcDriver class loaded<newline46mondego>registerDriver: driver[className=sun.jdbc.odbc.JdbcOdbcDriver,sun.jdbc.odbc.JdbcOdbcDriver@7b479feb]<newline46mondego>DriverManager.initialize: jdbc.drivers = null<newline46mondego>JDBC DriverManager initialized<newline46mondego>    trying driver[className=sun.jdbc.odbc.JdbcOdbcDriver,sun.jdbc.odbc.JdbcOdbcDriver@7b479feb]<newline46mondego>*Driver.connect (jdbc:odbc:testdbodbc)<newline46mondego>JDBC to ODBC Bridge: Checking security<newline46mondego>No SecurityManager present, assuming trusted application/applet<newline46mondego>JDBC to ODBC Bridge 2.0001<newline46mondego>Current Date/Time: Wed Jan 26 00:31:27 CET 2011<newline46mondego>Loading JdbcOdbc library<newline46mondego>Allocating Environment handle (SQLAllocEnv)<newline46mondego>hEnv=115724512<newline46mondego>Allocating Connection handle (SQLAllocConnect)<newline46mondego>hDbc=116219184<newline46mondego>Connecting (SQLDriverConnect), hDbc=116219184, szConnStrIn=DSN=testdbodbc<newline46mondego>RETCODE = 1<newline46mondego>WARNING - Generating SQLWarning...<newline46mondego>SQLWarning: reason([Microsoft][ODBC SQL Server Driver][SQL Server]Changed database context to 'master'.) SQLState(01000) vendor code(5701)<newline46mondego>SQLWarning: reason([Microsoft][ODBC SQL Server Driver][SQL Server]Changed language setting to us_english.) SQLState(01000) vendor code(5703)<newline46mondego>*Connection.getMetaData<newline46mondego>*DatabaseMetaData.getDriverName<newline46mondego>Get connection info string (SQLGetInfo), hDbc=116219184, fInfoType=6, len=300<newline46mondego>SQLSRV32.DLL<newline46mondego>*DatabaseMetaData.getDriverVersion<newline46mondego>Get connection info string (SQLGetInfo), hDbc=116219184, fInfoType=7, len=300<newline46mondego>06.01.7600<newline46mondego>*DatabaseMetaData.getDriverName<newline46mondego>Get connection info string (SQLGetInfo), hDbc=116219184, fInfoType=6, len=300<newline46mondego>SQLSRV32.DLL<newline46mondego>Driver name:    JDBC-ODBC Bridge (SQLSRV32.DLL)<newline46mondego>*DatabaseMetaData.getDriverVersion<newline46mondego>"
"752splitHere46","4800091splitHere46","getString()"
"753splitHere46","4800091splitHere46","Get string data (SQLGetData), hStmt=108067024, column=3, maxLen=257<newline46mondego>RETCODE = 100<newline46mondego>ERROR - No data found<newline46mondego>java.sql.SQLException: No data found<newline46mondego>at sun.jdbc.odbc.JdbcOdbc.standardError(JdbcOdbc.java:7138)<newline46mondego>at sun.jdbc.odbc.JdbcOdbc.SQLGetDataString(JdbcOdbc.java:3907)<newline46mondego>at sun.jdbc.odbc.JdbcOdbcResultSet.getDataString(JdbcOdbcResultSet.java:5698)<newline46mondego>at sun.jdbc.odbc.JdbcOdbcResultSet.getString(JdbcOdbcResultSet.java:354)<newline46mondego>at sun.jdbc.odbc.JdbcOdbcResultSet.getString(JdbcOdbcResultSet.java:411)<newline46mondego>at sandbox.DatabaseMetadataTest.testDBMetadata(DatabaseMetadataTest.java:27)<newline46mondego>"
"754splitHere46","4800151splitHere46","<!-- there is a bug in maven causing it to resolve test-jar types<newline46mondego>       at compile time rather than test-compile.  Move the compilation <newline46mondego>       of the test classes earlier in the build cycle --><newline46mondego>  <plugin><newline46mondego>    <artifactId>maven-compiler-plugin</artifactId><newline46mondego>    <executions><newline46mondego>      <execution><newline46mondego>        <id>default-testCompile</id><newline46mondego>        <phase>compile</phase><newline46mondego>        <goals><newline46mondego>          <goal>testCompile</goal><newline46mondego>        </goals><newline46mondego>      </execution><newline46mondego>    </execution><newline46mondego>  </plugin><newline46mondego>"
"755splitHere46","4800179splitHere46","String blurredText = text.replaceAll(<doubleQuotes46>(?<=\\S) (?=\\S)<doubleQuotes46>, <doubleQuotes46>.<doubleQuotes46>);<newline46mondego>String[] blurredLines = text.split(<doubleQuotes46>\r\n?|\n<doubleQuotes46>);<newline46mondego><newline46mondego>int maxRowLength = 0;<newline46mondego>for (String blurredLine : blurredLines) {<newline46mondego>  maxRowLength = Math.max(maxRowLength, blurredLine.length());<newline46mondego>}<newline46mondego><newline46mondego>int[] columnCounts = new int[maxRowLength];<newline46mondego>for (String blurredLine : blurredLines) {<newline46mondego>  for (int i = 0, n = blurredLine.length(); i < n; ++i) {<newline46mondego>    if (blurredLine.charAt(i) != ' ') { ++columnCounts[i]; } <newline46mondego>  }<newline46mondego>}    <newline46mondego><newline46mondego>// Look for runs of zero of at least length 3.<newline46mondego>// Alternatively, you might look for the n longest runs of zeros.<newline46mondego>// Alternatively, you might look for runs of length min(columnCounts) to ignore<newline46mondego>// horizontal rules.<newline46mondego><newline46mondego>int minBreakLen = 3;  // A tuning parameter.<newline46mondego>List<Integer> breaks = new ArrayList<Integer>();<newline46mondego>outer: for (int i = 0; i < maxRowLength - minBreakLen; ++i) {<newline46mondego>  if (columnCounts[i] != 0) { continue; }<newline46mondego>  int runLength = 1;<newline46mondego>  while (i + runLength < maxRowLength && 0 == columnCounts[i + runLength]) {<newline46mondego>    ++runLength;<newline46mondego>  }<newline46mondego>  if (runLength >= minBreakLen) {<newline46mondego>    breaks.add(i);<newline46mondego>  }<newline46mondego>  i += runLength - 1;<newline46mondego>}<newline46mondego><newline46mondego>System.out.println(breaks);<newline46mondego>"
"756splitHere46","4800258splitHere46","<bean name=<doubleQuotes46>myJob<doubleQuotes46> class=<doubleQuotes46>org.springframework.scheduling.quartz.MethodInvokingJobDetailFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>concurrent<doubleQuotes46> value=<doubleQuotes46>false<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>targetBeanName<doubleQuotes46> value=<doubleQuotes46>myBean<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>targetMethod<doubleQuotes46> value=<doubleQuotes46>myScheduledMethod<doubleQuotes46>/><newline46mondego>  </bean><newline46mondego><newline46mondego>  <bean id=<doubleQuotes46>myJobTrigger<doubleQuotes46> class=<doubleQuotes46>org.springframework.scheduling.quartz.CronTriggerBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>jobDetail<doubleQuotes46> ref=<doubleQuotes46>myJob<doubleQuotes46>/><newline46mondego>    <!-- every 30s --><newline46mondego>    <property name=<doubleQuotes46>cronExpression<doubleQuotes46> value=<doubleQuotes46>0/30 * * * * ?<doubleQuotes46>/><newline46mondego>  </bean><newline46mondego>"
"757splitHere46","4800258splitHere46","<bean id=<doubleQuotes46>schedulerFactoryBean<doubleQuotes46> class=<doubleQuotes46>org.springframework.scheduling.quartz.SchedulerFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>triggers<doubleQuotes46>><newline46mondego>      <!-- List of batch jobs to be fed to the scheduler. --><newline46mondego>      <list><newline46mondego>        <ref bean=<doubleQuotes46>myTrigger<doubleQuotes46>/><newline46mondego>      </list><newline46mondego>    </property><newline46mondego>  </bean><newline46mondego>"
"758splitHere46","4800258splitHere46","import org.springframework.context.support.ClassPathXmlApplicationContext;<newline46mondego><newline46mondego>public class App <newline46mondego>{<newline46mondego>    public static void main( String[] args ) throws Exception<newline46mondego>    {<newline46mondego>        new ClassPathXmlApplicationContext(<doubleQuotes46>jobs-context.xml<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"759splitHere46","4800384splitHere46","Can't detect initial thread stack location"
"760splitHere46","4800491splitHere46","main()"
"761splitHere46","4800491splitHere46","Main-Class"
"762splitHere46","4800491splitHere46","java -jar jar_file_name_here.jar"
"763splitHere46","4800491splitHere46","java -jar jar_name.jar com.main.class.package.path.here.SomeClassName"
"764splitHere46","4800508splitHere46","@Entity<newline46mondego>public class Tag extends Model {<newline46mondego>    public String name;<newline46mondego>    public String description;<newline46mondego><newline46mondego>    @ManyToMany(mappedBy = <doubleQuotes46>tags<doubleQuotes46>, cascade = CascadeType.ALL)<newline46mondego>    public Set<Rankable> rankables;<newline46mondego>}<newline46mondego>"
"765splitHere46","4800508splitHere46","@Entity<newline46mondego>@Inheritance(strategy = InheritanceType.JOINED)<newline46mondego>public class Rankable extends Model {<newline46mondego>    @ManyToOne(cascade = CascadeType.ALL)<newline46mondego>    public User creator;<newline46mondego><newline46mondego>    public String name;<newline46mondego><newline46mondego>    @ManyToMany()<newline46mondego>    public Set<Tag> tags;<newline46mondego>}<newline46mondego>"
"766splitHere46","4800528splitHere46","@Entity<newline46mondego>@Table(<newline46mondego>    name=<doubleQuotes46>Ranking<doubleQuotes46>,<newline46mondego>    indexes = { @Index(name=<doubleQuotes46>ranking_ix<doubleQuotes46>, columnNames = { <doubleQuotes46>Rankable<doubleQuotes46>, <doubleQuotes46>Criteria<doubleQuotes46> } ) }<newline46mondego>    )<newline46mondego>public class Ranking extends Model {<newline46mondego>    @ManyToOne<newline46mondego>    public Rankable rankable;<newline46mondego><newline46mondego>    @ManyToOne<newline46mondego>    public Criteria criteria;<newline46mondego><newline46mondego>    @Index(name = <doubleQuotes46>ranking_ix<doubleQuotes46>)<newline46mondego>    public double rank;<newline46mondego>}<newline46mondego>"
"767splitHere46","4800547splitHere46","Message msg = Message.obtain();<newline46mondego> msg.what = your flag ;<newline46mondego> handler.post(msg);<newline46mondego>"
"768splitHere46","4800669splitHere46","public static void invokeAll(ForkJoinTask<?> t1, ForkJoinTask<?> t2) {<newline46mondego>    t2.fork();<newline46mondego>    t1.invoke();<newline46mondego>    t2.join();<newline46mondego>}<newline46mondego>"
"769splitHere46","4800669splitHere46","int x;<newline46mondego>volatile int y;<newline46mondego>"
"770splitHere46","4800669splitHere46","public void doWork(){<newline46mondego>   x = 10;<newline46mondego>   y = 5;<newline46mondego>}<newline46mondego>"
"771splitHere46","4800725splitHere46","System.in"
