"1splitHere46","4308085splitHere46","msg.setRecipients()"
"1855splitHere46","4367356splitHere46","import java.util.Scanner;<newline46mondego>public class Palindromes<newline46mondego>{<newline46mondego><newline46mondego>    public static boolean isPal(String s)<newline46mondego>    {<newline46mondego>        if(s.length() == 0 || s.length() == 1)<newline46mondego>            // if length =0 OR 1 then it is<newline46mondego>            return true; <newline46mondego>        if(s.charAt(0) == s.charAt(s.length()-1))<newline46mondego>            // check for first and last char of String:<newline46mondego>            // if they are same then do the same thing for a substring<newline46mondego>            // with first and last char removed. and carry on this<newline46mondego>            // until you string completes or condition fails<newline46mondego>            return isPal(s.substring(1, s.length()-1));<newline46mondego><newline46mondego>        // if its not the case than string is not.<newline46mondego>        return false;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[]args)<newline46mondego>    {<newline46mondego>        Scanner sc = new Scanner(System.in);<newline46mondego>        System.out.println(<doubleQuotes46>type a word to check if its a palindrome or not<doubleQuotes46>);<newline46mondego>        String x = sc.nextLine();<newline46mondego>        if(isPal(x))<newline46mondego>            System.out.println(x + <doubleQuotes46> is a palindrome<doubleQuotes46>);<newline46mondego>        else<newline46mondego>            System.out.println(x + <doubleQuotes46> is not a palindrome<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1856splitHere46","4367443splitHere46","write"
"1857splitHere46","4367445splitHere46","rtfWriter.importRtfDocument(new FileReader(<doubleQuotes46>testfile_in.rtf<doubleQuotes46>)); <newline46mondego>"
"1858splitHere46","4367445splitHere46","RtfWriter2 rtfWriter = RtfWriter2.getInstance(<newline46mondego>    document, new FileOutputStream(<doubleQuotes46>out_file.rtf<doubleQuotes46>)<newline46mondego>); <newline46mondego>document.open(); <newline46mondego>rtfWriter.importRtfDocument(new FileInputStream(<doubleQuotes46>in_file.rtf<doubleQuotes46>), null); <newline46mondego>document.close();<newline46mondego>"
"1859splitHere46","4367602splitHere46","HashMap(int initialCapacity, float loadFactor)"
"1860splitHere46","4367602splitHere46","Hashtable"
"1861splitHere46","4367602splitHere46","0.75"
"1862splitHere46","4367630splitHere46","Reader reader = new InputStreamReader(inputStream);<newline46mondego>"
"1863splitHere46","4367688splitHere46","import javax.swing.*;<newline46mondego>import javax.swing.text.html.parser.ParserDelegator;<newline46mondego><newline46mondego>public class HelloWorldApplet extends JApplet {<newline46mondego>    public void init() {<newline46mondego>       ParserDelegator workaround = new ParserDelegator();<newline46mondego>       applet.add(new JLabel(<doubleQuotes46>Hello Everybody (Text)<doubleQuotes46>), java.awt.BorderLayout.NORTH);<newline46mondego>       applet.add(new JLabel(<doubleQuotes46><html>Hello Everybody (HTML)</html><doubleQuotes46>),  java.awt.BorderLayout.SOUTH);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1864splitHere46","4368171splitHere46","import foo.bar.myClass;<newline46mondego><newline46mondego>.<newline46mondego>.<newline46mondego>.<newline46mondego>myClass ob; // this  will refer to foo.bar.myClass <newline46mondego>foo.myClass ob1 ;//this  will refer to foo.myClass<newline46mondego>"
"1865splitHere46","4368291splitHere46","EditText ipIn = (EditText)findViewById(R.id.wifi_ip_in);<newline46mondego>"
"1866splitHere46","4368291splitHere46","EditText ipIn = (EditText)dialogLayout.findViewById(R.id.wifi_ip_in);<newline46mondego>"
"1867splitHere46","4368587splitHere46","server.xml"
"1868splitHere46","4368587splitHere46","web.xml"
"1869splitHere46","4368587splitHere46","<doubleQuotes46>bad version number<doubleQuotes46>"
"1870splitHere46","4368622splitHere46",".close()"
"1871splitHere46","4368672splitHere46","Map<Integer, Integer[]> map = createLRUMap(128);<newline46mondego><newline46mondego>public static <K, V> Map<K, V> createLRUMap(final int maxSize) {<newline46mondego>    return new LinkedHashMap<K,V>(maxSize, 1, true) {<newline46mondego>        @Override<newline46mondego>        protected boolean removeEldestEntry(Map.Entry<K,V> eldest) {<newline46mondego>            return size() > maxSize;<newline46mondego>        }<newline46mondego>    };<newline46mondego>}<newline46mondego>"
"1872splitHere46","4369118splitHere46","getValueIsAdjusting()"
"1873splitHere46","4369118splitHere46","class AngleSlider implements ChangeListener {<newline46mondego>    public void stateChanged(ChangeEvent e) {<newline46mondego>        JSlider source = (JSlider) e.getSource();<newline46mondego><newline46mondego>        double dAngle = (double)source.getValue();<newline46mondego>        pnlCannon.dCannonAngle=Math.toRadians(dAngle);<newline46mondego>        pnlCannon.repaint();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1874splitHere46","4369118splitHere46","public static void main(String[] args) {<newline46mondego><newline46mondego>    JFrame frame = new JFrame(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego><newline46mondego>    JSlider slider = new JSlider();<newline46mondego><newline46mondego>    slider.addChangeListener(new ChangeListener() {<newline46mondego>        @Override<newline46mondego>        public void stateChanged(ChangeEvent ce) {<newline46mondego>            System.out.println(((JSlider) ce.getSource()).getValue());<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    frame.add(slider);<newline46mondego><newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.setSize(400, 300);<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego>"
"1875splitHere46","4369158splitHere46","addTeacher()"
"1876splitHere46","4369158splitHere46","Teacher"
"1877splitHere46","4369158splitHere46","person"
"1878splitHere46","4369158splitHere46","Person"
"1879splitHere46","4369158splitHere46","teacherList"
"1880splitHere46","4369158splitHere46","Person"
"1881splitHere46","4369158splitHere46","em.find()"
"1882splitHere46","4369158splitHere46","Person"
"1883splitHere46","4369158splitHere46","teacherList"
"1884splitHere46","4369158splitHere46","Teacher"
"1885splitHere46","4369158splitHere46","Person.teacherList"
"1886splitHere46","4369158splitHere46","addTeacher()"
"1887splitHere46","4369240splitHere46","while ((line = reader.readLine()) != null) {<newline46mondego>    insert(line);<newline46mondego>}<newline46mondego>"
"1888splitHere46","4369240splitHere46","PreparedStatement#addBatch()"
"1889splitHere46","4369240splitHere46","#executeBatch()"
"1890splitHere46","4369477splitHere46","public enum MessageType {  <newline46mondego>"
"1891splitHere46","4369477splitHere46","NEW_USER(<doubleQuotes46>String 123<doubleQuotes46>, <doubleQuotes46>A new user was created<doubleQuotes46>);"
"1892splitHere46","4369477splitHere46","private String code, message;"
"1893splitHere46","4369477splitHere46","private MessageType(String code, String message) {"
"1894splitHere46","4369477splitHere46","this.code = code;<newline46mondego><newline46mondego>this.message = message"
"1895splitHere46","4369477splitHere46","}"
"1896splitHere46","4369583splitHere46","java.lang.NullPointerException"
"1897splitHere46","4369583splitHere46","package test;<newline46mondego><newline46mondego><newline46mondego>import org.eclipse.swt.SWT;<newline46mondego>import org.eclipse.swt.layout.GridData;<newline46mondego>import org.eclipse.swt.layout.GridLayout;<newline46mondego>import org.eclipse.swt.widgets.Display;<newline46mondego>import org.eclipse.swt.widgets.Label;<newline46mondego>import org.eclipse.swt.widgets.Shell;<newline46mondego><newline46mondego>public class GUIThread implements Runnable <newline46mondego>{<newline46mondego>    private Display display;<newline46mondego>    private Label label;<newline46mondego>    public Display getDisplay(){<newline46mondego>        return display;<newline46mondego>    }<newline46mondego>    public void run() <newline46mondego>    {<newline46mondego>        display = new Display();<newline46mondego>        Shell shell = new Shell(display);<newline46mondego>        shell.setLayout(new GridLayout());<newline46mondego>        shell.setLayoutData(new GridData(SWT.FILL,SWT.FILL,true,false));<newline46mondego>        label = new Label(shell,SWT.NONE);<newline46mondego>        label.setText(<doubleQuotes46> -- <doubleQuotes46>);<newline46mondego>        shell.open();<newline46mondego>        shell.pack();<newline46mondego><newline46mondego>        while (!shell.isDisposed()) {<newline46mondego>        if (!display.readAndDispatch ()) display.sleep ();<newline46mondego>        }<newline46mondego>        display.dispose();<newline46mondego>    }<newline46mondego><newline46mondego>    public synchronized void update(final int value)<newline46mondego>    {<newline46mondego>        if (display == null || display.isDisposed()) <newline46mondego>            return;<newline46mondego>        display.asyncExec(new Runnable() {<newline46mondego><newline46mondego>            public void run() {<newline46mondego>                label.setText(<doubleQuotes46><doubleQuotes46>+value);<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1898splitHere46","4369583splitHere46","package test;<newline46mondego><newline46mondego>import org.eclipse.swt.widgets.Display;<newline46mondego><newline46mondego>public class Main <newline46mondego>{<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception<newline46mondego>    {<newline46mondego>        final GUIThread gui = new GUIThread();<newline46mondego>        Thread t = new Thread(gui);<newline46mondego>        t.start();<newline46mondego><newline46mondego>        Thread.sleep(3000); // POINT OF FOCUS<newline46mondego>        Display d = gui.getDisplay();<newline46mondego><newline46mondego>        for(int i = 0; i<100; i++)<newline46mondego>        {           <newline46mondego>            System.out.println(i + <doubleQuotes46>  <doubleQuotes46> + d);<newline46mondego>            gui.update(i);  <newline46mondego>            Thread.sleep(500);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1899splitHere46","4369583splitHere46","POINT OF FOCUS"
"1900splitHere46","4369583splitHere46","NullPointerException"
"1901splitHere46","4369583splitHere46","NullPointerException"
"1902splitHere46","4369583splitHere46","wait"
"1903splitHere46","4369583splitHere46","yield"
"1904splitHere46","4369583splitHere46","port"
"1905splitHere46","4369583splitHere46","asynchronously"
"1906splitHere46","4369634splitHere46","private static int[][] matrix = new int[5][5];<newline46mondego><newline46mondego>//set index 1, 2 to 5<newline46mondego>matrix[1][2] = 5;<newline46mondego>"
"1907splitHere46","4369635splitHere46","<result name=<doubleQuotes46>resultName<doubleQuotes46>></result><newline46mondego>"
"1908splitHere46","4369635splitHere46","this.message = <doubleQuotes46>my message<doubleQuotes46>;<newline46mondego>"
"1909splitHere46","4369635splitHere46","$.ajax({<newline46mondego>    url: '/yourAjaxUrl',<newline46mondego>    success: function(data) {<newline46mondego>       var message = data.message;<newline46mondego>       alert('The message is '+message);<newline46mondego>       $('#my_result').html(message);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"1910splitHere46","4369635splitHere46","<result-types><newline46mondego>    <result-type name=<doubleQuotes46>json<doubleQuotes46> class=<doubleQuotes46>com.googlecode.jsonplugin.JSONResult<doubleQuotes46>><newline46mondego>    ...<newline46mondego></result-types><newline46mondego>"
"1911splitHere46","4369706splitHere46","ojbc14"
"1912splitHere46","4369706splitHere46","ojbc14"
"1913splitHere46","4369706splitHere46","ojbc14"
"1914splitHere46","4369787splitHere46","final Uri uri = MediaStore.Audio.Media.EXTERNAL_CONTENT_URI;<newline46mondego>        final String[] cursor_cols = {<newline46mondego>                MediaStore.Audio.Media._ID,<newline46mondego>                MediaStore.Audio.Media.ARTIST,<newline46mondego>                MediaStore.Audio.Media.ALBUM,<newline46mondego>                MediaStore.Audio.Media.TITLE,<newline46mondego>        };<newline46mondego>        final String where = MediaStore.Audio.Media.IS_MUSIC + <doubleQuotes46>=1<doubleQuotes46>;<newline46mondego>        final Cursor cursor = getContentResolver().query(uri, cursor_cols, where, null, null);<newline46mondego>        cursor.moveToNext();<newline46mondego>        final String artist = cursor.getString(_cursor.getColumnIndexOrThrow(MediaStore.Audio.Media.ARTIST));<newline46mondego>        final String album = cursor.getString(_cursor.getColumnIndexOrThrow(MediaStore.Audio.Media.ALBUM));<newline46mondego>        final String track = cursor.getString(_cursor.getColumnIndexOrThrow(MediaStore.Audio.Media.TITLE));<newline46mondego>        doSomethingInteresting(artist, album, track);<newline46mondego>"
"1915splitHere46","4369840splitHere46","11. public static void test(String str) { <newline46mondego>12. if(str == null | str.length() == 0) { <newline46mondego>13. System.out.println(<doubleQuotes46>String is empty<doubleQuotes46>); <newline46mondego>14. } else { <newline46mondego>15. System.out.println(<doubleQuotes46>String is not empty<doubleQuotes46>); <newline46mondego>16. } <newline46mondego>17. }   <newline46mondego>"
"1916splitHere46","4369840splitHere46","31. test(null);   <newline46mondego>"
