"1splitHere46","1970159splitHere46","while(br.ready()){<newline46mondego>     System.out.println(br.readLine());<newline46mondego>}<newline46mondego>"
"1591splitHere46","2027422splitHere46","private static Properties DEFAULT_PROPERTIES = getDefaultProperties();<newline46mondego><newline46mondego>private static Properties getDefaultProperties() {<newline46mondego>    Properties properties = new Properties();<newline46mondego>    try {<newline46mondego>        properties.load(MyClass.class.getResourceAsStream(<doubleQuotes46>myclass.properties<doubleQuotes46>));<newline46mondego>    } catch (IOException e) {<newline46mondego>        throw new ConfigurationException(<doubleQuotes46>Cannot load properties file<doubleQuotes46>, e);<newline46mondego>    }<newline46mondego>    return properties;<newline46mondego>}<newline46mondego>"
"1592splitHere46","2027422splitHere46","ConfigurationException"
"1593splitHere46","2027422splitHere46","RuntimeException"
"1594splitHere46","2027422splitHere46","static"
"1595splitHere46","2027422splitHere46","private static Properties DEFAULT_PROPERTIES = SomeUtil.getProperties(<doubleQuotes46>myclass.properties<doubleQuotes46>);<newline46mondego><newline46mondego>// Put this in a SomeUtil class.<newline46mondego>public static Properties getProperties(String filename) {<newline46mondego>    Properties properties = new Properties();<newline46mondego>    try {<newline46mondego>        properties.load(Thread.currentThread().getContextClassLoader().getResourceAsStream(filename));<newline46mondego>    } catch (IOException e) {<newline46mondego>        throw new ConfigurationException(<doubleQuotes46>Cannot load <doubleQuotes46> + filename, e);<newline46mondego>    }<newline46mondego>    return properties;<newline46mondego>}<newline46mondego>"
"1596splitHere46","2027512splitHere46","transient"
"1597splitHere46","2027544splitHere46","mvn -X"
"1598splitHere46","2027544splitHere46","...<newline46mondego>[INFO] [surefire:test {execution: default-test}]<newline46mondego>[DEBUG] dummy:dummy:jar:1.0 (selected for null)<newline46mondego>[DEBUG]   org.apache.maven.surefire:surefire-booter:jar:2.4.3:runtime (selected for runtime)<newline46mondego>[DEBUG]     org.apache.maven.surefire:surefire-api:jar:2.4.3:runtime (selected for runtime)<newline46mondego>[DEBUG] Adding to surefire booter test classpath: /home/mindas/.m2/repository/org/apache/maven/surefire/surefire-booter/2.4.3/surefire-booter-2.4.3.jar<newline46mondego>[DEBUG] Adding to surefire booter test classpath: /home/mindas/.m2/repository/org/apache/maven/surefire/surefire-api/2.4.3/surefire-api-2.4.3.jar<newline46mondego>[DEBUG] dummy:dummy:jar:1.0 (selected for null)<newline46mondego>[DEBUG]   org.testng:testng:jar:jdk15:5.8:test (selected for test)<newline46mondego>[DEBUG]     junit:junit:jar:3.8.1:test (selected for test)<newline46mondego>[DEBUG] Adding to surefire booter test classpath: /home/mindas/.m2/repository/org/testng/testng/5.8/testng-5.8-jdk15.jar<newline46mondego>[DEBUG] Adding to surefire booter test classpath: /home/mindas/.m2/repository/junit/junit/3.8.1/junit-3.8.1.jar<newline46mondego>[DEBUG] dummy:dummy:jar:1.0 (selected for null)<newline46mondego>[DEBUG] Retrieving parent-POM: org.apache.maven.surefire:surefire-providers:pom:2.4.3 for project: null:surefire-testng:jar:null from the repository.<newline46mondego>[DEBUG] Adding managed dependencies for unknown:surefire-testng<newline46mondego>[DEBUG]   org.apache.maven.surefire:surefire-api:jar:2.4.3<newline46mondego>[DEBUG]   org.apache.maven.surefire:surefire-booter:jar:2.4.3<newline46mondego>[DEBUG]   org.codehaus.plexus:plexus-utils:jar:1.5.1<newline46mondego>[DEBUG]   org.apache.maven.surefire:surefire-testng:jar:2.4.3:test (selected for test)<newline46mondego>[DEBUG]     org.apache.maven:maven-artifact:jar:2.0:test (selected for test)<newline46mondego>[DEBUG]       org.codehaus.plexus:plexus-utils:jar:1.0.4:test (selected for test)<newline46mondego>[DEBUG]     junit:junit:jar:3.8.1:test (selected for test)<newline46mondego>[DEBUG]     org.testng:testng:jar:jdk15:5.7:test (selected for test)<newline46mondego>[DEBUG]     org.apache.maven.surefire:surefire-api:jar:2.4.3:test (selected for test)<newline46mondego>...<newline46mondego>[DEBUG] Test Classpath :<newline46mondego>...<newline46mondego>[DEBUG]   /home/mindas/.m2/repository/junit/junit/4.7/junit-4.7.jar<newline46mondego>"
"1599splitHere46","2027544splitHere46","testng"
"1600splitHere46","2027544splitHere46","Test Classpath"
"1601splitHere46","2027544splitHere46","testng"
"1602splitHere46","2027544splitHere46","<dependency><newline46mondego>  <groupId>org.testng</groupId><newline46mondego>  <artifactId>testng</artifactId><newline46mondego>  <version>5.8</version><newline46mondego>  <scope>test</scope><newline46mondego>  <classifier>jdk15</classifier><newline46mondego></dependency><newline46mondego>"
"1603splitHere46","2027544splitHere46","mvn dependency:tree"
"1604splitHere46","2027544splitHere46","mvn -X"
"1605splitHere46","2027544splitHere46","mvn -X"
"1606splitHere46","2027581splitHere46","SelectionKey"
"1607splitHere46","2027588splitHere46","JFrame"
"1608splitHere46","2027588splitHere46","initGUI()"
"1609splitHere46","2027588splitHere46","pack()"
"1610splitHere46","2027588splitHere46","validate()"
"1611splitHere46","2027588splitHere46","ActionListener"
"1612splitHere46","2027588splitHere46","validate()"
"1613splitHere46","2027641splitHere46","import java.awt.*;<newline46mondego>import java.awt.geom.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class BevelArrows<newline46mondego>{<newline46mondego>    public static void main ( String...args )<newline46mondego>    {<newline46mondego>        SwingUtilities.invokeLater ( new Runnable () {<newline46mondego>            BevelArrows arrows = new BevelArrows();<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run () {<newline46mondego>                JFrame frame = new JFrame ( <doubleQuotes46>Bevel Arrows<doubleQuotes46> );<newline46mondego><newline46mondego>                frame.add ( new JPanel() {<newline46mondego>                    public void paintComponent ( Graphics g ) {<newline46mondego>                        arrows.draw ( ( Graphics2D ) g, getWidth(), getHeight() );<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                , BorderLayout.CENTER );<newline46mondego><newline46mondego>                frame.setSize ( 800, 400 );<newline46mondego>                frame.setDefaultCloseOperation ( JFrame.EXIT_ON_CLOSE );<newline46mondego>                frame.setVisible ( true );<newline46mondego>            }<newline46mondego>        } );<newline46mondego>    }<newline46mondego><newline46mondego>    interface Arrow {<newline46mondego>        void draw ( Graphics2D g );<newline46mondego>    }<newline46mondego><newline46mondego>    Arrow[] arrows = { new LineArrow(), new CurvedArrow() };<newline46mondego><newline46mondego>    void draw ( Graphics2D g, int width, int height )<newline46mondego>    {<newline46mondego>        g.setRenderingHint ( RenderingHints.KEY_ANTIALIASING, RenderingHints.VALUE_ANTIALIAS_ON );<newline46mondego><newline46mondego>        g.setColor ( Color.WHITE );<newline46mondego>        g.fillRect ( 0, 0, width, height );<newline46mondego><newline46mondego>        for ( Arrow arrow : arrows ) {<newline46mondego>            g.setColor ( Color.ORANGE );<newline46mondego>            g.fillRect ( 350, 20, 20, 280 );<newline46mondego><newline46mondego>            g.setStroke ( new BasicStroke ( 20.0f, BasicStroke.CAP_BUTT, BasicStroke.JOIN_BEVEL ) );<newline46mondego>            g.translate ( 0, 60 );<newline46mondego>            arrow.draw ( g );<newline46mondego><newline46mondego>            g.setStroke ( new BasicStroke ( 20.0f, BasicStroke.CAP_BUTT, BasicStroke.JOIN_MITER ) );<newline46mondego>            g.translate ( 0, 100 );<newline46mondego>            arrow.draw ( g );<newline46mondego><newline46mondego>            g.setStroke ( new BasicStroke ( 20.0f, BasicStroke.CAP_BUTT, BasicStroke.JOIN_ROUND ) );<newline46mondego>            g.translate ( 0, 100 );<newline46mondego>            arrow.draw ( g );<newline46mondego><newline46mondego>            g.translate ( 400, -260 );<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    static class LineArrow  implements Arrow<newline46mondego>    {<newline46mondego>        public void draw ( Graphics2D g )<newline46mondego>        {<newline46mondego>            // where the control point for the intersection of the V needs calculating<newline46mondego>            // by projecting where the ends meet<newline46mondego><newline46mondego>            float arrowRatio = 0.5f;<newline46mondego>            float arrowLength = 80.0f;<newline46mondego><newline46mondego>            BasicStroke stroke = ( BasicStroke ) g.getStroke();<newline46mondego><newline46mondego>            float endX = 350.0f;<newline46mondego><newline46mondego>            float veeX;<newline46mondego><newline46mondego>            switch ( stroke.getLineJoin() ) {<newline46mondego>                case BasicStroke.JOIN_BEVEL:<newline46mondego>                    // IIRC, bevel varies system to system, this is approximate<newline46mondego>                    veeX = endX - stroke.getLineWidth() * 0.25f;<newline46mondego>                    break;<newline46mondego>                default:<newline46mondego>                case BasicStroke.JOIN_MITER:<newline46mondego>                    veeX = endX - stroke.getLineWidth() * 0.5f / arrowRatio;<newline46mondego>                    break;<newline46mondego>                case BasicStroke.JOIN_ROUND:<newline46mondego>                    veeX = endX - stroke.getLineWidth() * 0.5f;<newline46mondego>                    break;<newline46mondego>            }<newline46mondego><newline46mondego>            // vee<newline46mondego>            Path2D.Float path = new Path2D.Float();<newline46mondego><newline46mondego>            path.moveTo ( veeX - arrowLength, -arrowRatio*arrowLength );<newline46mondego>            path.lineTo ( veeX, 0.0f );<newline46mondego>            path.lineTo ( veeX - arrowLength, arrowRatio*arrowLength );<newline46mondego><newline46mondego>            g.setColor ( Color.BLUE );<newline46mondego>            g.draw ( path );<newline46mondego><newline46mondego>            // stem for exposition only<newline46mondego>            g.setColor ( Color.YELLOW );<newline46mondego>            g.draw ( new Line2D.Float ( 50.0f, 0.0f, veeX, 0.0f ) );<newline46mondego><newline46mondego>            // in practice, move stem back a bit as rounding errors<newline46mondego>            // can make it poke through the sides of the Vee<newline46mondego>            g.setColor ( Color.RED );<newline46mondego>            g.draw ( new Line2D.Float ( 50.0f, 0.0f, veeX - stroke.getLineWidth() * 0.25f, 0.0f ) );<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    static class CurvedArrow  implements Arrow<newline46mondego>    {<newline46mondego>        // to draw a nice curved arrow, fill a V shape rather than stroking it with lines<newline46mondego>        public void draw ( Graphics2D g )<newline46mondego>        {<newline46mondego>            // as we're filling rather than stroking, control point is at the apex,<newline46mondego><newline46mondego>            float arrowRatio = 0.5f;<newline46mondego>            float arrowLength = 80.0f;<newline46mondego><newline46mondego>            BasicStroke stroke = ( BasicStroke ) g.getStroke();<newline46mondego><newline46mondego>            float endX = 350.0f;<newline46mondego><newline46mondego>            float veeX = endX - stroke.getLineWidth() * 0.5f / arrowRatio;<newline46mondego><newline46mondego>            // vee<newline46mondego>            Path2D.Float path = new Path2D.Float();<newline46mondego><newline46mondego>            float waisting = 0.5f;<newline46mondego><newline46mondego>            float waistX = endX - arrowLength * 0.5f;<newline46mondego>            float waistY = arrowRatio * arrowLength * 0.5f * waisting;<newline46mondego>            float arrowWidth = arrowRatio * arrowLength;<newline46mondego><newline46mondego>            path.moveTo ( veeX - arrowLength, -arrowWidth );<newline46mondego>            path.quadTo ( waistX, -waistY, endX, 0.0f );<newline46mondego>            path.quadTo ( waistX, waistY, veeX - arrowLength, arrowWidth );<newline46mondego><newline46mondego>            // end of arrow is pinched in<newline46mondego>            path.lineTo ( veeX - arrowLength * 0.75f, 0.0f );<newline46mondego>            path.lineTo ( veeX - arrowLength, -arrowWidth );<newline46mondego><newline46mondego>            g.setColor ( Color.BLUE );<newline46mondego>            g.fill ( path );<newline46mondego><newline46mondego>            // move stem back a bit<newline46mondego>            g.setColor ( Color.RED );<newline46mondego>            g.draw ( new Line2D.Float ( 50.0f, 0.0f, veeX - arrowLength * 0.5f, 0.0f ) );<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
