"1splitHere46","10107861splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Image;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.ImageIcon;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego><newline46mondego>public class ShowImage {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Debug Frame<doubleQuotes46>);<newline46mondego>        frame.setSize(200, 200);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        Image image = null;<newline46mondego>        JLabel label = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            image = ImageIO.read(new File(<doubleQuotes46>c:/scratch/hotdog.jpg<doubleQuotes46>));<newline46mondego>            label = new JLabel(new ImageIcon(image));<newline46mondego>        } catch (IOException e) {<newline46mondego>            label.setText(<doubleQuotes46>Image loading failed<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        frame.add(label,BorderLayout.CENTER);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"580splitHere46","10120924splitHere46","private final class ClickableHeader extends SimplePanel {<newline46mondego><newline46mondego>private ClickableHeader() {<newline46mondego>  // Anchor is used to allow keyboard access.<newline46mondego>  super(DOM.createAnchor());<newline46mondego>  Element elem = getElement();<newline46mondego>  DOM.setElementProperty(elem, <doubleQuotes46>href<doubleQuotes46>, <doubleQuotes46>javascript:void(0);<doubleQuotes46>);<newline46mondego>  // Avoids layout problems from having blocks in inlines.<newline46mondego>  DOM.setStyleAttribute(elem, <doubleQuotes46>display<doubleQuotes46>, <doubleQuotes46>block<doubleQuotes46>);<newline46mondego>  sinkEvents(Event.ONCLICK);<newline46mondego>  setStyleName(STYLENAME_HEADER);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public void onBrowserEvent(Event event) {<newline46mondego>  // no need to call super.<newline46mondego>  switch (DOM.eventGetType(event)) {<newline46mondego>    case Event.ONCLICK:<newline46mondego>      // Prevent link default action.<newline46mondego>      DOM.eventPreventDefault(event);<newline46mondego>      setOpen(!isOpen);<newline46mondego>  }<newline46mondego>}<newline46mondego>}<newline46mondego>"
"581splitHere46","10120924splitHere46","@UiField<newline46mondego>DisclosurePanel p;<newline46mondego><newline46mondego>//call this somewhere once on widget creation to <newline46mondego>//prevent header's default click handler<newline46mondego>private void myInit()<newline46mondego>{<newline46mondego>    p.getHeader().unsinkEvents(Event.ONCLICK);<newline46mondego>}<newline46mondego><newline46mondego>@UiHandler(<doubleQuotes46>info<doubleQuotes46>)<newline46mondego>public void onInfoClicked(ClickEvent event)<newline46mondego>{<newline46mondego>   //trigger <doubleQuotes46>standard<doubleQuotes46> click handler if you want<newline46mondego>   if(someCondition) {<newline46mondego>       //convert GwtEvent descendant to NativeEvent descendant;<newline46mondego>       p.getHeader().onBrowserEvent(event.getNativeEvent().<Event> cast());<newline46mondego>   }<newline46mondego><newline46mondego>   // do something custom, but do not open/close the disclosurepanel<newline46mondego>}<newline46mondego>"
"582splitHere46","10121042splitHere46","final JScrollPane jScrollPane = new JScrollPane(list,<newline46mondego>     JScrollPane.VERTICAL_SCROLLBAR_AS_NEEDED,<newline46mondego>     JScrollPane.HORIZONTAL_SCROLLBAR_AS_NEEDED);<newline46mondego><newline46mondego>final JPanel panel = new JPanel(new BorderLayout(BORDER_SIZE, BORDER_SIZE));<newline46mondego>panel.setBorder(BorderFactory.createEmptyBorder(BORDER_SIZE, BORDER_SIZE, <newline46mondego>      BORDER_SIZE, BORDER_SIZE));<newline46mondego><newline46mondego>panel.add(jScrollPane);<newline46mondego>"
"583splitHere46","10121071splitHere46","GridLayout"
"584splitHere46","10121071splitHere46","WEST"
"585splitHere46","10121071splitHere46","CENTER"
"586splitHere46","10121071splitHere46","BorderLayout"
"587splitHere46","10121071splitHere46","WEST"
"588splitHere46","10121071splitHere46","GroupLayout"
"589splitHere46","10121255splitHere46","new SyncData().execute();<newline46mondego>"
"590splitHere46","10121255splitHere46","new SyncData(this).execute();<newline46mondego>"
"591splitHere46","10121255splitHere46","public SyncData(AsyncTaskCompleteListener<String> callback)<newline46mondego> {<newline46mondego>      this.callback = callback;<newline46mondego> }<newline46mondego>"
"592splitHere46","10121315splitHere46","OutputStream os = openFile();<newline46mondego>try {<newline46mondego>  if (os.getChannel().tryLock() == null) return;<newline46mondego>  ... write to the file ...<newline46mondego>}<newline46mondego>finally { os.close(); } // this automatically releases the lock<newline46mondego>"
"593splitHere46","10121359splitHere46","//  Loop over the file and for each word:<newline46mondego>//<newline46mondego>//      Compute a hash of the word. <newline46mondego>//      Convert the hash to a number by some means (skip if possible).<newline46mondego>//      If the number is odd then skip to the next word. <newline46mondego>//      Use conventional means to store the distinct word. <newline46mondego>//<newline46mondego>//  Do something with all the distinct words. <newline46mondego>"
"594splitHere46","10121359splitHere46","even"
"595splitHere46","10121359splitHere46","odd"
"596splitHere46","10121359splitHere46","number MOD X"
"597splitHere46","10121415splitHere46","String saveExtra = null; <newline46mondego>private static String DATABASE_NAME = <doubleQuotes46>save<doubleQuotes46> ;<newline46mondego>"
"598splitHere46","10121415splitHere46","String saveExtra = getIntent().getStringExtra(<doubleQuotes46>save<doubleQuotes46>);<newline46mondego>DATABASE_NAME += saveExtra;<newline46mondego>"
"599splitHere46","10121522splitHere46","Transformer transformer = TransformerFactory.newInstance().newTransformer();<newline46mondego>transformer.setOutputProperty(OutputKeys.INDENT, <doubleQuotes46>yes<doubleQuotes46>);        <newline46mondego>StringWriter sw = new StringWriter();<newline46mondego>StreamResult result = new StreamResult(sw);<newline46mondego>DOMSource source = new DOMSource(xmldoc1);<newline46mondego>transformer.transform(source, result);<newline46mondego>String xmlString = sw.toString();<newline46mondego>"
"600splitHere46","10121576splitHere46","((TabActivity) getParent()).getTabHost()<newline46mondego>"
"601splitHere46","10121689splitHere46","<!DOCTYPE html PUBLIC <doubleQuotes46>-//W3C//DTD HTML 4.01 Transitional//EN<doubleQuotes46>     <doubleQuotes46>http://www.w3.org/TR/html4/loose.dtd<doubleQuotes46>><newline46mondego><html><newline46mondego><head><newline46mondego><meta http-equiv=<doubleQuotes46>Content-Type<doubleQuotes46> content=<doubleQuotes46>text/html; charset=ISO-8859-1<doubleQuotes46>><newline46mondego><title>Anacom</title><newline46mondego> <script type=<doubleQuotes46>text/javascript<doubleQuotes46> language=<doubleQuotes46>javascript<doubleQuotes46> src=<doubleQuotes46>anacom/anacom.nocache.js<doubleQuotes46>></script><newline46mondego></head><newline46mondego><body><newline46mondego><newline46mondego><h1>Anacom</h1><newline46mondego><div id=<doubleQuotes46>contents<doubleQuotes46>></div><newline46mondego><newline46mondego></body><newline46mondego></html><newline46mondego>"
"602splitHere46","10122089splitHere46","Class.getEnumConstants()"
"603splitHere46","10122089splitHere46","getCode()"
"604splitHere46","10122089splitHere46","interface Encodable {<newline46mondego>    Integer getCode();<newline46mondego>}<newline46mondego><newline46mondego>public static <T extends Enum<T> & Encodable> T getValueOf(Class<T> enumClass, Integer code) {<newline46mondego>    for (T e : enumClass.getEnumConstants()) {<newline46mondego>        if (e.getCode().equals(code)) {<newline46mondego>            return e;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    throw new IllegalArgumentException(<doubleQuotes46>No enum const <doubleQuotes46> + enumClass.getName() + <doubleQuotes46> for code \'<doubleQuotes46> + code<newline46mondego>            + <doubleQuotes46>\'<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>public enum MyEnum implements Encodable {<newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>MyEnum e = getValueOf(MyEnum.class, 10);<newline46mondego>"
"605splitHere46","10122241splitHere46","ArrayList<? extends Interface>"
"606splitHere46","10122335splitHere46","stage.getIcons().add(new Image(<doubleQuotes46>file:icon.png<doubleQuotes46>));<newline46mondego>"
"607splitHere46","10122397splitHere46","private final Object[] objects = new Object[5];<newline46mondego>private final boolean[] referenced = new boolean[objects.length];<newline46mondego>private int clock = 0;<newline46mondego><newline46mondego>public Object getOrCache(Object obj) {<newline46mondego>    for (int i = 0, objectsLength = objects.length; i < objectsLength; i++) {<newline46mondego>        Object o = objects[i];<newline46mondego>        if (obj.equals(o)) {<newline46mondego>            referenced[i] = true;<newline46mondego>            return obj;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    while(referenced[clock]) {<newline46mondego>        referenced[clock] = false;<newline46mondego>        incrClock();<newline46mondego>    }<newline46mondego>    objects[clock] = obj;<newline46mondego>    incrClock();<newline46mondego>    return obj;<newline46mondego>}<newline46mondego><newline46mondego>private void incrClock() {<newline46mondego>    if (++clock >= objects.length)<newline46mondego>        clock = 0;<newline46mondego>}<newline46mondego>"
"608splitHere46","10122397splitHere46","private final Object[] objects= new Object[5];<newline46mondego>private int clock = 0;<newline46mondego><newline46mondego>public Object getOrCache(Object obj) {<newline46mondego>   for(Object o: objects) <newline46mondego>       if (obj.equals(o))<newline46mondego>           return obj;<newline46mondego>   objects[clock++ % objects.length] = obj;<newline46mondego>   return obj;<newline46mondego>}<newline46mondego>"
"609splitHere46","10122549splitHere46","$JETTY_HOME/lib/ext"
"610splitHere46","10122829splitHere46","setText()"
"611splitHere46","10122829splitHere46","Thread.sleep(int)"
"612splitHere46","10122829splitHere46","setText()"
"613splitHere46","10122829splitHere46","invokeLater()"
"614splitHere46","10122829splitHere46","Runnable#run()"
"615splitHere46","10122829splitHere46","util.Timer#run()"
"616splitHere46","10122829splitHere46","Thread.sleep(int)"
"617splitHere46","10122829splitHere46","EventDispatchThread"
"618splitHere46","10122829splitHere46","CommPort"
"619splitHere46","10122829splitHere46","ActionListener"
"620splitHere46","10122829splitHere46","ActionListener"
"621splitHere46","10122829splitHere46","JLabel"
"622splitHere46","10122829splitHere46","CommPort"
"623splitHere46","10122829splitHere46","Runnable.Thread"
"624splitHere46","10122829splitHere46","util.Timer"
"625splitHere46","10122829splitHere46","Thread.sleep()"
"626splitHere46","10122829splitHere46","SwingWorker"
"627splitHere46","10122829splitHere46","Thread.sleep()"
"628splitHere46","10122829splitHere46","util.Timer"
"629splitHere46","10122829splitHere46","doInBackground()"
"630splitHere46","10122829splitHere46","publish()"
"631splitHere46","10122829splitHere46","process()"
"632splitHere46","10122829splitHere46","EDT"
"633splitHere46","10122852splitHere46","List list = doc.selectNodes(<newline46mondego>   <doubleQuotes46>//root/menu/group[@title=<doubleQuotes46> + menuTitle + <doubleQuotes46>]/operator_id/@name<doubleQuotes46>);<newline46mondego>"
"634splitHere46","10122852splitHere46","//"
"635splitHere46","10122852splitHere46","/"
"636splitHere46","10122852splitHere46","List list = doc.selectNodes(<newline46mondego>   <doubleQuotes46>//root/menu/group[@title='<doubleQuotes46> + menuTitle + <doubleQuotes46>']/operator_id/@name<doubleQuotes46>);<newline46mondego>"
"637splitHere46","10122852splitHere46","List list = doc.selectNodes(<newline46mondego>   <doubleQuotes46>//root/menu/group[@title=\<doubleQuotes46><doubleQuotes46> + menuTitle + <doubleQuotes46>\<doubleQuotes46>]/operator_id/@name<doubleQuotes46>);<newline46mondego>"
"638splitHere46","10122899splitHere46","java.sql.Time"
"639splitHere46","10122899splitHere46","java.sql.Time(int hour, int minute, int second)"
"640splitHere46","10122899splitHere46","System.out.println(new Time(1, 0, 0).getTime()); // Prints -7200000 in UTC+3 timezone<newline46mondego>"
"641splitHere46","10122899splitHere46","java.sql.Time"
"642splitHere46","10122899splitHere46","LocalTime"
"643splitHere46","10122899splitHere46","LocalTime lt = new LocalTime(time);<newline46mondego>"
"644splitHere46","10122899splitHere46","LocalTime"
"645splitHere46","10122899splitHere46","Duration d = new Duration(lt.getMillisOfDay());<newline46mondego>"
"646splitHere46","10123019splitHere46","String"
"647splitHere46","10123019splitHere46","class User{<newline46mondego>    String name;<newline46mondego>}<newline46mondego>"
"648splitHere46","10123019splitHere46","<doubleQuotes46>/><script>evilJavascript()</script>"
"649splitHere46","10123060splitHere46","Border"
"650splitHere46","10123060splitHere46","BorderFactory.createEmptyBorder(int top, int left, int bottom, int right)"
"651splitHere46","10123080splitHere46","getPixel"
"652splitHere46","10123080splitHere46","getPixels"
"653splitHere46","10123080splitHere46","int[] pixels = new int[height * width];<newline46mondego>img.getPixels(pixels, 0, width, 0, 0, width, height);<newline46mondego><newline46mondego>for(int pixel:pixels) {<newline46mondego>    // check the pixel<newline46mondego>}<newline46mondego>"
"654splitHere46","10123253splitHere46","syncronized"
"655splitHere46","10123253splitHere46","volatile"
"656splitHere46","10123253splitHere46","volatile"
"657splitHere46","10123253splitHere46","Foo"
"658splitHere46","10123253splitHere46","volatile"
"659splitHere46","10123281splitHere46","reference"
"660splitHere46","10123281splitHere46","@Configuration<newline46mondego>public Option[] config() {<newline46mondego><newline46mondego>    return options(         <newline46mondego>        bundle(<doubleQuotes46>reference:file:target/classes<doubleQuotes46>),<newline46mondego>        junitBundles(),<newline46mondego>        felix()<newline46mondego>        );<newline46mondego>}<newline46mondego>"
"661splitHere46","10123281splitHere46","knopplerfish()"
"662splitHere46","10123281splitHere46","<build><newline46mondego>    <plugins><newline46mondego>        <plugin><newline46mondego>            <groupId>org.apache.felix</groupId><newline46mondego>            <artifactId>maven-bundle-plugin</artifactId><newline46mondego>            <version>2.3.7</version><newline46mondego>            <extensions>true</extensions><newline46mondego>            <executions><newline46mondego>                <!-- This execution makes sure that the manifest is available <newline46mondego>                    when the tests are executed --><newline46mondego>                <execution><newline46mondego>                    <goals><newline46mondego>                        <goal>manifest</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>            </executions><newline46mondego>        </plugin><newline46mondego>    </plugins><newline46mondego></build><newline46mondego>"
"663splitHere46","10123281splitHere46","package"
"664splitHere46","10123370splitHere46","result"
"665splitHere46","10123414splitHere46","${jdbc.driverClassName}"
"666splitHere46","10123414splitHere46","${database.driverClassName}"
