"1splitHere46","14623876splitHere46","for(int year = 1900; year <= 2012; year++){<newline46mondego>if((year % 4 == 0 && year % 100 != 0) || year % 400 == 0){<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).clear();<newline46mondego>driver.findElement(By.id(<doubleQuotes46>DOB<doubleQuotes46>)).sendKeys(<doubleQuotes46>29/02/<doubleQuotes46> + year);<newline46mondego>}<newline46mondego>}<newline46mondego>"
"623splitHere46","14642299splitHere46","JFileChooser"
"624splitHere46","14642299splitHere46","new File(<doubleQuotes46>/Windows<doubleQuotes46>)   // JFileChooser would start in <doubleQuotes46>\Windows<doubleQuotes46><newline46mondego>new File(<doubleQuotes46>/xWindows<doubleQuotes46>)   // JFileChooser would start in the user's home directory<newline46mondego>"
"625splitHere46","14642299splitHere46","JFileChooser.getSelectedFile()"
"626splitHere46","14642299splitHere46","FileReader()"
"627splitHere46","14642299splitHere46","FileNotFoundException"
"628splitHere46","14642299splitHere46","try{}catch{}"
"629splitHere46","14642299splitHere46","FileReader()"
"630splitHere46","14642299splitHere46","try {<newline46mondego>    CSVReader reader = new CSVReader(new FileReader(file.getAbsolutePath()));<newline46mondego>}catch(FileNotFoundException fnfe) {<newline46mondego>    // handle exception, e.g. show error message<newline46mondego>}<newline46mondego>"
"631splitHere46","14642366splitHere46","Run As -> Run Configurations -> Arguments -> VM Arguments<newline46mondego>"
"632splitHere46","14642366splitHere46","-Duser.timezone=PST<newline46mondego>"
"633splitHere46","14642366splitHere46","for(String id : TimeZone.getAvailableIDs()) {<newline46mondego>    System.out.println(id);<newline46mondego>}<newline46mondego>"
"634splitHere46","14642366splitHere46","Etc/GMT+12<newline46mondego>Etc/GMT+11<newline46mondego>Pacific/Midway<newline46mondego>Pacific/Niue<newline46mondego>Pacific/Pago_Pago<newline46mondego>Pacific/Samoa<newline46mondego>....<newline46mondego>"
"635splitHere46","14642482splitHere46","^(?![^()]*paragraph).*?\([a-zA-Z]\)<newline46mondego>"
"636splitHere46","14642482splitHere46","multiline"
"637splitHere46","14642482splitHere46","paragraph"
"638splitHere46","14642482splitHere46","([a-zA-Z])"
"639splitHere46","14642482splitHere46","Pattern p=Pattern.compile(<doubleQuotes46>^(?!.*paragraph).*$<doubleQuotes46>,Pattern.MULTILINE);<newline46mondego> Matcher m=p.matcher(input);<newline46mondego> while(m.find())<newline46mondego> {<newline46mondego>     Matcher mm=Pattern.compile(<doubleQuotes46>\\([a-zA-Z]\\)<doubleQuotes46>).matcher(m.group(0));<newline46mondego>     while(mm.find())<newline46mondego>     {<newline46mondego>         System.out.println(mm.group(0));<newline46mondego>     }<newline46mondego> }<newline46mondego>"
"640splitHere46","14642560splitHere46","if(l1 == 2)<newline46mondego>"
"641splitHere46","14642560splitHere46","Long"
"642splitHere46","14642560splitHere46","l1"
"643splitHere46","14642560splitHere46","long"
"644splitHere46","14642560splitHere46","long"
"645splitHere46","14642560splitHere46","int"
"646splitHere46","14642560splitHere46","l1.longValue()"
"647splitHere46","14642560splitHere46","long"
"648splitHere46","14642560splitHere46","Long"
"649splitHere46","14642560splitHere46","Long"
"650splitHere46","14642560splitHere46","long"
"651splitHere46","14642560splitHere46","int"
"652splitHere46","14642995splitHere46","public void add(K key, V value) {<newline46mondego>    concurrentMap.put(key, value);<newline46mondego>    queue.add(key);<newline46mondego>}<newline46mondego><newline46mondego>public V poll() {<newline46mondego>    for(K key; (key = queue.take()) != null;) {<newline46mondego>        V value = concurrentMap.remove(key);<newline46mondego>        if (value != null)<newline46mondego>           return value;<newline46mondego>        // value will be null if it's a duplicate so ignore and look for more.<newline46mondego>    }<newline46mondego>    return null;<newline46mondego>}<newline46mondego>"
"653splitHere46","14643120splitHere46","CircularFifoBuffer"
"654splitHere46","14643120splitHere46","BoundedFifoBuffer"
"655splitHere46","14643120splitHere46","add"
"656splitHere46","14643120splitHere46","public boolean add(Object element) {<newline46mondego>    if (isFull()) {<newline46mondego>        remove();<newline46mondego>    }<newline46mondego>    return super.add(element);<newline46mondego>}<newline46mondego>"
"657splitHere46","14643120splitHere46","BoundedFifoBuffer"
"658splitHere46","14643120splitHere46","CircularFifoBuffer"
"659splitHere46","14643298splitHere46","master"
"660splitHere46","14643298splitHere46","Right click on your project -> Show In -> History"
"661splitHere46","14643415splitHere46","getClass()"
"662splitHere46","14643415splitHere46","Super"
"663splitHere46","14643415splitHere46","Sub"
"664splitHere46","14643415splitHere46","Sub.test"
"665splitHere46","14643415splitHere46","Sub"
"666splitHere46","14643431splitHere46","fft.length/2-2"
"667splitHere46","14643431splitHere46","for(int j=0;j<= fft.length/2-2;j++){<newline46mondego>    amplitude[j]=(fft[i] * fft[i] + fft[i + 1] * fft[i + 1]);<newline46mondego>}<newline46mondego>"
"668splitHere46","14643431splitHere46","ArrayIndexOutOfBoundsException"
"669splitHere46","14643431splitHere46","for(int j=0;j< fft.length/2-2;j++){<newline46mondego>    amplitude[j]=(fft[i] * fft[i] + fft[i + 1] * fft[i + 1]);<newline46mondego>}<newline46mondego>"
"670splitHere46","14643668splitHere46","boolean hasMyName = false;<newline46mondego><newline46mondego>    while (iter.hasNext()) {<newline46mondego>       item = iter.next();<newline46mondego>       String fileName =  item.getName();<newline46mondego>       String fieldName = item.getFieldName();<newline46mondego>       if (item.isFormField()) {<newline46mondego>          String fieldValue = Streams.asString(item.openStream());<newline46mondego>          if (fieldName.equals(<doubleQuotes46>myname<doubleQuotes46>)){ //validating Hidden form tag name<newline46mondego>             hasMyName = true;<newline46mondego>          }<newline46mondego>    }<newline46mondego><newline46mondego>    if ( hasMyName ) {<newline46mondego>        // myname is present, do something<newline46mondego>    }<newline46mondego>"
"671splitHere46","14643771splitHere46","BufferedImage"
"672splitHere46","14643771splitHere46","img"
"673splitHere46","14643771splitHere46","JLabel"
"674splitHere46","14643771splitHere46","JLabel picLabel = new JLabel(new ImageIcon(img));<newline46mondego>imgePanel.add(picLabel);<newline46mondego>imgePanel.revalidate();<newline46mondego>imgePanel.repaint();<newline46mondego>"
"675splitHere46","14643881splitHere46","java.lang.ClassNotFoundException"
"676splitHere46","14643881splitHere46","ClassNotFoundException"
"677splitHere46","14643881splitHere46","java.lang.ClassNotFoundException"
"678splitHere46","14643881splitHere46","/WEB-INF/lib"
"679splitHere46","14643900splitHere46","response.setHeader()"
"680splitHere46","14643900splitHere46","setHeader"
"681splitHere46","14643900splitHere46","IOUtils.copy"
"682splitHere46","14643900splitHere46","String.getBytes()"
"683splitHere46","14643983splitHere46","@JoinColumn(name=<doubleQuotes46>dept_id<doubleQuotes46>)"
"684splitHere46","14643983splitHere46","@JoinColumns(<newline46mondego>    @JoinColumn(name=<doubleQuotes46>dept_number<doubleQuotes46>, referencedColumnName=<doubleQuotes46>number<doubleQuotes46>),<newline46mondego>    @JoinColumn(name=<doubleQuotes46>dept_country<doubleQuotes46>, referencedColumnName=<doubleQuotes46>country<doubleQuotes46>)<newline46mondego>)<newline46mondego>"
"685splitHere46","14643990splitHere46","Right click on the project -> Android Tools -> Rename Application package<newline46mondego>"
"686splitHere46","14644000splitHere46","jLabel1.setIcon(new ImageIcon(<doubleQuotes46>c:\\Users\\xyz\\Documents\\NetBeansProjects\\game\\src\\images.jpg<doubleQuotes46>));<newline46mondego>"
"687splitHere46","14644000splitHere46","jLabel.setIcon(new ImageIcon(getClass().getResource(<doubleQuotes46>/image.jpg<doubleQuotes46>)));<newline46mondego>    jLabel.setText(<doubleQuotes46>jLabel<doubleQuotes46>);<newline46mondego>"
"688splitHere46","14644000splitHere46","image.jpg"
"689splitHere46","14644048splitHere46","setFileType"
"690splitHere46","14644048splitHere46","FTPClient.setFileType(FTP.BINARY_FILE_TYPE);<newline46mondego>"
"691splitHere46","14644215splitHere46","index.do"
"692splitHere46","14644215splitHere46","welcome.do"
"693splitHere46","14644215splitHere46","<security:http auto-config=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>  <security:http-basic/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/welcome.do<doubleQuotes46> access=<doubleQuotes46>ROLE_USER<doubleQuotes46> />  <newline46mondego>  <security:form-login login-page=<doubleQuotes46>/login.do<doubleQuotes46> default-target-url=<doubleQuotes46>/welcome.do<doubleQuotes46><newline46mondego>        authentication-failure-url=<doubleQuotes46>/loginfailed.do<doubleQuotes46> /><newline46mondego>  <security:logout logout-success-url=<doubleQuotes46>/login.do<doubleQuotes46> /><newline46mondego></security:http><newline46mondego>"
"694splitHere46","14644215splitHere46","<security:http auto-config=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>  <security:http-basic/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/css/**<doubleQuotes46> filters=<doubleQuotes46>none<doubleQuotes46>/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/img/**<doubleQuotes46> filters=<doubleQuotes46>none<doubleQuotes46>/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/jscript/**<doubleQuotes46> filters=<doubleQuotes46>none<doubleQuotes46>/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/login.do<doubleQuotes46> filters=<doubleQuotes46>none<doubleQuotes46>/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/loginfailed.do<doubleQuotes46> filters=<doubleQuotes46>none<doubleQuotes46>/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/**<doubleQuotes46> access=<doubleQuotes46>ROLE_USER<doubleQuotes46>/><newline46mondego>  <security:form-login login-page=<doubleQuotes46>/login.do<doubleQuotes46> default-target-url=<doubleQuotes46>/welcome.do<doubleQuotes46><newline46mondego>        authentication-failure-url=<doubleQuotes46>/loginfailed.do<doubleQuotes46> /><newline46mondego>  <security:logout logout-success-url=<doubleQuotes46>/login.do<doubleQuotes46> /><newline46mondego></security:http><newline46mondego>"
"695splitHere46","14644215splitHere46","<security:http auto-config=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>  <security:http-basic/><newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/welcome.do<doubleQuotes46> access=<doubleQuotes46>ROLE_USER<doubleQuotes46> />  <newline46mondego>  <security:intercept-url pattern=<doubleQuotes46>/index.do<doubleQuotes46> access=<doubleQuotes46>ROLE_USER<doubleQuotes46> />  <newline46mondego>  <security:form-login login-page=<doubleQuotes46>/login.do<doubleQuotes46> default-target-url=<doubleQuotes46>/welcome.do<doubleQuotes46><newline46mondego>        authentication-failure-url=<doubleQuotes46>/loginfailed.do<doubleQuotes46> /><newline46mondego>  <security:logout logout-success-url=<doubleQuotes46>/login.do<doubleQuotes46> /><newline46mondego></security:http><newline46mondego>"
"696splitHere46","14644304splitHere46","@Test<newline46mondego>@Ignore(<doubleQuotes46>This fails because of a problem with the specification<doubleQuotes46>)<newline46mondego>public void testWhichFails() {<newline46mondego>}<newline46mondego>"
"697splitHere46","14644469splitHere46","abstract class ParentClass{<newline46mondego>   ...<newline46mondego>}<newline46mondego><newline46mondego>class ChildClass extends ParentClass {<newline46mondego><newline46mondego>   public void SomeChildMethod(){ ... }<newline46mondego>   ...<newline46mondego>}<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego><newline46mondego>ChildClass obj1 = new ChildClass(5);<newline46mondego>ParentClass obj2 = new ChildClass(5);<newline46mondego><newline46mondego>obj1.SomeChildMethod(); // ok<newline46mondego>obj2.SomeChildMethod(); // compilation error <newline46mondego>((ChildClass)obj2).SomeChildMethod(); // ok<newline46mondego>"
"698splitHere46","14644593splitHere46","http://localhost:8080/<your-war-name>/rest/hello/<your-param><newline46mondego>"
"699splitHere46","14644696splitHere46","PGZUserManagerBean$JoomlaLogin.class"
"700splitHere46","14644702splitHere46","class A {<newline46mondego>  private String method1() {<newline46mondego>    return <doubleQuotes46>Hello World!<doubleQuotes46>;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"701splitHere46","14644702splitHere46","import java.lang.reflect.Method;<newline46mondego><newline46mondego>class B {<newline46mondego>  public static void main(String[] args) throws Exception {<newline46mondego>    System.setSecurityManager(new SecurityManager());<newline46mondego>    Class clazz = A.class;<newline46mondego>    Method m = clazz.getDeclaredMethod(<doubleQuotes46>method1<doubleQuotes46>);<newline46mondego>    m.setAccessible(true);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
