"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"3457splitHere46","9961754splitHere46","List<Book> filtered = select(books, <newline46mondego>                having(on(Book.class).getIsbn(), <newline46mondego>                        is(new ISBN(<doubleQuotes46>0-201-63361-2<doubleQuotes46>))));<newline46mondego>"
"3458splitHere46","9961787splitHere46","static public String getPage(String urlString){<newline46mondego>    String result = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    //Access the page<newline46mondego>    try {<newline46mondego>     // Create a URL for the desired page<newline46mondego>     URL url = new URL(urlString);<newline46mondego>     // Read all the text returned by the server<newline46mondego>     BufferedReader in = new BufferedReader(new InputStreamReader(url.openStream()));<newline46mondego>     String str;<newline46mondego>     while ((str = in.readLine()) != null) {<newline46mondego>         // str is one line of text; readLine() strips the newline character(s)<newline46mondego>         result += str;<newline46mondego>     }<newline46mondego>     in.close();             <newline46mondego>    } catch (MalformedURLException e) {<newline46mondego>    } catch (IOException e) {<newline46mondego>    }          <newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"3459splitHere46","9961855splitHere46","InputStream"
"3460splitHere46","9961855splitHere46","BufferedReader"
"3461splitHere46","9961855splitHere46","public static void readTill(InputStream in, OutputStream out, String end) throws IOException {<newline46mondego>    readTill(new BufferedReader(new InputStreamReader(in)), out, end);<newline46mondego>}<newline46mondego><newline46mondego>public static void readTill(BufferedReader in, OutputStream out, String end) throws IOException {<newline46mondego>    // as before<newline46mondego>}<newline46mondego>"
"3462splitHere46","9961902splitHere46","Integer.toString(item.getId());<newline46mondego>"
"3463splitHere46","9961987splitHere46","import java.util.*;<newline46mondego><newline46mondego>public class TestingSets {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        Set<Set<String>> mainSet = new HashSet<Set<String>>();<newline46mondego>        Set<String> s;<newline46mondego>        for (int i=0; i<10; i++){<newline46mondego>            s = new HashSet<String>();<newline46mondego>            s.add(<doubleQuotes46>Hi <doubleQuotes46>+i);<newline46mondego>            mainSet.add(s);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3464splitHere46","9962033splitHere46","try/catch"
"3465splitHere46","9962033splitHere46","TextView tv1; <newline46mondego>TextView tv2; <newline46mondego>TextView tv3; <newline46mondego>Button convert; <newline46mondego>String publicKeyFilename = null; <newline46mondego>String privateKeyFilename = null; <newline46mondego>String ST = <doubleQuotes46>Ebenezersawesome<doubleQuotes46>; <newline46mondego><newline46mondego>@Override public void onCreate(Bundle savedInstanceState) <newline46mondego>{ <newline46mondego>    super.onCreate(savedInstanceState); <newline46mondego>    setContentView(R.layout.main); <newline46mondego>    Log.d(<doubleQuotes46>Ebz<doubleQuotes46>, <doubleQuotes46>Made it to onCreate<doubleQuotes46>); <newline46mondego>    tv1 = (TextView) findViewById(R.id.tv1); <newline46mondego>    tv2 = (TextView) findViewById(R.id.tv2); <newline46mondego>    tv3 = (TextView) findViewById(R.id.tv3); <newline46mondego>    convert = (Button) findViewById(R.id.button1); <newline46mondego><newline46mondego>    try { <newline46mondego>                byte[]plainText = <doubleQuotes46>ST<doubleQuotes46>.getBytes(<doubleQuotes46>UTF8<doubleQuotes46>); <newline46mondego>                Log.d(<doubleQuotes46>Ebz<doubleQuotes46>, <doubleQuotes46>made it to Try Block<doubleQuotes46>); <newline46mondego>                KeyPairGenerator keyGen = <newline46mondego>                    KeyPairGenerator.getInstance(<doubleQuotes46>RSA<doubleQuotes46>); <newline46mondego>                keyGen.initialize(4096); <newline46mondego>                KeyPair key = keyGen.generateKeyPair(); <newline46mondego>                Cipher cipher = <newline46mondego>                    Cipher.getInstance(<doubleQuotes46>RSA/ECB/PKCS1Padding<doubleQuotes46>); <newline46mondego>                tv3.setText(cipher.getProvider().getInfo().toString()); <newline46mondego>                //tv3.setText(ST); <newline46mondego>                cipher.init(Cipher.ENCRYPT_MODE, key.getPublic()); <newline46mondego>                byte[]cipherText = cipher.doFinal(plainText); <newline46mondego>                tv1.setText(new String(cipherText, <doubleQuotes46>UTF8<doubleQuotes46>).toString()); <newline46mondego>                //tv1.setText(ST); <newline46mondego>                byte[]newPlainText = cipher.doFinal(cipherText); <newline46mondego>                tv2.setText(new String(newPlainText, <doubleQuotes46>UTF8<doubleQuotes46>).toString()); <newline46mondego>                //tv2.setText(ST); <newline46mondego>            } catch(Exception e) { <newline46mondego>                System.out.println(<doubleQuotes46>error<doubleQuotes46>); <newline46mondego>            }<newline46mondego>    // tv2.setText(ST); <newline46mondego>    convert.setOnClickListener(new OnClickListener() { <newline46mondego>        public void onClick(View v) { <newline46mondego>            Log.d(<doubleQuotes46>Ebz<doubleQuotes46>, <doubleQuotes46>Made it to onCreate<doubleQuotes46>);  <newline46mondego>        } <newline46mondego>    }); <newline46mondego>}<newline46mondego>"
"3466splitHere46","9962048splitHere46","Item"
"3467splitHere46","9962048splitHere46","Serializable"
"3468splitHere46","9962048splitHere46","Long id"
"3469splitHere46","9962048splitHere46","String value"
"3470splitHere46","9962048splitHere46","equals()"
"3471splitHere46","9962048splitHere46","hashCode()"
"3472splitHere46","9962067splitHere46","SpinnerModel saModel = new SpinnerNumberModel(11, 1, 36, 1);<newline46mondego>  JSpinner saSpinner = new JSpinner(saModel);<newline46mondego>  Dimension d = saSpinner.getSize();<newline46mondego>  d.width = 20;<newline46mondego>  saSpinner.setSize(d);<newline46mondego><newline46mondego>  // Object[] message = { <doubleQuotes46>Choose the key number for sa.<doubleQuotes46>, saSpinner };<newline46mondego><newline46mondego>  JPanel panel = new JPanel();<newline46mondego>  panel.add(new JLabel(<doubleQuotes46>Choose the key number for sa:<doubleQuotes46>));<newline46mondego>  panel.add(saSpinner);<newline46mondego><newline46mondego>  JOptionPane optionPane = new JOptionPane(panel,<newline46mondego>          JOptionPane.PLAIN_MESSAGE, JOptionPane.OK_CANCEL_OPTION);<newline46mondego>  JDialog dialog = optionPane.createDialog(frame, <doubleQuotes46>Change Sa Key<doubleQuotes46>);<newline46mondego>  dialog.setVisible(true);<newline46mondego>"
"3473splitHere46","9962067splitHere46","JOptionPane.showConfirmDialog(...)"
"3474splitHere46","9962067splitHere46","SpinnerModel saModel = new SpinnerNumberModel(11, 1, 36, 1);<newline46mondego>  JSpinner saSpinner = new JSpinner(saModel);<newline46mondego>  Dimension d = saSpinner.getSize();<newline46mondego>  d.width = 20;<newline46mondego>  saSpinner.setSize(d);<newline46mondego><newline46mondego>  JPanel panel = new JPanel();<newline46mondego>  panel.add(new JLabel(<doubleQuotes46>Choose the key number for sa:<doubleQuotes46>));<newline46mondego>  panel.add(saSpinner);<newline46mondego><newline46mondego>  int selection = JOptionPane.showConfirmDialog(frame, panel, <doubleQuotes46>Change Sa Key<doubleQuotes46>, <newline46mondego>          JOptionPane.OK_CANCEL_OPTION, JOptionPane.PLAIN_MESSAGE);<newline46mondego>  if (selection == JOptionPane.OK_OPTION) {<newline46mondego>     System.out.println(<doubleQuotes46>Sa Key is: <doubleQuotes46> + saModel.getValue().toString());<newline46mondego>  }<newline46mondego>"
"3475splitHere46","9962069splitHere46","JComponent"
"3476splitHere46","9962069splitHere46","JPanel"
"3477splitHere46","9962069splitHere46","JComponent"
"3478splitHere46","9962069splitHere46","JPanel"
"3479splitHere46","9962069splitHere46","JToolBar"
"3480splitHere46","9962105splitHere46","import java.util.Scanner;<newline46mondego>public class ChatbotClient<newline46mondego>{<newline46mondego>   public static void main(String[] args)<newline46mondego>    {<newline46mondego>       Scanner input = new Scanner(System.in);<newline46mondego><newline46mondego>       Chatbot t = new Chatbot();<newline46mondego>       System.out.print(<doubleQuotes46>What is your name? <doubleQuotes46>);<newline46mondego>       String name = input.nextLine();<newline46mondego><newline46mondego>       System.out.println(t.introbot());<newline46mondego><newline46mondego>       System.out.print(name + <doubleQuotes46>> <doubleQuotes46>);<newline46mondego>       String reply = input.nextLine();<newline46mondego><newline46mondego>      while (!reply.equalsIgnoreCase(<doubleQuotes46>quit<doubleQuotes46>)){<newline46mondego>        System.out.println(t.getName() + <doubleQuotes46>> <doubleQuotes46> + t.getreply(reply));<newline46mondego>        System.out.print(name + <doubleQuotes46>> <doubleQuotes46>);<newline46mondego>        reply = input.nextLine();<newline46mondego>      }<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"3481splitHere46","9962116splitHere46","MapClass"
"3482splitHere46","9962116splitHere46","Map<String,Foo>"
"3483splitHere46","9962116splitHere46","MapClass"
"3484splitHere46","9962116splitHere46","AbstractProcessor"
"3485splitHere46","9962116splitHere46","@ SupportedAnnotationTypes ( <doubleQuotes46>Name<doubleQuotes46> )"
"3486splitHere46","9962116splitHere46","process"
"3487splitHere46","9962116splitHere46","process"
"3488splitHere46","9962116splitHere46","annotations"
"3489splitHere46","9962116splitHere46","roundEnv"
"3490splitHere46","9962116splitHere46","annotations"
"3491splitHere46","9962116splitHere46","roundEnv"
"3492splitHere46","9962116splitHere46","annotations"
"3493splitHere46","9962116splitHere46","roundEnv"
"3494splitHere46","9962116splitHere46","getElementsAnnotatedWith"
"3495splitHere46","9962116splitHere46","@Name"
"3496splitHere46","9962116splitHere46","AbstractProcessor"
"3497splitHere46","9962116splitHere46","processingEnv"
"3498splitHere46","9962116splitHere46","getFiler"
"3499splitHere46","9962116splitHere46","createSourceFile"
"3500splitHere46","9962116splitHere46","-processorpath /path/to/processor/class[es]"
"3501splitHere46","9962116splitHere46","-processor qualified.name.of.processor"
"3502splitHere46","9962116splitHere46","@Name"
"3503splitHere46","9962116splitHere46","Bar"
"3504splitHere46","9962144splitHere46","name"
"3505splitHere46","9962144splitHere46","num"
"3506splitHere46","9962144splitHere46","Map"
"3507splitHere46","9962144splitHere46","public class Thing<newline46mondego>{<newline46mondego>   private String name;<newline46mondego>   private int    num;<newline46mondego><newline46mondego>   public Thing(String name, int num)<newline46mondego>   {<newline46mondego>       this.name = name;<newline46mondego>       this.num  = num;<newline46mondego>   } <newline46mondego>}<newline46mondego><newline46mondego>public class ThingMap<newline46mondego>{<newline46mondego>    Map<String, Integer> thingMap; <newline46mondego><newline46mondego>    public ThingMap()<newline46mondego>    {<newline46mondego>       this.thingMap = new HashMap<>();<newline46mondego>    }<newline46mondego><newline46mondego>    public void put(Thing t)<newline46mondego>    {<newline46mondego>       String  k = t.getName();<newline46mondego>       Integer v = t.getNum();<newline46mondego><newline46mondego>       if(thingMap.get(k) == null) //no entry exists<newline46mondego>       {<newline46mondego>          thingMap.put(k, v);<newline46mondego>       }<newline46mondego>       else //entry exists<newline46mondego>       {<newline46mondego>          //add to the current value<newline46mondego>          thingMap.put(k, thingMap.get(k) + v);<newline46mondego>       }<newline46mondego>    }<newline46mondego><newline46mondego>    public Integer get(String k)<newline46mondego>    {<newline46mondego>       return this.thingMap.get(k);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class TestThing<newline46mondego>{<newline46mondego>   public static void main(String[] args)<newline46mondego>   {<newline46mondego>      ThingMap tMap = new ThingMap();<newline46mondego>      Thing a = new Thing(<doubleQuotes46>Star Wars<doubleQuotes46>, 3);<newline46mondego>      Thing b = new Thing(<doubleQuotes46>Star Wars<doubleQuotes46>, 1);<newline46mondego><newline46mondego>      tMap.put(a);<newline46mondego>      tMap.put(b);<newline46mondego><newline46mondego>      System.out.println(<doubleQuotes46>Current value: <doubleQuotes46> + tMap.get(a.getName());<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"3508splitHere46","9962207splitHere46","gzis.available() = 1;"
"3509splitHere46","9962207splitHere46","int bytesRead = 0;<newline46mondego>int bytesAvailable = gzis.available();<newline46mondego>while (bytesAvailable > 0){<newline46mondego>    gzis.read(bbuffer,bytesRead,bytesAvailable);<newline46mondego>    bytesRead += bytesAvailable;<newline46mondego>    bytesAvailable = gzis.available();<newline46mondego>}<newline46mondego>"
"3510splitHere46","9962207splitHere46","bbuffer"
"3511splitHere46","9962421splitHere46","push(Object o)"
"3512splitHere46","9962421splitHere46","pop()"
"3513splitHere46","9962421splitHere46","Stack stack = new Stack();<newline46mondego>AssetManager assets = this.getAssets();<newline46mondego>String[] assetLocations = assets.list();<newline46mondego><newline46mondego>for (int i=0;i<assetLocations.length;i++){<newline46mondego>    byte[] asset = loadAssetFromStream(assetLocations[i]); // you need to write this<newline46mondego>    stack.push(asset);<newline46mondego>}<newline46mondego>"
"3514splitHere46","9962421splitHere46","open()"
"3515splitHere46","9962421splitHere46","byte[]"
"3516splitHere46","9962421splitHere46","Object"
"3517splitHere46","9962447splitHere46","JProgressBar.setIndeterminate(true)"
"3518splitHere46","9962492splitHere46","double[] values = {4, 77, 234, 4563, 13467, 635789};<newline46mondego>    for(int i = 0; i < values.length; i++)<newline46mondego>    {<newline46mondego>        double tenthPower = Math.floor(Math.log10(values[i]));<newline46mondego>        double place = Math.pow(10, tenthPower);<newline46mondego>        System.out.println(place);<newline46mondego>    }        <newline46mondego>"
"3519splitHere46","9962509splitHere46","String"
"3520splitHere46","9962509splitHere46","Strimg#trim"
"3521splitHere46","9962509splitHere46","password = password.trim();<newline46mondego>"
"3522splitHere46","9962509splitHere46","char[] arrPassword = password.toCharArray();<newline46mondego>"
"3523splitHere46","9962509splitHere46","Character#isUpperCase"
