"1splitHere46","3612071splitHere46","JSONObject query = json.getJSONObject(<doubleQuotes46>query<doubleQuotes46>);<newline46mondego>JSONObject results = query.getJSONObject(<doubleQuotes46>results<doubleQuotes46>);<newline46mondego>JSONArray quotes = results.getJSONArray(<doubleQuotes46>quotes<doubleQuotes46>);<newline46mondego>"
"4407splitHere46","3739501splitHere46","<cfset shapeFile = createObject(<doubleQuotes46>java<doubleQuotes46>,<doubleQuotes46>com.bbn.openmap.layer.shape.ShapeFile<doubleQuotes46>)><newline46mondego><newline46mondego><cfset shapeFile.init('/tmp/india-12-05.shp')><newline46mondego><newline46mondego><!--- There may be more then one record, so you can repeat this, or loop to get<newline46mondego>      more records ---><newline46mondego><cfset myRecord = shapeFile.getNextRecord()><newline46mondego><newline46mondego><!--- Get the polygons that make up this record ---><newline46mondego><cfset foo = myRecord.polygons><newline46mondego><newline46mondego><cfdump var=<doubleQuotes46>#foo#<doubleQuotes46>><newline46mondego><newline46mondego><cfloop array=<doubleQuotes46>#foo#<doubleQuotes46> index=<doubleQuotes46>thispoly<doubleQuotes46>><newline46mondego><cfoutput><newline46mondego>    This poly has #thisPoly.nPoints# points:<newline46mondego><newline46mondego>    <!--- because java arrays are 0 based ---><newline46mondego>    <cfset loopEnd = thisPoly.nPoints-1><newline46mondego>    <cfloop from=<doubleQuotes46>0<doubleQuotes46> to=<doubleQuotes46>#loopEnd#<doubleQuotes46> index=<doubleQuotes46>i<doubleQuotes46>><newline46mondego>        X: #thisPoly.getX(i)#   Y: #thisPoly.getY(i)#<newline46mondego><newline46mondego>    </cfloop><newline46mondego>    <!--- Returns points as array ---><newline46mondego>    <cfdump var=<doubleQuotes46>#thisPoly.getDecimalDegrees()#<doubleQuotes46>><newline46mondego>    <cfdump var=<doubleQuotes46>#thisPoly.getRadians()#<doubleQuotes46>><newline46mondego></cfoutput><newline46mondego></cfloop><newline46mondego>"
"4408splitHere46","3739532splitHere46","persistence.xml"
"4409splitHere46","3739532splitHere46","EntityManagerFactory"
"4410splitHere46","3739532splitHere46","<persistence xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> xsi:schemalocation=<doubleQuotes46>http://java.sun.com/xml/ns/persistence http://java.sun.com/xml/ns/persistence/persistence_1_0.xsd<doubleQuotes46> version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego>  <persistence-unit name=<doubleQuotes46>customerManager<doubleQuotes46> transaction-type=<doubleQuotes46>RESOURCE_LOCAL<doubleQuotes46>><newline46mondego>    <provider>org.hibernate.ejb.HibernatePersistence</provider><newline46mondego>    <class>Customer</class><newline46mondego>    <properties><newline46mondego>      <property name=<doubleQuotes46>hibernate.dialect<doubleQuotes46> value=<doubleQuotes46>org.hibernate.dialect.MySQLInnoDBDialect<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>hibernate.connection.driver_class<doubleQuotes46> value=<doubleQuotes46>com.mysql.jdbc.Driver<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>hibernate.show_sql<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>hibernate.connection.username<doubleQuotes46> value=<doubleQuotes46>root<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>hibernate.connection.password<doubleQuotes46> value=<doubleQuotes46>1234<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>hibernate.connection.url<doubleQuotes46> value=<doubleQuotes46>jdbc:mysql://localhost:3306/general<doubleQuotes46>/><newline46mondego>      <property name=<doubleQuotes46>hibernate.max_fetch_depth<doubleQuotes46> value=<doubleQuotes46>3<doubleQuotes46>/><newline46mondego>    </properties><newline46mondego>  </persistence-unit><newline46mondego></persistence><newline46mondego>"
"4411splitHere46","3739532splitHere46","<property>"
"4412splitHere46","3739532splitHere46","Id"
"4413splitHere46","3739532splitHere46","AUTO"
"4414splitHere46","3739532splitHere46","SequenceGenerator"
"4415splitHere46","3739532splitHere46","@Entity<newline46mondego>@Table(name=<doubleQuotes46>TAB_CUSTOMER<doubleQuotes46>)<newline46mondego>public class Customer implements Serializable {<newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    @Id<newline46mondego>    @GeneratedValue(strategy=GenerationType.AUTO)<newline46mondego>    @Column(name=<doubleQuotes46>CUSTOMER_ID<doubleQuotes46>, precision=0)<newline46mondego>    private Long customerId = null;<newline46mondego><newline46mondego>   ...<newline46mondego>}<newline46mondego>"
"4416splitHere46","3739532splitHere46","log4j.properties"
"4417splitHere46","3739650splitHere46","import java.io.IOException;<newline46mondego>import java.io.InputStream;<newline46mondego><newline46mondego>import org.apache.commons.vfs.FileContent;<newline46mondego>import org.apache.commons.vfs.FileSystemException;<newline46mondego><newline46mondego>public class ProgressInputStream extends InputStream {<newline46mondego>    private final long size;<newline46mondego>    private long progress, lastUpdate = 0;<newline46mondego>    private final InputStream inputStream;<newline46mondego>    private final String name;<newline46mondego>    private boolean closed = false;<newline46mondego><newline46mondego>    public ProgressInputStream(String name, InputStream inputStream, long size) {<newline46mondego>        this.size = size;<newline46mondego>        this.inputStream = inputStream;<newline46mondego>        this.name = name;<newline46mondego>    }<newline46mondego><newline46mondego>    public ProgressInputStream(String name, FileContent content)<newline46mondego>    throws FileSystemException {<newline46mondego>        this.size = content.getSize();<newline46mondego>        this.name = name;<newline46mondego>        this.inputStream = content.getInputStream();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void close() throws IOException {<newline46mondego>        super.close();<newline46mondego>        if (closed) throw new IOException(<doubleQuotes46>already closed<doubleQuotes46>);<newline46mondego>        closed = true;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int read() throws IOException {<newline46mondego>        int count = inputStream.read();<newline46mondego>        if (count > 0)<newline46mondego>            progress += count;<newline46mondego>        lastUpdate = maybeUpdateDisplay(name, progress, lastUpdate, size);<newline46mondego>        return count;<newline46mondego>    }<newline46mondego>    @Override<newline46mondego>    public int read(byte[] b, int off, int len) throws IOException {<newline46mondego>        int count = inputStream.read(b, off, len);<newline46mondego>        if (count > 0)<newline46mondego>            progress += count;<newline46mondego>        lastUpdate = maybeUpdateDisplay(name, progress, lastUpdate, size);<newline46mondego>        return count;<newline46mondego>    }<newline46mondego><newline46mondego>    static long maybeUpdateDisplay(String name, long progress, long lastUpdate, long size) {<newline46mondego>        if (Config.isInUnitTests()) return lastUpdate;<newline46mondego>        if (size < B_IN_MB/10) return lastUpdate;<newline46mondego>        if (progress - lastUpdate > 1024 * 10) {<newline46mondego>            lastUpdate = progress;<newline46mondego>            int hashes = (int) (((double)progress / (double)size) * 40);<newline46mondego>            if (hashes > 40) hashes = 40;<newline46mondego>            String bar = StringUtils.repeat(<doubleQuotes46>#<doubleQuotes46>,<newline46mondego>                    hashes);<newline46mondego>            bar = StringUtils.rightPad(bar, 40);<newline46mondego>            System.out.format(<doubleQuotes46>%s [%s] %.2fMB/%.2fMB\r<doubleQuotes46>,<newline46mondego>                    name, bar, progress / B_IN_MB, size / B_IN_MB);<newline46mondego>            System.out.flush();<newline46mondego>        }<newline46mondego>        return lastUpdate;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4418splitHere46","3739799splitHere46","select from People where friends TRAVERSE(1,7) (name = 'Ayende' and surname = 'Rahien')<newline46mondego>"
"4419splitHere46","3739850splitHere46","IGroup"
"4420splitHere46","3739850splitHere46","Group"
"4421splitHere46","3739850splitHere46","@Entity<newline46mondego>@Table(name=<doubleQuotes46>\<doubleQuotes46>GROUP\<doubleQuotes46><doubleQuotes46>)<newline46mondego>public class IGroup {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"4422splitHere46","3739850splitHere46","@Entity<newline46mondego>@Table(name=<doubleQuotes46>`GROUP`<doubleQuotes46>)<newline46mondego>public class IGroup {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"4423splitHere46","3739850splitHere46","@Entity<newline46mondego>@Table(name=<doubleQuotes46>GROUPS<doubleQuotes46>)<newline46mondego>public class IGroup {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"4424splitHere46","3739881splitHere46","executeWithArray"
"4425splitHere46","3739881splitHere46","java.util.ArrayList"
"4426splitHere46","3739881splitHere46","toArray"
"4427splitHere46","3739881splitHere46","ArrayList<Object> args = new ArrayList<Object>();<newline46mondego>args.add(alphaP);<newline46mondego>args.add(bravoP);<newline46mondego>args.add(charlieP);<newline46mondego>// Add other arguments here...<newline46mondego><newline46mondego>List<ResultClass> results = (List<ResultClass>) query.executeWithArray(args.toArray());<newline46mondego>"
"4428splitHere46","3739991splitHere46","truss"
"4429splitHere46","3739991splitHere46","EACCES"
"4430splitHere46","3739991splitHere46","root"
"4431splitHere46","3739991splitHere46","truss -l -d -f -vall -wall -o truss.out java ... TestOrAppClass<newline46mondego>"
"4432splitHere46","3739991splitHere46","truss.out"
"4433splitHere46","3739991splitHere46","I O E x c e p t i o n"
"4434splitHere46","3739991splitHere46","...<newline46mondego>...<newline46mondego>...<newline46mondego>...<newline46mondego>23515/1:         0.2912 some_system_call(params)                        Err#13 EACCES [ALL]<newline46mondego>...<newline46mondego>23515/1:         0.2923 write(2, 0x08044F84, 39)                        = 39<newline46mondego>23515/1:           j a v a . i o . I O E x c e p t i o n :   P e r m i s s i o n<newline46mondego>23515/1:           d e n i e d<newline46mondego>...<newline46mondego>...<newline46mondego>...<newline46mondego>...<newline46mondego>"
"4435splitHere46","3739991splitHere46","java.nio.channels.Selector.open()"
"4436splitHere46","3739991splitHere46","-wall"
"4437splitHere46","3739991splitHere46","truss.out"
"4438splitHere46","3739991splitHere46","23515"
"4439splitHere46","3739991splitHere46","/1"
"4440splitHere46","3739991splitHere46","0.2912"
"4441splitHere46","3739991splitHere46","java"
"4442splitHere46","3739991splitHere46","some_system_call"
"4443splitHere46","3739991splitHere46","EACCES"
"4444splitHere46","3740013splitHere46","public class SearchNode {<newline46mondego>    private int xCoordinate;<newline46mondego>    private int yCoordinate;<newline46mondego>    private double gScore;<newline46mondego>    private double hScore;<newline46mondego><newline46mondego>    public double getfScore() {<newline46mondego>        return gScore + hScore;<newline46mondego>    }<newline46mondego><newline46mondego>    public double getgScore() {<newline46mondego>        return gScore;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setgScore(int gScore) {<newline46mondego>        this.gScore = gScore;<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public SearchNode(int xCoordinate,int yCoordinate, double gScore, SearchNode endNode) {<newline46mondego>        this.gScore=gScore;<newline46mondego>        this.hScore = //Manhattan distance from this node to end node<newline46mondego>        this.xCoordinate =xCoordinate;<newline46mondego>        this.yCoordinate = yCoordinate;<newline46mondego>    }<newline46mondego><newline46mondego>   public int getxCoordinate() {<newline46mondego>       return xCoordinate;<newline46mondego>   }<newline46mondego><newline46mondego>   public int getyCoordinate() {<newline46mondego>       return yCoordinate;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4445splitHere46","3740013splitHere46","private ArrayList<SearchNode> closedNodes = new ArrayList<SearchNode>();<newline46mondego>private ArrayList<SearchNode> openNodes = new ArrayList<SearchNode>();<newline46mondego>//create the start and end nodes<newline46mondego>SearchNode end = new SearchNode(380, 560, -1, null);<newline46mondego>SearchNode start = new SearchNode(115,655, 0, end);<newline46mondego><newline46mondego><newline46mondego>// add start node to the openSet<newline46mondego><newline46mondego>openNodes.Add(start);<newline46mondego><newline46mondego>while(openNodes.Count > 0) // while there still is a node to test<newline46mondego>{<newline46mondego>    // I am afraid there is another severe problem here.<newline46mondego>    // OpenSet should be PriorityQueue like collection, not a regular Collection.<newline46mondego>    // I suggest you to take a look at a Minimum BinaryHeap implementation. It has a logN complexity<newline46mondego>    // of insertion and deletion and Constant Complexity access.<newline46mondego><newline46mondego>   // take the Node with the smallest FValue from the openSet. (With BinHeap constant time!)<newline46mondego>    SearchNode current = openNodes.GetSmallestFvaluedNode(); // this should both retrieve and remove the node fromt he openset.<newline46mondego><newline46mondego>    // if it is the endNode, then we are node. The FValue (or the Gvalue as well since h value is zero here) is equal to the cost.<newline46mondego>    if (current.EqualTo(end)) // not reference equality, you should check the x,y values<newline46mondego>{<newline46mondego>    return current.getfScore();<newline46mondego>}<newline46mondego><newline46mondego>   //check the neighbourNodes, they may have been created in a previous iteration and already present in the OpenNodes collection. If it is the case, their G values should be compared with the currently calculated ones.<newline46mondego> // dont forget to check the limit values, we probably do not need nodes with negative or greater than the grid size coordinate values, I am not writing it<newline46mondego> // also here is the right place to check for the blocking nodes with a simple for loop I am not writing it either<newline46mondego><newline46mondego>  double neighbourGValue = current.getgScore() + 1;<newline46mondego> if (openNodes.Contains(current.getXCoordinate(), current.getYCoordinate() + 1))<newline46mondego>  {<newline46mondego>     // then compare the gValue of it with the current calculated value.<newline46mondego>     SearchNode neighbour = openNodess.getNode(current.getXCoordinate(), current.getYCoordinate() + 1);<newline46mondego>     if(neighbour.getgScore() > neighbourGValue)<newline46mondego>        neighbour.setgScore(neighbourGValue);<newline46mondego>  }<newline46mondego>  else if(!closedNodes.Contains(current.getXCoordinate(), current.getYCoordinate()))<newline46mondego>  {<newline46mondego>      // create and add a fresh Node<newline46mondego>     SearchNode n = new SearchNode(current.getXCoordinate(), current.getYCoordinate() + 1, neighbourGValue, endNode);<newline46mondego>     openNodes.Add(n);<newline46mondego>  }<newline46mondego>  // do the same for the other sides : [x+1,y - x-1,y - x, y-1]<newline46mondego><newline46mondego>  // lastly add the currentNode to the CloseNodes.<newline46mondego>  closedNodes.Add(current);<newline46mondego>}<newline46mondego><newline46mondego>// if the loop is terminated without finding a result, then there is no way from the given start node to the end node.<newline46mondego> return -1;<newline46mondego>"
