"1splitHere46","22676917splitHere46","File listnames = new File(this.getFilesDir() + File.separator + <doubleQuotes46>Lists<doubleQuotes46>);<newline46mondego>if( !listnames.exists() )<newline46mondego>    listnames.mkdirs();<newline46mondego>else if( !listnames.isDirectory() && listnames.canWrite() ){<newline46mondego>    listnames.delete();<newline46mondego>    listnames.mkdirs();<newline46mondego>}<newline46mondego>else{<newline46mondego>    //you can't access there with write permission.<newline46mondego>    //Try other way.<newline46mondego>}<newline46mondego>"
"3112splitHere46","22743117splitHere46","import java.awt.Font;<newline46mondego>import java.awt.GridBagConstraints;<newline46mondego>import java.awt.GridBagLayout;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego><newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego><newline46mondego>public class MainFrame extends JFrame {<newline46mondego><newline46mondego>    private JLabel countLabel1 = new JLabel(<doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    private JLabel statusLabel = new JLabel(<doubleQuotes46>Task not completed.<doubleQuotes46>);<newline46mondego>    private JButton startButton = new JButton(<doubleQuotes46>Start<doubleQuotes46>);<newline46mondego><newline46mondego>    private MyThread myThread;<newline46mondego><newline46mondego>    public MainFrame(String title) {<newline46mondego>        super(title);<newline46mondego><newline46mondego>        setLayout(new GridBagLayout());<newline46mondego><newline46mondego>        countLabel1.setFont(new Font(<doubleQuotes46>serif<doubleQuotes46>, Font.BOLD, 28));<newline46mondego><newline46mondego>        GridBagConstraints gc = new GridBagConstraints();<newline46mondego><newline46mondego>        gc.fill = GridBagConstraints.NONE;<newline46mondego><newline46mondego>        gc.gridx = 0;<newline46mondego>        gc.gridy = 0;<newline46mondego>        gc.weightx = 1;<newline46mondego>        gc.weighty = 1;<newline46mondego>        add(countLabel1, gc);<newline46mondego><newline46mondego>        gc.gridx = 0;<newline46mondego>        gc.gridy = 1;<newline46mondego>        gc.weightx = 1;<newline46mondego>        gc.weighty = 1;<newline46mondego>        add(statusLabel, gc);<newline46mondego><newline46mondego>        gc.gridx = 0;<newline46mondego>        gc.gridy = 2;<newline46mondego>        gc.weightx = 1;<newline46mondego>        gc.weighty = 1;<newline46mondego>        add(startButton, gc);<newline46mondego><newline46mondego>        startButton.addActionListener(new ActionListener() {<newline46mondego>            public void actionPerformed(ActionEvent arg0) {<newline46mondego>                start();<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        setSize(200, 400);<newline46mondego>        setDefaultCloseOperation(EXIT_ON_CLOSE);<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private void start() {<newline46mondego>        if (myThread != null) {<newline46mondego>            myThread.setRunning(false);<newline46mondego>        }<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                statusLabel.setText(<doubleQuotes46>Task not completed.<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>        myThread = new MyThread(countLabel1, statusLabel);<newline46mondego>        Thread thread = new Thread(myThread);<newline46mondego>        thread.start();<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new MainFrame(<doubleQuotes46>SwingWorker Demo<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class MyThread implements Runnable {<newline46mondego><newline46mondego>    public MyThread(JLabel countLabel1, JLabel statusLabel) {<newline46mondego>        this.countLabel1 = countLabel1;<newline46mondego>        this.statusLabel = statusLabel;<newline46mondego>    }<newline46mondego><newline46mondego>    private boolean running = true;<newline46mondego>    private JLabel countLabel1, statusLabel;<newline46mondego><newline46mondego>    public void run() {<newline46mondego><newline46mondego>        // Simulate doing something useful.<newline46mondego>        for (int i = 0; i <= 10; i++) {<newline46mondego><newline46mondego>            if (running) {<newline46mondego>                final int count = i;<newline46mondego><newline46mondego>                SwingUtilities.invokeLater(new Runnable() {<newline46mondego>                    public void run() {<newline46mondego>                        if (running) {<newline46mondego>                            countLabel1.setText(Integer.toString(count));<newline46mondego><newline46mondego>                            if (count == 10) {<newline46mondego>                                SwingUtilities.invokeLater(new Runnable() {<newline46mondego>                                    public void run() {<newline46mondego>                                        statusLabel.setText(<doubleQuotes46>Completed.<doubleQuotes46>);<newline46mondego>                                    }<newline46mondego>                                });<newline46mondego>                            }<newline46mondego>                        }<newline46mondego>                    }<newline46mondego>                });<newline46mondego>            } else {<newline46mondego>                break;<newline46mondego>            }<newline46mondego><newline46mondego>            try {<newline46mondego>                Thread.sleep(1000);<newline46mondego>            } catch (InterruptedException e) {<newline46mondego><newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public boolean isRunning() {<newline46mondego>        return running;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setRunning(boolean running) {<newline46mondego>        this.running = running;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"3113splitHere46","22743254splitHere46","spring:url"
"3114splitHere46","22743268splitHere46","public TimerView(Context context, AttributeSet attrs, int defStyle)<newline46mondego>{<newline46mondego>super(context, attrs, defStyle);<newline46mondego>}<newline46mondego>public TimerView (Context context) {<newline46mondego>super(context);<newline46mondego>}<newline46mondego>public TimerView (Context context, AttributeSet attrs) {<newline46mondego>super(context, attrs);<newline46mondego>}<newline46mondego>"
"3115splitHere46","22743268splitHere46","this.setText(milliSeconds + <doubleQuotes46>:<doubleQuotes46> + seconds + <doubleQuotes46>:<doubleQuotes46> + minutes);<newline46mondego>"
"3116splitHere46","22743268splitHere46","public class Timer extends TextView{<newline46mondego>"
"3117splitHere46","22743268splitHere46","<de.lipsksoft.apps.anwendung.t6student.TimerView // TimerView is not the same as Timer<newline46mondego>"
"3118splitHere46","22743268splitHere46","TimerView  tv = (TimerView) this.findViewById(R.id.timer1);<newline46mondego>tv.start();<newline46mondego>"
"3119splitHere46","22743268splitHere46","<RelativeLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>    android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46> ><newline46mondego><com.example.testall.TimerView<newline46mondego>        android:id=<doubleQuotes46>@+id/timer1<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:text=<doubleQuotes46>TimerView<doubleQuotes46> /><newline46mondego></RelativeLayout><newline46mondego>"
"3120splitHere46","22743268splitHere46","public class TimerView extends TextView{<newline46mondego><newline46mondego>    private Handler handler = new Handler();<newline46mondego>    private long startTime;<newline46mondego>    private long elapsedTime;<newline46mondego>    private final int REFRESH_RATE = 100;<newline46mondego>    private String hours,minutes,seconds,milliseconds;<newline46mondego>    private long secs,mins,hrs;<newline46mondego>    private boolean stopped = false;<newline46mondego><newline46mondego>    public TimerView(Context context){<newline46mondego>        super(context);<newline46mondego>        //start();<newline46mondego>    }<newline46mondego><newline46mondego>    public TimerView(Context context, AttributeSet attrs) {<newline46mondego>        super(context, attrs);<newline46mondego>        //start();<newline46mondego>    }<newline46mondego><newline46mondego>    public TimerView(Context context, AttributeSet attrs, int defStyle){<newline46mondego>        super(context, attrs, defStyle);<newline46mondego>        //start();<newline46mondego>    }<newline46mondego><newline46mondego>    public void start(){<newline46mondego>        if(stopped){<newline46mondego>            startTime = System.currentTimeMillis() - elapsedTime; <newline46mondego>        }<newline46mondego>        else{<newline46mondego>            startTime = System.currentTimeMillis();<newline46mondego>        }<newline46mondego>        handler.removeCallbacks(startTimer);<newline46mondego>        handler.postDelayed(startTimer, 0);<newline46mondego>    }<newline46mondego><newline46mondego>    public void stop(){<newline46mondego>        handler.removeCallbacks(startTimer);<newline46mondego>        stopped = true;<newline46mondego>    }<newline46mondego><newline46mondego>    private Runnable startTimer = new Runnable() {<newline46mondego>           public void run() {<newline46mondego>               elapsedTime = System.currentTimeMillis() - startTime;<newline46mondego>               updateTimer(elapsedTime);<newline46mondego>               handler.postDelayed(this,REFRESH_RATE);<newline46mondego>           }<newline46mondego>        };<newline46mondego><newline46mondego>    private void updateTimer (float time){<newline46mondego>        secs = (long)(time/1000);<newline46mondego>        mins = (long)((time/1000)/60);<newline46mondego>        hrs = (long)(((time/1000)/60)/60);<newline46mondego><newline46mondego>        /* Convert the seconds to String <newline46mondego>         * and format to ensure it has<newline46mondego>         * a leading zero when required<newline46mondego>         */<newline46mondego>        secs = secs % 60;<newline46mondego>        seconds=String.valueOf(secs);<newline46mondego>    if(secs == 0){<newline46mondego>        seconds = <doubleQuotes46>00<doubleQuotes46>;<newline46mondego>    }<newline46mondego>    if(secs <10 && secs > 0){<newline46mondego>        seconds = <doubleQuotes46>0<doubleQuotes46>+seconds;<newline46mondego>    }<newline46mondego><newline46mondego>        /* Convert the minutes to String and format the String */<newline46mondego><newline46mondego>    mins = mins % 60;<newline46mondego>        minutes=String.valueOf(mins);<newline46mondego>    if(mins == 0){<newline46mondego>        minutes = <doubleQuotes46>00<doubleQuotes46>;<newline46mondego>    }<newline46mondego>    if(mins <10 && mins > 0){<newline46mondego>        minutes = <doubleQuotes46>0<doubleQuotes46>+minutes;<newline46mondego>    }<newline46mondego><newline46mondego>    /* Convert the hours to String and format the String */<newline46mondego><newline46mondego>    hours=String.valueOf(hrs);<newline46mondego>    if(hrs == 0){<newline46mondego>        hours = <doubleQuotes46>00<doubleQuotes46>;<newline46mondego>    }<newline46mondego>    if(hrs <10 && hrs > 0){<newline46mondego>        hours = <doubleQuotes46>0<doubleQuotes46>+hours;<newline46mondego>    }<newline46mondego><newline46mondego>    /* Although we are not using milliseconds on the timer in this example<newline46mondego>     * I included the code in the event that you wanted to include it on your own<newline46mondego>     */<newline46mondego>    milliseconds = String.valueOf((long)time);<newline46mondego>    if(milliseconds.length()==2){<newline46mondego>        milliseconds = <doubleQuotes46>0<doubleQuotes46>+milliseconds;<newline46mondego>    }<newline46mondego>    if(milliseconds.length()<=1){<newline46mondego>        milliseconds = <doubleQuotes46>00<doubleQuotes46>;<newline46mondego>    }<newline46mondego>        milliseconds = milliseconds.substring(milliseconds.length()-3, milliseconds.length()-2);<newline46mondego><newline46mondego>        /* Setting the timer text to the elapsed time */<newline46mondego>        this.setText(minutes + <doubleQuotes46>:<doubleQuotes46> + seconds + <doubleQuotes46>.<doubleQuotes46> + milliseconds);<newline46mondego>        //activity.((TextView)findViewById(R.id.timerMs)).setText(<doubleQuotes46>.<doubleQuotes46> + milliseconds);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3121splitHere46","22743309splitHere46","Property"
"3122splitHere46","22743309splitHere46","this.location = location;<newline46mondego>"
"3123splitHere46","22743324splitHere46","compareTo()"
"3124splitHere46","22743324splitHere46","temporary.compareTo(left)"
"3125splitHere46","22743324splitHere46","0"
"3126splitHere46","22743324splitHere46","compareTo()"
"3127splitHere46","22743324splitHere46","temporary.compareTo(left)"
"3128splitHere46","22743372splitHere46","media.setText((String) map.get(KEY_MEDIA);"
"3129splitHere46","22743372splitHere46","onPostExecute()"
"3130splitHere46","22743393splitHere46","Integer.valueOf()"
"3131splitHere46","22743393splitHere46","return (o2 != null) ? Integer.valueOf(o1[0]).compareTo(Integer.valueOf(o2[0])) : 1;<newline46mondego>"
"3132splitHere46","22743393splitHere46","return (o2 != null) ? Integer.parseInt(o1[0]).compareTo(Integer.parseInt(o2[0]) : 1; <newline46mondego>"
"3133splitHere46","22743393splitHere46","String"
"3134splitHere46","22743393splitHere46","Integer"
"3135splitHere46","22743448splitHere46","SPARK_MEM=5g"
"3136splitHere46","22743448splitHere46","SPARK_MEM=7500m"
"3137splitHere46","22743531splitHere46","private final String URI = getString(R.string.URI);<newline46mondego>"
"3138splitHere46","22743531splitHere46","onCreate()"
"3139splitHere46","22743531splitHere46","private String uri;<newline46mondego><newline46mondego>@Override<newline46mondego>protected void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.activity_main);<newline46mondego>    uri = getString(R.string.URI);<newline46mondego>}<newline46mondego>"
"3140splitHere46","22743578splitHere46","Display display =    getWindowManager().getDefaultDisplay();<newline46mondego>    Point size = new Point();<newline46mondego>    display.getSize(size);<newline46mondego>    int width = size.x;<newline46mondego>    int height = size.y;<newline46mondego>"
