"1splitHere46","15840399splitHere46","String ms[] = msgTime.split(<doubleQuotes46>\\.<doubleQuotes46>);"
"5133splitHere46","15952404splitHere46","player_X = player_X + velocityX;<newline46mondego>player_Y = player_Y + velocityY;<newline46mondego>"
"5134splitHere46","15952404splitHere46","public void update(GameContainer gc, int delta)<newline46mondego>"
"5135splitHere46","15952404splitHere46","player_X += velocityX * delta;<newline46mondego>player_Y += velocityY * delta;<newline46mondego><newline46mondego>// The '+=' means player_X = player_X + something (if you did not know)<newline46mondego>"
"5136splitHere46","15952404splitHere46","player_X += velocityX * delta * 1.5f;<newline46mondego>player_Y += velocityY * delta * 1.5f;<newline46mondego>"
"5137splitHere46","15952534splitHere46","EditText res = (EditText) findViewById(R.id.textView1);<newline46mondego>"
"5138splitHere46","15952534splitHere46","textView1"
"5139splitHere46","15952534splitHere46","TextView res = (TextView) findViewById(R.id.textView1);<newline46mondego>"
"5140splitHere46","15952736splitHere46","public Pattern Value = Pattern.compile(<doubleQuotes46>(\\d*\\.?\\d*)(?:\\s?[nNμµ][mM])<doubleQuotes46>);<newline46mondego>"
"5141splitHere46","15952736splitHere46","public Pattern Value = Pattern.compile(<doubleQuotes46>\\d*\\.?\\d*(?=\\s?[nNμµ][mM])<doubleQuotes46>);<newline46mondego>"
"5142splitHere46","15952751splitHere46","String str = <doubleQuotes46><a href=\<doubleQuotes46>http://rdmobile.fr/blog/mobile-la-pub-consomme-plus-que-les-applications-elles-memes/\<doubleQuotes46>><img align=\<doubleQuotes46>left\<doubleQuotes46> hspace=\<doubleQuotes46>5\<doubleQuotes46> width=\<doubleQuotes46>150\<doubleQuotes46> height=\<doubleQuotes46>150\<doubleQuotes46> src=\<doubleQuotes46>http://rdmobile.fr/blog/wp-content/uploads/2012/03/angry-birds-150x150.jpg\<doubleQuotes46> class=\<doubleQuotes46>alignleft tfe wp-post-image\<doubleQuotes46> alt=\<doubleQuotes46>angry-birds\<doubleQuotes46> title=\<doubleQuotes46>angry-birds\<doubleQuotes46> /></a>Si vous aussi vous vous étonnez de voir votre batterie fondre comme neige au soleil dès lors que jouez à Angry Birds, rassurez-vous, c’est normal. Des chercheurs de l&#8217;université de Purdue se sont intéressés aux publicités destinées majoritairement aux applications gratuites, et oui, comment les développeurs mangent-ils autrement ? Plus sérieusement, cette étude, publiée sur le [...]<doubleQuotes46>;        <newline46mondego>Matcher m = Pattern.compile(<doubleQuotes46> (?:href|src)=\<doubleQuotes46>([^\<doubleQuotes46>]+)<doubleQuotes46>).matcher(str);<newline46mondego><newline46mondego>while (m.find()) {<newline46mondego>    System.out.println(m.group(1));<newline46mondego>}<newline46mondego>"
"5143splitHere46","15952751splitHere46","<doubleQuotes46>"
"5144splitHere46","15952751splitHere46","' href=<doubleQuotes46>'"
"5145splitHere46","15952751splitHere46","' src=<doubleQuotes46>'"
"5146splitHere46","15952751splitHere46","="
"5147splitHere46","15952759splitHere46","File"
"5148splitHere46","15952759splitHere46","File f = new File(<doubleQuotes46>config.properties<doubleQuotes46>);<newline46mondego>System.out.println(f.getAbsolutePath());<newline46mondego>"
"5149splitHere46","15952775splitHere46","Connection close by remote host"
"5150splitHere46","15952803splitHere46","String encryptedString = … ;<newline46mondego>String decryptedString = null;<newline46mondego>SecretKeySpec key = new SecretKeySpec(myKey.getBytes(CHARSET_ISO_8859_1), <doubleQuotes46>Blowfish<doubleQuotes46>);<newline46mondego>Cipher cipher;<newline46mondego>try {<newline46mondego>    cipher = Cipher.getInstance(<doubleQuotes46>Blowfish/ECB/PKCS5Padding<doubleQuotes46>);<newline46mondego>    cipher.init(Cipher.DECRYPT_MODE, key);<newline46mondego>    byte[] decrypted = cipher.doFinal(encryptedString.getBytes(CHARSET_ISO_8859_1));<newline46mondego>    decryptedString = new String(decrypted, CHARSET_ISO_8859_1);<newline46mondego>} [ catch Exceptions … ]<newline46mondego>"
"5151splitHere46","15952803splitHere46","<doubleQuotes46>Blowfish<doubleQuotes46>"
"5152splitHere46","15952803splitHere46","<doubleQuotes46>Blowfish/ECB/PKCS5Padding<doubleQuotes46>"
"5153splitHere46","15952803splitHere46","Cipher"
"5154splitHere46","15952803splitHere46","myKey"
"5155splitHere46","15952803splitHere46","CHARSET_ISO_8859_1"
"5156splitHere46","15952803splitHere46","final Charset CHARSET_ISO_8859_1 = Charset.forName(<doubleQuotes46>ISO-8859-1<doubleQuotes46>);<newline46mondego>"
"5157splitHere46","15952803splitHere46","Charset"
"5158splitHere46","15952803splitHere46","java.nio.charset.Charset"
"5159splitHere46","15952821splitHere46","String"
"5160splitHere46","15952821splitHere46",".equals"
"5161splitHere46","15952821splitHere46","if (message.equals(<doubleQuotes46>request<doubleQuotes46>)){<newline46mondego>"
"5162splitHere46","15952821splitHere46","=="
"5163splitHere46","15952821splitHere46","System.out.println(<doubleQuotes46>request<doubleQuotes46> == new String(<doubleQuotes46>request<doubleQuotes46>));<newline46mondego>"
"5164splitHere46","15952821splitHere46","false<newline46mondego>"
"5165splitHere46","15952868splitHere46","PipeInputStream"
"5166splitHere46","15952868splitHere46","PipeOutputStream"
"5167splitHere46","15953110splitHere46","."
"5168splitHere46","15953110splitHere46",","
"5169splitHere46","15953110splitHere46","String"
"5170splitHere46","15953110splitHere46","final DecimalFormat decimalFormat = new DecimalFormat(<doubleQuotes46>###,###,##0.00<doubleQuotes46>, DecimalFormatSymbols.getInstance(Locale.ENGLISH));<newline46mondego>"
"5171splitHere46","15953110splitHere46","FmtNumber"
"5172splitHere46","15953110splitHere46","Locale"
"5173splitHere46","15953316splitHere46","else if (iSBN.compareTo(transISBN)==0)<newline46mondego>{<newline46mondego>    int change = trans.nextInt();<newline46mondego>    amount += change;<newline46mondego>    transISBN = trans.next();<newline46mondego>}<newline46mondego>"
"5174splitHere46","15953316splitHere46","trans.hasNext()"
"5175splitHere46","15953316splitHere46","while loop"
"5176splitHere46","15953316splitHere46","transISBN = trans.next();"
"5177splitHere46","15953316splitHere46","if(trans.hasNext())"
"5178splitHere46","15953404splitHere46","jsp"
"5179splitHere46","15953404splitHere46","jsp"
"5180splitHere46","15953404splitHere46","jsp"
"5181splitHere46","15953404splitHere46","jsp"
"5182splitHere46","15953404splitHere46","www.mydomain.com/page.jsp"
"5183splitHere46","15953404splitHere46","jsp"
"5184splitHere46","15953586splitHere46","JTextField textField = new JTextField();<newline46mondego>textField.setFont(new Font(<doubleQuotes46>Verdana<doubleQuotes46>, 1, 12));<newline46mondego>textField.setBorder(new LineBorder(Color.BLACK));<newline46mondego>DefaultCellEditor dce = new DefaultCellEditor( textField );<newline46mondego>myTable.getColumnModel().getColumn(1).setCellEditor(dce);<newline46mondego>"
"5185splitHere46","15953592splitHere46","Font f = Font.createFont(Font.TRUETYPE_FONT, is);<newline46mondego>Font newFont = f.deriveFont(10f);<newline46mondego>"
"5186splitHere46","15953599splitHere46","public void myMethod(MyObject myObject) {<newline46mondego>    myObject = null;<newline46mondego>}<newline46mondego>"
"5187splitHere46","15953599splitHere46","public void myMethod(MyObject myObject) {<newline46mondego>    myObject.myIntProperty = 15;<newline46mondego>}<newline46mondego>"
"5188splitHere46","15953599splitHere46","myObject"
"5189splitHere46","15953599splitHere46","public void myMethod(MyObject myObject) {}<newline46mondego>/* Example memory address: 0x009FC12A in memory, <newline46mondego>   a *copy* of the same address of the object that was passed */<newline46mondego>"
"5190splitHere46","15953599splitHere46","myObjectsFour[0] = myObjectsOne[0];<newline46mondego>"
"5191splitHere46","15953599splitHere46","myObjectsFour[0]"
"5192splitHere46","15953599splitHere46","myObjectsFour[0] = myObjectsOne[0];    <newline46mondego>myObjectsFour[0].myIntProperty = 15;<newline46mondego>"
"5193splitHere46","15953599splitHere46","myObjectsOne[0].myIntProperty"
"5194splitHere46","15953599splitHere46","myObjectsFour[0] = myObjectsOne[0];<newline46mondego>myObjectsFour[0] = null; // (or anything else, for that matter)<newline46mondego>"
"5195splitHere46","15953599splitHere46","myObjectsOne[0]"
"5196splitHere46","15953599splitHere46","myObjectsFour[0] = myObjectsOne[0];"
"5197splitHere46","15953625splitHere46","public class MyEntityDAO{ <newline46mondego><newline46mondego>    ....<newline46mondego><newline46mondego>    protected void save(MyEntity entity) {<newline46mondego>      // check dates<newline46mondego>      // throw some exception in a case of problems<newline46mondego>      getCurrentSession().saveOrUpdate(entity);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5198splitHere46","15953625splitHere46","MyEntity entity"
"5199splitHere46","15953625splitHere46","@PrePersist"
"5200splitHere46","15953625splitHere46","@Entity<newline46mondego>public class MyEntity{ <newline46mondego><newline46mondego>    ....<newline46mondego><newline46mondego>    @PrePersist<newline46mondego>    protected void checkDates() {<newline46mondego>      // check dates<newline46mondego>      // throw some runtime exception in a case of problems<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5201splitHere46","15953694splitHere46","java.net.Socket"
"5202splitHere46","15953694splitHere46","public class ObservableSocket extends Thread {<newline46mondego>    private final Socket socket;<newline46mondego>    private final ArrayList<ObservableSocketListener> listeners;<newline46mondego>    private volatile boolean isReading;<newline46mondego>    private int BUFFER_SIZE = 1024;<newline46mondego><newline46mondego>    public ObservableSocket(String host, int port) throws UnknownHostException, IOException {<newline46mondego>        this.socket = new Socket(host, port);<newline46mondego>        this.listeners = new ArrayList<ObservableSocketListener>(1);<newline46mondego>        isReading = true;<newline46mondego>        this.start();<newline46mondego>    }<newline46mondego><newline46mondego>    public void addListener(ObservableSocketListener l) {<newline46mondego>        if (!listeners.contains(l)) {<newline46mondego>            listeners.add(l);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void removeListener(ObservableSocketListener l) {<newline46mondego>        if (!listeners.contains(l)) {<newline46mondego>            listeners.remove(l);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void die() {<newline46mondego>        isReading = false;<newline46mondego>        try {<newline46mondego>            this.join();<newline46mondego>        } catch (InterruptedException ex) {<newline46mondego>            ex.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void write(byte[] data) throws IOException {<newline46mondego>        socket.getOutputStream().write(data);<newline46mondego>        socket.getOutputStream().flush();<newline46mondego>    }<newline46mondego><newline46mondego>    private byte[] getData(byte[] buffer, int red) {<newline46mondego>        byte[] redData = new byte[red];<newline46mondego>        System.arraycopy(buffer, 0, redData, 0, red);<newline46mondego>        return redData;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        byte[] buffer = new byte[BUFFER_SIZE];<newline46mondego>        int red;<newline46mondego>        ObservableSocketEvent event;<newline46mondego>        try {<newline46mondego>            while (isReading && (red = socket.getInputStream().read(buffer)) > -1) {<newline46mondego>                event = new ObservableSocketEvent(this, getData(buffer, red));<newline46mondego>                for (ObservableSocketListener l : listeners) {<newline46mondego>                    l.dataAvailable(event);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        } <newline46mondego>        catch (Exception exception) {<newline46mondego>            event = new ObservableSocketEvent(this, exception);<newline46mondego>            for (ObservableSocketListener l : listeners) {<newline46mondego>                l.errorOccured(event);<newline46mondego>            }<newline46mondego>        } <newline46mondego>        finally {<newline46mondego>            if (socket != null) {<newline46mondego>                try {<newline46mondego>                    socket.close();<newline46mondego>                    for (ObservableSocketListener l : listeners) {<newline46mondego>                        l.closed(new ObservableSocketEvent(this));<newline46mondego>                    }<newline46mondego>                } catch (IOException ex) {<newline46mondego>                    ex.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }   <newline46mondego>}<newline46mondego>"
"5203splitHere46","15953694splitHere46","public interface ObservableSocketListener extends EventListener {<newline46mondego>    public void dataAvailable(ObservableSocketEvent event);<newline46mondego>    public void errorOccured(ObservableSocketEvent event);<newline46mondego>    public void closed(ObservableSocketEvent event);<newline46mondego>}<newline46mondego>"
