"1splitHere46","10578007splitHere46","java -help<newline46mondego>"
"2961splitHere46","10653955splitHere46","class Uploader<newline46mondego>{<newline46mondego>private:<newline46mondego>    Parser parser_;<newline46mondego>    Persistence persistence_;<newline46mondego><newline46mondego>    void upload() {<newline46mondego>        parser_.read();<newline46mondego>        parser_.parse();<newline46mondego>        parser_.validate();<newline46mondego>        persistence_.persist(parser_.getData());<newline46mondego>    }<newline46mondego><newline46mondego>public:<newline46mondego>    void setParser(Parser parser) {parser_ = parser;}<newline46mondego>    void setPersister(Persistence persistence) {persistence_ = persistence;}<newline46mondego>};<newline46mondego><newline46mondego>Class Parser<newline46mondego>{<newline46mondego>    abstract void read();<newline46mondego>    abstract void parse();<newline46mondego>    abstract void validate();<newline46mondego>    abstract String getData();<newline46mondego>};<newline46mondego><newline46mondego>class Persistence<newline46mondego>{<newline46mondego>    abstract persist(String data);<newline46mondego>};<newline46mondego><newline46mondego>class CsvParser : public Parser<newline46mondego>{<newline46mondego>    // implement everything here<newline46mondego>};<newline46mondego><newline46mondego>// more Parser implementations as needed<newline46mondego><newline46mondego>class DbPersistence : public Persistence<newline46mondego>{<newline46mondego>    // implement everything here<newline46mondego>};<newline46mondego><newline46mondego>class NwPersistence : public Persistence<newline46mondego>{<newline46mondego>    // implement everything here<newline46mondego>};<newline46mondego><newline46mondego>// more Persistence implementations as needed<newline46mondego>"
"2962splitHere46","10654114splitHere46","//MethodDeclaration[not(ResultType/Type)]//ReturnStatement<newline46mondego>"
"2963splitHere46","10654435splitHere46","public static void serializeDataOut(IHandler ish)throws IOException{<newline46mondego>    String fileName= <doubleQuotes46>Test.txt<doubleQuotes46>;<newline46mondego>    FileOutputStream fos = new FileOutputStream(fileName);<newline46mondego>    ObjectOutputStream oos = new ObjectOutputStream(fos);<newline46mondego>    oos.writeObject(ish);<newline46mondego>    oos.close();<newline46mondego>}<newline46mondego><newline46mondego>public static IHandler serializeDataIn(){<newline46mondego>   String fileName= <doubleQuotes46>Test.txt<doubleQuotes46>;<newline46mondego>   FileInputStream fin = new FileInputStream(fileName);<newline46mondego>   ObjectInputStream ois = new ObjectInputStream(fin);<newline46mondego>   IHandler iHandler= (IHandler) ois.readObject();<newline46mondego>   ois.close();<newline46mondego>   return iHandler;<newline46mondego>}<newline46mondego>"
"2964splitHere46","10654463splitHere46","try {<newline46mondego>        String command = <doubleQuotes46>reg query \<doubleQuotes46>HKU\\S-1-5-19\<doubleQuotes46><doubleQuotes46>;<newline46mondego>        Process p = Runtime.getRuntime().exec(command);<newline46mondego>        p.waitFor();                            // Wait for for command to finish<newline46mondego>        int exitValue = p.exitValue();          // If exit value 0, then admin user.<newline46mondego><newline46mondego>        if (0 == exitValue) {<newline46mondego>            System.out.println(<doubleQuotes46>admin user<doubleQuotes46>);<newline46mondego>        } else {<newline46mondego>            System.out.println(<doubleQuotes46>non admin user<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>    } catch (Exception e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>"
"2965splitHere46","10654638splitHere46","cq.where(cb.and(cb.equal(customers.get(Customer_.name), customerName),<newline46mondego>                cb.equal(repositories.get(Repository_.name), repositoryName) ,<newline46mondego>                cb.equal(collectionRoot.get(FileCollection_.folderName), folderName)<newline46mondego>));<newline46mondego>"
"2966splitHere46","10654644splitHere46","HttpSession"
"2967splitHere46","10654644splitHere46","ServletRequestAttributes attr = (ServletRequestAttributes) RequestContextHolder.currentRequestAttributes();<newline46mondego>HttpSession session = attr.getRequest().getSession(); <newline46mondego>"
"2968splitHere46","10654692splitHere46","UUID.fromString(String)"
"2969splitHere46","10654692splitHere46","new UUID(0L, 0L)"
"2970splitHere46","10654777splitHere46","else"
"2971splitHere46","10654777splitHere46","return"
"2972splitHere46","10654777splitHere46","if (f instanceof Bread)<newline46mondego>{<newline46mondego>  return (Bread) f;<newline46mondego>}<newline46mondego>if (f instanceof Meat)<newline46mondego>{<newline46mondego>  return (Meat) f;<newline46mondego>}<newline46mondego>if (f instanceof Milk)<newline46mondego>{<newline46mondego>  return (Milk) f;<newline46mondego>}<newline46mondego><newline46mondego>throw new Exception(<doubleQuotes46>NotAFood!<doubleQuotes46>);<newline46mondego>"
"2973splitHere46","10654777splitHere46","static public Food createMeal(Food f) throws Exception {<newline46mondego>    if(f instanceof Bread || f instanceof Meat || f instanceof Milk) {<newline46mondego>        return f;<newline46mondego>    }<newline46mondego>    throw new Exception(<doubleQuotes46>NotAFood!<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"2974splitHere46","10654911splitHere46","public MyBox(MyBox<T> other)<newline46mondego>{<newline46mondego>    list = new ArrayList<T>(other.list);<newline46mondego>}<newline46mondego>"
"2975splitHere46","10654978splitHere46","String url = <doubleQuotes46>http://www.kabum.com.br/cgi-local/kabum3/produtos/descricao.cgi?id=01:02:23:55:159<doubleQuotes46>;<newline46mondego>Map<String, String> cookies = Jsoup.connect(url).execute().cookies();<newline46mondego>Document document = Jsoup.connect(url).cookies(cookies).get();<newline46mondego>System.out.println(document.html());<newline46mondego>"
"2976splitHere46","10655038splitHere46","public class Test {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                JFrame frame = new JFrame();<newline46mondego><newline46mondego>                JMenuBar bar = new JMenuBar();<newline46mondego>                bar.setLayout(new MigLayout());<newline46mondego><newline46mondego>                JMenu listSth = new JMenu(<doubleQuotes46>A<doubleQuotes46>);<newline46mondego>                listSth.setHorizontalTextPosition(SwingConstants.CENTER);<newline46mondego>                listSth.setVerticalTextPosition(SwingConstants.BOTTOM);<newline46mondego>                bar.add(listSth);<newline46mondego><newline46mondego>                JSeparator sep1 = new JSeparator(JSeparator.VERTICAL);<newline46mondego>                bar.add(sep1, <doubleQuotes46>growy<doubleQuotes46>);<newline46mondego>                JMenu module = new JMenu(<doubleQuotes46>B<doubleQuotes46>);<newline46mondego>                module.setHorizontalTextPosition(SwingConstants.CENTER);<newline46mondego>                module.setVerticalTextPosition(SwingConstants.BOTTOM);<newline46mondego>                bar.add(module);<newline46mondego><newline46mondego>                JMenu settings = new JMenu(<doubleQuotes46>Settings<doubleQuotes46>);<newline46mondego>                settings.setHorizontalTextPosition(SwingConstants.CENTER);<newline46mondego>                settings.setVerticalTextPosition(SwingConstants.BOTTOM);<newline46mondego>                bar.add(settings);<newline46mondego><newline46mondego>                JMenu build = new JMenu(<doubleQuotes46>Builder<doubleQuotes46>);<newline46mondego>                build.setHorizontalTextPosition(SwingConstants.CENTER);<newline46mondego>                build.setVerticalTextPosition(SwingConstants.BOTTOM);<newline46mondego>                bar.add(build);<newline46mondego><newline46mondego>                JSeparator sep2 = new JSeparator(JSeparator.VERTICAL);<newline46mondego>                bar.add(sep2, <doubleQuotes46>growy<doubleQuotes46>);<newline46mondego><newline46mondego>                JMenu help = new JMenu(<doubleQuotes46>Help<doubleQuotes46>);<newline46mondego>                help.setHorizontalTextPosition(SwingConstants.CENTER);<newline46mondego>                help.setVerticalTextPosition(SwingConstants.BOTTOM);<newline46mondego>                bar.add(help);<newline46mondego><newline46mondego>                frame.setJMenuBar(bar);<newline46mondego>                frame.pack();<newline46mondego>                frame.setSize(400, 300);<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego><newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2977splitHere46","10655039splitHere46","java.nio"
"2978splitHere46","10655039splitHere46","SimpleFileVisitor"
"2979splitHere46","10655109splitHere46","method1"
"2980splitHere46","10655109splitHere46","metho2"
"2981splitHere46","10655109splitHere46","method1"
"2982splitHere46","10655109splitHere46","method2"
"2983splitHere46","10655109splitHere46","method1(params1){<newline46mondego>    method2(params1);   // if compiles, method1 is more specific than method2<newline46mondego>}<newline46mondego>"
"2984splitHere46","10655109splitHere46","method()"
"2985splitHere46","10655109splitHere46","<K> void method_a(K arg, Object... otherArgs) {<newline46mondego>    method_b(arg, otherArgs);   //ok L1<newline46mondego>}<newline46mondego><K> void method_b(Object arg, Object... otherArgs) { // extract 1 arg from vararg<newline46mondego>    method_a(arg, otherArgs);   //ok L2<newline46mondego>}<newline46mondego>"
"2986splitHere46","10655109splitHere46","method2()"
"2987splitHere46","10655109splitHere46","method2()"
"2988splitHere46","10655109splitHere46","method_a"
"2989splitHere46","10655109splitHere46","method_b"
"2990splitHere46","10655109splitHere46","K"
"2991splitHere46","10655109splitHere46","void method_a(Integer arg, Object... otherArgs) {<newline46mondego>    method_b(arg, otherArgs);   // ok<newline46mondego>}<newline46mondego>void method_b(Object arg, Object... otherArgs) {<newline46mondego>    method_a(arg, otherArgs);   // error<newline46mondego>}<newline46mondego>"
"2992splitHere46","10655109splitHere46","method_a"
"2993splitHere46","10655109splitHere46","method_b"
"2994splitHere46","10655109splitHere46","L1"
"2995splitHere46","10655109splitHere46","L2"
"2996splitHere46","10655109splitHere46","this.<Object>method_a(arg, otherArgs)"
"2997splitHere46","10655109splitHere46","<K> void method_a(K arg, Object... otherArgs) {<newline46mondego>    this.<K>method_b(arg, otherArgs);   // ok<newline46mondego>}<newline46mondego><K> void method_b(Object arg, Object... otherArgs) {<newline46mondego>    this.<K>method_a(arg, otherArgs);   // error<newline46mondego>}<newline46mondego>"
"2998splitHere46","10655137splitHere46","if(k.getKeyCode()==KeyEvent.VK_A <newline46mondego>     && (k.getModifiers & KeyEvent.CTRL_MASK==KeyEvent.CTRL_MASK))<newline46mondego>"
"2999splitHere46","10655137splitHere46","public class MyAction extends AbstractAction {<newline46mondego><newline46mondego>     public void actionPerformed(ActionEvent e) {<newline46mondego>          JOptionPane.showMessageDialog(null, <doubleQuotes46>OK<doubleQuotes46>);<newline46mondego>     }<newline46mondego> }<newline46mondego>"
"3000splitHere46","10655137splitHere46","check.getInputMap().put(KeyStroke.getKeyStroke(KeyEvent.VK_A, InputEvent.CTRL_MASK), <doubleQuotes46>doSomething<doubleQuotes46>);<newline46mondego>check.getActionMap().put(<doubleQuotes46>doSomething<doubleQuotes46>, new MyAction());<newline46mondego>"
"3001splitHere46","10655227splitHere46","json-simple-1.1.1.jar"
"3002splitHere46","10655227splitHere46","assets/"
"3003splitHere46","10655227splitHere46","libs/"
"3004splitHere46","10655227splitHere46",".apk"
"3005splitHere46","10655237splitHere46","public class FooProvider implements Provider<Foo><newline46mondego><newline46mondego>    @Inject<newline46mondego>    private Injector injector;<newline46mondego><newline46mondego>    private String input;<newline46mondego><newline46mondego>    public void setInput(String input){<newline46mondego>        this.input = input;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Foo get(){<newline46mondego>        if(input.equals(<doubleQuotes46>bar<doubleQuotes46>)){<newline46mondego>            injector.getInstance(Bar.class); // Bar implements Foo<newline46mondego>        }<newline46mondego>        else{<newline46mondego>            injector.getInstance(Baz.class; // Baz implements Foo<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3006splitHere46","10655237splitHere46","public class Goo{<newline46mondego><newline46mondego>    @Inject<newline46mondego>    Provider<Foo> fooProvider;<newline46mondego><newline46mondego>    public Foo goo(String input){<newline46mondego>        fooProvider.setInput(input);<newline46mondego>        return fooProvider.get();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3007splitHere46","10655300splitHere46","Thread"
"3008splitHere46","10655300splitHere46","Thread"
"3009splitHere46","10655383splitHere46","if (myVariable == null) {<newline46mondego>    myVariable = defaultValue;<newline46mondego>}<newline46mondego>"
"3010splitHere46","10655439splitHere46","<display:column style=<doubleQuotes46>text-align:center;<doubleQuotes46> title=<doubleQuotes46>Select for Email<doubleQuotes46> value=<doubleQuotes46><doubleQuotes46> />"
"3011splitHere46","10655525splitHere46","<spring:nestedPath path=<doubleQuotes46>login<doubleQuotes46>><newline46mondego>"
"3012splitHere46","10655525splitHere46","<body><newline46mondego>    <div id=<doubleQuotes46>mainContainer<doubleQuotes46>><newline46mondego>"
