"1splitHere46","2912173splitHere46","SimpleDateFormat formatter = new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy 'at' hh:mma<doubleQuotes46>);<newline46mondego>"
"1087splitHere46","2945178splitHere46","Combo box = new Combo(parent, SWT.DROP_DOWN);<newline46mondego>String s = <doubleQuotes46>Item 1<doubleQuotes46>;<newline46mondego>box.add(s);<newline46mondego>box.setData(s, <doubleQuotes46>Some other info or object here<doubleQuotes46>);<newline46mondego>s = <doubleQuotes46>Item 2<doubleQuotes46>;<newline46mondego>box.add(s);<newline46mondego>box.setData(s, <doubleQuotes46>This is item two<doubleQuotes46>);<newline46mondego><newline46mondego>String value = (String)box.getData(<doubleQuotes46>Item 2<doubleQuotes46>);<newline46mondego>// value is now <doubleQuotes46>This is item two<doubleQuotes46><newline46mondego>"
"1088splitHere46","2945268splitHere46","fmt:message"
"1089splitHere46","2945268splitHere46","var"
"1090splitHere46","2945268splitHere46","<fmt:message key=<doubleQuotes46>${page.title}<doubleQuotes46> var=<doubleQuotes46>somevar<doubleQuotes46> /><newline46mondego>"
"1091splitHere46","2945336splitHere46","Map<A, B> foo;<newline46mondego>A search;<newline46mondego>B val = foo.containsKey(search) ? foo.get(search) : foo.get(null);<newline46mondego>"
"1092splitHere46","2945336splitHere46","HashMap"
"1093splitHere46","2945336splitHere46",".hashCode()"
"1094splitHere46","2945412splitHere46","with"
"1095splitHere46","2945412splitHere46","using"
"1096splitHere46","2945412splitHere46","c.close()"
"1097splitHere46","2945412splitHere46","finally"
"1098splitHere46","2945412splitHere46","try {<newline46mondego>    // use c<newline46mondego>} finally {<newline46mondego>    c.close()<newline46mondego>}<newline46mondego>"
"1099splitHere46","2945412splitHere46","with"
"1100splitHere46","2945412splitHere46","using"
"1101splitHere46","2945412splitHere46","try..finally"
"1102splitHere46","2945412splitHere46","try..catch"
"1103splitHere46","2945424splitHere46","jar-with-dependencies"
"1104splitHere46","2945424splitHere46","deploy"
"1105splitHere46","2945561splitHere46","public Connection getConn() {<newline46mondego>    Connection conn = null;<newline46mondego>    try {<newline46mondego>        Class.forName(<doubleQuotes46>com.mysql.jdbc.Driver<doubleQuotes46>).newInstance();<newline46mondego>        if(System.getenv(<doubleQuotes46>MY_ENVIRONMENT<doubleQuotes46>) == <doubleQuotes46>development<doubleQuotes46>) {<newline46mondego>            String hostname = <doubleQuotes46>localhost<doubleQuotes46>;<newline46mondego>            String username = <doubleQuotes46>root<doubleQuotes46>;<newline46mondego>            String password = <doubleQuotes46>root<doubleQuotes46>;<newline46mondego>        }<newline46mondego>        conn = DriverManager.getConnection(<doubleQuotes46>jdbc:mysql:///mydb<doubleQuotes46>, username, password);<newline46mondego>    } catch(Exception e) {<newline46mondego>        // handle the exception in a meaningful way - do not just rethrow it!<newline46mondego>    }<newline46mondego>    return conn;<newline46mondego>}<newline46mondego>"
"1106splitHere46","2945561splitHere46","public void doSomething() throws MyException {<newline46mondego>    try {<newline46mondego>        // code which may throw HibernateException<newline46mondego>    } catch (HibernateException e) {<newline46mondego>        logger.log(<doubleQuotes46>Caught HibernateException<doubleQuotes46>, e);<newline46mondego>        throw new MyException(<doubleQuotes46>Caught HibernateException<doubleQuotes46>, e);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1107splitHere46","2945657splitHere46","lib"
"1108splitHere46","2945697splitHere46","result"
"1109splitHere46","2945697splitHere46","public static double[] square (double [] array) {<newline46mondego>  double[] result = new double[array.length];<newline46mondego>  for(int i = 0; i < array.length ; i++ )<newline46mondego>    result[i] = Math.sqrt(array[i]);<newline46mondego><newline46mondego>  return result;<newline46mondego>}<newline46mondego>"
"1110splitHere46","2945697splitHere46","public static void main ( String args[] )<newline46mondego>{ <newline46mondego>  double[] nums  = {126, 12.939, 795, 320.16,<newline46mondego>             110, 34.7676, 7773, 67, 567, 323};<newline46mondego>  double[] squares = square(nums);<newline46mondego><newline46mondego>  for(int i = 0; i < nums.length ; i++ )<newline46mondego>    System.out.println (<doubleQuotes46>Square root of <doubleQuotes46> + nums[i] + <doubleQuotes46> is <doubleQuotes46> + squares[i]);<newline46mondego>}<newline46mondego>"
"1111splitHere46","2945697splitHere46","Square root of 126.0 is 11.224972160321824<newline46mondego>Square root of 12.939 is 3.597082150855051<newline46mondego>Square root of 795.0 is 28.19574435974337<newline46mondego>Square root of 320.16 is 17.893015397076034<newline46mondego>Square root of 110.0 is 10.488088481701515<newline46mondego>Square root of 34.7676 is 5.896405684821898<newline46mondego>Square root of 7773.0 is 88.16461875378354<newline46mondego>Square root of 67.0 is 8.18535277187245<newline46mondego>Square root of 567.0 is 23.811761799581316<newline46mondego>Square root of 323.0 is 17.97220075561143<newline46mondego>"
"1112splitHere46","2945757splitHere46","<s:iterator value=<doubleQuotes46>%{order.getProductById(orderProductId).activations}<doubleQuotes46>><newline46mondego>"
"1113splitHere46","2945763splitHere46","FrameLayout.LayoutParams params = new FrameLayout.LayoutParams(LayoutParams.WRAP_CONTENT,LayoutParams.WRAP_CONTENT,Gravity.LEFT | Gravity.CENTER_VERTICAL)<newline46mondego>"
"1114splitHere46","2945763splitHere46","addView"
"1115splitHere46","2945763splitHere46","LayoutParams"
"1116splitHere46","2945967splitHere46","CardLayout"
"1117splitHere46","2945967splitHere46","JPanel"
"1118splitHere46","2945967splitHere46","CardLayout"
"1119splitHere46","2945967splitHere46","JPanel container = new JPanel(new CardLayout());<newline46mondego>containter.add(getPanelA(), <doubleQuotes46>PANEL_A<doubleQuotes46>); <newline46mondego>containter.add(getPanelB(), <doubleQuotes46>PANEL_B<doubleQuotes46>); <newline46mondego>"
"1120splitHere46","2945967splitHere46","actionPerformed"
"1121splitHere46","2945967splitHere46","panelB"
"1122splitHere46","2945967splitHere46","CardLayout cl = (CardLayout) container.getLayout();<newline46mondego>cl.show(<doubleQuotes46>PANEL_B<doubleQuotes46>);<newline46mondego>"
"1123splitHere46","2946096splitHere46","if ( clazz.getSuperclass( ) == Object.class )"
"1124splitHere46","2946096splitHere46","getSuperclass"
"1125splitHere46","2946096splitHere46","null"
"1126splitHere46","2946096splitHere46","=="
"1127splitHere46","2946096splitHere46","equals"
"1128splitHere46","2946096splitHere46","<doubleQuotes46>java.lang.Object<doubleQuotes46>"
"1129splitHere46","2946402splitHere46","// Prepare source somehow.<newline46mondego>String source = <doubleQuotes46>package test; public class Test { static { System.out.println(\<doubleQuotes46>hello\<doubleQuotes46>); } public Test() { System.out.println(\<doubleQuotes46>world\<doubleQuotes46>); } }<doubleQuotes46>;<newline46mondego><newline46mondego>// Save source in .java file.<newline46mondego>File root = new File(<doubleQuotes46>/java<doubleQuotes46>); // On Windows running on C:\, this is C:\java.<newline46mondego>File sourceFile = new File(root, <doubleQuotes46>test/Test.java<doubleQuotes46>);<newline46mondego>sourceFile.getParentFile().mkdirs();<newline46mondego>new FileWriter(sourceFile).append(source).close();<newline46mondego><newline46mondego>// Compile source file.<newline46mondego>JavaCompiler compiler = ToolProvider.getSystemJavaCompiler();<newline46mondego>compiler.run(null, null, null, sourceFile.getPath());<newline46mondego><newline46mondego>// Load and instantiate compiled class.<newline46mondego>URLClassLoader classLoader = URLClassLoader.newInstance(new URL[] { root.toURI().toURL() });<newline46mondego>Class<?> cls = Class.forName(<doubleQuotes46>test.Test<doubleQuotes46>, true, classLoader); // Should print <doubleQuotes46>hello<doubleQuotes46>.<newline46mondego>Object instance = cls.newInstance(); // Should print <doubleQuotes46>world<doubleQuotes46>.<newline46mondego>System.out.println(instance); // Should print <doubleQuotes46>test.Test@hashcode<doubleQuotes46>.<newline46mondego>"
"1130splitHere46","2946402splitHere46","hello<newline46mondego>world<newline46mondego>test.Test@ab853b<newline46mondego>"
"1131splitHere46","2946402splitHere46","implements"
"1132splitHere46","2946402splitHere46","SomeInterface instance = (SomeInterface) cls.newInstance();<newline46mondego>"
"1133splitHere46","2946402splitHere46","properties.load(new FileInputStream(new File(<doubleQuotes46>ClassName.properties<doubleQuotes46>)));<newline46mondego>"
"1134splitHere46","2946402splitHere46","java.io.File"
"1135splitHere46","2946402splitHere46","ClassLoader#getResourceAsStream()"
"1136splitHere46","2946402splitHere46","properties.load(Thread.currentThread().getContextClassLoader().getResourceAsStream(<doubleQuotes46>ClassName.properties<doubleQuotes46>));<newline46mondego>"
"1137splitHere46","2946415splitHere46","public interface GenericCrudService {<newline46mondego>    public <T> T create(T t);<newline46mondego>    public <T> T find(Class<T> type, Object id);<newline46mondego>    public <T> void delete(T t);<newline46mondego>    public <T> T update(T t);<newline46mondego>    public List findWithNamedQuery(String queryName);<newline46mondego>    public List findWithNamedQuery(String queryName, int resultLimit);<newline46mondego>    public List findWithNamedQuery(String namedQueryName, <newline46mondego>                                   Map<String, Object> parameters);<newline46mondego>    public List findWithNamedQuery(String namedQueryName, <newline46mondego>                                   Map<String, Object> parameters,<newline46mondego>                                   int resultLimit);<newline46mondego>    public <T> List<T> findWithNativeQuery(String sql, Class<T> type);<newline46mondego>}<newline46mondego>"
"1138splitHere46","2946415splitHere46","@Stateless<newline46mondego>@Remote(GenericCrudService.class)<newline46mondego>@TransactionAttribute(TransactionAttributeType.MANDATORY)<newline46mondego>public class GenericCrudServiceBean implements GenericCrudService {<newline46mondego>    @PersistenceContext<newline46mondego>    private EntityManager em;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public <T> T create(T t) {<newline46mondego>        em.persist(t);<newline46mondego>        return t;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public <T> T find(Class<T> type, Object id) {<newline46mondego>        return em.find(type, id);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public <T> void delete(T t) {<newline46mondego>        t = em.merge(t);<newline46mondego>        em.remove(t);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public <T> T update(T t) {<newline46mondego>        return em.merge(t);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public List findWithNamedQuery(String queryName) {<newline46mondego>        return em.createNamedQuery(queryName).getResultList();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public List findWithNamedQuery(String queryName, int resultLimit) {<newline46mondego>        return em.createNamedQuery(queryName).setMaxResults(resultLimit)<newline46mondego>                .getResultList();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public List findWithNamedQuery(String namedQueryName,<newline46mondego>                                   Map<String, Object> parameters) {<newline46mondego>        return findWithNamedQuery(namedQueryName, parameters, 0);          <newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public List findWithNamedQuery(String namedQueryName,<newline46mondego>                                   Map<String, Object> parameters,<newline46mondego>                                   int resultLimit) {<newline46mondego>        Query query = this.em.createNamedQuery(namedQueryName);<newline46mondego>        if(resultLimit > 0) {<newline46mondego>            query.setMaxResults(resultLimit);            <newline46mondego>        }<newline46mondego>        for (Map.Entry<String, Object> entry : parameters.entrySet()) {<newline46mondego>            query.setParameter(entry.getKey(), entry.getValue());<newline46mondego>        }<newline46mondego>        return query.getResultList();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    public <T>  List<T> findWithNativeQuery(String sql, Class<T> type) {<newline46mondego>        return em.createNativeQuery(sql, type).getResultList();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1139splitHere46","2946415splitHere46","EntityManager"
"1140splitHere46","2946498splitHere46","javap"
"1141splitHere46","2946813splitHere46","scala> val sOpt: Option[String] = Option(null)<newline46mondego>sOpt: Option[String] = None<newline46mondego>"
"1142splitHere46","2946835splitHere46","free"
"1143splitHere46","2946876splitHere46","boolean hasRepeatedElements(list v) <newline46mondego>    if v.length <= 1 return false;<newline46mondego>    List less, greater;<newline46mondego>    x = v[0];<newline46mondego>    for each y in v, except v[0]<newline46mondego>        if y == x<newline46mondego>            return true;<newline46mondego>        else if y < x<newline46mondego>            less.add(y);<newline46mondego>        else if y > x<newline46mondego>            greater.add(y);<newline46mondego>    end;<newline46mondego>    return hasRepeatedElements(less) || hasRepeatedElements(greater);<newline46mondego>end;<newline46mondego>"
