"1splitHere46","2439788splitHere46","public int foo() {...}<newline46mondego>public float foo() {..}<newline46mondego><newline46mondego>...<newline46mondego>foo(); // which one?<newline46mondego>"
"1139splitHere46","2473719splitHere46","public class Bits {<newline46mondego><newline46mondego>  public static BitSet convert(long value) {<newline46mondego>    BitSet bits = new BitSet();<newline46mondego>    int index = 0;<newline46mondego>    while (value != 0L) {<newline46mondego>      if (value % 2L != 0) {<newline46mondego>        bits.set(index);<newline46mondego>      }<newline46mondego>      ++index;<newline46mondego>      value = value >>> 1;<newline46mondego>    }<newline46mondego>    return bits;<newline46mondego>  }<newline46mondego><newline46mondego>  public static long convert(BitSet bits) {<newline46mondego>    long value = 0L;<newline46mondego>    for (int i = 0; i < bits.length(); ++i) {<newline46mondego>      value += bits.get(i) ? (1L << i) : 0L;<newline46mondego>    }<newline46mondego>    return value;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1140splitHere46","2474239splitHere46","settings.xml"
"1141splitHere46","2474239splitHere46","<dependency><newline46mondego>  <groupId>log4j</groupId><newline46mondego>  <artifactId>log4j</artifactId><newline46mondego>  <version>1.2.15</version><newline46mondego>  <exclusions><newline46mondego>    <exclusion><newline46mondego>      <groupId>javax.mail</groupId><newline46mondego>      <artifactId>mail</artifactId><newline46mondego>    </exclusion><newline46mondego>    <exclusion><newline46mondego>      <groupId>javax.jms</groupId><newline46mondego>      <artifactId>jms</artifactId><newline46mondego>    </exclusion><newline46mondego>    <exclusion><newline46mondego>      <groupId>com.sun.jdmk</groupId><newline46mondego>      <artifactId>jmxtools</artifactId><newline46mondego>    </exclusion><newline46mondego>    <exclusion><newline46mondego>      <groupId>com.sun.jmx</groupId><newline46mondego>      <artifactId>jmxri</artifactId><newline46mondego>    </exclusion><newline46mondego>  </exclusions><newline46mondego></dependency><newline46mondego>"
"1142splitHere46","2474242splitHere46","Field.set"
"1143splitHere46","2474242splitHere46","IllegalAccessException"
"1144splitHere46","2474242splitHere46","setAccessible(true)"
"1145splitHere46","2474242splitHere46","File.separatorChar"
"1146splitHere46","2474242splitHere46","static"
"1147splitHere46","2474242splitHere46","static"
"1148splitHere46","2474242splitHere46","final"
"1149splitHere46","2474242splitHere46","static void setFinalStatic(Field field, Object newValue) throws Exception {<newline46mondego>    field.setAccessible(true);<newline46mondego><newline46mondego>    // remove final modifier from field<newline46mondego>    Field modifiersField = Field.class.getDeclaredField(<doubleQuotes46>modifiers<doubleQuotes46>);<newline46mondego>    modifiersField.setAccessible(true);<newline46mondego>    modifiersField.setInt(field, field.getModifiers() & ~Modifier.FINAL);<newline46mondego><newline46mondego>    field.set(null, newValue);<newline46mondego>}<newline46mondego>"
"1150splitHere46","2474242splitHere46","setFinalStatic(File.class.getField(<doubleQuotes46>separatorChar<doubleQuotes46>), '#');<newline46mondego>System.out.println(File.separatorChar); // prints <doubleQuotes46>#<doubleQuotes46><newline46mondego>"
"1151splitHere46","2474242splitHere46","setFinalStatic(Boolean.class.getField(<doubleQuotes46>FALSE<doubleQuotes46>), true);<newline46mondego>System.out.format(<doubleQuotes46>Everything is %s<doubleQuotes46>, false); // <doubleQuotes46>Everything is true<doubleQuotes46><newline46mondego>"
"1152splitHere46","2474279splitHere46","try"
"1153splitHere46","2474279splitHere46","A"
"1154splitHere46","2474279splitHere46","a"
"1155splitHere46","2474279splitHere46","NullPointerException"
"1156splitHere46","2474379splitHere46","tBytes"
"1157splitHere46","2474379splitHere46","GZIPInputStream  gzip = new GZIPInputStream (new ByteArrayInputStream (tBytes));<newline46mondego>"
"1158splitHere46","2474379splitHere46","tBytes"
"1159splitHere46","2474379splitHere46","tBytes"
"1160splitHere46","2474406splitHere46","CheckedHelloPanel"
"1161splitHere46","2474406splitHere46","CheckedHelloPanel"
"1162splitHere46","2474406splitHere46","izPack"
"1163splitHere46","2474406splitHere46","CheckedHelloPanel"
"1164splitHere46","2474406splitHere46","izPack"
"1165splitHere46","2474496splitHere46","char"
"1166splitHere46","2474496splitHere46","length()"
"1167splitHere46","2474496splitHere46","String"
"1168splitHere46","2474496splitHere46","+"
"1169splitHere46","2474496splitHere46","String"
"1170splitHere46","2474496splitHere46","String"
"1171splitHere46","2474496splitHere46","String a = <doubleQuotes46>a<doubleQuotes46>;<newline46mondego>a += <doubleQuotes46>b<doubleQuotes46>;<newline46mondego>"
"1172splitHere46","2474496splitHere46","String a = <doubleQuotes46>a<doubleQuotes46>;<newline46mondego>String a = a + <doubleQuotes46>b<doubleQuotes46>;<newline46mondego>"
"1173splitHere46","2474496splitHere46","private static String createDataSize(int msgSize) {<newline46mondego>  StringBuilder sb = new StringBuilder(msgSize);<newline46mondego>  for (int i=0; i<msgSize; i++) {<newline46mondego>    sb.append('a');<newline46mondego>  }<newline46mondego>  return sb.toString();<newline46mondego>}<newline46mondego>"
"1174splitHere46","2474496splitHere46","StringBuilder"
"1175splitHere46","2474496splitHere46","StringBuilder"
"1176splitHere46","2474496splitHere46","sb.append('a');<newline46mondego>"
"1177splitHere46","2474496splitHere46","sb.append(<doubleQuotes46>a<doubleQuotes46>);<newline46mondego>"
"1178splitHere46","2474496splitHere46","'a'"
"1179splitHere46","2474496splitHere46","<doubleQuotes46>a<doubleQuotes46>"
"1180splitHere46","2474496splitHere46","String"
"1181splitHere46","2474496splitHere46","byte"
"1182splitHere46","2474825splitHere46","java.util.Arrays.sort"
"1183splitHere46","2474825splitHere46","Throwable"
"1184splitHere46","2474825splitHere46","setStackTrace"
"1185splitHere46","2474825splitHere46","return"
"1186splitHere46","2474825splitHere46","java.util.Arrays.copyOf"
"1187splitHere46","2475344splitHere46","b2.subtract()"
"1188splitHere46","2475344splitHere46","Base b2 = Math.random() > 0.5 ? new Base() : new Child();<newline46mondego>b2.subtract();"
"1189splitHere46","2475358splitHere46","<%@page pageEncoding=<doubleQuotes46>UTF-8<doubleQuotes46> %>"
"1190splitHere46","2475358splitHere46","right-click > properties"
"1191splitHere46","2475358splitHere46","CharacterEncodingFilter"
"1192splitHere46","2475358splitHere46","<filter><newline46mondego>    <filter-name>CharacterEncodingFilter</filter-name><newline46mondego>    <filter-class>org.springframework.web.filter.CharacterEncodingFilter</filter-class><newline46mondego>    <init-param><newline46mondego>        <param-name>encoding</param-name><newline46mondego>        <param-value>UTF-8</param-value><newline46mondego>    </init-param><newline46mondego>    <init-param><newline46mondego>        <param-name>forceEncoding</param-name><newline46mondego>        <param-value>true</param-value><newline46mondego>    </init-param><newline46mondego></filter><newline46mondego>"
"1193splitHere46","2475358splitHere46","doFilter()"
"1194splitHere46","2475358splitHere46","synchronized"
"1195splitHere46","2475396splitHere46","java.io.File"
"1196splitHere46","2475396splitHere46","SingletonConfigFile"
"1197splitHere46","2475396splitHere46","public SingletonConfigFile {<newline46mondego>   private static String filename = <doubleQuotes46>config.xml<doubleQuotes46>;<newline46mondego>   private File file;<newline46mondego>   private static SingletonConfigFile instance;<newline46mondego><newline46mondego>   private SingletonConfigFile() {<newline46mondego>       if (instance != null) {<newline46mondego>           throw new Error();<newline46mondego>       }<newline46mondego>       file = new File(filename);<newline46mondego>   }<newline46mondego><newline46mondego>   public synchronized SingletonConfigFile getInstance() {<newline46mondego>      if (instance == null) {<newline46mondego>          instance = new SignletonConfigFile();<newline46mondego>      }<newline46mondego>      return instance<newline46mondego>   }<newline46mondego><newline46mondego>   public String read() {<newline46mondego>       // delegate to the underlying java.io.File<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"1198splitHere46","2475396splitHere46","RingOfPower.getInstance()"
"1199splitHere46","2475396splitHere46","Sun.getInstance()"
"1200splitHere46","2475568splitHere46","introContent.xml"
"1201splitHere46","2475568splitHere46","<link <newline46mondego>label=<doubleQuotes46>System Configuration<doubleQuotes46> <newline46mondego>url=<doubleQuotes46>http://org.eclipse.ui.intro/runAction?pluginId=org.eclipse.ui.internal&#38;class=org.eclipse.ui.internal.OpenPreferencesAction<doubleQuotes46>><newline46mondego>   <img src=<doubleQuotes46>config.png<doubleQuotes46> alt=<doubleQuotes46>System Configuration<doubleQuotes46>/><newline46mondego>   <text>Current system configuration.</text><newline46mondego></link><newline46mondego>"
"1202splitHere46","2475568splitHere46","&#38;"
"1203splitHere46","2475568splitHere46","org.eclipse.ui.*"
"1204splitHere46","2475568splitHere46","IIntroAction"
"1205splitHere46","2475568splitHere46","public class YourPreferencesAction extends OpenPreferencesAction implements IIntroAction {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run(IIntroSite site, Properties params) {<newline46mondego>        final IIntroPart introPart = PlatformUI.getWorkbench().getIntroManager().getIntro(); <newline46mondego>        PlatformUI.getWorkbench().getIntroManager().closeIntro(introPart);  <newline46mondego>        run();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1206splitHere46","2475568splitHere46","run()"
"1207splitHere46","2475568splitHere46","org.eclipse.jface.Action"
"1208splitHere46","2475655splitHere46","class Foo { Bar x = new Bar(); }"
"1209splitHere46","2475655splitHere46","class Bar { Bar y = new Baz(); }"
"1210splitHere46","2475655splitHere46","Foo"
"1211splitHere46","2475655splitHere46","Foo"
"1212splitHere46","2475655splitHere46","Bar"
"1213splitHere46","2475655splitHere46","Baz"
"1214splitHere46","2475655splitHere46","Foo"
"1215splitHere46","2475655splitHere46","Bar"
"1216splitHere46","2475655splitHere46","Baz"
"1217splitHere46","2475655splitHere46","x"
"1218splitHere46","2475655splitHere46","null"
"1219splitHere46","2475655splitHere46","Foo"
"1220splitHere46","2475655splitHere46","Bar"
"1221splitHere46","2475655splitHere46","Baz"
"1222splitHere46","2475655splitHere46","Foo"
"1223splitHere46","2475655splitHere46","Bar"
"1224splitHere46","2475655splitHere46","Baz"
"1225splitHere46","2475655splitHere46","Foo"
"1226splitHere46","2475655splitHere46","Bar"
"1227splitHere46","2475655splitHere46","Bar"
"1228splitHere46","2475655splitHere46","Baz"
"1229splitHere46","2475659splitHere46","float div = ((360 / 24f) / 60); // div is now 0.25<newline46mondego>"
"1230splitHere46","2475672splitHere46","FieldEditorPreferencePage"
"1231splitHere46","2475672splitHere46","FieldEditorPreferencPage.performOk()"
"1232splitHere46","2475672splitHere46","FieldEditorPreferencePage"
"1233splitHere46","2475672splitHere46","IPropertyChangeListener"
"1234splitHere46","2475672splitHere46","org.eclipse.core.runtime.preferences"
"1235splitHere46","2475672splitHere46","/*<newline46mondego> * @see IWorkbenchPreferencePage#init(IWorkbench)<newline46mondego> */<newline46mondego>public void init(IWorkbench workbench) {<newline46mondego>    //Initialize the preference store we wish to use<newline46mondego>    setPreferenceStore(BadWordCheckerPlugin.getDefault().getPreferenceStore());<newline46mondego>}<newline46mondego><newline46mondego>/**<newline46mondego> * Performs special processing when this page's Restore Defaults button has been pressed.<newline46mondego> * Sets the contents of the nameEntry field to<newline46mondego> * be the default <newline46mondego> */<newline46mondego>protected void performDefaults() {<newline46mondego>    badWordList.setItems(BadWordCheckerPlugin.getDefault().getDefaultBadWordsPreference());<newline46mondego>}<newline46mondego>/** <newline46mondego> * Method declared on IPreferencePage. Save the<newline46mondego> * author name to the preference store.<newline46mondego> */<newline46mondego>public boolean performOk() {<newline46mondego>    BadWordCheckerPlugin.getDefault().setBadWordsPreference(badWordList.getItems());<newline46mondego>    return super.performOk();<newline46mondego>}<newline46mondego>"
"1236splitHere46","2475680splitHere46","Map<Set<String>, String> somemap = new HashMap<Set<String>, String>();<newline46mondego>foreach(Map.entry entry : existingMap.entrySet()) {<newline46mondego>  Set<String> value = entry.getValue();<newline46mondego>  String key = entry.getKey();<newline46mondego>  somemap.put(value,key);<newline46mondego><newline46mondego>}<newline46mondego>"
"1237splitHere46","2475748splitHere46","map.get(key)"
"1238splitHere46","2475748splitHere46","ItemB[]"
"1239splitHere46","2475748splitHere46","ItemB"
"1240splitHere46","2475748splitHere46","ClassCastException"
"1241splitHere46","2475748splitHere46","Map<ItemA, ItemB>"
"1242splitHere46","2475748splitHere46","Map<ItemA, ItemB[]>"
"1243splitHere46","2475748splitHere46","// upgrade from Map to MultiMap<newline46mondego> HashMap<ItemA, ItemB[]> map1Copy = new HashMap<ItemA, ItemB[]>(map1.size());<newline46mondego> for (Entry<ItemA, ItemB> e: map1.entrySet()){<newline46mondego>    map1Copy.put(e.getKey(), new ItemB[]{ e.getValue()});<newline46mondego> }<newline46mondego>"
"1244splitHere46","2475748splitHere46","ItemB[]"
"1245splitHere46","2475748splitHere46","ItemB"
"1246splitHere46","2475887splitHere46","<aop:aspectj-autoproxy/><newline46mondego>"
"1247splitHere46","2475887splitHere46","@Component<newline46mondego>@Aspect<newline46mondego>public class SystemArchitecture {<newline46mondego><newline46mondego>    @Pointcut(<doubleQuotes46>execution(* org.mywebapp.controller..*.*(..))<doubleQuotes46>)<newline46mondego>    public void businessController() {<newline46mondego>    }<newline46mondego>}<newline46mondego>"
