"1splitHere46","12709445splitHere46","Path file = ...<newline46mondego>BasicFileAttributes attrs = Files.readAttributes(file, BasicFileAttributes.class);<newline46mondego>FileTime time = attrs.lastModifiedTime();<newline46mondego>"
"1128splitHere46","12738851splitHere46","<window border=<doubleQuotes46>normal<doubleQuotes46> title=<doubleQuotes46>Intercepting UI Events demo<doubleQuotes46>><newline46mondego>    <button id=<doubleQuotes46>helloBtn<doubleQuotes46> label=<doubleQuotes46>Click me to Say hello<doubleQuotes46><newline46mondego>        onClick='alert(<doubleQuotes46>Hello !!!<doubleQuotes46>)'><newline46mondego>    </button><newline46mondego></window><newline46mondego>"
"1129splitHere46","12738851splitHere46","onClick event received for + helloBtn !!!<newline46mondego>"
"1130splitHere46","12738876splitHere46","Class"
"1131splitHere46","12738876splitHere46","Class.forName(String)"
"1132splitHere46","12738876splitHere46","StackTraceElement[] stack = Thread.currentThread().getStackTrace();<newline46mondego>for (StackTraceElement frame : stack) {<newline46mondego>    String fqcn = frame.getClassName();<newline46mondego>    Class<?> clazz = Class.forName(fqcn);<newline46mondego>}<newline46mondego>"
"1133splitHere46","12738876splitHere46","StackTraceElement#getMethodName()"
"1134splitHere46","12739009splitHere46","filename"
"1135splitHere46","12739139splitHere46","public User {<newline46mondego>    @OneToMany(targetEntity = Item_x.class, mappedBy = <doubleQuotes46>user<doubleQuotes46>, fetch = FetchType.EAGER, cascade = CascadeType.ALL)<newline46mondego>    @ElementDependent<newline46mondego>    private List<Item_x> item_x_list = new ArrayList<Item_x>();<newline46mondego>}<newline46mondego><newline46mondego>public Item_x {<newline46mondego>    @ManyToOne(fetch = FetchType.LAZY)<newline46mondego>    @JoinColumn(name = <doubleQuotes46>user_id<doubleQuotes46>, insertable = true, updatable = true)<newline46mondego>    @Element(name = <doubleQuotes46>user_id<doubleQuotes46>, required = false)<newline46mondego>    private Users user;<newline46mondego>}<newline46mondego>"
"1136splitHere46","12739301splitHere46","SortedMap"
"1137splitHere46","12739301splitHere46","Comparator"
"1138splitHere46","12739301splitHere46","final Map<String, Integer> map = new HashMap<String, Integer>();<newline46mondego>map.put(<doubleQuotes46>A<doubleQuotes46>, 5);<newline46mondego>map.put(<doubleQuotes46>B<doubleQuotes46>, 3);<newline46mondego>map.put(<doubleQuotes46>C<doubleQuotes46>, 10);<newline46mondego>map.put(<doubleQuotes46>D<doubleQuotes46>, 4);<newline46mondego>map.put(<doubleQuotes46>E<doubleQuotes46>, 1);<newline46mondego>map.put(<doubleQuotes46>F<doubleQuotes46>, 11);<newline46mondego>map.put(<doubleQuotes46>G<doubleQuotes46>, 11);<newline46mondego>map.put(<doubleQuotes46>H<doubleQuotes46>, 10);<newline46mondego><newline46mondego>TreeMap<String, Integer> sorted = new TreeMap<String, Integer>(new Comparator<String>() {<newline46mondego>  // Note: this comparator imposes orderings that are inconsistent with equals.<newline46mondego>  @Override<newline46mondego>  public int compare(String a, String b) {<newline46mondego>    if (map.get(a) >= map.get(b)) {<newline46mondego>      return -1;<newline46mondego>    } else {<newline46mondego>      return 1;<newline46mondego>    } // returning 0 would merge keys<newline46mondego>  }<newline46mondego>});<newline46mondego>sorted.putAll(map);<newline46mondego><newline46mondego><newline46mondego>Entry<String, Integer> first = sorted.firstEntry();<newline46mondego>System.out.println(<doubleQuotes46>Highest value: <doubleQuotes46> + first.getValue() + is for key: <doubleQuotes46> + first.getKey());<newline46mondego><newline46mondego>// If duplicate keys are never a concern, you can stop here.  Otherwise, one may <newline46mondego>// continue below to find all keys that may be mapped to an equal highest value:<newline46mondego>List<String> others = new LinkedList<String>();<newline46mondego>for (Entry<String, Integer> entries : sorted.entrySet()) {<newline46mondego>  if (entries.getValue().equals(first.getValue())) {<newline46mondego>    others.add(entries.getKey());<newline46mondego>  } else {<newline46mondego>    break;<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>All keys mapped to this highest value: <doubleQuotes46> + others);<newline46mondego>"
"1139splitHere46","12739301splitHere46","Highest value: 11 is for key: G<newline46mondego>All keys mapped to this highest value: [G, F]<newline46mondego>"
"1140splitHere46","12739408splitHere46","if (x > 9)<newline46mondego>  if (y > 8) System.out.println(<doubleQuotes46>x > 9 and y > 8<doubleQuotes46>);<newline46mondego>  else if (z >= 7) System.out.println(<doubleQuotes46>SHOULD OUTPUT THIS x <= 9 and z >= 7<doubleQuotes46>);<newline46mondego>  else<newline46mondego>    System.out.println(<doubleQuotes46>x <= 9 and z < 7<doubleQuotes46>);<newline46mondego>"
"1141splitHere46","12739517splitHere46","tx.finish"
"1142splitHere46","12739517splitHere46","tx.success()<newline46mondego>"
"1143splitHere46","12739611splitHere46","def slurper = new XmlSlurper()<newline46mondego>def htmlParser = slurper.parse(<doubleQuotes46>http://stackoverflow.com<doubleQuotes46>)<newline46mondego><newline46mondego>htmlParser.'**'.findAll{ it.@class == 'question-hyperlink'}.each {<newline46mondego>   println it<newline46mondego>}<newline46mondego>"
"1144splitHere46","12739784splitHere46","JDK-6"
"1145splitHere46","12739784splitHere46","JDK-7"
"1146splitHere46","12739784splitHere46","PATH"
"1147splitHere46","12739784splitHere46","JAVA_HOME"
"1148splitHere46","12739784splitHere46","Computer-->Properties-->Advanced System settings-->advanced tab-->system variables-->add PATH in user variables and JAVA_HOME in System variables."
"1149splitHere46","12739922splitHere46","private OutputCollector<Text, Text> output; <newline46mondego>"
"1150splitHere46","12739922splitHere46","reduce()"
"1151splitHere46","12739922splitHere46","OutputCollector<Text, Text> output"
"1152splitHere46","12739922splitHere46","this.output=output;<newline46mondego>// if the object is null, initialize it if you wanna use it<newline46mondego>"
"1153splitHere46","12740008splitHere46","static boolean isMark(char ch)<newline46mondego>{<newline46mondego>    int type = Character.getType(ch);<newline46mondego>    return type == Character.NON_SPACING_MARK ||<newline46mondego>           type == Character.ENCLOSING_MARK ||<newline46mondego>           type == Character.COMBINING_SPACING_MARK;<newline46mondego>}<newline46mondego>"
"1154splitHere46","12740008splitHere46","String olle = <doubleQuotes46>อภิชาติ<doubleQuotes46>;<newline46mondego>int count = 0;<newline46mondego><newline46mondego>for(int i=0; i<olle.length(); i++)<newline46mondego>{<newline46mondego>    if(!isMark(olle.charAt(i)))<newline46mondego>        count++;<newline46mondego>}<newline46mondego><newline46mondego>System.out.println(count);<newline46mondego>"
"1155splitHere46","12740140splitHere46","String[][] students = { { <doubleQuotes46>John<doubleQuotes46>, <doubleQuotes46>Mark<doubleQuotes46>, <doubleQuotes46>James<doubleQuotes46> }, { <doubleQuotes46>3<doubleQuotes46>, <doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46> } };<newline46mondego>    for (int i = 0; i < students[0].length; i++) {<newline46mondego>        StringBuilder asterix = new StringBuilder();<newline46mondego>        for (int acnt = 0; acnt < Integer.parseInt(students[1][i]); acnt++)<newline46mondego>            asterix.append(<doubleQuotes46>*<doubleQuotes46>);<newline46mondego>        System.out.printf(<doubleQuotes46>%s\t%s\t%s<doubleQuotes46>, students[0][i], students[1][i],asterix.toString());<newline46mondego>        System.out.println();<newline46mondego>    }<newline46mondego>"
"1156splitHere46","12740140splitHere46","John    3   ***<newline46mondego>Mark    2   **<newline46mondego>James   1   *<newline46mondego>"
"1157splitHere46","12740141splitHere46","Combobox"
"1158splitHere46","12740141splitHere46","Image"
"1159splitHere46","12740141splitHere46","Events.ON_SELECT"
"1160splitHere46","12740141splitHere46","Image"
"1161splitHere46","12740141splitHere46","SelectorComposer"
"1162splitHere46","12740141splitHere46","@Listen(<doubleQuotes46>onSelect = combobox#mycmb<doubleQuotes46>)<newline46mondego>public void onComboboxSelected(SelectEvent event) {<newline46mondego>  Set<MyObject> selectedObjects = event.getSelectedObjects();<newline46mondego>  MyObject obj = selectedObjects.get(0);<newline46mondego><newline46mondego>  image.setSrc(getImagePath(obj));  // image are Image component you wired.<newline46mondego>}<newline46mondego>"
"1163splitHere46","12740209splitHere46","currentDateTime.getTime())<newline46mondego>"
"1164splitHere46","12740212splitHere46","<welcome-file-list><newline46mondego><welcome-file><newline46mondego>    <!-- Your Start File --><newline46mondego></welcome-file><newline46mondego></welcome-file-list><newline46mondego>"
"1165splitHere46","12740340splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.Collections;<newline46mondego>import java.util.Comparator;<newline46mondego>import java.util.HashMap;<newline46mondego>import java.util.List;<newline46mondego>import java.util.Map;<newline46mondego>import java.util.Map.Entry;<newline46mondego><newline46mondego>public class Main {<newline46mondego><newline46mondego>    /**<newline46mondego>     * @param args<newline46mondego>     */<newline46mondego>    public static void main(String[] args) {<newline46mondego>    HashMap<String, Integer> counter = new HashMap<String, Integer>();<newline46mondego><newline46mondego>    // [... Code to populate hashtable goes here ...]<newline46mondego>    // <newline46mondego><newline46mondego>    // Extract the map as a list<newline46mondego>    List<Map.Entry<String, Integer>> entries = new ArrayList<Map.Entry<String, Integer>>(counter.entrySet());<newline46mondego><newline46mondego>    // Sort the list of entries.<newline46mondego>    Collections.sort(entries, new Comparator<Map.Entry<String, Integer>>() {<newline46mondego>        @Override<newline46mondego>        public int compare(Entry<String, Integer> first, Entry<String, Integer> second) {<newline46mondego>        // This will give a *positive* value if first freq < second freq, zero if they're equal, negative if first > second.<newline46mondego>        // The result is a highest frequency first sort.<newline46mondego>        return second.getValue() - first.getValue();<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    // And display the results<newline46mondego>    for (Map.Entry<String, Integer> entry : entries.subList(0, 10))<newline46mondego>        System.out.println(String.format(<doubleQuotes46>%s: %d<doubleQuotes46>, entry.getKey(), entry.getValue()));<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1166splitHere46","12740612splitHere46","socket = new Socket();<newline46mondego>"
"1167splitHere46","12740612splitHere46","socket.connect(remoteAddress, timeout);<newline46mondego>"
"1168splitHere46","12740619splitHere46","Foo"
"1169splitHere46","12740619splitHere46","Bar"
"1170splitHere46","12740619splitHere46","Bar"
"1171splitHere46","12740689splitHere46","String[][] students = { { <doubleQuotes46>Carol McKane<doubleQuotes46>, <doubleQuotes46>James Eriol<doubleQuotes46>, <doubleQuotes46>Elainee Black<doubleQuotes46> }, { <doubleQuotes46>920<doubleQuotes46>, <doubleQuotes46>154<doubleQuotes46>, <doubleQuotes46>462<doubleQuotes46> } };<newline46mondego><newline46mondego><newline46mondego>    for (int i = 0 ; i < students[0].length; i++) {<newline46mondego>        System.out.println(students[0][i] + <doubleQuotes46>\t<doubleQuotes46> + students[1][i] + <doubleQuotes46>\t<doubleQuotes46> + students[0][i].replace( <doubleQuotes46> <doubleQuotes46>, <doubleQuotes46><doubleQuotes46> ).length() );<newline46mondego>    }<newline46mondego>"
"1172splitHere46","12740758splitHere46","String url = <doubleQuotes46>age/data/images/four_seasons1.jpg<doubleQuotes46>;<newline46mondego><newline46mondego>    String imageName = url.substring(url.lastIndexOf( <doubleQuotes46>/<doubleQuotes46> )+1, url.length()) ;<newline46mondego>"
"1173splitHere46","12740776splitHere46","a"
"1174splitHere46","12740776splitHere46","memory_1"
"1175splitHere46","12740776splitHere46","b"
"1176splitHere46","12740776splitHere46","a"
"1177splitHere46","12740776splitHere46","b"
"1178splitHere46","12740776splitHere46","memory_1"
"1179splitHere46","12740776splitHere46","a"
"1180splitHere46","12740776splitHere46","a"
"1181splitHere46","12740776splitHere46","memory_2"
"1182splitHere46","12740776splitHere46","b"
