"1splitHere46","6611642splitHere46","rename"
"2698splitHere46","6698796splitHere46","private static List<ScreenProvider> screenProviders = screenProviders();<newline46mondego><newline46mondego>public static Screen getNextScreen(JSONObject jsonObject) {<newline46mondego>    for (ScreenProvider screenProvider : screenProviders) {<newline46mondego>        if (screenProvider.supports(jsonObject)) {<newline46mondego>            return screenProvider.getScreen(jsonObject);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return null;<newline46mondego>}<newline46mondego><newline46mondego>interface ScreenProvider {<newline46mondego>    boolean supports(JSONObject jsonObject);<newline46mondego>    Screen getScreen(JSONObject jsonObject);<newline46mondego>}<newline46mondego><newline46mondego>private static List<ScreenProvider> screenProviders() {<newline46mondego>    return Arrays.asList(<newline46mondego>            new ScreenProvider() {<newline46mondego>                public boolean supports(JSONObject jsonObject) {<newline46mondego>                    return isNextProgramScreen(jsonObject);<newline46mondego>                }<newline46mondego><newline46mondego>                public Screen getScreen(JSONObject jsonObject) {<newline46mondego>                    ParentRatingsObject parentRatingsObject = JsonBusinessObjectFactory.createParentRatingsObject(jsonObject);<newline46mondego>                    return new NextProgramScreen(parentRatingsObject);<newline46mondego>                }<newline46mondego>            },<newline46mondego>            new ScreenProvider() {<newline46mondego>                public boolean supports(JSONObject jsonObject) {<newline46mondego>                    return isTimerScreen(jsonObject);<newline46mondego>                }<newline46mondego><newline46mondego>                public Screen getScreen(JSONObject jsonObject) {<newline46mondego>                    ChildWithParentRatingsObject childWithParentRatingsObject = JsonBusinessObjectFactory.createChildWithParentRatingsObject(jsonObject);<newline46mondego>                    return new TimerScreen(childWithParentRatingsObject);<newline46mondego>                }<newline46mondego>            },<newline46mondego>            new ScreenProvider() {<newline46mondego>                public boolean supports(JSONObject jsonObject) {<newline46mondego>                    return isNextContestantPreJudgeScreen(jsonObject);<newline46mondego>                }<newline46mondego><newline46mondego>                public Screen getScreen(JSONObject jsonObject) {<newline46mondego>                    ChildWithParentRatingsObject childWithParentRatingsObject = JsonBusinessObjectFactory.createChildWithParentRatingsObject(jsonObject);<newline46mondego>                    return new NextContestantPreJudgingScreen(childWithParentRatingsObject);<newline46mondego>                }<newline46mondego>            },<newline46mondego>            new ScreenProvider() {<newline46mondego>                public boolean supports(JSONObject jsonObject) {<newline46mondego>                    return isNextContestantJudgeScreen(jsonObject);<newline46mondego>                }<newline46mondego><newline46mondego>                public Screen getScreen(JSONObject jsonObject) {<newline46mondego>                    ChildWithParentRatingsObject childWithParentRatingsObject = JsonBusinessObjectFactory.createChildWithParentRatingsObject(jsonObject);<newline46mondego>                    return new TimerScreen(childWithParentRatingsObject);<newline46mondego>                }<newline46mondego>            }<newline46mondego>    );<newline46mondego>}<newline46mondego>"
"2699splitHere46","6698998splitHere46","StackTrace"
"2700splitHere46","6699006splitHere46","Thread.interrupt()"
"2701splitHere46","6699006splitHere46","Object.wait()"
"2702splitHere46","6699007splitHere46","java.nio.DirectByteBuffer"
"2703splitHere46","6699007splitHere46","ByteBuffer#allocateDirect(int)"
"2704splitHere46","6699007splitHere46","sun.misc.Cleaner"
"2705splitHere46","6699007splitHere46","java.lang.ref.PhantomReference"
"2706splitHere46","6699007splitHere46","Cleaner"
"2707splitHere46","6699007splitHere46","PhantomReference"
"2708splitHere46","6699007splitHere46","ReferenceQueue"
"2709splitHere46","6699007splitHere46","ReferenceHandler"
"2710splitHere46","6699007splitHere46","Cleaner"
"2711splitHere46","6699007splitHere46","Cleaner#clean()"
"2712splitHere46","6699007splitHere46","DirectByteBuffer$Deallocator#run()"
"2713splitHere46","6699007splitHere46","Unsafe#freeMemory(long)"
"2714splitHere46","6699007splitHere46","Object#finalize()"
"2715splitHere46","6699007splitHere46","DirectByteBuffer"
"2716splitHere46","6699474splitHere46","SessionFactory"
"2717splitHere46","6699474splitHere46","EntityManagerFactory"
"2718splitHere46","6699474splitHere46","public enum Schema {<newline46mondego>    A, B<newline46mondego>}<newline46mondego><newline46mondego>public EntityDaoImpl {<newline46mondego><newline46mondego>    // Create and populate the map at DAO creation time (Spring etc.).<newline46mondego>    private Map<Schema, SessionFactory> sessionFactoryBySchema = ...; <newline46mondego><newline46mondego>    private Session getSession(Schema schema) {<newline46mondego>        SessionFactory sessionFactory = sessionFactoryBySchema.get(schema);<newline46mondego>        return sessionFactory.getCurrentSession(); // ... or whatever<newline46mondego>    }<newline46mondego><newline46mondego>    public void saveEntity(Schema schema, Entity entity) {<newline46mondego>        getSession(schema).save(entity);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2719splitHere46","6699548splitHere46","ACTION_SCREEN_ON"
"2720splitHere46","6699548splitHere46","BroadcastReceiver"
"2721splitHere46","6699548splitHere46","registerReceiver()"
"2722splitHere46","6699548splitHere46","ACTION_SCREEN_OFF"
"2723splitHere46","6699548splitHere46","ACTION_BATTERY_CHANGED"
"2724splitHere46","6699548splitHere46","ACTION_USER_PRESENT"
"2725splitHere46","6699603splitHere46","=="
"2726splitHere46","6699603splitHere46","=="
"2727splitHere46","6699695splitHere46","Integer.valueOf(<doubleQuotes46>FFFF<doubleQuotes46>,16).shortValue(); // evaluates to -1 (short)<newline46mondego>"
"2728splitHere46","6699695splitHere46","Short.valueOf(<doubleQuotes46>FF<doubleQuotes46>,16).byteValue(); // -1 (byte)<newline46mondego>Integer.valueOf(<doubleQuotes46>FFFF<doubleQuotes46>,16).shortValue(); // -1 (short)<newline46mondego>Long.valueOf(<doubleQuotes46>FFFFFFFF<doubleQuotes46>,16).intValue(); // -1 (int)<newline46mondego>new BigInteger(<doubleQuotes46>FFFFFFFFFFFFFFFF<doubleQuotes46>,16).longValue(); // -1 (long)<newline46mondego>"
"2729splitHere46","6699719splitHere46","@XmlSchema"
"2730splitHere46","6699719splitHere46","location"
"2731splitHere46","6699719splitHere46","@XmlSchema(location=<doubleQuotes46>http://www.example.com/xsds/foo.xsd<doubleQuotes46>)<newline46mondego>package com.example.foo;<newline46mondego>"
"2732splitHere46","6699758splitHere46","<p:dataTable style=<doubleQuotes46>width:25px;<doubleQuotes46>>"
"2733splitHere46","6699758splitHere46","<p:column><newline46mondego>    <f:facet name=<doubleQuotes46>header<doubleQuotes46>><newline46mondego>        <h:outputText value=<doubleQuotes46>This is a long column header<doubleQuotes46> /><newline46mondego>    </f:facet><newline46mondego>    <h:outputText value=<doubleQuotes46>#{bean.value}<doubleQuotes46> /><newline46mondego></p:column><newline46mondego>"
"2734splitHere46","6699758splitHere46","No Records Found"
"2735splitHere46","6699758splitHere46","<p:dataTable style=<doubleQuotes46>width:25px;<doubleQuotes46> emptyMessage=<doubleQuotes46>thisisalongmessagefornodata<doubleQuotes46>><newline46mondego>"
"2736splitHere46","6699772splitHere46","client.getParams().setParameter(ClientPNames.ALLOW_CIRCULAR_REDIRECTS, true); <newline46mondego>"
"2737splitHere46","6699959splitHere46","Properties props = new Properties();<newline46mondego>    props.setProperty(<doubleQuotes46>mail.transport.protocol<doubleQuotes46>, <doubleQuotes46>smtp<doubleQuotes46>);<newline46mondego>    Session mailSession = Session.getDefaultInstance(props, null);<newline46mondego>    Transport transport = mailSession.getTransport(<doubleQuotes46>smtp<doubleQuotes46>);<newline46mondego>    transport.connect(<doubleQuotes46>localhost<doubleQuotes46>, 25, null, null);<newline46mondego><newline46mondego>    Email email = new SimpleEmail();<newline46mondego>    email.setFrom(<doubleQuotes46>example@example.com<doubleQuotes46>);<newline46mondego>    email.addTo(<doubleQuotes46>example@example.com<doubleQuotes46>);<newline46mondego>    email.setSubject(<doubleQuotes46>Hello Example<doubleQuotes46>);<newline46mondego>    email.setMsg(<doubleQuotes46>Hello Example<doubleQuotes46>);<newline46mondego>    email.setHostName(<doubleQuotes46>localhost<doubleQuotes46>); // buildMimeMessage call below freaks out without this<newline46mondego><newline46mondego>    // dug into the internals of commons email<newline46mondego>    // basically send() is buildMimeMessage() + Transport.send(message)<newline46mondego>    // so rather than using Transport, reuse the one that I already have<newline46mondego>    email.buildMimeMessage();<newline46mondego>    Message m = email.getMimeMessage();<newline46mondego>    transport.sendMessage(m, m.getAllRecipients());<newline46mondego>"
"2738splitHere46","6699986splitHere46","MainWindow ui = EventQueue.invokeAndGet(new Callable() {<newline46mondego>    public MainWindow call() {<newline46mondego>        return new MainWindow(...);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"2739splitHere46","6700032splitHere46","public static void main(String[] args)<newline46mondego>{<newline46mondego>    for(int i=0; i<100; i++)<newline46mondego>    {<newline46mondego>        System.out.println();<newline46mondego><newline46mondego>        int entries = i*100*1000;<newline46mondego>        long t0=test( entries, new FakeMap() );<newline46mondego>        long t1=test( entries, new HashMap() );<newline46mondego>        long t2=test( entries, new ConcurrentHashMap() );<newline46mondego><newline46mondego>        long diff = (t2-t1)*100/(t1-t0);<newline46mondego>        System.out.printf(<doubleQuotes46>entries=%,d time diff= %d%% %n<doubleQuotes46>, entries, diff);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>static long test(int ENTRIES, Map map)<newline46mondego>{<newline46mondego>    long SEED = 0;<newline46mondego>    Random random = new Random(SEED);<newline46mondego><newline46mondego>    int RW_RATIO = 10;<newline46mondego><newline46mondego>    long t0 = System.nanoTime();<newline46mondego><newline46mondego>    for(int i=0; i<ENTRIES; i++)<newline46mondego>        map.put( random.nextInt(), random.nextInt() );<newline46mondego><newline46mondego>    for(int i=0; i<RW_RATIO; i++)<newline46mondego>    {<newline46mondego>        random.setSeed(SEED);<newline46mondego>        for(int j=0; j<ENTRIES; j++)<newline46mondego>        {<newline46mondego>            map.get( random.nextInt() );<newline46mondego>            random.nextInt();<newline46mondego>        }<newline46mondego>    }<newline46mondego>    long t = System.nanoTime()-t0;<newline46mondego>    System.out.printf(<doubleQuotes46>%,d ns %s %n<doubleQuotes46>, t, map.getClass());<newline46mondego>    return t;<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>static class FakeMap implements Map<newline46mondego>{<newline46mondego>    public Object get(Object key)<newline46mondego>    {<newline46mondego>        return null;  <newline46mondego>    }<newline46mondego>    public Object put(Object key, Object value)<newline46mondego>    {<newline46mondego>        return null;  <newline46mondego>    }<newline46mondego>    // etc. etc.<newline46mondego>}<newline46mondego>"
"2740splitHere46","6700046splitHere46","Wakes up a single thread that is waiting on this object's monitor. If any threads are<newline46mondego>waiting on this object, one of them is chosen to be awakened. The choice is arbitrary and <newline46mondego>occurs at the discretion of the implementation. A thread waits on an object's monitor by <newline46mondego>calling one of the wait methods.<newline46mondego>"
"2741splitHere46","6700046splitHere46","ReentrantReadWriteLock"
"2742splitHere46","6700046splitHere46","When constructed as fair, threads contend for entry using an approximately arrival<newline46mondego>order policy. When the currently held lock is released either the longest-waiting<newline46mondego>single writer thread will be assigned the write lock, or if there is a group of reader<newline46mondego>threads waiting longer than all waiting writer threads, that group will be assigned the read lock.<newline46mondego>"
"2743splitHere46","6700194splitHere46","import"
"2744splitHere46","6700194splitHere46","org.ejml"
"2745splitHere46","6700194splitHere46","DenseMatrix64F"
"2746splitHere46","6700194splitHere46","org.ejml.data"
"2747splitHere46","6700253splitHere46","Display.setAppName()"
"2748splitHere46","6700253splitHere46","Display"
"2749splitHere46","6700253splitHere46","Display.getDefault()"
"2750splitHere46","6700298splitHere46","@XmlRootElement<newline46mondego>public class TestXML {<newline46mondego>  private String testtype;<newline46mondego>  private double duration;<newline46mondego>  private String status;<newline46mondego><newline46mondego>  public void setTesttype(String testtype) {<newline46mondego>    this.testtype = testtype;<newline46mondego>  }<newline46mondego>  @XmlAttribute<newline46mondego>  public String getTesttype() {<newline46mondego>    return testtype;<newline46mondego>  }<newline46mondego>  public void setDuration(double duration) {<newline46mondego>    this.duration = duration;<newline46mondego>  }<newline46mondego>  @XmlAttribute<newline46mondego>  public double getDuration() {<newline46mondego>    return duration;<newline46mondego>  }<newline46mondego>  public void setStatus(String status) {<newline46mondego>    this.status = status;<newline46mondego>  }<newline46mondego>  @XmlValue<newline46mondego>  public String getStatus() {<newline46mondego>    return status;<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String args[]) {<newline46mondego>    TestXML test = JAXB.unmarshal(new File(<doubleQuotes46>test.xml<doubleQuotes46>), TestXML.class);<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>testtype = <doubleQuotes46> + test.getTesttype());<newline46mondego>    System.out.println(<doubleQuotes46>duration = <doubleQuotes46> + test.getDuration());<newline46mondego>    System.out.println(<doubleQuotes46>status = <doubleQuotes46> + test.getStatus());<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"2751splitHere46","6700298splitHere46","test.xml"
"2752splitHere46","6700298splitHere46","<testxml testtype=<doubleQuotes46>converting<doubleQuotes46> duration=<doubleQuotes46>100.00<doubleQuotes46>> successful </testxml><newline46mondego>"
"2753splitHere46","6700381splitHere46",".java"
"2754splitHere46","6700381splitHere46",".class"
"2755splitHere46","6700381splitHere46","classpath"
"2756splitHere46","6700381splitHere46","contents"
"2757splitHere46","6700381splitHere46","static"
"2758splitHere46","6700381splitHere46","class MyAwesomeClass  <newline46mondego> {  <newline46mondego>    Object[][] myArray = Cost_en.contents;  <newline46mondego> }  <newline46mondego>"
"2759splitHere46","6700713splitHere46","Map<String, String> paramsMap = SocialAuthUtil.getRequestParametersMap(request);            <newline46mondego>AuthProvider provider = manager.connect(paramsMap);<newline46mondego>"
