"1splitHere46","16802813splitHere46","JDialog dialog = new JDialog(parentFrame, true); // owner, modal<newline46mondego>"
"1837splitHere46","16855939splitHere46","on delete set null"
"1838splitHere46","16855948splitHere46","setAction(Action)"
"1839splitHere46","16855948splitHere46","Action[] getActios()"
"1840splitHere46","16856010splitHere46","Vector"
"1841splitHere46","16856010splitHere46","private static Vector vector = new Vector();<newline46mondego>"
"1842splitHere46","16856010splitHere46","Vector"
"1843splitHere46","16856010splitHere46","DrawingElement"
"1844splitHere46","16856010splitHere46","private static Vector<DrawingElement> vector = new Vector<>();<newline46mondego>"
"1845splitHere46","16856048splitHere46","for(i = 0; i < arrayOfInts.length; i++) {"
"1846splitHere46","16856048splitHere46","i < arrayOfInts.length"
"1847splitHere46","16856048splitHere46","j"
"1848splitHere46","16856048splitHere46","foundIt"
"1849splitHere46","16856048splitHere46","j"
"1850splitHere46","16856075splitHere46","EntityManager.find()"
"1851splitHere46","16856075splitHere46","select p from Person p where p.employee.mobileNumber = :theMobileNumber<newline46mondego>"
"1852splitHere46","16856075splitHere46","select p.address from Person p where p.employee.mobileNumber = :theMobileNumber<newline46mondego>"
"1853splitHere46","16856108splitHere46","@Override"
"1854splitHere46","16856367splitHere46","public void operationComplete()<newline46mondego>{       <newline46mondego>    getActivity().runOnUiThread(new Runnable() {<newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            Toast.makeText(getActivity(), <doubleQuotes46>Herp<doubleQuotes46>, Toast.LENGTH_SHORT).show();<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego><newline46mondego>    Log.i(<doubleQuotes46>Hello: <doubleQuotes46>, <doubleQuotes46>Got here!<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"1855splitHere46","16856585splitHere46","public static void main(String[] args) <newline46mondego>{<newline46mondego>    try<newline46mondego>    {           <newline46mondego>        Processor proc = new Processor(false);<newline46mondego>        DocumentBuilder builder = proc.newDocumentBuilder();<newline46mondego>        XPathCompiler xpc = proc.newXPathCompiler();<newline46mondego><newline46mondego>        XPathSelector selector = xpc.compile(<doubleQuotes46>//book/title<doubleQuotes46>).load();<newline46mondego>        selector.setContextItem(builder.build(new File(<doubleQuotes46>books.xml<doubleQuotes46>)));<newline46mondego>        for (XdmItem item: selector) <newline46mondego>        {<newline46mondego>            System.out.println(item.getStringValue());<newline46mondego>        }<newline46mondego>    }   <newline46mondego><newline46mondego>    catch(Exception e)<newline46mondego>    {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1856splitHere46","16856736splitHere46","CharSequence"
"1857splitHere46","16856736splitHere46","gestionStock.Article"
"1858splitHere46","16856736splitHere46","public final class ArticleFilter<newline46mondego>    implements Predicate<gestionstock.Article><newline46mondego>{<newline46mondego>    private final Pattern pattern;<newline46mondego><newline46mondego>    public ArticleFilter(final String regex)<newline46mondego>    {<newline46mondego>        pattern = Pattern.compile(regex);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean apply(final gestionstock.Article input)<newline46mondego>    {<newline46mondego>        return pattern.matcher(input.getDesArt()).find();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1859splitHere46","16856736splitHere46","private List<gestionstock.Article> filteredList<newline46mondego>     = Lists.newArrayList(Collections2.filter(listArticles,     <newline46mondego>         new ArticleFilter(<doubleQuotes46>test<doubleQuotes46>)));<newline46mondego>"
"1860splitHere46","16856793splitHere46","class MyReader<newline46mondego>{<newline46mondego>     public int read() throws IOException {  <newline46mondego>        int bit = current.read();  <newline46mondego>        if (bit == -1 && streams.size() > 0) {  <newline46mondego>            // left out due to lacking relevance<newline46mondego>        } else if(bit == -1 && streams.size() == 0) {<newline46mondego>            waitForNextStream();<newline46mondego>            return read();<newline46mondego>        }<newline46mondego>        return bit;<newline46mondego>    }<newline46mondego><newline46mondego>    private synchronized void waitForNextStream()<newline46mondego>    {<newline46mondego>        // TODO add close handling, set current here<newline46mondego>        while (streams.isEmpty())<newline46mondego>        {<newline46mondego>            wait();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public synchronized void addNextStream(InputStream is)<newline46mondego>    {<newline46mondego>        streams.add(is);<newline46mondego>        notify();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1861splitHere46","16856823splitHere46","class A {<newline46mondego>    public static DataSource getConnection() {<newline46mondego>     Context initContext  = new InitialContext();<newline46mondego>     Context envContext  = (Context)initContext.lookup(<doubleQuotes46>java:/comp/env<doubleQuotes46>);<newline46mondego>     DataSource dataSource = (DataSource)envContext.lookup(<doubleQuotes46>jdbc/testdb<doubleQuotes46>);<newline46mondego>     return dataSource;<newline46mondego>    }<newline46mondego>     }  <newline46mondego>   class B {<newline46mondego>    javax.sql.DataSource ds=(DataSource)A.getConnection();<newline46mondego>    javax.sql.Connection con=ds.getConnection();<newline46mondego>    }<newline46mondego>"
"1862splitHere46","16856924splitHere46","LinkedList"
"1863splitHere46","16856924splitHere46","ArrayList"
"1864splitHere46","16856924splitHere46","ArrayList"
"1865splitHere46","16856924splitHere46","LinkedList"
"1866splitHere46","16856924splitHere46","ArrayList"
"1867splitHere46","16856924splitHere46","LinkedList"
"1868splitHere46","16856924splitHere46","ArrayList"
"1869splitHere46","16856924splitHere46","LinkedList"
"1870splitHere46","16857133splitHere46","UNSPECIFIED_PARAMETER_KEY"
"1871splitHere46","16857133splitHere46","long"
"1872splitHere46","16857133splitHere46","value"
"1873splitHere46","16857133splitHere46","Long"
"1874splitHere46","16857133splitHere46","value"
"1875splitHere46","16857133splitHere46","long"
"1876splitHere46","16857133splitHere46","Long"
"1877splitHere46","16857133splitHere46","value"
"1878splitHere46","16857133splitHere46","UNSPECIFIED_PARAMETER_KEY"
"1879splitHere46","16857133splitHere46","Long"
"1880splitHere46","16857224splitHere46","import javax.ws.rs.Consumes;<newline46mondego>import javax.ws.rs.core.MediaType;<newline46mondego>"
"1881splitHere46","16857224splitHere46","@POST<newline46mondego>@Path(<doubleQuotes46>copy<doubleQuotes46>)<newline46mondego>@Consumes(MediaType.MULTIPART_FORM_DATA)<newline46mondego>public Response copy(@FormDataParam(<doubleQuotes46>file<doubleQuotes46>) InputStream uploadedInputStream,<newline46mondego>            @FormDataParam(<doubleQuotes46>file<doubleQuotes46>) FormDataContentDisposition fileDetail);<newline46mondego>"
"1882splitHere46","16857242splitHere46","FormLayout"
"1883splitHere46","16857242splitHere46","FormData"
"1884splitHere46","16857242splitHere46","Shell shell = new Shell();<newline46mondego><newline46mondego>FillLayout fillLayout = new FillLayout();<newline46mondego>fillLayout.marginHeight = 5;<newline46mondego>fillLayout.marginWidth = 5;<newline46mondego>shell.setLayout( fillLayout );<newline46mondego><newline46mondego>Composite outer = new Composite( shell, SWT.BORDER );<newline46mondego>outer.setBackground( new Color( null, 207, 255, 206 ) ); // Green<newline46mondego><newline46mondego>FormLayout formLayout = new FormLayout();<newline46mondego>formLayout.marginHeight = 5;<newline46mondego>formLayout.marginWidth = 5;<newline46mondego>formLayout.spacing = 5;<newline46mondego>outer.setLayout( formLayout );<newline46mondego><newline46mondego>Composite innerLeft = new Composite( outer, SWT.BORDER );<newline46mondego>innerLeft.setLayout( new GridLayout() );<newline46mondego>innerLeft.setBackground( new Color( null, 232, 223, 255 ) ); // Blue<newline46mondego><newline46mondego>FormData fData = new FormData();<newline46mondego>fData.top = new FormAttachment( 0 );<newline46mondego>fData.left = new FormAttachment( 0 );<newline46mondego>fData.right = new FormAttachment( 10 ); // Locks on 10% of the view<newline46mondego>fData.bottom = new FormAttachment( 100 );<newline46mondego>innerLeft.setLayoutData( fData );<newline46mondego><newline46mondego>Composite innerRight = new Composite( outer, SWT.BORDER );<newline46mondego>innerRight.setLayout( fillLayout );<newline46mondego>innerRight.setBackground( new Color( null, 255, 235, 223 ) ); // Orange<newline46mondego><newline46mondego>fData = new FormData();<newline46mondego>fData.top = new FormAttachment( 0 );<newline46mondego>fData.left = new FormAttachment( innerLeft );<newline46mondego>fData.right = new FormAttachment( 100 );<newline46mondego>fData.bottom = new FormAttachment( 100 );<newline46mondego>innerRight.setLayoutData( fData );<newline46mondego><newline46mondego>shell.open();<newline46mondego>"
"1885splitHere46","16857549splitHere46","public boolean RetreiveId(UserBean userBean){<newline46mondego>     boolean userExists = false;<newline46mondego><newline46mondego>/* Provide table name and column name carefully in the sql query below.<newline46mondego> * here i have a table <doubleQuotes46>userbean<doubleQuotes46> with two column's<newline46mondego> * <doubleQuotes46>userId<doubleQuotes46> and <doubleQuotes46>password<doubleQuotes46> both of varchar2 type.<newline46mondego> */<newline46mondego>     String sql1 = <doubleQuotes46>select userId from userbean <doubleQuotes46>+<doubleQuotes46>where userId = ?<doubleQuotes46>;<newline46mondego>     UserBean ub = jdbcTemplate.queryForObject(sql1, <newline46mondego>              new Object[] { userBean.getUserId()});<newline46mondego>     System.out.println(<doubleQuotes46>^^^^^^^^^^sql1<doubleQuotes46>+sql1);<newline46mondego><newline46mondego>     if (ub != null) {<newline46mondego>          userExists = true;<newline46mondego>     }<newline46mondego>     return userExists;<newline46mondego>     }<newline46mondego>"
"1886splitHere46","16857680splitHere46","yourString.matches(<doubleQuotes46>\\d+<doubleQuotes46>)"
"1887splitHere46","16857680splitHere46","\\d"
"1888splitHere46","16857680splitHere46","+"
"1889splitHere46","16857680splitHere46","\\d+"
"1890splitHere46","16857810splitHere46","/^STARTText.*?(\r?\n)(?:^\\.*?\1)+/m<newline46mondego>"
"1891splitHere46","16857810splitHere46","/^.*?(\r?\n)(?:^\d{4}\s.*?\1)+/m<newline46mondego>"
"1892splitHere46","16857810splitHere46","(?m)^STARTText.*?(\\r?\\n)(?:^\\\\.*?\\1)+<newline46mondego>"
"1893splitHere46","16857810splitHere46","(?m)^.*?(\\r?\\n)(?:^\\d{4}\\s.*?\\1)+<newline46mondego>"
"1894splitHere46","16857929splitHere46","VirtualSystemEntry(constructor)"
"1895splitHere46","16857929splitHere46","Folder(constructor)"
"1896splitHere46","16857935splitHere46","Polygon"
"1897splitHere46","16857935splitHere46","Shape.intersect()"
"1898splitHere46","16857935splitHere46","Shape"
"1899splitHere46","16857948splitHere46","<doubleQuotes46>"
"1900splitHere46","16857948splitHere46","String"
"1901splitHere46","16857948splitHere46","JTextField"
"1902splitHere46","16857948splitHere46","sqlcodefield.setText(<doubleQuotes46>(\<doubleQuotes46>Select IP from Test where (Ipdate > 01.01.2010)\<doubleQuotes46>);<doubleQuotes46>);<newline46mondego>"
"1903splitHere46","16857957splitHere46","HashMap<yourFieldName, yourFieldValue>"
"1904splitHere46","16857957splitHere46","Array"
"1905splitHere46","16857957splitHere46","List"
"1906splitHere46","16857957splitHere46","Set"
"1907splitHere46","16857957splitHere46","String"
"1908splitHere46","16857957splitHere46","HashMap<String,Boolean>"
"1909splitHere46","16857957splitHere46","private static Map<String,Boolean> scanForDifferences(Map<String,Object> mapOne, <newline46mondego>                                                      Map<String,Object> mapTwo){<newline46mondego><newline46mondego>    Map<String,Boolean> retMap = new HashMap<String,Boolean>(); <newline46mondego>    Iterator<Map.Entry<String, Object>> it = mapOne.entrySet().iterator();<newline46mondego>    while (it.hasNext()) {<newline46mondego>        Map.Entry<String,Object> entry = (Map.Entry<String,Object>)it.next();<newline46mondego>        if (mapTwo.get(entry.getKey()).equals(entry.getValue()))<newline46mondego>            retMap.put(entry.getKey(), new Boolean(Boolean.TRUE));<newline46mondego>        else <newline46mondego>            retMap.put(entry.getKey(), new Boolean(Boolean.FALSE));<newline46mondego>        it.remove(); // prevent ConcurrentModificationException<newline46mondego>    }<newline46mondego>    return retMap;<newline46mondego>}<newline46mondego>"
"1910splitHere46","16857957splitHere46","Map<String,Object> oldMap = new HashMap<String,Object>();<newline46mondego>Map<String,Object> newMap = new HashMap<String,Object>();<newline46mondego><newline46mondego>oldMap.put(<doubleQuotes46>initials<doubleQuotes46>,<doubleQuotes46>Y. J.<doubleQuotes46>);<newline46mondego>oldMap.put(<doubleQuotes46>firstName<doubleQuotes46>,<doubleQuotes46>Yogend<doubleQuotes46>);<newline46mondego>oldMap.put(<doubleQuotes46>lastName<doubleQuotes46>,<doubleQuotes46>Jos<doubleQuotes46>);<newline46mondego>oldMap.put(<doubleQuotes46>userName<doubleQuotes46>,<doubleQuotes46>YNJos<doubleQuotes46>);<newline46mondego>oldMap.put(<doubleQuotes46>age<doubleQuotes46>,<doubleQuotes46>33<doubleQuotes46>);<newline46mondego><newline46mondego>newMap.put(<doubleQuotes46>initials<doubleQuotes46>,<doubleQuotes46>Y. J.<doubleQuotes46>);<newline46mondego>newMap.put(<doubleQuotes46>firstName<doubleQuotes46>,<doubleQuotes46>Yogendra<doubleQuotes46>);<newline46mondego>newMap.put(<doubleQuotes46>lastName<doubleQuotes46>,<doubleQuotes46>Joshi<doubleQuotes46>);<newline46mondego>newMap.put(<doubleQuotes46>userName<doubleQuotes46>,<doubleQuotes46>YNJoshi<doubleQuotes46>);        <newline46mondego>newMap.put(<doubleQuotes46>age<doubleQuotes46>,<doubleQuotes46>33<doubleQuotes46>);<newline46mondego>"
